石門水庫,2019,臺灣北區,桃園市龍潭區、大溪區、復興區,1/1,240.61,16330.01,82.72 %
西勢水庫,2019,臺灣北區,基隆巿暖暖區,1/1,72.08,43.69,100 %
新山水庫,2019,臺灣北區,基隆巿安樂區,1/1,83.86,869.28,86.75 %
寶山水庫,2019,臺灣北區,新竹縣寶山鄉,1/1,139.51,389.09,77.28 %
寶山第二水庫,2019,臺灣北區,新竹縣寶山鄉,1/1,140.45,1876.48,59.62 %
永和山水庫,2019,臺灣中區,苗栗縣頭份鎮、三灣鄉,1/1,77.98,1904.52,63.51 %
大埔水庫,2019,臺灣中區,新竹縣峨眉鄉,1/1,68.54,417.51,78.79 %
明德水庫,2019,臺灣中區,苗栗縣頭屋鄉,1/1,56.60,679.69,53.27 %
鯉魚潭水庫,2019,臺灣中區,苗栗縣卓蘭鎮大湖鄉,1/1,288.74,7154.08,62.49 %
德基水庫,2019,臺灣中區,臺中市和平區,1/1,1394.11,9820.82,65.12 %
石岡壩,2019,臺灣中區,臺中市石岡區,1/1,271.66,19.50,13.44 %
霧社水庫,2019,臺灣中區,南投縣仁愛鄉,1/1,998.87,2894.39,72 %
日月潭水庫,2019,臺灣中區,南投縣魚池鄉,1/1,747.53,12092.58,94.05 %
仁義潭水庫,2019,臺灣南區,嘉義縣番路鄉,1/1,101.53,1761.97,69.59 %
蘭潭水庫,2019,臺灣南區,嘉義巿,1/1,70.79,587.71,63.48 %
白河水庫,2019,臺灣南區,臺南市白河區,1/1,103.77,44.00,6.37 %
烏山頭水庫,2019,臺灣南區,臺南市六甲區、官田區,1/1,56.31,6122.00,78.21 %
曾文水庫,2019,臺灣南區,嘉義縣大埔鄉,1/1,219.42,32620.00,63.96 %
南化水庫,2019,臺灣南區,臺南市南化區,1/1,175.88,7372.44,78.95 %
鏡面水庫,2019,臺灣南區,臺南市南化區,1/1,140.85,77.35,75.1 %
澄清湖水庫,2019,臺灣南區,高雄市鳥松區,1/1,17.83,265.00,100 %
阿公店水庫,2019,臺灣南區,高雄市燕巢區,1/1,35.78,1168.73,73.57 %
鳳山水庫,2019,臺灣南區,高雄市林園區,1/1,44.92,396.72,52.81 %
牡丹水庫,2019,臺灣南區,屏東縣牡丹鄉,1/1,136.28,1893.76,71.93 %
成功水庫,2019,澎湖地區,澎湖縣湖西鄉,1/1,7.83,71.30,68.56 %
興仁水庫,2019,澎湖地區,澎湖縣馬公巿,1/1,6.50,18.10,28.41 %
東衛水庫,2019,澎湖地區,澎湖縣馬公巿,1/1,1.90,0.00, 
西安水庫,2019,澎湖地區,澎湖縣望安鄉,1/1,11.80,18.80,78.33 %
七美水庫,2019,澎湖地區,澎湖縣七美鄉,1/1,21.80,6.70,29.33 %
石門水庫,2019,臺灣北區,桃園市龍潭區、大溪區、復興區,1/2,240.57,16142.84,81.78 %
西勢水庫,2019,臺灣北區,基隆巿暖暖區,1/2,72.08,43.69,100 %
新山水庫,2019,臺灣北區,基隆巿安樂區,1/2,83.80,866.40,86.47 %
翡翠水庫,2019,臺灣北區,新北市新店區,1/2,167.74,31445.35,93.73 %
寶山水庫,2019,臺灣北區,新竹縣寶山鄉,1/2,139.44,385.44,76.55 %
寶山第二水庫,2019,臺灣北區,新竹縣寶山鄉,1/2,140.29,1858.18,59.04 %
永和山水庫,2019,臺灣中區,苗栗縣頭份鎮、三灣鄉,1/2,77.85,1887.41,62.94 %
大埔水庫,2019,臺灣中區,新竹縣峨眉鄉,1/2,68.55,418.52,78.98 %
明德水庫,2019,臺灣中區,苗栗縣頭屋鄉,1/2,56.59,678.58,53.18 %
鯉魚潭水庫,2019,臺灣中區,苗栗縣卓蘭鎮大湖鄉,1/2,288.60,7108.87,62.09 %
德基水庫,2019,臺灣中區,臺中市和平區,1/2,1393.90,9755.72,64.68 %
石岡壩,2019,臺灣中區,臺中市石岡區,1/2,271.97,28.74,19.81 %
霧社水庫,2019,臺灣中區,南投縣仁愛鄉,1/2,998.92,2591.45,64.47 %
日月潭水庫,2019,臺灣中區,南投縣魚池鄉,1/2,747.81,12317.11,95.8 %
仁義潭水庫,2019,臺灣南區,嘉義縣番路鄉,1/2,101.50,1755.57,69.34 %
蘭潭水庫,2019,臺灣南區,嘉義巿,1/2,70.72,582.96,62.97 %
白河水庫,2019,臺灣南區,臺南市白河區,1/2,103.77,44.00,6.37 %
烏山頭水庫,2019,臺灣南區,臺南市六甲區、官田區,1/2,56.24,6062.00,77.44 %
曾文水庫,2019,臺灣南區,嘉義縣大埔鄉,1/2,219.42,32620.00,63.96 %
南化水庫,2019,臺灣南區,臺南市南化區,1/2,175.80,7335.88,78.56 %
鏡面水庫,2019,臺灣南區,臺南市南化區,1/2,140.81,76.94,74.7 %
澄清湖水庫,2019,臺灣南區,高雄市鳥松區,1/2,17.86,267.00,100 %
阿公店水庫,2019,臺灣南區,高雄市燕巢區,1/2,35.73,1155.64,76.54 %
鳳山水庫,2019,臺灣南區,高雄市林園區,1/2,45.03,402.72,53.61 %
牡丹水庫,2019,臺灣南區,屏東縣牡丹鄉,1/2,136.22,1887.03,71.67 %
成功水庫,2019,澎湖地區,澎湖縣湖西鄉,1/2,7.82,71.10,68.37 %
興仁水庫,2019,澎湖地區,澎湖縣馬公巿,1/2,6.40,17.50,27.47 %
東衛水庫,2019,澎湖地區,澎湖縣馬公巿,1/2,1.90,0.00, 
西安水庫,2019,澎湖地區,澎湖縣望安鄉,1/2,11.80,18.80,78.33 %
七美水庫,2019,澎湖地區,澎湖縣七美鄉,1/2,21.70,6.31,27.63 %
石門水庫,2019,臺灣北區,桃園市龍潭區、大溪區、復興區,1/3,240.56,16135.25,81.74 %
西勢水庫,2019,臺灣北區,基隆巿暖暖區,1/3,72.08,43.69,100 %
新山水庫,2019,臺灣北區,基隆巿安樂區,1/3,83.87,869.76,86.8 %
翡翠水庫,2019,臺灣北區,新北市新店區,1/3,167.78,31481.11,93.83 %
寶山水庫,2019,臺灣北區,新竹縣寶山鄉,1/3,139.40,383.36,76.14 %
