石門水庫,2020,臺灣北區,桃園市龍潭區、大溪區、復興區,1/1,242.37,17547.63,88.89 %
西勢水庫,2020,臺灣北區,基隆巿暖暖區,1/1,72.08,43.69,100 %
新山水庫,2020,臺灣北區,基隆巿安樂區,1/1,83.83,867.84,86.61 %
翡翠水庫,2020,臺灣北區,新北市新店區,1/1,167.18,30946.15,92.24 %
寶山水庫,2020,臺灣北區,新竹縣寶山鄉,1/1,140.32,431.94,85.79 %
寶山第二水庫,2020,臺灣北區,新竹縣寶山鄉,1/1,143.44,2234.93,71.01 %
永和山水庫,2020,臺灣中區,苗栗縣頭份鎮、三灣鄉,1/1,78.81,2017.47,67.27 %
大埔水庫,2020,臺灣中區,新竹縣峨眉鄉,1/1,69.03,472.57,89.18 %
明德水庫,2020,臺灣中區,苗栗縣頭屋鄉,1/1,57.90,791.67,64.78 %
鯉魚潭水庫,2020,臺灣中區,苗栗縣卓蘭鎮大湖鄉,1/1,293.63,8866.51,77.45 %
德基水庫,2020,臺灣中區,臺中市和平區,1/1,1398.78,11335.71,75.96 %
石岡壩,2020,臺灣中區,臺中市石岡區,1/1,271.56,17.03,11.74 %
霧社水庫,2020,臺灣中區,南投縣仁愛鄉,1/1,995.08,1735.87,43.18 %
日月潭水庫,2020,臺灣中區,南投縣魚池鄉,1/1,746.00,10867.43,84.67 %
仁義潭水庫,2020,臺灣南區,嘉義縣番路鄉,1/1,101.73,1802.49,71.32 %
蘭潭水庫,2020,臺灣南區,嘉義巿,1/1,69.19,479.32,51.91 %
白河水庫,2020,臺灣南區,臺南市白河區,1/1,104.65,127.00,18.38 %
烏山頭水庫,2020,臺灣南區,臺南市六甲區、官田區,1/1,55.96,5824.00,74.4 %
曾文水庫,2020,臺灣南區,嘉義縣大埔鄉,1/1,220.16,33801.00,66.27 %
南化水庫,2020,臺灣南區,臺南市南化區,1/1,174.05,6343.13,69.36 %
鏡面水庫,2020,臺灣南區,臺南市南化區,1/1,140.92,76.11,77.43 %
澄清湖水庫,2020,臺灣南區,高雄市鳥松區,1/1,17.64,245.00,93.17 %
阿公店水庫,2020,臺灣南區,高雄市燕巢區,1/1,36.57,1398.40,91.85 %
鳳山水庫,2020,臺灣南區,高雄市林園區,1/1,44.51,375.02,52.38 %
牡丹水庫,2020,臺灣南區,屏東縣牡丹鄉,1/1,136.36,1903.32,72.29 %
成功水庫,2020,澎湖地區,澎湖縣湖西鄉,1/1,5.92,35.80,34.42 %
興仁水庫,2020,澎湖地區,澎湖縣馬公巿,1/1,6.30,16.80,26.37 %
東衛水庫,2020,澎湖地區,澎湖縣馬公巿,1/1,3.95,5.00,27.03 %
西安水庫,2020,澎湖地區,澎湖縣望安鄉,1/1,11.60,17.60,73.33 %
七美水庫,2020,澎湖地區,澎湖縣七美鄉,1/1,0.00,0.00, 
石門水庫,2020,臺灣北區,桃園市龍潭區、大溪區、復興區,1/2,242.37,17547.63,88.89 %
西勢水庫,2020,臺灣北區,基隆巿暖暖區,1/2,72.08,43.69,100 %
新山水庫,2020,臺灣北區,基隆巿安樂區,1/2,83.83,867.84,86.61 %
翡翠水庫,2020,臺灣北區,新北市新店區,1/2,167.29,31043.99,92.53 %
寶山水庫,2020,臺灣北區,新竹縣寶山鄉,1/2,140.37,434.63,86.32 %
寶山第二水庫,2020,臺灣北區,新竹縣寶山鄉,1/2,143.41,2231.13,70.89 %
永和山水庫,2020,臺灣中區,苗栗縣頭份鎮、三灣鄉,1/2,78.77,2011.90,67.09 %
