石門水庫,2015,臺灣北區,桃園市龍潭區、大溪區、復興區,1/1,232.95,11202.46,55.67 %
西勢水庫,2015,臺灣北區,基隆巿暖暖區,1/1,71.75,40.46,92.61 %
新山水庫,2015,臺灣北區,基隆巿安樂區,1/1,82.66,812.36,81.07 %
翡翠水庫,2015,臺灣北區,新北市新店區,1/1,167.16,30928.39,92.18 %
寶山水庫,2015,臺灣北區,新竹縣寶山鄉,1/1,139.25,398.70,74.11 %
寶山第二水庫,2015,臺灣北區,新竹縣寶山鄉,1/1,137.64,1571.73,49.94 %
永和山水庫,2015,臺灣中區,苗栗縣頭份鎮、三灣鄉,1/1,76.06,1466.47,52.2 %
大埔水庫,2015,臺灣中區,新竹縣峨眉鄉,1/1,68.71,434.92,82.08 %
明德水庫,2015,臺灣中區,苗栗縣頭屋鄉,1/1,53.15,367.11,28.77 %
鯉魚潭水庫,2015,臺灣中區,苗栗縣卓蘭鎮大湖鄉,1/1,284.99,6137.41,53.15 %
德基水庫,2015,臺灣中區,臺中市和平區,1/1,1397.56,11016.00,73.44 %
石岡壩,2015,臺灣中區,臺中市石岡區,1/1,271.81,19.29,17.03 %
霧社水庫,2015,臺灣中區,南投縣仁愛鄉,1/1,999.17,3305.31,69.93 %
日月潭水庫,2015,臺灣中區,南投縣魚池鄉,1/1,748.02,12746.93,97.12 %
仁義潭水庫,2015,臺灣南區,嘉義縣番路鄉,1/1,99.44,1395.91,54.11 %
蘭潭水庫,2015,臺灣南區,嘉義巿,1/1,73.72,796.46,86.22 %
白河水庫,2015,臺灣南區,臺南市白河區,1/1,105.14,179.00,25.9 %
烏山頭水庫,2015,臺灣南區,臺南市六甲區、官田區,1/1,53.80,4290.00,53.75 %
曾文水庫,2015,臺灣南區,嘉義縣大埔鄉,1/1,213.91,26442.00,55.87 %
南化水庫,2015,臺灣南區,臺南市南化區,1/1,173.22,6675.20,68.16 %
鏡面水庫,2015,臺灣南區,臺南市南化區,1/1,140.58,74.39,72.22 %
澄清湖水庫,2015,臺灣南區,高雄市鳥松區,1/1,17.73,255.00,96.98 %
阿公店水庫,2015,臺灣南區,高雄市燕巢區,1/1,36.71,1584.42,94.93 %
鳳山水庫,2015,臺灣南區,高雄市林園區,1/1,43.38,349.56,46.54 %
牡丹水庫,2015,臺灣南區,屏東縣牡丹鄉,1/1,134.10,1719.11,64.17 %
成功水庫,2015,澎湖地區,澎湖縣湖西鄉,1/1,5.22,26.46,21.87 %
興仁水庫,2015,澎湖地區,澎湖縣馬公巿,1/1,4.20,5.20,7.11 %
東衛水庫,2015,澎湖地區,澎湖縣馬公巿,1/1,2.50,1.00,2.87 %
西安水庫,2015,澎湖地區,澎湖縣望安鄉,1/1,8.50,5.50,23.8 %
七美水庫,2015,澎湖地區,澎湖縣七美鄉,1/1,18.40,0.14,0.49 %
石門水庫,2015,臺灣北區,桃園市龍潭區、大溪區、復興區,1/2,232.82,11123.98,55.28 %
