石門水庫,2017,臺灣北區,桃園市龍潭區、大溪區、復興區,1/1,241.91,17571.62,87.27 %
西勢水庫,2017,臺灣北區,基隆巿暖暖區,1/1,71.92,42.05,96.25 %
新山水庫,2017,臺灣北區,基隆巿安樂區,1/1,78.02,610.82,73.77 %
寶山水庫,2017,臺灣北區,新竹縣寶山鄉,1/1,140.77,485.30,90.2 %
寶山第二水庫,2017,臺灣北區,新竹縣寶山鄉,1/1,147.06,2719.08,86.4 %
永和山水庫,2017,臺灣中區,苗栗縣頭份鎮、三灣鄉,1/1,82.06,2504.82,83.52 %
大埔水庫,2017,臺灣中區,新竹縣峨眉鄉,1/1,69.36,503.67,95.05 %
明德水庫,2017,臺灣中區,苗栗縣頭屋鄉,1/1,58.13,865.52,67.83 %
鯉魚潭水庫,2017,臺灣中區,苗栗縣卓蘭鎮大湖鄉,1/1,293.54,8937.85,77.4 %
德基水庫,2017,臺灣中區,臺中市和平區,1/1,1406.20,14432.54,96.22 %
石岡壩,2017,臺灣中區,臺中市石岡區,1/1,271.34,11.80,8.3 %
霧社水庫,2017,臺灣中區,南投縣仁愛鄉,1/1,1004.40,4347.96,96.5 %
日月潭水庫,2017,臺灣中區,南投縣魚池鄉,1/1,747.56,12281.09,94.26 %
仁義潭水庫,2017,臺灣南區,嘉義縣番路鄉,1/1,100.03,1440.07,56.96 %
蘭潭水庫,2017,臺灣南區,嘉義巿,1/1,73.63,792.65,85.52 %
白河水庫,2017,臺灣南區,臺南市白河區,1/1,104.27,90.00,13.02 %
烏山頭水庫,2017,臺灣南區,臺南市六甲區、官田區,1/1,56.13,5968.00,76.24 %
曾文水庫,2017,臺灣南區,嘉義縣大埔鄉,1/1,223.24,40229.00,85.96 %
南化水庫,2017,臺灣南區,臺南市南化區,1/1,175.78,7655.10,79.01 %
鏡面水庫,2017,臺灣南區,臺南市南化區,1/1,141.79,87.06,84.52 %
澄清湖水庫,2017,臺灣南區,高雄市鳥松區,1/1,17.75,257.00,97.74 %
阿公店水庫,2017,臺灣南區,高雄市燕巢區,1/1,36.67,1532.63,94.08 %
鳳山水庫,2017,臺灣南區,高雄市林園區,1/1,44.99,434.88,57.89 %
牡丹水庫,2017,臺灣南區,屏東縣牡丹鄉,1/1,138.39,2172.44,82.25 %
成功水庫,2017,澎湖地區,澎湖縣湖西鄉,1/1,8.01,75.09,62.05 %
興仁水庫,2017,澎湖地區,澎湖縣馬公巿,1/1,9.30,41.90,57.29 %
