石門水庫,2016,臺灣北區,桃園市龍潭區、大溪區、復興區,1/1,236.90,13882.07,68.95 %
西勢水庫,2016,臺灣北區,基隆巿暖暖區,1/1,72.05,43.41,99.36 %
新山水庫,2016,臺灣北區,基隆巿安樂區,1/1,79.82,685.44,68.41 %
翡翠水庫,2016,臺灣北區,新北市新店區,1/1,167.13,30901.66,92.1 %
寶山水庫,2016,臺灣北區,新竹縣寶山鄉,1/1,140.40,463.19,86.09 %
寶山第二水庫,2016,臺灣北區,新竹縣寶山鄉,1/1,144.56,2380.13,75.63 %
永和山水庫,2016,臺灣中區,苗栗縣頭份鎮、三灣鄉,1/1,81.13,2171.66,77.29 %
大埔水庫,2016,臺灣中區,新竹縣峨眉鄉,1/1,69.30,497.19,93.83 %
明德水庫,2016,臺灣中區,苗栗縣頭屋鄉,1/1,58.01,849.27,66.56 %
鯉魚潭水庫,2016,臺灣中區,苗栗縣卓蘭鎮大湖鄉,1/1,293.39,8882.14,76.92 %
德基水庫,2016,臺灣中區,臺中市和平區,1/1,1406.91,14621.75,97.48 %
石岡壩,2016,臺灣中區,臺中市石岡區,1/1,271.37,12.21,10.78 %
霧社水庫,2016,臺灣中區,南投縣仁愛鄉,1/1,998.12,2880.75,63.94 %
日月潭水庫,2016,臺灣中區,南投縣魚池鄉,1/1,747.97,12629.47,96.81 %
仁義潭水庫,2016,臺灣南區,嘉義縣番路鄉,1/1,101.03,1648.82,65.22 %
蘭潭水庫,2016,臺灣南區,嘉義巿,1/1,71.70,651.53,70.29 %
白河水庫,2016,臺灣南區,臺南市白河區,1/1,103.94,59.00,8.54 %
烏山頭水庫,2016,臺灣南區,臺南市六甲區、官田區,1/1,56.08,6068.00,76.02 %
曾文水庫,2016,臺灣南區,嘉義縣大埔鄉,1/1,221.15,36751.00,78.53 %
南化水庫,2016,臺灣南區,臺南市南化區,1/1,175.18,7384.25,76.02 %
鏡面水庫,2016,臺灣南區,臺南市南化區,1/1,141.56,84.60,82.14 %
澄清湖水庫,2016,臺灣南區,高雄市鳥松區,1/1,17.70,252.00,95.84 %
阿公店水庫,2016,臺灣南區,高雄市燕巢區,1/1,36.35,1459.42,88.63 %
