選舉類型,區域,名字,性別,政黨,現任與否,當選註記,,,,,,,,,,,,,,
1960第二屆臺灣省議會,臺南縣,黃朝琴,,,,,,,,,,,,,,,,,,
1960第二屆臺灣省議會,臺南縣,郭秋煌,,,,,,,,,,,,,,,,,,
1960第二屆臺灣省議會,臺南縣,許寬茂,,,,,,,,,,,,,,,,,,
1960第二屆臺灣省議會,臺南縣,梁許春菊,,,,,,,,,,,,,,,,,,
1960第二屆臺灣省議會,臺南縣,王雲龍,,,,,,,,,,,,,,,,,,
1960第二屆臺灣省議會,臺南市,魏東安,,,,,,,,,,,,,,,,,,
1960第二屆臺灣省議會,臺南市,林全祿,,,,,,,,,,,,,,,,,,
1960第二屆臺灣省議會,臺東縣,洪掛,,,,,,,,,,,,,,,,,,
1960第二屆臺灣省議會,臺北縣,賴森林,,,,,,,,,,,,,,,,,,
1960第二屆臺灣省議會,臺北縣,陳天佑,,,,,,,,,,,,,,,,,,
1960第二屆臺灣省議會,臺北縣,張彩鳳,,,,,,,,,,,,,,,,,,
1960第二屆臺灣省議會,臺北縣,林世南,,,,,,,,,,,,,,,,,,
1960第二屆臺灣省議會,臺北縣,李秋遠,,,,,,,,,,,,,,,,,,
1960第二屆臺灣省議會,臺北縣,李建和,,,,,,,,,,,,,,,,,,
1960第二屆臺灣省議會,臺北縣,王宋瓊英,,,,,,,,,,,,,,,,,,
1960第二屆臺灣省議會,臺北市,陳愷,,,,,,,,,,,,,,,,,,
1960第二屆臺灣省議會,臺北市,陳重光,,,,,,,,,,,,,,,,,,
1960第二屆臺灣省議會,臺北市,郭國基,,,,,,,,,,,,,,,,,,
1960第二屆臺灣省議會,臺北市,郭岐,,,,,,,,,,,,,,,,,,
1960第二屆臺灣省議會,臺北市,姚冬聲,,,,,,,,,,,,,,,,,,
1960第二屆臺灣省議會,臺北市,呂錦花,,,,,,,,,,,,,,,,,,
1960第二屆臺灣省議會,臺中縣,蔡鴻文,,,,,,,,,,,,,,,,,,
1960第二屆臺灣省議會,臺中縣,陳新發,,,,,,,,,,,,,,,,,,
1960第二屆臺灣省議會,臺中縣,陳林雪霞,,,,,,,,,,,,,,,,,,
1960第二屆臺灣省議會,臺中縣,李卿雲,,,,,,,,,,,,,,,,,,
1960第二屆臺灣省議會,臺中市,賴榮木,,,,,,,,,,,,,,,,,,
1960第二屆臺灣省議會,臺中市,徐灶生,,,,,,,,,,,,,,,,,,
1960第二屆臺灣省議會,彰化縣,蘇振輝,,,,,,,,,,,,,,,,,,
1960第二屆臺灣省議會,彰化縣,謝東閔,,,,,,,,,,,,,,,,,,
1960第二屆臺灣省議會,彰化縣,黃高碧桃,,,,,,,,,,,,,,,,,,
1960第二屆臺灣省議會,彰化縣,陳筆,,,,,,,,,,,,,,,,,,
1960第二屆臺灣省議會,彰化縣,莊北斗,,,,,,,,,,,,,,,,,,
1960第二屆臺灣省議會,彰化縣,徐堅,,,,,,,,,,,,,,,,,,
1960第二屆臺灣省議會,嘉義縣,賴淵平,,,,,,,,,,,,,,,,,,
1960第二屆臺灣省議會,嘉義縣,蔡錦棟,,,,,,,,,,,,,,,,,,
1960第二屆臺灣省議會,嘉義縣,許世賢,,,,,,,,,,,,,,,,,,
1960第二屆臺灣省議會,嘉義縣,吳泉洝,,,,,,,,,,,,,,,,,,
1960第二屆臺灣省議會,嘉義縣,何茂取,,,,,,,,,,,,,,,,,,
1960第二屆臺灣省議會,新竹縣,鄭宋柳,,,,,,,,,,,,,,,,,,
1960第二屆臺灣省議會,新竹縣,陳錦相,,,,,,,,,,,,,,,,,,
1960第二屆臺灣省議會,新竹縣,許金德,,,,,,,,,,,,,,,,,,
1960第二屆臺灣省議會,雲林縣,林蔡素女,,,,,,,,,,,,,,,,,,
1960第二屆臺灣省議會,雲林縣,林王紫燕,,,,,,,,,,,,,,,,,,
1960第二屆臺灣省議會,雲林縣,林牛港,,,,,,,,,,,,,,,,,,
1960第二屆臺灣省議會,雲林縣,李萬居,,,,,,,,,,,,,,,,,,
1960第二屆臺灣省議會,基隆市,謝清雲,,,,,,,,,,,,,,,,,,
1960第二屆臺灣省議會,基隆市,張振生,,,,,,,,,,,,,,,,,,
1960第二屆臺灣省議會,高雄縣,黃占岸,,,,,,,,,,,,,,,,,,
1960第二屆臺灣省議會,高雄縣,林清景,,,,,,,,,,,,,,,,,,
1960第二屆臺灣省議會,高雄縣,朱萬成,,,,,,,,,,,,,,,,,,
1960第二屆臺灣省議會,高雄縣,王國秀,,,,,,,,,,,,,,,,,,
1960第二屆臺灣省議會,高雄市,蔡文玉,,,,,,,,,,,,,,,,,,
1960第二屆臺灣省議會,高雄市,林澄增,,,,,,,,,,,,,,,,,,
1960第二屆臺灣省議會,高雄市,李源棧,,,,,,,,,,,,,,,,,,
1960第二屆臺灣省議會,桃園縣,簡欣哲,,,,,,,,,,,,,,,,,,
1960第二屆臺灣省議會,桃園縣,葉寒青,,,,,,,,,,,,,,,,,,
1960第二屆臺灣省議會,桃園縣,張富,,,,,,,,,,,,,,,,,,
1960第二屆臺灣省議會,苗栗縣,藍茂松,,,,,,,,,,,,,,,,,,
1960第二屆臺灣省議會,苗栗縣,劉定國,,,,,,,,,,,,,,,,,,
1960第二屆臺灣省議會,苗栗縣,黃運金,,,,,,,,,,,,,,,,,,
1960第二屆臺灣省議會,屏東縣,蔡李鴦,,,,,,,,,,,,,,,,,,
1960第二屆臺灣省議會,屏東縣,劉盛財,,,,,,,,,,,,,,,,,,
1960第二屆臺灣省議會,屏東縣,張豐緒,,,,,,,,,,,,,,,,,,
1960第二屆臺灣省議會,屏東縣,江金彰,,,,,,,,,,,,,,,,,,
1960第二屆臺灣省議會,屏東縣,卜慶葵,,,,,,,,,,,,,,,,,,
1960第二屆臺灣省議會,南投縣,蕭添財,,,,,,,,,,,,,,,,,,
1960第二屆臺灣省議會,南投縣,林益川,,,,,,,,,,,,,,,,,,
1960第二屆臺灣省議會,南投縣,李烏棕,,,,,,,,,,,,,,,,,,
1960第二屆臺灣省議會,花蓮縣,馬有岳,,,,,,,,,,,,,,,,,,
1960第二屆臺灣省議會,宜蘭縣,陳世叫,,,,,,,,,,,,,,,,,,
1960第二屆臺灣省議會,宜蘭縣,郭雨新,,,,,,,,,,,,,,,,,,
1960第二屆臺灣省議會,平原原住民,章博隆,,,,,,,,,,,,,,,,,,
1960第二屆臺灣省議會,山原原住民,潘福隆,,,,,,,,,,,,,,,,,,
1960第二屆臺灣省議會,山原原住民,黃國政,,,,,,,,,,,,,,,,,,
1963第三屆臺灣省議會,澎湖縣,鄭大洽,,,,,,,,,,,,,,,,,,
1963第三屆臺灣省議會,臺南縣,陳華宗,,,,,,,,,,,,,,,,,,
1963第三屆臺灣省議會,臺南縣,梁許春菊,,,,,,,,,,,,,,,,,,
1963第三屆臺灣省議會,臺南縣,張文獻,,,,,,,,,,,,,,,,,,
1963第三屆臺灣省議會,臺南縣,李銑,,,,,,,,,,,,,,,,,,
1963第三屆臺灣省議會,臺南縣,李雅樵,,,,,,,,,,,,,,,,,,
1963第三屆臺灣省議會,臺南市,歐雲明,,,,,,,,,,,,,,,,,,
1963第三屆臺灣省議會,臺南市,白世維,,,,,,,,,,,,,,,,,,
1963第三屆臺灣省議會,臺東縣,洪掛,,,,,,,,,,,,,,,,,,
1963第三屆臺灣省議會,臺北縣,賴森林,,,,,,,,,,,,,,,,,,
1963第三屆臺灣省議會,臺北縣,陳天佑,,,,,,,,,,,,,,,,,,
1963第三屆臺灣省議會,臺北縣,李秋遠,,,,,,,,,,,,,,,,,,
1963第三屆臺灣省議會,臺北縣,李炳盛,,,,,,,,,,,,,,,,,,
1963第三屆臺灣省議會,臺北縣,李建和,,,,,,,,,,,,,,,,,,
1963第三屆臺灣省議會,臺北縣,王宋瓊英,,,,,,,,,,,,,,,,,,
1963第三屆臺灣省議會,臺北市,蔣淦生,,,,,,,,,,,,,,,,,,
1963第三屆臺灣省議會,臺北市,楊玉城,,,,,,,,,,,,,,,,,,
1963第三屆臺灣省議會,臺北市,黃奇正,,,,,,,,,,,,,,,,,,
1963第三屆臺灣省議會,臺北市,黃光平,,,,,,,,,,,,,,,,,,
1963第三屆臺灣省議會,臺北市,陳重光,,,,,,,,,,,,,,,,,,
1963第三屆臺灣省議會,臺北市,呂錦花,,,,,,,,,,,,,,,,,,
1963第三屆臺灣省議會,臺中縣,蔡鴻文,,,,,,,,,,,,,,,,,,
1963第三屆臺灣省議會,臺中縣,陳新發,,,,,,,,,,,,,,,,,,
1963第三屆臺灣省議會,臺中縣,陳林雪霞,,,,,,,,,,,,,,,,,,
1963第三屆臺灣省議會,臺中縣,李卿雲,,,,,,,,,,,,,,,,,,
1963第三屆臺灣省議會,臺中市,賴榮木,,,,,,,,,,,,,,,,,,
1963第三屆臺灣省議會,臺中市,吳一衛,,,,,,,,,,,,,,,,,,
1963第三屆臺灣省議會,彰化縣,謝東閔,,,,,,,,,,,,,,,,,,
1963第三屆臺灣省議會,彰化縣,賴樹旺,,,,,,,,,,,,,,,,,,
1963第三屆臺灣省議會,彰化縣,黃高碧桃,,,,,,,,,,,,,,,,,,
1963第三屆臺灣省議會,彰化縣,陳筆,,,,,,,,,,,,,,,,,,
1963第三屆臺灣省議會,彰化縣,莊北斗,,,,,,,,,,,,,,,,,,
1963第三屆臺灣省議會,彰化縣,徐堅,,,,,,,,,,,,,,,,,,
1963第三屆臺灣省議會,嘉義縣,蔣天降,,,,,,,,,,,,,,,,,,
1963第三屆臺灣省議會,嘉義縣,蔡錦棟,,,,,,,,,,,,,,,,,,
1963第三屆臺灣省議會,嘉義縣,許世賢,,,,,,,,,,,,,,,,,,
1963第三屆臺灣省議會,嘉義縣,林福地,,,,,,,,,,,,,,,,,,
1963第三屆臺灣省議會,嘉義縣,吳泉洝,,,,,,,,,,,,,,,,,,
1963第三屆臺灣省議會,新竹縣,葉炳煌,,,,,,,,,,,,,,,,,,
1963第三屆臺灣省議會,新竹縣,陳興盛,,,,,,,,,,,,,,,,,,
1963第三屆臺灣省議會,新竹縣,許金德,,,,,,,,,,,,,,,,,,
1963第三屆臺灣省議會,雲林縣,廖秉輝,,,,,,,,,,,,,,,,,,
1963第三屆臺灣省議會,雲林縣,林蔡素女,,,,,,,,,,,,,,,,,,
1963第三屆臺灣省議會,雲林縣,林牛港,,,,,,,,,,,,,,,,,,
1963第三屆臺灣省議會,雲林縣,李萬居,,,,,,,,,,,,,,,,,,
1963第三屆臺灣省議會,雲林縣,王安順,,,,,,,,,,,,,,,,,,
1963第三屆臺灣省議會,基隆市,謝清雲,,,,,,,,,,,,,,,,,,
1963第三屆臺灣省議會,基隆市,張振生,,,,,,,,,,,,,,,,,,
1963第三屆臺灣省議會,高雄縣,黃占岸,,,,,,,,,,,,,,,,,,
1963第三屆臺灣省議會,高雄縣,余陳月瑛,,,,,,,,,,,,,,,,,,
1963第三屆臺灣省議會,高雄縣,朱萬成,,,,,,,,,,,,,,,,,,
1963第三屆臺灣省議會,高雄縣,王國秀,,,,,,,,,,,,,,,,,,
1963第三屆臺灣省議會,高雄市,蔡文玉,,,,,,,,,,,,,,,,,,
1963第三屆臺灣省議會,高雄市,黃堯,,,,,,,,,,,,,,,,,,
1963第三屆臺灣省議會,高雄市,李源棧,,,,,,,,,,,,,,,,,,
1963第三屆臺灣省議會,桃園縣,葉寒青,,,,,,,,,,,,,,,,,,
1963第三屆臺灣省議會,桃園縣,許新枝,,,,,,,,,,,,,,,,,,
1963第三屆臺灣省議會,桃園縣,張富,,,,,,,,,,,,,,,,,,
1963第三屆臺灣省議會,苗栗縣,黃運金,,,,,,,,,,,,,,,,,,
1963第三屆臺灣省議會,苗栗縣,徐享城,,,,,,,,,,,,,,,,,,
1963第三屆臺灣省議會,苗栗縣,林為寬,,,,,,,,,,,,,,,,,,
1963第三屆臺灣省議會,屏東縣,蔡李鴦,,,,,,,,,,,,,,,,,,
1963第三屆臺灣省議會,屏東縣,張豐緒,,,,,,,,,,,,,,,,,,
1963第三屆臺灣省議會,屏東縣,林亮雲,,,,,,,,,,,,,,,,,,
1963第三屆臺灣省議會,屏東縣,江金彰,,,,,,,,,,,,,,,,,,
1963第三屆臺灣省議會,南投縣,劉金約,,,,,,,,,,,,,,,,,,
1963第三屆臺灣省議會,南投縣,林明德,,,,,,,,,,,,,,,,,,
1963第三屆臺灣省議會,南投縣,李烏棕,,,,,,,,,,,,,,,,,,
1963第三屆臺灣省議會,花蓮縣,徐輝國,,,,,,,,,,,,,,,,,,
1963第三屆臺灣省議會,宜蘭縣,陳火土,,,,,,,,,,,,,,,,,,
1963第三屆臺灣省議會,宜蘭縣,郭雨新,,,,,,,,,,,,,,,,,,
1963第三屆臺灣省議會,平原原住民,章博隆,,,,,,,,,,,,,,,,,,
1963第三屆臺灣省議會,山原原住民,謝貴,,,,,,,,,,,,,,,,,,
1963第三屆臺灣省議會,山原原住民,黃國政,,,,,,,,,,,,,,,,,,
1968第四屆臺灣省議會,澎湖縣,呂安德,,,,,,,,,,,,,,,,,,
1968第四屆臺灣省議會,臺南縣,楊罄宜,,,,,,,,,,,,,,,,,,
1968第四屆臺灣省議會,臺南縣,陳華宗,,,,,,,,,,,,,,,,,,
1968第四屆臺灣省議會,臺南縣,梁許春菊,,,,,,,,,,,,,,,,,,
1968第四屆臺灣省議會,臺南縣,高育仁,,,,,,,,,,,,,,,,,,
1968第四屆臺灣省議會,臺南縣,李雅樵,,,,,,,,,,,,,,,,,,
1968第四屆臺灣省議會,臺南市,蔡介雄,,,,,,,,,,,,,,,,,,
1968第四屆臺灣省議會,臺南市,趙森海,,,,,,,,,,,,,,,,,,
1968第四屆臺灣省議會,臺南市,白世維,,,,,,,,,,,,,,,,,,
1968第四屆臺灣省議會,臺東縣,蔡聰明,,,,,,,,,,,,,,,,,,
1968第四屆臺灣省議會,臺北縣,陳根塗,,,,,,,,,,,,,,,,,,
1968第四屆臺灣省議會,臺北縣,李秋遠,,,,,,,,,,,,,,,,,,
1968第四屆臺灣省議會,臺北縣,李炳盛,,,,,,,,,,,,,,,,,,
1968第四屆臺灣省議會,臺北縣,李建和,,,,,,,,,,,,,,,,,,
1968第四屆臺灣省議會,臺北縣,王宋瓊英,,,,,,,,,,,,,,,,,,
1968第四屆臺灣省議會,臺北市,黃光平,,,,,,,,,,,,,,,,,,
1968第四屆臺灣省議會,臺中縣,蔡鴻文,,,,,,,,,,,,,,,,,,
1968第四屆臺灣省議會,臺中縣,陳新發,,,,,,,,,,,,,,,,,,
1968第四屆臺灣省議會,臺中縣,陳林雪霞,,,,,,,,,,,,,,,,,,
1968第四屆臺灣省議會,臺中縣,李卿雲,,,,,,,,,,,,,,,,,,
1968第四屆臺灣省議會,臺中市,賴榮松,,,,,,,,,,,,,,,,,,
1968第四屆臺灣省議會,臺中市,賴榮木,,,,,,,,,,,,,,,,,,
1968第四屆臺灣省議會,臺中市,林傳旺,,,,,,,,,,,,,,,,,,
1968第四屆臺灣省議會,彰化縣,謝東閔,,,,,,,,,,,,,,,,,,
1968第四屆臺灣省議會,彰化縣,蕭錫齡,,,,,,,,,,,,,,,,,,
1968第四屆臺灣省議會,彰化縣,葉黃鵲喜,,,,,,,,,,,,,,,,,,
1968第四屆臺灣省議會,彰化縣,陳筆,,,,,,,,,,,,,,,,,,
1968第四屆臺灣省議會,彰化縣,呂俊傑,,,,,,,,,,,,,,,,,,
1968第四屆臺灣省議會,嘉義縣,蔡錦棟,,,,,,,,,,,,,,,,,,
1968第四屆臺灣省議會,嘉義縣,蔡陳翠蓮,,,,,,,,,,,,,,,,,,
1968第四屆臺灣省議會,嘉義縣,黃宗焜,,,,,,,,,,,,,,,,,,
1968第四屆臺灣省議會,嘉義縣,林福地,,,,,,,,,,,,,,,,,,
1968第四屆臺灣省議會,嘉義縣,吳泉洝,,,,,,,,,,,,,,,,,,
1968第四屆臺灣省議會,新竹縣,鄭宋柳,,,,,,,,,,,,,,,,,,
1968第四屆臺灣省議會,新竹縣,許金德,,,,,,,,,,,,,,,,,,
1968第四屆臺灣省議會,新竹縣,古燧昌,,,,,,,,,,,,,,,,,,
1968第四屆臺灣省議會,雲林縣,廖秉輝,,,,,,,,,,,,,,,,,,
1968第四屆臺灣省議會,雲林縣,林蔡素女,,,,,,,,,,,,,,,,,,
1968第四屆臺灣省議會,雲林縣,林牛港,,,,,,,,,,,,,,,,,,
1968第四屆臺灣省議會,雲林縣,王吟貴,,,,,,,,,,,,,,,,,,
1968第四屆臺灣省議會,雲林縣,王安順,,,,,,,,,,,,,,,,,,
1968第四屆臺灣省議會,基隆市,謝清雲,,,,,,,,,,,,,,,,,,
1968第四屆臺灣省議會,基隆市,蔡讚雄,,,,,,,,,,,,,,,,,,
1968第四屆臺灣省議會,基隆市,張振生,,,,,,,,,,,,,,,,,,
1968第四屆臺灣省議會,高雄縣,黃占岸,,,,,,,,,,,,,,,,,,
1968第四屆臺灣省議會,高雄縣,余陳月瑛,,,,,,,,,,,,,,,,,,
1968第四屆臺灣省議會,高雄縣,朱萬成,,,,,,,,,,,,,,,,,,
1968第四屆臺灣省議會,高雄縣,王國秀,,,,,,,,,,,,,,,,,,
1968第四屆臺灣省議會,高雄市,蔡建生,,,,,,,,,,,,,,,,,,
1968第四屆臺灣省議會,高雄市,郭國基,,,,,,,,,,,,,,,,,,
1968第四屆臺灣省議會,高雄市,涂麗生,,,,,,,,,,,,,,,,,,
1968第四屆臺灣省議會,高雄市,李存敬,,,,,,,,,,,,,,,,,,
1968第四屆臺灣省議會,桃園縣,葉寒青,,,,,,,,,,,,,,,,,,
1968第四屆臺灣省議會,桃園縣,張富,,,,,,,,,,,,,,,,,,
1968第四屆臺灣省議會,桃園縣,吳伯雄,,,,,,,,,,,,,,,,,,
1968第四屆臺灣省議會,桃園縣,何寶珍,,,,,,,,,,,,,,,,,,
1968第四屆臺灣省議會,苗栗縣,魏綸洲,,,,,,,,,,,,,,,,,,
1968第四屆臺灣省議會,苗栗縣,湯慶松,,,,,,,,,,,,,,,,,,
1968第四屆臺灣省議會,苗栗縣,邱仕豐,,,,,,,,,,,,,,,,,,
1968第四屆臺灣省議會,屏東縣,蔡李鴦,,,,,,,,,,,,,,,,,,
1968第四屆臺灣省議會,屏東縣,董錦樹,,,,,,,,,,,,,,,,,,
1968第四屆臺灣省議會,屏東縣,陳恆隆,,,,,,,,,,,,,,,,,,
1968第四屆臺灣省議會,屏東縣,林亮雲,,,,,,,,,,,,,,,,,,
1968第四屆臺灣省議會,南投縣,陳慶春,,,,,,,,,,,,,,,,,,
1968第四屆臺灣省議會,南投縣,陳希哲,,,,,,,,,,,,,,,,,,
1968第四屆臺灣省議會,南投縣,林明德,,,,,,,,,,,,,,,,,,
1968第四屆臺灣省議會,花蓮縣,黃金鳳,,,,,,,,,,,,,,,,,,
1968第四屆臺灣省議會,宜蘭縣,陳火土,,,,,,,,,,,,,,,,,,
1968第四屆臺灣省議會,宜蘭縣,郭雨新,,,,,,,,,,,,,,,,,,
1968第四屆臺灣省議會,平原原住民,章博隆,,,,,,,,,,,,,,,,,,
1968第四屆臺灣省議會,平原原住民,李文正,,,,,,,,,,,,,,,,,,
1968第四屆臺灣省議會,山原原住民,謝貴,,,,,,,,,,,,,,,,,,
1968第四屆臺灣省議會,山原原住民,陳學益,,,,,,,,,,,,,,,,,,
1973第五屆臺灣省議會,澎湖縣,高龍雄,,,,,,,,,,,,,,,,,,
1973第五屆臺灣省議會,臺南縣,謝崑山,,,,,,,,,,,,,,,,,,
1973第五屆臺灣省議會,臺南縣,蔡江淋,,,,,,,,,,,,,,,,,,
1973第五屆臺灣省議會,臺南縣,林耿清,,,,,,,,,,,,,,,,,,
1973第五屆臺灣省議會,臺南縣,林秋龍,,,,,,,,,,,,,,,,,,
1973第五屆臺灣省議會,臺南縣,江恩,,,,,,,,,,,,,,,,,,
1973第五屆臺灣省議會,臺南市,蔡介雄,,,,,,,,,,,,,,,,,,
1973第五屆臺灣省議會,臺南市,趙森海,,,,,,,,,,,,,,,,,,
1973第五屆臺灣省議會,臺南市,張丁誥,,,,,,,,,,,,,,,,,,
1973第五屆臺灣省議會,臺東縣,洪掛,,,,,,,,,,,,,,,,,,
1973第五屆臺灣省議會,臺北縣,戴麗華,,,,,,,,,,,,,,,,,,
1973第五屆臺灣省議會,臺北縣,鄭貞德,,,,,,,,,,,,,,,,,,
1973第五屆臺灣省議會,臺北縣,陳根塗,,,,,,,,,,,,,,,,,,
1973第五屆臺灣省議會,臺北縣,李儒侯,,,,,,,,,,,,,,,,,,
1973第五屆臺灣省議會,臺北縣,李炳盛,,,,,,,,,,,,,,,,,,
1973第五屆臺灣省議會,臺北縣,李玉泉,,,,,,,,,,,,,,,,,,
1973第五屆臺灣省議會,臺北市,黃光平,,,,,,,,,,,,,,,,,,
1973第五屆臺灣省議會,臺中縣,蔡鴻文,,,,,,,,,,,,,,,,,,
1973第五屆臺灣省議會,臺中縣,陳新發,,,,,,,,,,,,,,,,,,
1973第五屆臺灣省議會,臺中縣,張郭秀霞,,,,,,,,,,,,,,,,,,
1973第五屆臺灣省議會,臺中縣,李子駸,,,,,,,,,,,,,,,,,,
1973第五屆臺灣省議會,臺中市,賴榮松,,,,,,,,,,,,,,,,,,
1973第五屆臺灣省議會,臺中市,廖榮祺,,,,,,,,,,,,,,,,,,
1973第五屆臺灣省議會,彰化縣,謝許英,,,,,,,,,,,,,,,,,,
1973第五屆臺灣省議會,彰化縣,洪木村,,,,,,,,,,,,,,,,,,
1973第五屆臺灣省議會,彰化縣,柯明謀,,,,,,,,,,,,,,,,,,
1973第五屆臺灣省議會,彰化縣,施金協,,,,,,,,,,,,,,,,,,
1973第五屆臺灣省議會,彰化縣,白權,,,,,,,,,,,,,,,,,,
1973第五屆臺灣省議會,嘉義縣,簡維章,,,,,,,,,,,,,,,,,,
1973第五屆臺灣省議會,嘉義縣,蔡端仁,,,,,,,,,,,,,,,,,,
1973第五屆臺灣省議會,嘉義縣,蔡陳翠蓮,,,,,,,,,,,,,,,,,,
1973第五屆臺灣省議會,嘉義縣,涂延卿,,,,,,,,,,,,,,,,,,
1973第五屆臺灣省議會,嘉義縣,林爾昌,,,,,,,,,,,,,,,,,,
1973第五屆臺灣省議會,新竹縣,藍榮祥,,,,,,,,,,,,,,,,,,
1973第五屆臺灣省議會,新竹縣,陳昌瑞,,,,,,,,,,,,,,,,,,
1973第五屆臺灣省議會,新竹縣,陳天錫,,,,,,,,,,,,,,,,,,
1973第五屆臺灣省議會,雲林縣,黃鎮岳,,,,,,,,,,,,,,,,,,
1973第五屆臺灣省議會,雲林縣,黃陳瑟,,,,,,,,,,,,,,,,,,
1973第五屆臺灣省議會,雲林縣,張賢東,,,,,,,,,,,,,,,,,,
1973第五屆臺灣省議會,雲林縣,王吟貴,,,,,,,,,,,,,,,,,,
1973第五屆臺灣省議會,雲林縣,王安順,,,,,,,,,,,,,,,,,,
1973第五屆臺灣省議會,基隆市,謝修平,,,,,,,,,,,,,,,,,,
1973第五屆臺灣省議會,基隆市,張堅華,,,,,,,,,,,,,,,,,,
1973第五屆臺灣省議會,高雄縣,蔡來福,,,,,,,,,,,,,,,,,,
1973第五屆臺灣省議會,高雄縣,陳義秋,,,,,,,,,,,,,,,,,,
1973第五屆臺灣省議會,高雄縣,郭吳合巧,,,,,,,,,,,,,,,,,,
1973第五屆臺灣省議會,高雄縣,余陳月瑛,,,,,,,,,,,,,,,,,,
1973第五屆臺灣省議會,高雄市,蔡建生,,,,,,,,,,,,,,,,,,
1973第五屆臺灣省議會,高雄市,歐石秀,,,,,,,,,,,,,,,,,,
1973第五屆臺灣省議會,高雄市,趙_娃,,,,,,,,,,,,,,,,,,
1973第五屆臺灣省議會,高雄市,黃英雄,,,,,,,,,,,,,,,,,,
1973第五屆臺灣省議會,高雄市,朱有福,,,,,,,,,,,,,,,,,,
1973第五屆臺灣省議會,桃園縣,葉國光,,,,,,,,,,,,,,,,,,
1973第五屆臺灣省議會,桃園縣,許信良,,,,,,,,,,,,,,,,,,
1973第五屆臺灣省議會,桃園縣,張富,,,,,,,,,,,,,,,,,,
1973第五屆臺灣省議會,桃園縣,何寶珍,,,,,,,,,,,,,,,,,,
1973第五屆臺灣省議會,苗栗縣,魏綸洲,,,,,,,,,,,,,,,,,,
1973第五屆臺灣省議會,苗栗縣,黃秀森,,,,,,,,,,,,,,,,,,
1973第五屆臺灣省議會,苗栗縣,林佾廷,,,,,,,,,,,,,,,,,,
1973第五屆臺灣省議會,屏東縣,蔡江來,,,,,,,,,,,,,,,,,,
1973第五屆臺灣省議會,屏東縣,董錦樹,,,,,,,,,,,,,,,,,,
1973第五屆臺灣省議會,屏東縣,陳施蕊,,,,,,,,,,,,,,,,,,
1973第五屆臺灣省議會,屏東縣,邱連輝,,,,,,,,,,,,,,,,,,
1973第五屆臺灣省議會,南投縣,謝明琳,,,,,,,,,,,,,,,,,,
1973第五屆臺灣省議會,南投縣,張濰濱,,,,,,,,,,,,,,,,,,
1973第五屆臺灣省議會,南投縣,林明德,,,,,,,,,,,,,,,,,,
1973第五屆臺灣省議會,花蓮縣,吳水雲,,,,,,,,,,,,,,,,,,
1973第五屆臺灣省議會,宜蘭縣,陳_汾,,,,,,,,,,,,,,,,,,
1973第五屆臺灣省議會,宜蘭縣,官來壽,,,,,,,,,,,,,,,,,,
1973第五屆臺灣省議會,平原原住民,章博隆,,,,,,,,,,,,,,,,,,
1973第五屆臺灣省議會,平原原住民,李文正,,,,,,,,,,,,,,,,,,
1973第五屆臺灣省議會,山原原住民,華加志,,,,,,,,,,,,,,,,,,
1973第五屆臺灣省議會,山原原住民,陳學益,,,,,,,,,,,,,,,,,,
1977第六屆臺灣省議會,澎湖縣,高龍雄,,,,,,,,,,,,,,,,,,
1977第六屆臺灣省議會,臺南縣,蘇俊雄,,,,,,,,,,,,,,,,,,
1977第六屆臺灣省議會,臺南縣,謝崑山,,,,,,,,,,,,,,,,,,
1977第六屆臺灣省議會,臺南縣,蔡江淋,,,,,,,,,,,,,,,,,,
1977第六屆臺灣省議會,臺南縣,林耿清,,,,,,,,,,,,,,,,,,
1977第六屆臺灣省議會,臺南縣,江恩,,,,,,,,,,,,,,,,,,
1977第六屆臺灣省議會,臺南市,蔡介雄,,,,,,,,,,,,,,,,,,
1977第六屆臺灣省議會,臺南市,黃國展,,,,,,,,,,,,,,,,,,
1977第六屆臺灣省議會,臺南市,林文雄,,,,,,,,,,,,,,,,,,
1977第六屆臺灣省議會,臺東縣,高崇熙,,,,,,,,,,,,,,,,,,
1977第六屆臺灣省議會,臺北縣,陳根塗,,,,,,,,,,,,,,,,,,
1977第六屆臺灣省議會,臺北縣,陳金德,,,,,,,,,,,,,,,,,,
1977第六屆臺灣省議會,臺北縣,苗素芳,,,,,,,,,,,,,,,,,,
1977第六屆臺灣省議會,臺北縣,邱益三,,,,,,,,,,,,,,,,,,
1977第六屆臺灣省議會,臺北縣,李儒侯,,,,,,,,,,,,,,,,,,
1977第六屆臺灣省議會,臺北縣,李炳盛,,,,,,,,,,,,,,,,,,
1977第六屆臺灣省議會,臺北縣,李玉泉,,,,,,,,,,,,,,,,,,
1977第六屆臺灣省議會,臺中縣,蔡鴻文,,,,,,,,,,,,,,,,,,
1977第六屆臺灣省議會,臺中縣,張郭秀霞,,,,,,,,,,,,,,,,,,
1977第六屆臺灣省議會,臺中縣,洪振宗,,,,,,,,,,,,,,,,,,
1977第六屆臺灣省議會,臺中縣,林漢周,,,,,,,,,,,,,,,,,,
1977第六屆臺灣省議會,臺中縣,李子駸,,,,,,,,,,,,,,,,,,
1977第六屆臺灣省議會,臺中市,廖榮祺,,,,,,,,,,,,,,,,,,
1977第六屆臺灣省議會,臺中市,廖朝錩,,,,,,,,,,,,,,,,,,
