議員,區域,1945,1951,1954,1957,1959,1960,1963,1968,1973,1977,1981,1985,1989,1994,1998,2001,2002,2004,2005,2006,2007,2009,2010,2014,2018,,,,,,,,,
陳文治,新北市,,,,,,,,,,,,,,,1,,1,,1,,,,1,1,,,,,,,,,,
陳幸進,新北市,,,,,,,,,,,,,,,1,,1,,1,,,,1,1,,,,,,,,,,
陳永福,新北市,,,,,,,,,,,,,,,1,,1,,1,,,,1,1,,,,,,,,,,
高敏慧,新北市,,,,,,,,,,,,,,,1,,1,,1,,,,1,1,,,,,,,,,,
金中玉,新北市,,,,,,,,,,,,,,,1,,1,,1,,,,1,1,,,,,,,,,,
林世南,新北市,1,,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
王宋瓊英,新北市,,1,1,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,
鄭金隆,新北市,,,,,,,,,,,,,,,1,,1,,1,,,,1,1,,,,,,,,,,
周勝考,新北市,,,,,,,,,,,,,,,1,,1,,1,,,,1,1,,,,,,,,,,
黃鎮岳,雲林縣,,,,,,,,,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,
李建昇,雲林縣,,,,,,,,,,,,,,,1,,1,,1,,,1,,1,1,,,,,,,,,
林蔡素女,雲林縣,,,,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,
王安順,雲林縣,,,,1,1,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,
謝翠蓮,雲林縣,,,,,,,,,,,,,,,1,,1,,1,,,2,,,,,,,,,,,,
陳貴忠,連江縣,,,,,,,,,,,,,,,1,,1,,1,,,1,,1,,,,,,,,,,
陳東財,基隆市,,,,,,,,,,,,,,,1,,1,,1,,,1,,1,1,,,,,,,,,
韓良圻,基隆市,,,,,,,,,,,,,,,1,,1,,1,,,1,,1,,,,,,,,,,
何淑萍,基隆市,,,,,,,,,,,,,,,,,1,,1,,,2,,1,1,,,,,,,,,
施世明,基隆市,,,,,,,,,,,,,,,1,,1,,1,,,1,,1,,,,,,,,,,
宋瑋莉,基隆市,,,,,,,,,,,,,,,,,1,,1,,,2,,1,1,,,,,,,,,
游祥耀,基隆市,,,,,,,,,,,,,,,1,,1,,1,,,1,,1,1,,,,,,,,,
張漢土,基隆市,,,,,,,,,,,,,,,1,,1,,1,,,1,,1,,,,,,,,,,
莊榮欽,基隆市,,,,,,,,,,,,,,,1,,1,,1,,,1,,1,1,,,,,,,,,
黃石龍,高雄市,,,,,,,,,,,,,,,1,,1,,,1,,,1,1,,,,,,,,,,
黃占岸,高雄市,,,,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,
藍星木,高雄市,,,,,,,,,,,,,,1,1,,1,,,1,,,1,,,,,,,,,,,
李長生,高雄市,,,,,,,,,,,,,,,1,,1,,1,,,,1,1,,,,,,,,,,
林仙保,高雄市,,,,,,,,,,,1,1,1,1,1,,,,,,,,,,,,,,,,,,,
劉德林,高雄市,,,,,,,,,,,,,,,1,,1,,1,,,,1,1,,,,,,,,,,
蘇炎城,高雄市,,,,,,,,,,,,,,,1,,1,,1,,,,1,1,,,,,,,,,,
王國秀,高雄市,,,,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,
徐榮延,高雄市,,,,,,,,,,,,,,,1,,1,,1,,,,1,1,,,,,,,,,,
黃婉如,桃園市,,,,,,,,,,,,,,,1,,1,,1,,,1,,1,,,,,,,,,,
李家興,桃園市,,,,,,,,,,,,,,,1,,1,,1,,,1,,1,,,,,,,,,,
李曉鐘,桃園市,,,,,,,,,,,,,,,1,,1,,1,,,1,,1,,,,,,,,,,
邱奕勝,桃園市,,,,,,,,,,,,,,,1,,1,,1,,,1,,1,,,,,,,,,,
舒翠玲,桃園市,,,,,,,,,,,,,,,1,,1,,1,,,1,,1,,,,,,,,,,
謝彰文,桃園市,,,,,,,,,,,,,,,1,,1,,1,,,1,,1,,,,,,,,,,
楊朝偉,桃園市,,,,,,,,,,,,,,,1,,1,,1,,,1,,1,,,,,,,,,,
葉寒青,桃園市,,,,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,
胡忠勇,苗栗縣,,,,,,,,,,,,,,,1,,1,,1,,,1,,1,1,,,,,,,,,
林佾廷,苗栗縣,,,,,,,,,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,
禹耀東,苗栗縣,,,,,,,,,,,,,,,1,,1,,1,,,1,,1,1,,,,,,,,,
蔡李鴦,屏東縣,,,,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,
何春美,屏東縣,,,,,,,,,,,,,,,1,,1,,1,,,1,,1,1,,,,,,,,,
江金彰,屏東縣,,,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
李香蘭,屏東縣,,,,,,,,,,,,,,,,,1,,1,,,1,,2,1,,,,,,,,,
劉水復,屏東縣,,,,,,,,,,,,,,,1,,1,,1,,,1,,1,,,,,,,,,,
蘇義峰,屏東縣,,,,,,,,,,,,,,,1,,1,,1,,,1,,1,1,,,,,,,,,
王啟敏,屏東縣,,,,,,,,,,,,,,,1,,1,,1,,,1,,1,1,,,,,,,,,
徐榮耀,屏東縣,,,,,,,,,,,,,,,1,,1,,1,,,1,,1,1,,,,,,,,,
尤慶賀,屏東縣,,,,,,,,,,,,,,,1,,1,,1,,,1,,1,1,,,,,,,,,
何勝豐,南投縣,,,,,,,,,,,,,,,1,,1,,1,,,1,,1,1,,,,,,,,,
林永鴻,南投縣,,,,,,,,,,,,,,,1,,1,,1,,,1,,1,,,,,,,,,,
潘一全,南投縣,,,,,,,,,,,,,,,1,,1,,1,,,1,,1,1,,,,,,,,,
許阿甘,南投縣,,,,,,,,,,,,,,,1,,1,,1,,,1,,1,,,,,,,,,,
莊文斌,南投縣,,,,,,,,,,,,,,,1,,1,,1,,,1,,1,1,,,,,,,,,
蔡水游,金門縣,,,,,,,,,,,,,,,1,,1,,1,,,1,,1,1,,,,,,,,,
陳玉珍,金門縣,,,,,,,,,,,,,,,,,1,,1,,,,,3,,,,,,,,,,
許建中,金門縣,,,,,,,,,,,,,,,1,,1,,1,,,1,,1,1,,,,,,,,,
施金樹,花蓮縣,,,,,,,,,,,,,,,1,,1,,1,,,1,,1,1,,,,,,,,,
謝國榮,花蓮縣,,,,,,,,,,,,,,,1,,1,,1,,,1,,1,1,,,,,,,,,
楊文值,花蓮縣,,,,,,,,,,,,,,,1,,1,,1,,,1,,1,,,,,,,,,,
游美雲,花蓮縣,,,,,,,,,,,,,,,,,1,,1,,,2,,1,1,,,,,,,,,
陳福山,宜蘭縣,,,,,,,,,,,,,,,1,,1,,1,,,1,,1,1,,,,,,,,,
陳火土,宜蘭縣,,,1,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,
黃浴沂,宜蘭縣,,,,,,,,,,,,,,,1,,1,,1,,,1,,1,1,,,,,,,,,
劉添梧,宜蘭縣,,,,,,,,,,,,,,,1,,1,,1,,,1,,1,1,,,,,,,,,
游祥德,宜蘭縣,,,,,,,,,,,,,,,1,,1,,1,,,1,,1,,,,,,,,,,
張建榮,宜蘭縣,,,,,,,,,,,,,,,1,,1,,1,,,1,,1,1,,,,,,,,,
潘福隆,山原原住民,,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
郭石頭,澎湖縣,,,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
黃春燕,澎湖縣,,,,,,,,,,,,,,,,,,,,,,3,,1,,,,,,,,,,
劉陳昭玲,澎湖縣,,,,,,,,,,,,,,,,,1,,1,,,1,,1,1,,,,,,,,,
魏長源,澎湖縣,,,,,,,,,,,,,,,,,1,,1,,,1,,1,1,,,,,,,,,
葉明縣,澎湖縣,,,,,,,,,,,,,,,1,,1,,1,,,1,,,,,,,,,,,,
蔡秋蘭,臺南市,,,,,,,,,,,,,,,,,1,,1,,,,1,1,,,,,,,,,,
蔡育輝,臺南市,,,,,,,,,,,,,,,,,1,,1,,,,1,1,,,,,,,,,,
曾順良,臺南市,,,,,,,,,,,,,,,,,1,,1,,,,1,1,,,,,,,,,,
曾王雅雲,臺南市,,,,,,,,,,,,,,,,,1,,1,,,,1,1,,,,,,,,,,
陳朝來,臺南市,,,,,,,,,,,,,,,,,1,,1,,,,1,1,,,,,,,,,,
陳文賢,臺南市,,,,,,,,,,,,,,,,,1,,1,,,,1,1,,,,,,,,,,
郭清華,臺南市,,,,,,,,,,,,,,,,,1,,1,,,,1,1,,,,,,,,,,
郭秋煌,臺南市,,1,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
郭秀珠,臺南市,,,,,,,,,,,,,,,,,1,,1,,,,1,1,,,,,,,,,,
侯澄財,臺南市,,,,,,,,,,,,,,,,,1,,1,,,,1,1,,,,,,,,,,
林美燕,臺南市,,,,,,,,,,,,,,,,,1,,1,,,,1,1,,,,,,,,,,
林全忠,臺南市,,,,,,,,,,,,,,,,,1,,1,,,,1,1,,,,,,,,,,
盧崑福,臺南市,,,,,,,,,,,,,,,,,1,,1,,,,1,1,,,,,,,,,,
王峻潭,臺南市,,,,,,,,,,,,,,,1,,1,,,,,,1,1,,,,,,,,,,
王雲龍,臺南市,,1,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
高崇熙,臺東縣,,,,,,,,,,1,1,1,1,,,,,,,,,,,,,,,,,,,,,
洪掛,臺東縣,,,1,,,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,
黃秋,臺東縣,,,,,,,,,,,,,,,1,,1,,1,,,1,,,,,,,,,,,,
李錦慧,臺東縣,,,,,,,,,,,,,,,1,,1,,1,,,1,,,,,,,,,,,,
李振源,臺東縣,,,,,,,,,,,,,,,1,,1,,1,,,1,,,,,,,,,,,,
田石雄,臺東縣,,,,,,,,,,,,,,,,,1,,1,,,1,,1,,,,,,,,,,
謝明珠,臺東縣,,,,,,,,,,,,,,,1,,1,,1,,,1,,,1,,,,,,,,,
陳嘉銘,臺北市,,,,,,,,,,,,,,1,1,,1,,,1,,,,,,,,,,,,,,
陳玉梅,臺北市,,,,,,,,,,,,,,1,1,,1,,,1,,,,,,,,,,,,,,
戴錫欽,臺北市,,,,,,,,,,,,,,,,,1,,,1,,,1,1,,,,,,,,,,
蔣乃辛,臺北市,,,,,,,,,,,,,,1,1,,1,,,1,,,,,,,,,,,,,,
賴素如,臺北市,,,,,,,,,,,,,,,1,,1,,,1,,,1,,,,,,,,,,,
李仁人,臺北市,,,,,,,,,,,,,,1,1,,1,,,1,,,,,,,,,,,,,,
李新,臺北市,,,,,,,,,,,,,,,1,,1,,,1,,,1,,,,,,,,,,,
李彥秀,臺北市,,,,,,,,,,,,,,,1,,1,,,1,,,1,,,,,,,,,,,
林瑞圖,臺北市,,,,,,,,,,,,,,1,,,,,,1,,,1,1,,,,,,,,,,
劉耀仁,臺北市,,,,,,,,,,,,,,,,,1,,,1,,,1,1,,,,,,,,,,
歐陽龍,臺北市,,,,,,,,,,,,,,,,,1,,,1,,,1,1,,,,,,,,,,
潘懷宗,臺北市,,,,,,,,,,,,,,,,,1,,,1,,,1,1,,,,,,,,,,
秦儷舫,臺北市,,,,,,,,,,,,,,1,1,,1,,,1,,,,,,,,,,,,,,
汪志冰,臺北市,,,,,,,,,,,,,,,,,1,,,1,,,1,1,,,,,,,,,,
王世堅,臺北市,,,,,,,,,,,,,,,1,,1,,,,,,1,1,,,,,,,,,,
王正德,臺北市,,,,,,,,,,,,,,,1,,1,,,1,,,1,,,,,,,,,,,
楊實秋,臺北市,,,,,,,,,,,,,,,1,,1,,,1,,,1,,,,,,,,,,,
周威佑,臺北市,,,,,,,,,,,,,,,,,1,,,1,,,1,1,,,,,,,,,,
蔡雅玲,臺中市,,,,,,,,,,,,,,,,,1,,1,,,,1,1,,,,,,,,,,
曾朝榮,臺中市,,,,,,,,,,,,,,,,,1,,1,,,,1,1,,,,,,,,,,
沈佑蓮,臺中市,,,,,,,,,,,,,,,,,1,,1,,,,1,1,,,,,,,,,,
陳詩哲,臺中市,,,,,,,,,,,,,,,1,,1,,1,,,,1,,,,,,,,,,,
陳天汶,臺中市,,,,,,,,,,,,,,,1,,1,,1,,,,1,,,,,,,,,,,
陳新發,臺中市,,,,,,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,
陳有江,臺中市,,,,,,,,,,,,,,,1,,1,,1,,,,1,,,,,,,,,,,
段緯宇,臺中市,,,,,,,,,,,,,,,,,1,,1,,,,1,1,,,,,,,,,,
何明杰,臺中市,,,,,,,,,,,,,,,,,1,,1,,,,1,1,,,,,,,,,,
何文海,臺中市,,,,,,,,,,,,,,,1,,1,,,,,,1,1,,,,,,,,,,
黃國書,臺中市,,,,,,,,,,,,,,,1,,1,,1,,,,1,,,,,,,,,,,
江勝雄,臺中市,,,,,,,,,,,,,,,1,,1,,1,,,,1,,,,,,,,,,,
李中,臺中市,,,,,,,,,,,,,,,1,,,,1,,,,1,1,,,,,,,,,,
李子駸,臺中市,,,,,,,,,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,
廖述鎮,臺中市,,,,,,,,,,,,,,,1,,1,,1,,,,1,,,,,,,,,,,
林碧秀,臺中市,,,,,,,,,,,,,,,1,,1,,1,,,,,1,,,,,,,,,,
劉士州,臺中市,,,,,,,,,,,,,,,,,1,,1,,,,1,1,,,,,,,,,,
許幸惠,臺中市,,,,,,,,,,,,,,,1,1,,1,,,1,,,,,,,,,,,,,
楊秋雲,臺中市,,,,,,,,,,,,,,,1,,1,,1,,,,1,,,,,,,,,,,
楊正中,臺中市,,,,,,,,,,,,,,,1,,1,,1,,,,,1,,,,,,,,,,
張郭秀霞,臺中市,,,,,,,,,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,
張立傑,臺中市,,,,,,,,,,,,,,,1,,1,,1,,,,,1,,,,,,,,,,
曹明正,彰化縣,,,,,,,,,,,,,,,1,,1,,1,,,1,,,,,,,,,,,,
陳錦玉,彰化縣,,,,,,,,,,,,,,,1,,1,,1,,,1,,,,,,,,,,,,
顧黃水花,彰化縣,,,,,,,,,,,,,,,,,1,,1,,,1,,1,1,,,,,,,,,
洪木村,彰化縣,,,,,,,,,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,
賴岸璋,彰化縣,,,,,,,,,,,,,,,,,1,,1,,,1,,1,,,,,,,,,,
梁禎祥,彰化縣,,,,,,,,,,,,,,,1,,1,,1,,,1,,,,,,,,,,,,
林生財,彰化縣,,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
謝許英,彰化縣,,,,,,,,,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,
許原龍,彰化縣,,,,,,,,,,,,,,,,,1,,1,,,1,,1,1,,,,,,,,,
張雪如,彰化縣,,,,,,,,,,,,,,,,,1,,1,,,1,,1,1,,,,,,,,,
蔡陳翠蓮,嘉義縣,,,,,,,,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,
蔡奇璋,嘉義縣,,,,,,,,,,,,,,,1,,1,,,,,1,,1,1,,,,,,,,,
官文樹,嘉義縣,,,,,,,,,,,,,,,1,,1,,1,,,1,,,,,,,,,,,,
侯清河,嘉義縣,,,,,,,,,,,,,,,1,,1,,1,,,1,,,1,,,,,,,,,
賴朝崙,嘉義縣,,,,,,,,,,,,,,,,,1,,1,,,1,,1,1,,,,,,,,,
李國勝,嘉義縣,,,,,,,,,,,,,,,,,1,,1,,,1,,1,1,,,,,,,,,
林秀琴,嘉義縣,,,,,,,,,,,,,,,,,1,,1,,,1,,1,1,,,,,,,,,
王幸悅,嘉義縣,,,,,,,,,,,,,,,1,,1,,1,,,1,,,,,,,,,,,,
吳思蓉,嘉義縣,,,,,,,,,,,,,,,1,,1,,,,,1,,1,1,,,,,,,,,
詹黃素蓮,嘉義縣,,,,,,,,,,,,,,,1,,1,,,,,1,,1,1,,,,,,,,,
蔡文旭,嘉義市,,,,,,,,,,,,,,,1,,,,1,,,1,,1,1,,,,,,,,,
陳文齡,嘉義市,,,,,,,,,,,,,,,1,,1,,1,,,1,,,,,,,,,,,,
陳幸枝,嘉義市,,,,,,,,,,,,,,,,,1,,1,,,1,,1,1,,,,,,,,,
郭美玲,嘉義市,,,,,,,,,,,,,,,1,,1,,1,,,1,,,,,,,,,,,,
黃國村,嘉義市,,,,,,,,,,,,,,,1,,1,,,,,1,,1,,,,,,,,,,
黃秋澤,嘉義市,,,,,,,,,,,,,,,,,1,,1,,,1,,1,,,,,,,,,,
黃正男,嘉義市,,,,,,,,,,,,,,,1,,1,,1,,,1,,,,,,,,,,,,
廖天隆,嘉義市,,,,,,,,,,,,,,,,,1,,1,,,1,,1,1,,,,,,,,,
張秀華,嘉義市,,,,,,,,,,,,,,,,,1,,1,,,1,,1,1,,,,,,,,,
鄭俊亨,嘉義市,,,,,,,,,,,,,,,1,,1,,1,,,1,,,,,,,,,,,,
郭遠彰,新竹縣,,,,,,,,,,,,,,,1,,,,1,,,1,,1,1,,,,,,,,,
羅吉祥,新竹縣,,,,,,,,,,,,,,,,,1,,1,,,1,,1,,,,,,,,,,
吳勝松,新竹縣,,,,,,,,,,,,,,,1,,1,,1,,,1,,,,,,,,,,,,
賀玉燕,新竹市,,,,,,,,,,,,,,,,,,,1,,,1,,2,,,,,,,,,,
李妍慧,新竹市,,,,,,,,,,,,,,,,,1,,1,,,1,,1,1,,,,,,,,,
林漢淇,新竹市,,,,,,,,,,,,,,,1,,1,,1,,,1,,,,,,,,,,,,
呂於台,新竹市,,,,,,,,,,,,,,,1,,1,,1,,,1,,,,,,,,,,,,
孫鍚洲,新竹市,,,,,,,,,,,,,,,,,1,,1,,,1,,1,1,,,,,,,,,
許文棟,新竹市,,,,,,,,,,,,,,,,,1,,1,,,1,,1,1,,,,,,,,,
蔡明堂,新北市,,,,,,,,,,,,,,,1,,1,,1,,,,,1,,,,,,,,,,
沈發惠,新北市,,,,,,,,,,,,,,,1,,1,,,,,,1,1,,,,,,,,,,
陳金德,新北市,,,,,,,,,,1,1,1,1,,,,,,,,,,,,,,,,,,,,,
陳世榮,新北市,,,,,,,,,,,,,,,1,,1,,,,,,1,1,,,,,,,,,,
陳天佑,新北市,,,,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
