item_id	name	duration	inLanguage	creator	contentRating	rating	genre	director	popularity	country	budget
tt0038048	San Antonio	PT1H49M	English	Alan Le MayW.R. Burnett	Passed	6.4	W/e/s/t/e/r/n	David ButlerRobert FloreyRaoul Walsh	$3,553,000	USA	$2,000,000
            
tt0037913	Mildred Pierce	PT1H51M	English	Ranald MacDougallJames M. CainWilliam FaulknerMargaret GruenAlbert MaltzLouise Randall PiersonCatherine TurneyMargaret Buell WilderThames Williamson	Passed	8.0	Crime/Drama/Film-Noir/Mystery/Romance	Michael Curtiz	NA	USA	$1,453,000
            
tt0038109	Spellbound	PT1H51M	English	Ben HechtJohn PalmerHilary St George SaundersAngus MacPhailMay E. Romm	Approved	7.6	Film-Noir/Mystery/Romance/Thriller	Alfred Hitchcock	NA	USA	$1,696,377
            
tt0037884	The Lost Weekend	PT1H41M	English	Charles R. JacksonCharles BrackettBilly Wilder	Not Rated	8.0	Drama/Film-Noir	Billy Wilder	$9,460,000	USA	$1,250,000
            
tt0038104	A Song to Remember	PT1H53M	English	Sidney BuchmanErnst Marischka	Not Rated	6.8	Biography/Drama/Music	Charles Vidor	NA	USA	NA
tt0037514	Anchors Aweigh	PT2H20M	English	Isobel LennartNatalie Marcin	Passed	7.2	Comedy/Fantasy/Music/Musical/Romance/War	George Sidney	NA	USA	NA
tt0038108	The Spanish Main	PT1H40M	English	George Worthing YatesHerman J. MankiewiczÆneas MacKenzie	Passed	6.4	Adventure/Drama/Romance	Frank Borzage	NA	USA	$2,000,000
            
tt0038192	The True Glory	PT1H27M	English	Harry BrownPaddy ChayefskyFrank HarveyGerald KershSaul LevittArthur MacraeEric MaschwitzJenny NicholsonGuy TrosperPeter Ustinov	Not Rated	7.1	Documentary/War	Garson KaninCarol Reed	NA	UK	NA
tt0037861	The Last Bomb	PT35M	English		Not Rated	6.5	Short/Documentary/War	Frank Lloyd	NA	USA	NA
tt0037783	Hitler Lives	PT17M	English	Saul Elkins	Approved	5.4	Documentary/Short	Don Siegel	NA	USA	NA
tt0037875	Library of Congress	PT20M	English	NA	NA	6.4	Documentary/Short	Alexander Hammid	NA	USA	NA
tt0038175	To the Shores of Iwo Jima	PT20M	English		PG	6.6	Documentary/Short/War	NA	NA	USA	NA
tt0038260	Wonder Man	PT1H38M	English	Don HartmanMelville ShavelsonPhilip RappJack JevneEddie MoranArthur Sheekman	Approved	7.1	Comedy/Fantasy/Musical	H. Bruce Humberstone	NA	USA	NA
tt0037575	Captain Eddie	PT1H47M	English	John Tucker Battle	Approved	5.9	Biography/Drama	Lloyd Bacon	NA	USA	NA
tt0038160	They Were Expendable	PT2H15M	English	William L. WhiteFrank WeadNorman CorwinGeorge FroeschelJan Lustig	Approved	7.3	Drama/War	John FordRobert Montgomery	NA	USA	NA
tt0037954	Objective, Burma!	PT2H22M	English	Ranald MacDougallLester ColeAlvah Bessie	Approved	7.4	Action/Adventure/Drama/War	Raoul Walsh	NA	USA	NA
tt0037536	The Bells of St. Mary's	PT2H6M	English	Dudley NicholsLeo McCarey	Unrated	7.4	D/r/a/m/a	Leo McCarey	NA	USA	NA
tt0038116	State Fair	PT1H40M	English	Oscar Hammerstein IIPhilip StongSonya LevienPaul Green	Approved	7.1	Comedy/Drama/Musical/Romance	Walter Lang	NA	USA	NA
tt0036636	Belle of the Yukon	PT1H23M	English	Houston BranchJames Edward Grant	Approved	5.4	Comedy/Musical/Romance/Western	William A. Seiter	NA	USA	NA
tt0036692	Can't Help Singing	PT1H30M	English	Lewis R. FosterFrank RyanJohn D. KlorerLeo TownsendSamuel J. WarshawskyCurtis B. Warshawsky	Approved	6.5	Musical/Western	Frank Ryan	NA	USA	NA
tt0037664	Earl Carroll Vanities	PT1H31M	English	Frank Gill Jr.Cortland Fitzsimmons	Approved	5.5	Musical/Romance	Joseph Santley	NA	USA	NA
tt0036912	Here Come the Waves	PT1H39M	English	Ken EnglundZion MyersAllan Scott	Approved	6.4	Comedy/Musical/Romance	Mark Sandrich	NA	USA	NA
tt0038091	Sing Your Way Home	PT1H12M	English	William BowersEdmund JosephBart Lytton	Passed	4.9	M/u/s/i/c/a/l	Anthony Mann	NA	USA	NA
tt0038120	Story of G.I. Joe	PT1H48M	English	Leopold AtlasGuy EndorePhilip StevensonBen BengalAlan Le MayErnie Pyle	Approved	7.4	Biography/Drama/War	William A. Wellman	NA	USA	$1,000,000
            
tt0038178	Tonight and Every Night	PT1H32M	English	Lesser SamuelsAbem FinkelLesley Storm	Approved	6.4	Drama/Musical	Victor Saville	NA	USA	NA
tt0038249	Why Girls Leave Home	PT1H9M	English	Fanya FossBradford RopesFanya Foss	Approved	5.3	Crime/Drama/Music/Romance	William Berke	NA	USA	NA
tt0037557	Brewster's Millions	PT1H19M	English	George Barr McCutcheonWinchell SmithByron OngleySig HerzigCharles RodgersWilkie C. Mahoney	Approved	6.7	C/o/m/e/d/y	Allan Dwan	NA	USA	NA
tt0037576	Captain Kidd	PT1H30M	English	Norman Reilly RaineRobert N. Lee	Approved	6.4	Adventure/Biography/Drama/History	Rowland V. Lee	NA	USA	$1,500,000
            
tt0037702	Flame of Barbary Coast	PT1H31M	English	Borden ChasePrescott Chaplin	Approved	6.4	Musical/Romance/Western	Joseph Kane	NA	USA	$600,000
            
tt0037725	G.I. Honeymoon	PT1H10M	English	Richard WeilTim RyanA.J. RubienRobert ChapinMarion Page Johnson	Approved	6.0	C/o/m/e/d/y	Phil Karlson	NA	USA	NA
tt0037756	Guest Wife	PT1H30M	English	John D. KlorerBruce Manning	Approved	6.6	Comedy/Romance	Sam Wood	NA	USA	NA
tt0036886	Guest in the House	PT2H1M	English	Ketti FringsHagar WildeDale EunsonKatherine AlbertAndré De Toth	Approved	6.2	Drama/Film-Noir	John BrahmJohn CromwellAndré De TothLewis Milestone	NA	USA	NA
tt0037972	Paris Underground	PT1H37M	English	Etta ShiberBoris IngsterGertrude PurcellAnn DuprePaul DupreOscar Ray	Approved	6.7	Drama/War	Gregory Ratoff	NA	USA	NA
tt0037671	The Enchanted Cottage	PT1H31M	English	DeWitt BodeenHerman J. MankiewiczArthur Wing Pinero	Approved	7.6	Drama/Fantasy/Romance	John Cromwell	NA	USA	NA
tt0037893	The Man Who Walked Alone	PT1H10M	English	Christy CabanneRobert Lee Johnson	Passed	5.8	Comedy/Drama	Christy Cabanne	NA	USA	NA
tt0038107	The Southerner	PT1H32M	English	Hugo ButlerGeorge Sessions PerryJean RenoirWilliam FaulknerNunnally Johnson	Approved	7.2	D/r/a/m/a	Jean Renoir	NA	USA	NA
tt0038213	The Valley of Decision	PT1H59M	English	John MeehanSonya LevienMarcia Davenport	Passed	7.4	D/r/a/m/a	Tay Garnett	NA	USA	$2,160,000
            
tt0037469	The Woman in the Window	PT1H47M	English	Nunnally JohnsonJ.H. Wallis	Approved	7.8	Crime/Drama/Film-Noir/Mystery/Thriller	Fritz Lang	NA	USA	NA
tt0038162	This Love of Ours	PT1H30M	English	Bruce ManningJohn D. KlorerLeonard LeeLuigi Pirandello	Approved	6.5	Drama/Romance	William Dieterle	NA	USA	$2,000,000
            
tt0037782	Hitchhike to Happiness	PT1H14M	English	Jack TownleyManuel SeffJerry Horwin	Passed	4.4	Comedy/Drama/Music	Joseph Santley	NA	USA	NA
tt0037816	Incendiary Blonde	PT1H53M	English	Claude BinyonFrank ButlerKen EnglundJames Edward Grant	Approved	6.9	Biography/Drama/Musical/Romance	George Marshall	NA	USA	NA
tt0038026	Rhapsody in Blue	PT2H15M	English	Sonya LevienHoward KochElliot PaulHarry ChandleeClifford OdetsRobert Rossen	Approved	7.1	Biography/Drama/Musical/Romance	Irving Rapper	NA	USA	NA
tt0038135	Sunbonnet Sue	PT1H29M	English	Richard CarrollRalph MurphyBradford RopesPaul Girard SmithSidney Sutherland	Approved	5.4	Comedy/Musical	Ralph Murphy	NA	USA	NA
tt0038166	The Three Caballeros	PT1H11M	English	Homer BrightmanErnest TerrazasTed SearsBill PeetRalph WrightElmer PlummerRoy WilliamsWilliam CottrellDel ConnellJames BodreroJoe GrantDick HuemerWebb Smith	Approved	6.5	Animation/Comedy/Family/Fantasy/Musical	Norman FergusonClyde GeronimiJack KinneyBill RobertsHarold Young	NA	USA	NA
tt0038011	Quiet Please!	PT7M	English	William HannaJoseph Barbera	Approved	7.8	Animation/Short/Comedy/Family	Joseph BarberaWilliam Hanna	NA	USA	NA
tt0037657	Donald's Crime	PT8M	English	Ralph Wright	Approved	7.2	Animation/Short/Comedy/Family	Jack King	NA	USA	NA
tt0037912	Gypsy Life	PT6M	English	John Foster	NA	6.3	Animation/Short	Connie Rasinski	NA	USA	NA
tt0037828	Jasper and the Beanstalk	PT8M	English		Approved	5.7	Animation/Short/Fantasy/Musical	George Pal	NA	USA	NA
tt0037879	Life with Feathers	PT8M	English	Tedd Pierce	Approved	7.0	Family/Animation/Short/Comedy	Friz Freleng	NA	USA	NA
tt0038028	Rippling Romance	PT8M	English	Paul Worth	NA	3.6	Animation/Short	Bob Wickersham	NA	USA	NA
tt0037994	The Poet & Peasant	PT7M	English	Ben HardawayMilt Schaffer	Approved	6.0	Animation/Short/Comedy/Family/Music	Dick Lundy	NA	USA	NA
tt0038114	Stairway to Light	PT10M	English	John NesbittRosemary Foster	Approved	6.3	Short/Drama/History	Sammy Lee	NA	USA	NA
tt0037510	Along the Rainbow Trail	PT8M	English		Approved	6.6	Documentary/Short	NA	NA	USA	NA
tt0038059	Screen Snapshots Series 25, No. 1: 25th Anniversary	PT9M	English	Ralph Staub	Approved	6.1	Documentary/Short	Ralph Staub	NA	USA	NA
tt0038121	Story of a Dog	PT10M	English	Saul Elkins	NA	6.3	Documentary/Short	NA	NA	USA	NA
tt0038247	White Rhapsody	PT10M	English		NA	NA	Documentary/Short	Jack Eaton	NA	USA	NA
tt0038265	Your National Gallery	PT10M	English		NA	NA	S/h/o/r/t	Thomas Mead	NA	USA	NA
tt0038115	Star in the Night	PT22M	English	Robert FinchSaul ElkinsDon Siegel	Not Rated	7.8	Short/Drama/Family/Western	Don Siegel	NA	USA	NA
tt0037758	A Gun in His Hand	PT19M	English	Richard H. LandauCharles F. Royal	Passed	6.5	Drama/Crime/Short	Joseph Losey	NA	USA	NA
tt0037841	The Jury Goes Round 'n' Round	PT17M	English	Felix Adler	Approved	6.7	Comedy/Short	Jules White	NA	USA	NA
tt0037881	The Little Witch	PT20M	English	Francis Rosenwald	Approved	6.5	Short/Musical/Romance/Music	George Templeton	NA	USA	NA
tt0037859	Lady on a Train	PT1H34M	English	Edmund BeloinRobert O'BrienLeslie Charteris	Approved	6.9	Crime/Film-Noir/Mystery/Romance/Thriller	Charles David	NA	USA	NA
tt0038205	The Unseen	PT1H20M	English	Ethel Lina WhiteHagar WildeKen EnglundHagar WildeRaymond Chandler	Approved	6.2	Drama/Film-Noir/Mystery/Thriller	Lewis Allen	NA	USA	NA
tt0037371	Three Is a Family	PT1H21M	English	Harry ChandleeHenry EphronPhoebe EphronMarjorie L. Pfaelzer	NA	5.0	C/o/m/e/d/y	Edward Ludwig	NA	USA	NA
tt0037899	Marie-Louise	PT1H33M	Swiss German	Richard Schweizer	Approved	6.6	D/r/a/m/a	Leopold LindtbergHermann HallerFranz Schnyder	NA	Switzerland	NA
tt0037644	Dillinger	PT1H10M	English	Philip YordanWilliam Castle	Approved	6.6	Biography/Crime/Drama/Film-Noir/Thriller	Max Nosseck	NA	USA	$193,000
            
tt0037104	Music for Millions	PT1H57M	English	Myles Connolly	Passed	6.8	Comedy/Drama/Music	Henry Koster	NA	USA	NA
tt0038047	Salty O'Rourke	PT1H40M	English	Milton HolmesMilton Holmes	Approved	6.8	D/r/a/m/a	Raoul Walsh	NA	USA	NA
tt0038243	What Next, Corporal Hargrove?	PT1H35M	English	Marion HargroveHarry Kurnitz	Not Rated	5.9	Comedy/War	Richard Thorpe	NA	USA	NA
tt0037795	The House on 92nd Street	PT1H28M	English	Barré LyndonCharles G. BoothJohn Monks Jr.Charles G. Booth	Approved	6.8	Crime/Drama/Film-Noir/Mystery/Thriller	Henry Hathaway	$2,500,000	USA	NA
tt0037906	A Medal for Benny	PT1H17M	English	Frank ButlerJack WagnerJohn SteinbeckJack Wagner	Approved	6.8	D/r/a/m/a	Irving Pichel	NA	USA	NA
tt0037498	The Affairs of Susan	PT1H50M	English	Thomas MonroeLászló GörögRichard FlournoyThomas MonroeLászló Görög	Approved	7.0	Comedy/Drama/Romance	William A. Seiter	NA	USA	NA
tt0038190	A Tree Grows in Brooklyn	PT2H9M	English	Tess SlesingerFrank DavisBetty SmithAnita Loos	PG	8.1	Drama/Romance	Elia Kazan	NA	USA	NA
tt0038000	Pride of the Marines	PT2H	English	Albert MaltzMarvin BorowskyRoger ButterfieldDelmer Daves	Approved	7.4	Biography/Drama/Romance/War	Delmer Daves	NA	USA	NA
tt0038303	Anna and the King of Siam	PT2H8M	English	Talbot JenningsSally BensonMargaret Landon	Approved	7.1	Biography/Drama/Romance	John Cromwell	NA	USA	NA
tt0037849	Kitty	PT1H43M	English	Rosamond MarshallKarl TunbergDarrell Ware	Approved	7.2	Drama/History	Mitchell Leisen	NA	USA	NA
tt0038873	The Razor's Edge	PT2H25M	English	Lamar TrottiW. Somerset MaughamDarryl F. Zanuck	Approved	7.5	Drama/Romance	Edmund Goulding	NA	USA	$1,200,000
            
tt0039111	The Yearling	PT2H8M	English	Paul OsbornMarjorie Kinnan RawlingsJohn Lee Mahin	Approved	7.3	Drama/Family/Western	Clarence Brown	NA	USA	$4,000,000
            
tt0038390	Caesar and Cleopatra	PT2H3M	English	George Bernard ShawGeorge Bernard ShawGeorge Bernard ShawGeorge Bernard Shaw	Approved	6.4	Biography/Comedy/Drama/History/Romance/War	Gabriel Pascal	$4,905,000	UK	&pound;1,278,000
            
tt0036910	The Chronicle History of King Henry the Fifth with His Battell Fought at Agincourt in France	PT2H17M	English	William ShakespeareLaurence OlivierWilliam ShakespeareDallas BowerAlan Dent	Not Rated	7.3	Biography/Drama/History/War	Laurence Olivier	NA	UK	&pound;475,000
            
tt0038578	The Green Years	PT2H7M	English	A.J. CroninRobert ArdreySonya Levien	Approved	7.1	D/r/a/m/a	Victor Saville	NA	USA	$2,280,000
            
tt0038661	The Jolson Story	PT2H8M	English	Sidney BuchmanHarry ChandleeStephen LongstreetAndrew Solt	Approved	7.4	Biography/Drama/Music	Alfred E. Green	NA	USA	$2,800,000
            
tt0038919	Seeds of Destiny	PT20M	English	Art ArthurDavid Miller	NA	6.5	Documentary/Short	David Miller	NA	USA	NA
tt0038312	Atomic Power	PT18M	English		NA	5.4	Documentary/Short	Jack Glenn	NA	USA	NA
tt0038690	Life at the Zoo	NA	NA	NA	NA	NA	Documentary/Short	NA	NA	Soviet Union	NA
tt0038825	Paramount News Issue #37	NA	NA		NA	NA	Documentary/Short	NA	NA	USA	NA
tt0039043	Traffic with the Devil	PT19M	English	Herbert Morgan	Approved	6.4	Short/Drama	Gunther von Fritsch	NA	USA	NA
tt0038363	Blithe Spirit	PT1H36M	English	David LeanRonald NeameAnthony Havelock-AllanNoël CowardNoël Coward	Not Rated	7.2	Comedy/Fantasy	David Lean	NA	UK	NA
tt0038984	A Stolen Life	PT1H49M	English	Catherine TurneyMargaret Buell WilderKarel J. Benes	Approved	7.4	D/r/a/m/a	Curtis Bernhardt	NA	USA	NA
tt0036868	The Best Years of Our Lives	PT2H50M	English	Robert E. SherwoodMacKinlay Kantor	Approved	8.1	Drama/Romance/War	William Wyler	NA	USA	$2,100,000
            
tt0038650	It's a Wonderful Life	PT2H10M	English	Frances GoodrichAlbert HackettFrank CapraJo SwerlingPhilip Van Doren SternMichael Wilson	PG	8.6	Drama/Family/Fantasy	Frank Capra	NA	USA	$3,180,000
            
tt0038669	The Killers	PT1H43M	English	Anthony VeillerErnest HemingwayJohn HustonRichard Brooks	Passed	7.8	Crime/Drama/Film-Noir/Mystery	Robert Siodmak	NA	USA	NA
tt0038589	The Harvey Girls	PT1H42M	English	Edmund BeloinNathaniel CurtisHarry CraneJames O'HanlonSamson RaphaelsonKay Van RiperSamuel Hopkins AdamsEleanore GriffinWilliam Rankin	Not Rated	7.1	Comedy/Musical/Western	George Sidney	NA	USA	$2,524,315
            
tt0038370	Blue Skies	PT1H39M	English	Arthur SheekmanAllan ScottIrving Berlin	Approved	6.5	Comedy/Musical/Romance	Stuart HeislerMark Sandrich	NA	USA	$3,000,000
            
tt0038395	Canyon Passage	PT1H32M	English	Ernest HaycoxErnest Pascal	Passed	7.0	Drama/Western	Jacques Tourneur	$4,263,651	USA	$2,623,925
            
tt0038406	Centennial Summer	PT1H42M	English	Michael KaninAlbert E. Idell	Approved	6.5	History/Musical/Romance	Otto Preminger	NA	USA	NA
tt0037651	The Dolly Sisters	PT1H54M	English	John Francis LarkinMarian Spitzer	Approved	6.5	Biography/Drama/Musical/Romance	Irving Cummings	NA	USA	$2,510,000
            
tt0038622	Humoresque	PT2H5M	English	Clifford OdetsZachary GoldFannie Hurst	Approved	7.6	Drama/Music/Romance	Jean Negulesco	NA	USA	$2,164,000
            
tt0038776	Night and Day	PT2H8M	English	Charles HoffmanLeo TownsendWilliam BowersJack Moffitt	Approved	6.2	Biography/Drama/Musical	Michael Curtiz	NA	USA	NA
tt0039251	The Cat Concerto	PT8M	None	William HannaJoseph Barbera	Passed	8.2	Animation/Short/Comedy/Family/Music/Musical	Joseph BarberaWilliam Hanna	NA	USA	NA
tt0038657	John Henry and the Inky-Poo	PT7M	English	Latham OvensRobert Monroe	NA	6.6	Animation/Short	George Pal	NA	USA	NA
tt0038413	Musical Moments from Chopin	PT8M	English	Ben HardawayMilt Schaffer	Approved	6.8	Animation/Short/Comedy/Family/Music	Dick Lundy	NA	USA	NA
tt0038978	Squatter's Rights	PT7M	English	Harry Reeves	NA	6.9	Animation/Comedy/Family/Short	Jack Hannah	NA	USA	NA
tt0039093	Walky Talky Hawky	PT7M	English	Warren Foster	Approved	7.6	Animation/Family/Short/Comedy	Robert McKimson	NA	USA	NA
tt0038515	Facing Your Danger	PT10M	English	De Leon Anthony	Approved	6.4	Documentary/Short/Sport	Edwin E. Olsen	NA	USA	NA
tt0038483	Dive-Hi Champs	NA	English		NA	NA	S/h/o/r/t	NA	NA	USA	NA
tt0038569	Golden Horses	NA	NA		NA	NA	S/h/o/r/t	Tom Cummiskey	NA	USA	NA
tt0038953	Smart as a Fox	PT10M	English	Saul Elkins	Approved	5.9	Short/Family	NA	NA	USA	NA
tt0038998	Sure Cures	PT11M	English	Joe AnsenDave O'Brien	Approved	5.8	Short/Comedy	Dave O'Brien	NA	USA	NA
tt0038379	A Boy and His Dog	PT21M	English	Samuel A. DerieuxSaul Elkins	Approved	6.3	Short/Drama/Family	LeRoy Prinz	NA	USA	NA
tt0038421	College Queen	PT19M	English	Jacqueline Duffie	Approved	NA	Short/Musical/Comedy/Romance	George Templeton	NA	USA	NA
tt0038602	Hiss and Yell	PT17M	English	Felix AdlerFelix Adler	Approved	6.0	Comedy/Short	Jules White	NA	USA	NA
tt0038708	The Luckiest Guy in the World	PT21M	English	Doane R. HoagEmile C. Tepperman	Approved	7.1	Short/Crime/Drama	Joseph M. Newman	NA	USA	NA
tt0038924	The Seventh Veil	PT1H34M	English	Muriel BoxSydney BoxMuriel BoxSydney Box	Approved	7.0	Drama/Music	Compton Bennett	NA	UK	&pound;67,000
            
tt0037674	Les enfants du paradis	PT3H9M	French	Jacques Prévert	Not Rated	8.3	Drama/Romance	Marcel Carné	NA	France	NA
tt0038787	Notorious	PT1H42M	English	Ben HechtAlfred HitchcockJohn Taintor FooteClifford Odets	Not Rated	8.0	Drama/Film-Noir/Romance/Thriller	Alfred Hitchcock	NA	USA	$2,000,000
            
tt0038032	Road to Utopia	PT1H30M	English	Norman PanamaMelvin Frank	Passed	7.5	Adventure/Comedy/Family/Musical	Hal Walker	NA	USA	NA
tt0038369	The Blue Dahlia	PT1H36M	English	Raymond Chandler	Not Rated	7.2	Crime/Film-Noir/Mystery/Thriller	George Marshall	NA	USA	NA
tt0037980	Perfect Strangers	PT1H42M	English	Clemence DaneAnthony PelissierClemence DaneAnthony Pelissier	Passed	7.1	Drama/Romance	Alexander Korda	NA	UK	NA
tt0038455	The Dark Mirror	PT1H25M	English	Nunnally JohnsonVladimir Pozner	Not Rated	7.1	Crime/Drama/Film-Noir/Thriller	Robert Siodmak	NA	USA	NA
tt0038988	The Strange Love of Martha Ivers	PT1H56M	English	Robert RossenJohn PatrickRobert Riskin	Unrated	7.5	Drama/Film-Noir/Romance	Lewis Milestone	NA	USA	NA
tt0038991	The Stranger	PT1H35M	English	Anthony VeillerVictor TrivasDecla DunningVictor TrivasOrson WellesJohn Huston	Not Rated	7.4	Crime/Drama/Film-Noir/Mystery/Thriller	Orson Welles	$3,216,000	USA	$1,034,000
            
tt0039040	To Each His Own	PT2H2M	English	Charles BrackettJacques ThéryCharles BrackettDodie Smith	Approved	7.8	Drama/Romance	Mitchell Leisen	NA	USA	NA
tt0037558	Brief Encounter	PT1H26M	English	Noël CowardAnthony Havelock-AllanDavid LeanRonald Neame	Not Rated	8.1	Drama/Romance	David Lean	NA	UK	&pound;170,000
            
tt0038890	Roma città aperta	PT1H43M	Italian	Sergio AmideiFederico FelliniRoberto RosselliniSergio AmideiAlberto ConsiglioRoberto Rossellini	Not Rated	8.1	Drama/Thriller/War	Roberto Rossellini	NA	Italy	NA
tt0038574	Great Expectations	PT1H58M	English	Charles DickensDavid LeanRonald NeameAnthony Havelock-AllanKay WalshCecil McGivern	Not Rated	7.9	Adventure/Drama/Mystery/Romance	David Lean	NA	UK	&pound;350,000
            
tt0039394	The Foxes of Harrow	PT1H57M	English	Frank YerbyWanda TuchockThomas JobEdwin Justus MayerDwight Taylor	Passed	6.7	Action/Drama/Romance	John M. Stahl	NA	USA	NA
tt0039192	Black Narcissus	PT1H41M	English	Rumer GoddenMichael PowellEmeric Pressburger	Not Rated	8.0	D/r/a/m/a	Michael PowellEmeric Pressburger	NA	UK	&pound;280,000
            
tt0039566	Life with Father	PT1H58M	English	Clarence DayDonald Ogden StewartHoward LindsayRussel Crouse	Passed	7.3	C/o/m/e/d/y	Michael Curtiz	NA	USA	$4,700,000
            
tt0039437	Green Dolphin Street	PT2H21M	English	Samson RaphaelsonElizabeth GoudgeCarey Wilson	Approved	6.9	Adventure/Romance/Drama	Victor Saville	NA	USA	NA
tt0039420	The Ghost and Mrs. Muir	PT1H44M	English	Philip DunneR.A. Dick	Not Rated	7.9	Comedy/Drama/Fantasy/Mystery/Romance/Thriller	Joseph L. Mankiewicz	NA	USA	NA
tt0039634	Mother Wore Tights	PT1H47M	English	Lamar TrottiMiriam Young	NA	6.7	M/u/s/i/c/a/l	Walter Lang	NA	USA	$2,727,000
            
tt0040285	Design for Death	PT48M	English	Dr. SeussHelen Geisel	Approved	6.4	D/o/c/u/m/e/n/t/a/r/y	NA	NA	USA	NA
tt0039517	Journey Into Medicine	PT38M	English	Irving Jacoby	NA	6.5	D/o/c/u/m/e/n/t/a/r/y	Willard Van Dyke	NA	USA	NA
tt0040004	The World Is Rich	PT46M	English	Arthur Calder-Marshall	NA	6.7	D/o/c/u/m/e/n/t/a/r/y	Paul Rotha	NA	UK	NA
tt0039384	First Steps	PT10M	English	Al Wasserman	NA	6.7	Documentary/Short	Hans Burger	NA	Canada	NA
tt0039697	Passport to Nowhere	PT19M	NA		NA	NA	Documentary/Short	NA	NA	USA	NA
tt0039802	School in the Mailbox	PT19M	NA		NA	6.6	Documentary/Short	Stanley Hawes	NA	Australia	NA
tt0039931	Unconquered	PT2H26M	English	Charles BennettFredric M. FrankJesse Lasky Jr.Neil H. SwansonJesse Lasky Jr.Jeanie Macpherson	Approved	7.1	Adventure/Drama/History/Romance/Western	Cecil B. DeMille	NA	USA	$5,000,000
            
tt0039204	Body and Soul	PT1H44M	English	Abraham Polonsky	Approved	7.8	Drama/Film-Noir/Sport	Robert Rossen	NA	USA	NA
tt0039416	Gentleman's Agreement	PT1H58M	English	Laura Z. HobsonMoss HartElia Kazan	Not Rated	7.4	Drama/Romance	Elia Kazan	NA	USA	$2,000,000
            
tt0039677	Odd Man Out	PT1H56M	English	F.L. GreenF.L. GreenR.C. Sherriff	Not Rated	7.8	Crime/Drama/Film-Noir/Thriller	Carol Reed	NA	UK	NA
tt0039190	The Bishop's Wife	PT1H49M	English	Robert E. SherwoodLeonardo BercoviciRobert NathanBilly WilderCharles Brackett	Not Rated	7.6	Comedy/Drama/Fantasy/Romance	Henry Koster	NA	USA	NA
tt0038969	Song of the South	PT1H34M	English	Joel Chandler HarrisDalton S. ReymondBill PeetRalph WrightVernon StallingsDalton S. ReymondMorton GrantMaurice Rapf	Approved	7.3	Animation/Comedy/Family/Fantasy/Musical	Wilfred JacksonHarve Foster	NA	USA	NA
tt0039431	Good News	PT1H33M	English	Lew BrownLaurence SchwabFrank MandelBuddy G. DeSylvaRay HendersonBetty ComdenAdolph Green	Approved	7.8	Comedy/Musical/Romance/Sport	Charles Walters	NA	USA	$1,662,718
            
tt0039698	The Perils of Pauline	PT1H36M	English	P.J. WolfsonFrank ButlerP.J. Wolfson	Approved	7.0	Biography/Comedy/Musical	George Marshall	NA	USA	NA
tt0039038	The Time, the Place and the Girl	PT1H45M	English	Francis SwannAgnes Christine JohnstonLynn StarlingLeonard Lee	Approved	6.0	Musical/Comedy/Romance	David Butler	NA	USA	NA
tt0039335	A Double Life	PT1H44M	English	Ruth GordonGarson KaninWilliam Shakespeare	Approved	7.1	Crime/Drama/Film-Noir	George Cukor	NA	USA	NA
tt0039243	Captain from Castile	PT2H20M	English	Lamar TrottiSamuel ShellabargerJohn Tucker BattleSamuel G. Engel	Passed	6.9	Adventure/Drama/History	Henry King	NA	USA	$4,500,000
            
tt0039391	Forever Amber	PT2H18M	English	Philip DunneRing Lardner Jr.Jerome CadyKathleen Winsor	Approved	6.7	Adventure/Drama/History	Otto PremingerJohn M. Stahl	NA	USA	$6,000,000
            
tt0039377	Fiesta	PT1H44M	English	George BruceLester Cole	Approved	6.0	Drama/Musical/Romance/Sport	Richard Thorpe	NA	USA	NA
tt0039647	My Wild Irish Rose	PT1H41M	English	Peter MilneRita OlcottSid FieldsEdwin Gilbert	Approved	6.5	Biography/Musical	David Butler	NA	USA	NA
tt0039776	Road to Rio	PT1H40M	English	Edmund BeloinJack RoseEdmund BeloinJack RoseBarney Dean	Approved	7.3	Adventure/Comedy/Musical/Romance	Norman Z. McLeod	NA	USA	NA
tt0039286	Crossfire	PT1H26M	English	John PaxtonRichard Brooks	Approved	7.4	Crime/Drama/Film-Noir/Mystery	Edward Dmytryk	NA	USA	$250,000
            
tt0039628	Miracle on 34th Street	PT1H36M	English	George SeatonValentine Davies	Not Rated	7.9	Comedy/Drama/Family	George Seaton	NA	USA	NA
tt0039923	Tweetie Pie	PT7M	English	Tedd PierceMichael Maltese	Approved	7.2	Animation/Family/Short/Comedy	Friz Freleng	NA	USA	NA
tt0039263	Chip an' Dale	PT7M	English	Dick KinneyBob North	Approved	7.5	Animation/Short/Comedy/Family	Jack Hannah	NA	USA	NA
tt0039338	Dr. Jekyll and Mr. Mouse	PT8M	English	Robert Louis Stevenson	Approved	7.9	Animation/Short/Comedy/Family	Joseph BarberaWilliam Hanna	NA	USA	NA
tt0039711	Pluto's Blue Note	PT7M	English	Milt SchafferJack Huber	NA	6.9	Animation/Comedy/Family/Short	Charles A. Nichols	NA	USA	NA
tt0039919	Tubby the Tuba	PT10M	English	Paul Tripp	Passed	7.2	Animation/Short/Comedy/Family/Music	George Pal	NA	USA	NA
tt0039432	Goodbye, Miss Turlock	PT11M	English	John Nesbitt	Passed	6.7	Short/Family	Edward L. Cahn	NA	USA	NA
