item_id	name	duration	inLanguage	creator	contentRating	rating	genre	director	popularity	country	budget
            
tt0073440	Nashville	PT2H40M	English	Joan Tewkesbury	R	7.8	Comedy/Drama/Music	Robert Altman	NA	USA	$2,200,000
            
tt0073335	Mahogany	PT1H49M	English	John ByrumToni Amber	PG	6.2	Drama/Romance	Berry GordyTony RichardsonJack Wormser	$5,000,000	USA	NA
tt0073496	The Other Side of the Mountain	PT1H42M	English	E.G. ValensDavid Seltzer	PG	6.4	Biography/Drama/Romance	Larry Peerce	NA	USA	NA
tt0073891	Whiffs	PT1H31M	English	Malcolm Marmorstein	PG	4.6	Comedy/Crime	Ted Post	NA	USA	NA
tt0073812	Tommy	PT1H51M	English	The WhoKen RussellPete TownshendJohn EntwistleKeith Moon	PG	6.6	Drama/Musical	Ken Russell	NA	UK	$5,000,000
            
tt0073068	Great (Isambard Kingdom Brunel)	PT30M	English	Richard TaylorBob GodfreyJoseph McGrathRobin SmythPaul Weisser	NA	7.1	Documentary/Animation/Short/Musical	Bob Godfrey	NA	UK	NA
tt0073237	Kick Me	PT8M	NA	NA	NA	6.1	Animation/Short/Comedy	Robert Swarthe	NA	USA	NA
tt0073402	Monsieur Pointu	PT12M	None		NA	6.4	Animation/Short/Comedy	André LeducBernard Longpré	NA	Canada	NA
tt0073715	Sisyphus	PT3M	None	NA	NA	6.9	Animation/Short	Marcell Jankovics	NA	Hungary	NA
tt0072646	Angel and Big Joe	PT27M	English	Bert Salzman	NA	6.8	Short/Drama	Bert Salzman	NA	USA	NA
tt0072847	A Day in the Life of Bonnie Consolo	PT17M	English	NA	NA	6.3	Documentary/Short	Barry J. Spinello	NA	USA	NA
tt0072816	Conquest of Light	PT11M	NA		G	NA	S/h/o/r/t	Louis Marcus	NA	Ireland	NA
tt0072846	Dawn Flight	PT29M	English	NA	NA	7.2	S/h/o/r/t	NA	NA	USA	NA
tt0072900	Doubletalk	PT10M	English	NA	PG	7.6	S/h/o/r/t	Alan Beattie	NA	USA	NA
tt0072307	Toute une vie	PT2H30M	French	Claude LelouchPierre Uytterhoeven	PG	7.3	Drama/Romance	Claude Lelouch	NA	France	NA
tt0073293	Lies My Father Told Me	PT1H42M	English	Ted AllanTed Allan	PG	6.9	D/r/a/m/a	Ján Kadár	NA	Canada	CAD&nbsp;1,100,000
            
tt0074119	All the President's Men	PT2H18M	English	Carl BernsteinBob WoodwardWilliam Goldman	PG	8.0	Biography/Drama/History/Thriller	Alan J. Pakula	NA	USA	$8,500,000
            
tt0074812	Logan's Run	PT1H59M	English	David Zelag GoodmanWilliam F. NolanGeorge Clayton Johnson	PG	6.8	Action/Sci-Fi	Michael Anderson	NA	USA	$9,000,000
            
tt0074678	The Incredible Sarah	PT1H46M	English	Ruth Wolff	PG	6.3	Biography/Drama/History	Richard Fleischer	NA	UK	NA
tt0074777	The Last Tycoon	PT2H3M	English	F. Scott FitzgeraldHarold Pinter	PG	6.3	Drama/Romance	Elia Kazan	NA	USA	$5,500,000
            
tt0075213	The Shootist	PT1H40M	English	Glendon SwarthoutMiles Hood SwarthoutScott Hale	PG	7.7	Drama/Romance/Western	Don Siegel	$13,406,138	USA	NA
tt0074235	Bound for Glory	PT2H27M	English	Robert GetchellWoody Guthrie	PG	7.3	Biography/Drama/Music	Hal Ashby	NA	USA	NA
tt0075265	A Star Is Born	PT2H19M	English	John Gregory DunneJoan DidionFrank PiersonWilliam A. WellmanRobert CarsonJonathan AxelrodJay Presson AllenAlvin Sargent	R	6.4	Drama/Music/Romance	Frank Pierson	NA	USA	$6,000,000
            
tt0074751	King Kong	PT2H14M	English	James Ashmore CreelmanRuth RoseMerian C. CooperEdgar WallaceLorenzo Semple Jr.	PG	5.9	Adventure/Horror	John Guillermin	NA	USA	$24,000,000
            
tt0074958	Network	PT2H1M	English	Paddy Chayefsky	R	8.1	D/r/a/m/a	Sidney Lumet	NA	USA	NA
tt0074291	Il Casanova di Federico Fellini	PT2H35M	Italian	Giacomo CasanovaFederico FelliniBernardino Zapponi	R	7.1	Biography/Drama/History/Romance	Federico Fellini	NA	Italy	NA
tt0075043	The Passover Plot	PT1H48M	English	Millard CohanPatricia Louisianna KnopHugh J. Schonfield	PG	4.7	D/r/a/m/a	Michael Campus	NA	Israel	NA
tt0075194	The Seven-Per-Cent Solution	PT1H53M	English	Nicholas MeyerNicholas MeyerArthur Conan Doyle	PG	6.8	Adventure/Crime/Drama/Mystery/Thriller	Herbert Ross	NA	UK	NA
tt0074605	Harlan County U.S.A.	PT1H43M	English		PG	8.3	D/o/c/u/m/e/n/t/a/r/y	Barbara Kopple	NA	USA	NA
tt0074635	Hollywood on Trial	PT1H45M	English	Arnie Reisman	Not Rated	7.3	D/o/c/u/m/e/n/t/a/r/y	David Helpern	NA	USA	NA
tt0074997	Off the Edge	PT1H17M	English	Molly Gregory	PG	6.8	D/o/c/u/m/e/n/t/a/r/y	Michael Firth	NA	New Zealand	NA
tt0075052	People of the Wind	PT1H50M	English	David Koff	TV-G	8.3	D/o/c/u/m/e/n/t/a/r/y	Anthony Howarth	NA	USA	NA
tt0070889	Volcano: An Inquiry Into the Life and Death of Malcolm Lowry	PT1H40M	English	Donald Brittain	NA	7.3	D/o/c/u/m/e/n/t/a/r/y	Donald BrittainJohn Kramer	NA	Canada	NA
tt0074987	Number Our Days	PT28M	English	Lynne LittmanBarbara Myerhoff	NA	8.1	Documentary/Short	Lynne Littman	NA	USA	NA
tt0074134	American Shoeshine	PT30M	English	NA	NA	NA	Documentary/Short	Sparky Greene	NA	USA	NA
tt0074215	Blackwood	PT28M	English	Barry Cowling	NA	6.5	Documentary/Short	Tony IanzeloAndy Thomson	NA	Canada	NA
tt0074482	The End of the Road	PT23M	English		NA	NA	Documentary/Short	John Armstrong	NA	UK	NA
tt0075373	Universe	PT27M	English	Lester Novros	TV-G	7.5	Documentary/Short	Lester Novros	NA	USA	NA
tt0075148	Rocky	PT2H	English	Sylvester Stallone	PG	8.1	Drama/Sport	John G. Avildsen	NA	USA	$960,000
            
tt0075359	Two-Minute Warning	PT1H55M	English	George LaFountaineEdward Hume	R	6.1	Action/Crime/Drama/Mystery/Thriller	Larry Peerce	NA	USA	$6,700,000
            
tt0074972	La victoire en chantant	PT1H30M	French	Georges ConchonJean-Jacques Annaud	PG	7.0	Comedy/Drama/War	Jean-Jacques Annaud	NA	Côte d'Ivoire	NA
tt0072826	Cousin cousine	PT1H35M	French	Jean-Charles TacchellaDanièle Thompson	R	6.8	Comedy/Romance	Jean-Charles Tacchella	$8,700,000	France	NA
tt0071688	Jakob, der Lügner	PT1H40M	German	Jurek BeckerJurek BeckerFrank Beyer	NA	7.3	Comedy/Crime/Drama/War	Frank Beyer	NA	East Germany	NA
tt0073460	Noce i dnie	PT10H32M	Polish	Jerzy AntczakMaria Dabrowska	NA	7.5	Drama/Romance/War	Jerzy Antczak	NA	Poland	NA
tt0075040	Pasqualino Settebellezze	PT1H56M	Italian	Lina Wertmüller	R	7.9	Comedy/Drama/War	Lina Wertmüller	$11,962	Italy	NA
tt0075005	The Omen	PT1H51M	English	David Seltzer	R	7.6	H/o/r/r/o/r	Richard Donner	$60,922,980	UK	$2,800,000
            
tt0074991	Obsession	PT1H38M	English	Brian De PalmaPaul SchraderPaul Schrader	PG	6.8	Drama/Mystery/Thriller	Brian De Palma	NA	USA	$1,400,000
            
tt0075314	Taxi Driver	PT1H54M	English	Paul Schrader	R	8.3	Crime/Drama	Martin Scorsese	NA	USA	$1,300,000
            
tt0075029	The Outlaw Josey Wales	PT2H15M	English	Forrest CarterPhilip KaufmanSonia Chernus	PG	7.9	W/e/s/t/e/r/n	Clint Eastwood	NA	USA	$3,700,000
            
tt0075406	Voyage of the Damned	PT2H35M	English	Steve ShaganDavid ButlerGordon ThomasMax Morgan Witts	PG	6.5	Drama/War	Stuart Rosenberg	NA	UK	$7,000,000
            
tt0074601	Half a House	PT1H24M	English	Lois HireLois Hire	PG	5.7	C/o/m/e/d/y	Brice Mack	NA	USA	NA
tt0075066	The Pink Panther Strikes Again	PT1H43M	English	Frank WaldmanBlake Edwards	PG	7.3	Comedy/Crime	Blake Edwards	NA	UK	NA
tt0074256	Bugsy Malone	PT1H33M	English	Alan Parker	G	6.9	Comedy/Crime/Family/Musical	Alan Parker	NA	UK	NA
tt0074787	Leisure	PT14M	English		NA	6.0	Animation/Short	Bruce Petty	NA	Australia	NA
tt0074386	Dedalo	PT12M	None	Manfredo ManfrediAldo RaparelliAldo Raparelli	NA	6.3	Animation/Short/Drama	Manfredo Manfredi	NA	Italy	NA
tt0075273	The Street	PT10M	English	Mordecai RichlerMordecai Richler	NA	6.7	Animation/Comedy/Drama/Short	Caroline Leaf	NA	Canada	NA
tt0074675	In the Region of Ice	PT37M	English	Joyce Carol OatesPeter Werner	NA	7.2	S/h/o/r/t	Peter Werner	NA	USA	NA
tt0074765	Kudzu	PT16M	English	NA	NA	8.1	Documentary/Short	Marjie Short	NA	USA	NA
tt0074966	Nightlife	PT11M	English	Robin Lehman	NA	NA	S/h/o/r/t	NA	NA	USA	NA
tt0074986	Number One	PT42M	English	Dyan Cannon	NA	7.6	Short/Drama	Dyan Cannon	NA	USA	NA
tt0074919	The Morning Spider	PT22M	None		NA	6.7	Short/Comedy/Fantasy	Claude Chagrin	NA	UK	NA
tt0075223	Silver Streak	PT1H54M	English	Colin Higgins	PG	6.9	Action/Comedy/Crime/Romance/Thriller	Arthur Hiller	$51,079,064	USA	$6,500,000
            
tt0074554	The Front	PT1H35M	English	Walter Bernstein	PG	7.4	D/r/a/m/a	Martin Ritt	NA	USA	NA
tt0076759	Star Wars	PT2H1M	English	George Lucas	PG	8.6	Action/Adventure/Fantasy/Sci-Fi	George Lucas	$322,740,140
        </div>
        <div class="txt-block">
<h4 class="inline">Cumulative Worldwide Gross:</h4> $775,398,007	USA	$11,000,000
            
tt0075648	Airport '77	PT1H54M	English	Arthur HaileyMichael ScheffDavid SpectorH.A.L. CraigCharles Kuenstle	PG	5.6	Action/Drama/Thriller	Jerry Jameson	NA	USA	NA
tt0075860	Close Encounters of the Third Kind	PT2H18M	English	Steven SpielbergHal BarwoodJerry BelsonJohn HillMatthew Robbins	PG	7.7	Drama/Sci-Fi	Steven Spielberg	NA	USA	$20,000,000
            
tt0076752	The Spy Who Loved Me	PT2H5M	English	Christopher WoodRichard MaibaumIan Fleming	PG	7.1	Action/Adventure/Thriller	Lewis Gilbert	NA	UK	$14,000,000
            
tt0076843	The Turning Point	PT1H59M	English	Arthur Laurents	PG	6.9	Drama/Romance	Herbert Ross	NA	USA	NA
tt0076211	Islands in the Stream	PT1H44M	English	Ernest HemingwayDenne Bart Petitclerc	PG	6.7	D/r/a/m/a	Franklin J. Schaffner	NA	USA	NA
tt0076245	Julia	PT1H57M	English	Lillian HellmanAlvin Sargent	PG	7.3	D/r/a/m/a	Fred Zinnemann	$20,714,400	USA	$7,840,000
            
tt0076327	Looking for Mr. Goodbar	PT2H16M	English	Judith RossnerRichard Brooks	R	6.7	D/r/a/m/a	Richard Brooks	NA	USA	NA
tt0076319	A Little Night Music	PT2H4M	English	Ingmar BergmanHugh WheelerHugh Wheeler	PG	5.7	Comedy/Musical/Romance	Harold Prince	NA	West Germany	NA
tt0076507	The Other Side of Midnight	PT2H45M	English	Sidney SheldonHerman RaucherDaniel TaradashBarry Sandler	R	6.1	Drama/Romance/Thriller	Charles Jarrott	NA	USA	NA
tt0076918	Who Are the DeBolts? [And Where Did They Get 19 Kids?]	PT1H12M	English	Janet Peoples	Not Rated	7.4	Documentary/Biography	John Korty	NA	Japan	NA
tt0076142	High Grass Circus	PT57M	English		NA	6.5	D/o/c/u/m/e/n/t/a/r/y	Tony IanzeloTorben Schioler	NA	Canada	NA
tt0076151	Homage to Chagall: The Colours of Love	PT1H28M	English	Harry Rasky	NA	7.2	D/o/c/u/m/e/n/t/a/r/y	Harry Rasky	NA	Canada	CAD&nbsp;400,000
            
tt0075839	The Children of Theatre Street	PT1H30M	English	Beth Gutcheon	G	7.1	D/o/c/u/m/e/n/t/a/r/y	Robert DornhelmEarle Mack	NA	USA	NA
tt0075372	Union Maids	PT50M	English	NA	NA	7.3	D/o/c/u/m/e/n/t/a/r/y	Jim KleinMiles MogulescuJulia Reichert	NA	USA	NA
tt0076105	Gravity Is My Enemy	PT26M	English		NA	7.4	Documentary/Short/Biography	John C. Joseph	NA	USA	NA
tt0075645	Agueda Martinez: Our People, Our Country	PT16M	NA	NA	NA	7.1	Documentary/Short	Esperanza Vasquez	NA	USA	NA
tt0076032	First Edition	PT30M	English	DeWitt SageHelen Whitney	NA	6.9	Documentary/Short	Helen Whitney	NA	USA	NA
tt0076488	Of Time, Tombs and Treasures	PT29M	English	James R. Messenger	NA	NA	Documentary/Short	NA	NA	USA	NA
tt0076700	The Shetland Experience	PT27M	English	Derek Williams	NA	7.3	Documentary/Short	Derek Williams	NA	UK	NA
tt0076729	Smokey and the Bandit	PT1H36M	English	Hal NeedhamRobert L. LevyJames Lee BarrettCharles ShyerAlan Mandel	PG	6.9	Action/Comedy	Hal Needham	$126,737,428
        </div>
        <div class="txt-block">
<h4 class="inline">Cumulative Worldwide Gross:</h4> $300,000,000	USA	$4,300,000
            
tt0076348	La vie devant soi	PT1H45M	French	Romain GaryMoshé Mizrahi	NA	7.3	D/r/a/m/a	Moshé Mizrahi	NA	France	NA
tt0076085	Una giornata particolare	PT1H46M	Italian	Ruggero MaccariEttore ScolaMaurizio Costanzo	Not Rated	8.1	D/r/a/m/a	Ettore Scola	NA	Italy	NA
tt0076208	Ifigeneia	PT2H7M	Greek	Michael CacoyannisEuripides	Not Rated	7.8	D/r/a/m/a	Michael Cacoyannis	NA	Greece	NA
tt0076398	Mivtsa Yonatan	PT2H4M	Hebrew	Ken GlobusMenahem GolanClarke Reynolds	PG	6.7	Action/Drama/History	Menahem Golan	NA	Israel	$2,500,000
            
tt0075824	Cet obscur objet du désir	PT1H43M	French	Luis BuñuelJean-Claude CarrièrePierre Louÿs	R	8.0	Comedy/Drama	Luis Buñuel	$55,261	France	NA
tt0074896	The Message	PT2H57M	English	H.A.L. CraigTewfik El-HakimA.B. Jawdat El-SahharA.B. Rahman El-SharkawiMohammad Ali Maher	PG	8.2	Adventure/Biography/Drama/History/War	Moustapha Akkad	$15,000,000	Lebanon	$10,000,000
            
tt0076941	You Light Up My Life	PT1H30M	English	Joseph Brooks	PG	4.6	Drama/Romance	Joseph Brooks	NA	USA	NA
tt0076538	Pete's Dragon	PT2H8M	English	Malcolm MarmorsteinSeton I. MillerS.S. Field	G	6.4	Animation/Adventure/Comedy/Family/Fantasy/Musical	Don Chaffey	NA	USA	$10,000,000
            
tt0076618	The Rescuers	PT1H18M	English	Margery SharpLarry ClemmonsKen AndersonFrank ThomasVance GerryDavid MichenerTed BermanFred LuckyBurny MattinsonDick Sebast	G	6.9	Animation/Adventure/Comedy/Family/Fantasy	John LounsberyWolfgang ReithermanArt Stevens	NA	USA	$7,500,000
            
tt0075232	The Slipper and the Rose: The Story of Cinderella	PT2H7M	English	Bryan ForbesRobert B. ShermanRichard M. ShermanCharles Perrault	G	7.1	Adventure/Family/Fantasy/Musical/Romance	Bryan Forbes	NA	UK	NA
tt0075686	Annie Hall	PT1H33M	English	Woody AllenMarshall Brickman	PG	8.0	Comedy/Romance	Woody Allen	NA	USA	$4,000,000
            
tt0076095	The Goodbye Girl	PT1H51M	English	Neil Simon	PG	7.4	Comedy/Drama/Romance	Herbert Ross	NA	USA	NA
tt0075847	Le château de sable	PT13M	French		NA	7.0	Animation/Short/Comedy/Family/Fantasy	Co Hoedeman	NA	Canada	NA
tt0075953	A Doonesbury Special	PT25M	English	Garry TrudeauGarry TrudeauFaith HubleyJohn Hubley	NA	6.6	Animation/Short	Faith HubleyJohn HubleyGarry Trudeau	NA	USA	NA
tt0076230	Jimmy the C	PT4M	NA	NA	NA	5.6	Animation/Short	Jimmy Picker	NA	USA	NA
tt0075732	The Bead Game	PT6M	None		NA	7.1	Animation/Short/Comedy/Family/Fantasy	Ishu Patel	NA	Canada	NA
tt0076173	I'll Find a Way	PT26M	English		NA	7.2	Documentary/Short	Beverly Shaffer	NA	Canada	NA
tt0076036	Floating Free	PT11M	NA	NA	NA	7.1	S/h/o/r/t	NA	NA	USA	NA
tt0076467	Notes on the Popular Arts	PT20M	English		NA	NA	S/h/o/r/t	Elaine BassSaul Bass	NA	USA	NA
tt0076742	Spaceborne	PT14M	None		NA	7.3	Documentary/Short	Philip Dauber	NA	USA	NA
tt0075626	The Absent-Minded Waiter	PT7M	English	Steve Martin	NA	7.6	Comedy/Short	Carl Gottlieb	NA	USA	NA
tt0076740	Sorcerer	PT2H1M	English	Walon GreenGeorges Arnaud	PG	7.7	Adventure/Drama/Thriller	William Friedkin	$13,080,000	USA	$12,000,000
            
tt0075925	The Deep	PT2H3M	English	Peter BenchleyPeter BenchleyTracy Keenan Wynn	PG	6.2	Adventure/Mystery/Thriller	Peter Yates	NA	UK	NA
tt0075995	Equus	PT2H17M	English	Peter ShafferPeter Shaffer	R	7.2	Drama/Mystery	Sidney Lumet	NA	UK	NA
tt0076172	I Never Promised You a Rose Garden	PT1H36M	English	Joanne GreenbergGavin LambertLewis John Carlino	R	6.6	Drama/Fantasy	Anthony Page	NA	USA	NA
tt0076489	Oh, God!	PT1H38M	English	Larry GelbartAvery Corman	PG	6.6	Comedy/Fantasy	Carl Reiner	NA	USA	NA
tt0076301	The Late Show	PT1H33M	English	Robert Benton	PG	7.0	Comedy/Mystery/Thriller	Robert Benton	NA	USA	NA
tt0077663	Heaven Can Wait	PT1H41M	English	Elaine MayWarren BeattyHarry SegallRobert Towne	PG	6.9	Comedy/Fantasy/Romance/Sport	Warren BeattyBuck Henry	NA	USA	NA
tt0077289	California Suite	PT1H43M	English	Neil Simon	PG	6.2	Comedy/Drama/Romance	Herbert Ross	$29,000,000	USA	NA
tt0077742	Interiors	PT1H32M	English	Woody Allen	PG	7.5	D/r/a/m/a	Woody Allen	$10,432,466	USA	$10,000,000
            
tt0077275	The Brink's Job	PT1H44M	English	Walon GreenNoel Behn	PG	6.5	Comedy/Crime/Drama/History	William Friedkin	$9,400,000	USA	$15,500,000
            
tt0078504	The Wiz	PT2H14M	English	L. Frank BaumWilliam F. BrownJoel Schumacher	G	5.3	Adventure/Family/Fantasy/Musical	Sidney Lumet	NA	USA	$24,000,000
            
tt0077405	Days of Heaven	PT1H34M	English	Terrence Malick	PG	7.9	Drama/Romance	Terrence Malick	$3,446,749	USA	$3,000,000
            
tt0078199	Same Time, Next Year	PT1H59M	English	Bernard SladeBernard Slade	PG	7.2	Comedy/Drama/Romance	Robert Mulligan	NA	USA	NA
tt0077416	The Deer Hunter	PT3H3M	English	Michael CiminoDeric WashburnLouis GarfinkleQuinn K. RedekerDeric Washburn	R	8.1	Drama/War	Michael Cimino	$48,979,328	USA	$15,000,000
            
tt0077413	Death on the Nile	PT2H20M	English	Anthony ShafferAgatha Christie	PG	7.3	Crime/Drama/Mystery	John Guillermin	$14,560,084	UK	$7,920,000
            
tt0077296	Caravans	PT2H7M	English	James A. MichenerNancy Voyles CrawfordThomas A. McMahonLorraine Williams	PG	6.7	Action/Adventure/History	James Fargo	NA	Iran	$14,000,000
            
tt0078350	The Swarm	PT1H56M	English	Arthur Herzog IIIStirling Silliphant	PG	4.4	Horror/Thriller	Irwin Allen	NA	USA	$21,000,000
            
tt0078205	Scared Straight!	PT1H36M	English	Arnold Shapiro	NA	7.9	Crime/Documentary	Arnold Shapiro	NA	USA	NA
tt0077966	Mysterious Castles of Clay	PT56M	English	NA	NA	8.3	D/o/c/u/m/e/n/t/a/r/y	Alan Root	NA	USA	NA
tt0078140	Raoni	PT1H24M	English	Jean-Pierre DutilleuxLuiz Carlos Saldanha	NA	5.9	D/o/c/u/m/e/n/t/a/r/y	Jean-Pierre DutilleuxLuiz Carlos Saldanha	NA	France	NA
tt0080087	Le vent des amoureux	PT1H11M	Persian	Roger Glachant	NA	8.6	D/o/c/u/m/e/n/t/a/r/y	Albert Lamorisse	NA	Iran	NA
tt0078501	With Babies and Banners: Story of the Women's Emergency Brigade	PT45M	English	NA	NA	6.9	D/o/c/u/m/e/n/t/a/r/y	Lorraine Gray	NA	USA	NA
tt0077564	The Flight of the Gossamer Condor	PT27M	English		NA	7.4	Documentary/Short	Ben Shedd	NA	USA	NA
tt0077502	An Encounter with Faces	PT21M	NA	NA	NA	6.7	Documentary/Short	Vidhu Vinod Chopra	NA	India	NA
tt0077624	Goodnight Miss Ann	PT28M	English	NA	NA	NA	Documentary/Short	August Cinquegrana	NA	USA	NA
tt0078314	Squires of San Quentin	PT30M	English	NA	NA	NA	Documentary/Short	NA	NA	USA	NA
tt0077442	The Divided Trail: A Native American Odyssey	PT33M	English	NA	NA	6.6	Documentary/Short	Jerry Aronson	NA	USA	NA
tt0077362	Coming Home	PT2H7M	English	Waldo SaltRobert C. JonesNancy DowdRudy Wurlitzer	R	7.3	Drama/Romance/War	Hal Ashby	NA	USA	$3,000,000
            
tt0077928	Midnight Express	PT2H1M	English	Oliver StoneBilly HayesWilliam Hoffer	R	7.6	Biography/Crime/Drama/Thriller	Alan Parker	NA	UK	$1,800,000
            
tt0078346	Superman	PT2H23M	English	Jerry SiegelJoe ShusterMario PuzoMario PuzoDavid NewmanLeslie NewmanRobert BentonTom Mankiewicz	PG	7.3	Action/Adventure/Drama/Sci-Fi	Richard Donner	NA	USA	$55,000,000
            
tt0077269	The Boys from Brazil	PT2H5M	English	Ira LevinHeywood Gould	R	7.0	Drama/Thriller	Franklin J. Schaffner	NA	UK	$12,000,000
            
tt0078122	Préparez vos mouchoirs	PT1H48M	French	Bertrand Blier	R	6.9	Comedy/Drama/Romance	Bertrand Blier	NA	France	NA
tt0077615	Die gläserne Zelle	PT1H33M	German	Klaus BädekerlHans W. GeissendörferPatricia Highsmith	NA	6.9	Crime/Drama	Hans W. Geissendörfer	NA	West Germany	NA
tt0077891	Magyarok	PT1H47M	Hungarian	József BalázsZoltán Fábri	NA	7.2	D/r/a/m/a	Zoltán Fábri	NA	Hungary	NA
tt0078012	I nuovi mostri	PT1H30M	Italian	Agenore IncrocciFurio ScarpelliRuggero MaccariBernardino ZapponiAgenore IncrocciFurio ScarpelliRuggero MaccariBernardino Zapponi	R	7.1	C/o/m/e/d/y	Mario MonicelliDino RisiEttore Scola	NA	Italy	NA
tt0077222	Belyy Bim Chernoe ukho	PT3H2M	Russian	Stanislav RostotskiyGavriil Troyepolsky	PG	8.3	D/r/a/m/a	Stanislav Rostotskiy	NA	Soviet Union	NA
tt0078382	Thank God It's Friday	PT1H29M	English	Armyan BernsteinRobert Klane	PG	5.3	Comedy/Music	Robert Klane	NA	USA	$2,200,000
            
tt0077578	Foul Play	PT1H56M	English	Colin Higgins	PG	6.8	Comedy/Mystery/Thriller	Colin Higgins	NA	USA	NA
tt0077631	Grease	PT1H50M	English	Jim JacobsWarren CaseyBronte WoodardAllan Carr	PG-13	7.2	Musical/Romance	Randal Kleiser	NA	USA	$6,000,000
            
tt0077890	The Magic of Lassie	PT1H40M	English	Robert B. ShermanRichard M. ShermanJean HollowayRobert B. ShermanRichard M. Sherman	G	5.7	Drama/Family/Musical	Don Chaffey	NA	USA	NA
tt0077280	The Buddy Holly Story	PT1H54M	English	Alan SwyerJohn GoldrosenRobert Gittler	PG	7.3	Biography/Drama/Music	Steve Rash	NA	USA	$1,200,000
            
tt0078111	Pretty Baby	PT1H50M	English	Polly PlattPolly PlattLouis Malle	R	6.6	D/r/a/m/a	Louis Malle	NA	USA	NA
tt0078444	An Unmarried Woman	PT2H4M	English	Paul Mazursky	R	7.2	Comedy/Drama/Romance	Paul Mazursky	NA	USA	NA
tt0206312	Special Delivery	PT7M	English	John WeldonEunice Macaulay	NA	7.4	Short/Comedy/Animation	Eunice MacaulayJohn Weldon	NA	Canada	NA
tt0078017	Oh My Darling	PT7M	Dutch	NA	NA	6.4	Animation/Short	Børge Ring	NA	Netherlands	NA
tt0078168	Rip Van Winkle	PT27M	English	Washington IrvingSusan Shadburne	NA	7.0	Animation/Short	Will Vinton	NA	USA	NA
tt0078372	Teenage Father	PT25M	English	Taylor Hackford	NA	7.6	S/h/o/r/t	Taylor Hackford	NA	USA	NA
tt0077434	A Different Approach	PT21M	English	Jim Belcher	NA	7.6	S/h/o/r/t	Fern Field	NA	USA	NA
tt0077901	Mandy's Grandmother	PT30M	English	Mary Munisteri	NA	7.0	Drama/Short/Family	Andrew Sugerman	NA	USA	NA
tt0078329	Strange Fruit	PT33M	English	Stephen KatzSeth PinskerLillian Smith	NA	5.6	Drama/Short	Seth Pinsker	NA	USA	NA
tt0077696	Hooper	PT1H39M	English	Thomas RickmanBill KerbyWalt GreenWalter S. HerndonJames Best	PG	6.3	Action/Comedy	Hal Needham	NA	USA	$6,000,000
            
tt0078878	Bloodbrothers	PT1H56M	English	Richard PriceWalter Newman	R	5.8	D/r/a/m/a	Robert Mulligan	NA	USA	NA
tt0077711	Höstsonaten	PT1H39M	Swedish	Ingmar Bergman	PG	8.3	Drama/Music	Ingmar Bergman	NA	Sweden	NA
tt0078754	All That Jazz	PT2H3M	English	Robert Alan AurthurBob Fosse	R	7.8	Comedy/Drama/Music/Musical	Bob Fosse	NA	USA	NA
tt0078748	Alien	PT1H56M	English	Dan O'BannonRonald ShusettDan O'Bannon	R	8.5	Horror/Sci-Fi	Ridley Scott	NA	UK	$11,000,000
            
tt0078788	Apocalypse Now	PT2H27M	English	John MiliusFrancis Ford CoppolaMichael HerrJoseph Conrad	R	8.5	Drama/War	Francis Ford Coppola	NA	USA	$31,500,000
            
tt0079945	Star Trek: The Motion Picture	PT2H12M	English	Gene RoddenberryHarold LivingstonAlan Dean Foster	G	6.4	Adventure/Mystery/Sci-Fi	Robert Wise	NA	USA	$35,000,000
            
tt0078966	The China Syndrome	PT2H2M	English	Mike GrayT.S. CookJames Bridges	PG	7.4	Drama/Thriller	James Bridges	NA	USA	$6,000,000
            
tt0078723	1941	PT1H58M	English	Robert ZemeckisBob GaleRobert ZemeckisBob GaleJohn Milius	PG	5.8	Action/Comedy/War	Steven Spielberg	$31,755,742
        </div>
        <div class="txt-block">
<h4 class="inline">Cumulative Worldwide Gross:</h4> $92,455,742	USA	$35,000,000
            
tt0079417	Kramer vs. Kramer	PT1H45M	English	Avery CormanRobert Benton	PG	7.8	D/r/a/m/a	Robert Benton	NA	USA	$8,000,000
            
tt0078869	The Black Hole	PT1H38M	English	Jeb RosebrookBob BarbashRichard H. LandauJeb RosebrookGerry Day	PG	5.9	Action/Sci-Fi	Gary Nelson	$35,841,901	USA	$20,000,000
            
tt0078736	Agatha	PT1H45M	English	Kathleen TynanArthur HopcraftKathleen Tynan	PG	6.3	Drama/Mystery/Thriller	Michael Apted	NA	UK	NA
tt0078919	Butch and Sundance: The Early Days	PT1H55M	English	Allan BurnsWilliam Goldman	PG	5.7	Comedy/Western	Richard Lester	NA	USA	$9,000,000
            
tt0077288	La cage aux folles	PT1H37M	French	Jean PoiretFrancis VeberÉdouard MolinaroMarcello DanonJean Poiret	R	7.3	C/o/m/e/d/y	Édouard Molinaro	NA	France	FRF&nbsp;7,000,000
            
tt0079123	The Europeans	PT1H30M	English	Henry JamesRuth Prawer Jhabvala	NA	6.3	Drama/Romance	James Ivory	NA	UK	NA
tt0078850	Best Boy	PT1H51M	English	Ira Wohl	NA	8.0	Documentary/Biography	Ira Wohl	NA	USA	NA
tt0079201	Generation on the Wind	PT58M	English	NA	NA	NA	D/o/c/u/m/e/n/t/a/r/y	NA	NA	USA	NA
tt0079220	Going the Distance	PT1H30M	English	Paul Cowan	NA	6.7	D/o/c/u/m/e/n/t/a/r/y	Paul Cowan	NA	Canada	NA
