ID,圖片網址,,座標,地址,候選人名稱,次要,共同,看板標語,標語 tag,黨徽,可能須排除,原始答案
720,/proj-assets/election-board/uploads/images/1541834613-196692a7b50224c550ea9ebb283c8f4a.jpg,3,POINT(25.0554861111111 121.533202777778),台北市中山區松江路151號,王浩,,,"憑良心講！,懇請支持好議員再出發",,N,,王浩
721,/proj-assets/election-board/uploads/images/1541846452-479987c10c60945d9af6abc8e73e8f4e.jpg,3,POINT(25.0072641666667 121.459610555556),新北市板橋區縣民大道一段金扶輪廣場大廈,劉美芳,,,孩子，是我們的未來 教育先鋒,"幼童,教育",y,,劉美芳
722,/proj-assets/election-board/uploads/images/1541846546-7c491d02968a3dce24ea61ee62d85ed0.jpg,3,POINT(25.0072641666667 121.459610555556),新北市板橋區縣民大道一段金扶輪廣場大廈,曾煥嘉,,,傾聽,,Ｎ,,曾煥嘉
723,/proj-assets/election-board/uploads/images/1541846643-3ce4ece2609fd911e17f3bba61582519.jpg,3,POINT(25.0071825565827 121.459658787581),新北市板橋區縣民大道一段金扶輪廣場大廈,周勝考,,,"建設・服務,做事的議員",,Ｎ,,周勝考
723,/proj-assets/election-board/uploads/images/1541846643-3ce4ece2609fd911e17f3bba61582519.jpg,3,POINT(25.0071825565827 121.459658787581),,周勝考,,,"責任,做事議員懇請支持,服務為人民・建設下一代,碩士",學歷,Ｎ,,
724,/proj-assets/election-board/uploads/images/1541846878-1f7112bb5d8c1924f40b10d6e88e8f8a.jpg,3,POINT(25.0073047222222 121.459538611111),新北市板橋區縣民大道一段金扶輪廣場大廈,劉美芳,,,懇請支持連任,,？,,劉美芳
724,/proj-assets/election-board/uploads/images/1541846878-1f7112bb5d8c1924f40b10d6e88e8f8a.jpg,,POINT(25.0073047222222 121.459538611111),新北市板橋區縣民大道一段金扶輪廣場大廈,林國春,,,治安專家,,Ｎ,,林國春
725,/proj-assets/election-board/uploads/images/1541846961-a9ff91d959794e51cb99a0ef3f0590c9.jpg,3,POINT(25.0072925203927 121.459312543909),新北市板橋區中山路一段2巷5號,劉美芳,,,"孩子，是我們的未來,教育先鋒","幼童,教育",Ｙ,,劉美芳
725,/proj-assets/election-board/uploads/images/1541846961-a9ff91d959794e51cb99a0ef3f0590c9.jpg,,POINT(25.0072925203927 121.459312543909),新北市板橋區中山路一段2巷5號,石一佑,,,板橋佑見幸福,姓名諧音,Ｙ,,石一佑
726,/proj-assets/election-board/uploads/images/1541849480-1f8e54f6b8bfb91cfb60e27cd7d9ae00.jpg,3,POINT(24.1804214 120.5780247),台中市龍井區中沙路新庄仔巷1號,賴怡均,魏佳慶,,"替您顧健康 ,懇請支持,魏佳慶太太",,Ｎ,,賴怡均
727,/proj-assets/election-board/uploads/images/1541849618-47a7e9395c1f33d2e15f6e8f69135690.jpg,3,POINT(24.1804722 120.5780452),台中市龍井區新庄街二段120號,林國佑,,,"平民代言人,佑又佑,Always Here",,Ｎ,,林國佑
728,/proj-assets/election-board/uploads/images/1541849681-7cec4143753f1cd26d95a8294435307d.jpg,3,POINT(24.180425 120.578111111111),台中市龍井區新庄街二段120巷1號,張正興,,,"爭取增設大肚交流道,交通更便利,地方大發展,懇請支持",政見,y,,張正興
729,/proj-assets/election-board/uploads/images/1541849709-e4ad61dafed2578d35c3306f6f385749.jpg,3,POINT(24.1804214 120.5780247),台中市龍井區中沙路新庄仔巷1號,林汝洲,,, 你講我做,,Ｎ,,林汝洲
730,/proj-assets/election-board/uploads/images/1541849759-356f165421e4fd8748c7480e885d78d3.jpg,3,POINT(24.1807038 120.5780743),台中市龍井區新庄街二段106號,張家銨,,, 新女力,,y,,張家銨
731,/proj-assets/election-board/uploads/images/1541849812-46e1d4bb7d810ee03120a92f03f868ca.jpg,3,POINT(24.1804941 120.5796578),台中市龍井區學園路131號,林國佑,,,"平民代言人,佑又佑,Always Here",,Ｎ,,林國佑
732,/proj-assets/election-board/uploads/images/1541849850-92d6b29e45d6f1d70df7110d379f30b7.jpg,3,POINT(24.1804941 120.5796578),台中市龍井區學園路131號,張家銨,,,新女力 ,,y,,張家銨
733,/proj-assets/election-board/uploads/images/1541849882-fae6ef69f31aa080a19d63498fa09afa.jpg,3,POINT(24.1815472 120.5793585),台中市龍井區遊園南路270巷250號,林汝洲,,," 你講我做,懇請支持",,n,,林汝洲
734,/proj-assets/election-board/uploads/images/1541867017-bfe316d5f6e6b7e7aad15431c862e58c.jpg,3,POINT(25.0042393 121.5498138),台北市文山區福興路,王致雅,,,"推動敬老卡,可治牙、可共餐、可旅遊","老人,政見",Ｎ,,王致雅
735,/proj-assets/election-board/uploads/images/1541900695-0f7cbf5ebbcf95c45cfc5516a37a1eaa.jpg,3,POINT(25.0359083333333 121.555663888889),台北市大安區延吉街242巷242號,陳錦祥,,,"議會領航,實踐首都再造,引領台北蛻變,懇請支持",,N,,陳錦祥
736,/proj-assets/election-board/uploads/images/1541900742-cbef29a2d867bd94d4a5a047517c3031.jpg,3,POINT(25.0280111111111 121.434791666667),新北市新莊區建國一路109-1號,鍾宏仁,,,"雲林子弟新北動力,博士問政優質專業,會做事的人,懇請支持",,y,,鍾宏仁
737,/proj-assets/election-board/uploads/images/1541900818-e8319248b19eccf7655ae1afb92d36dc.jpg,3,POINT(25.028025 121.4348),新北市新莊區建國一路109-1號,蘇貞昌,,陳文治,"台大法律系,新.新北 作伙衝",,y,,蘇貞昌
737,/proj-assets/election-board/uploads/images/1541900818-e8319248b19eccf7655ae1afb92d36dc.jpg,,POINT(25.028025 121.4348),新北市新莊區建國一路109-1號,陳文治,,蘇貞昌,"台大法律系,新.新北 作伙衝",,y,,陳文治
738,/proj-assets/election-board/uploads/images/1541900855-fc4c50504a8b1225f61fe72a23162ae7.jpg,3,POINT(25.0283416666667 121.434791666667),新北市新莊區後港一路207號,蘇貞昌,,鍾宏仁,"市長的態度,決定城市進步的速度,新.新北新未來,衝衝衝",,y,,蘇貞昌
738,/proj-assets/election-board/uploads/images/1541900855-fc4c50504a8b1225f61fe72a23162ae7.jpg,,POINT(25.0283416666667 121.434791666667),新北市新莊區後港一路207號,鍾宏仁,,蘇貞昌,"雲林子弟新北動力,博士問政優質專業,新.新北新未來,衝衝衝",,y,,鍾宏仁
740,/proj-assets/election-board/uploads/images/1541903569-2fe3ea66175d9c239a831ac4033d12cf.jpg,3,POINT(25.0537305555556 121.534980555556),台北市中山區伊通街111號,葉林傳,,,傳真民意,姓名諧音,y,,葉林傳
741,/proj-assets/election-board/uploads/images/1541915313-c7f7b3398c29981079d1d50149dc5d70.jpg,3,POINT(25.0464944444444 121.536666666667),台北市中山區建國北路一段268號,林亭君,,,"新世代捍衛新時代,您挺君,君挺您","姓名諧音,年輕",y,,林亭君
742,/proj-assets/election-board/uploads/images/1541915705-a8bba17f0a1d2eaab3884b0397e036e8.jpg,3,POINT(24.1797618 120.583421),台中市龍井區遊園南路297-15號,林孟令,,,聽您命令 ,姓名諧音,n,,林孟令
743,/proj-assets/election-board/uploads/images/1541916289-51b96fd6b2fc5231df8c80a5e4c1618d.jpg,3,POINT(24.1796447057577 120.5831280582),台中市龍井區遊園南路302號,林國佑,,,"平民代言人,Always Here",,Ｎ,,林國佑
743,/proj-assets/election-board/uploads/images/1541916289-51b96fd6b2fc5231df8c80a5e4c1618d.jpg,,POINT(24.1796447057577 120.5831280582),台中市龍井區遊園南路302號,賴怡均,柯文哲,,"替您顧健康,柯P學妹,懇請支持",,n,,賴怡均
744,/proj-assets/election-board/uploads/images/1541916396-2bdd8595cc93f1e8451b16276559cc7a.jpg,3,POINT(24.1796590479427 120.583045940163),台中市龍井區遊園南路302號,吳瓊華,,,"就是要這席,懇請支持",,y,,吳瓊華
744,/proj-assets/election-board/uploads/images/1541916396-2bdd8595cc93f1e8451b16276559cc7a.jpg,,POINT(24.1796590479427 120.583045940163),台中市龍井區遊園南路302號,李順涼,,,"Yes 校長就是不一樣,懇請支持",,Ｎ,,李順涼
745,/proj-assets/election-board/uploads/images/1541916590-ce584a585160874abba9f3637ad3a760.jpg,3,POINT(24.179745 120.583071),台中市龍井區遊園南路302號,張家銨,,林佳龍,家家平安,,y,,張家銨
745,/proj-assets/election-board/uploads/images/1541916590-ce584a585160874abba9f3637ad3a760.jpg,,POINT(24.179745 120.583071),台中市龍井區遊園南路302號,林佳龍,,張家銨,家家平安,,y,,林佳龍
745,/proj-assets/election-board/uploads/images/1541916590-ce584a585160874abba9f3637ad3a760.jpg,,POINT(24.179745 120.583071),台中市龍井區遊園南路302號,林汝洲,,,你講我做,,N,,林汝洲
746,/proj-assets/election-board/uploads/images/1541916713-b60140ea27ecd8da7e29c5c0f159b525.jpg,3,POINT(24.1791492501179 120.582854684604),台中市龍井區遊園南路302-314號,林國佑,,,"平民代言人,Always Here",,Ｎ,,林國佑
746,/proj-assets/election-board/uploads/images/1541916713-b60140ea27ecd8da7e29c5c0f159b525.jpg,,POINT(24.1791492501179 120.582854684604),台中市龍井區遊園南路302-314號,賴怡均,魏佳慶,,"魏嘉慶太太,替您顧健康,懇請支持",,Ｎ,,賴怡均
747,/proj-assets/election-board/uploads/images/1541916835-632ed280e033131ebab35f6ea604e309.jpg,3,POINT(24.1787874 120.5827873),台中市龍井區遊園南路316號,吳瓊華,,,"就是要這席,懇請支持",,y,,吳瓊華
747,/proj-assets/election-board/uploads/images/1541916835-632ed280e033131ebab35f6ea604e309.jpg,,POINT(24.1787874 120.5827873),台中市龍井區遊園南路316號,陳世凱,,,選做事議員,,Ｎ,,陳世凱
748,/proj-assets/election-board/uploads/images/1541916933-c5e17b6cb31d2b727f505381e66063e4.jpg,3,POINT(24.1788617609392 120.582744685195),台中市龍井區遊園南路316號,吳瓊華,,,"就是要這席,懇請支持",,y,,吳瓊華
748,/proj-assets/election-board/uploads/images/1541916933-c5e17b6cb31d2b727f505381e66063e4.jpg,,POINT(24.1788617609392 120.582744685195),台中市龍井區遊園南路316號,林汝洲,,,"你講我做,懇請支持",,N,,林汝洲
749,/proj-assets/election-board/uploads/images/1541917426-2c06a29931d863fbb5110cf15226aa53.jpg,3,POINT(24.1761096541516 120.58201300404),台中市龍井區遊園南路421號,林汝洲,,盧秀燕,"台中PLUS,我們值得更好的台中,你講我做,陽光政治,空氣環保,活水經濟",,N,,林汝洲
749,/proj-assets/election-board/uploads/images/1541917426-2c06a29931d863fbb5110cf15226aa53.jpg,,POINT(24.1761096541516 120.58201300404),台中市龍井區遊園南路421號,盧秀燕,,林汝洲,"台中PLUS,我們值得更好的台中,你講我做,陽光政治,空氣環保,活水經濟",,N,,盧秀燕
750,/proj-assets/election-board/uploads/images/1541919741-9966604761a8eec8cf432b4dba961e33.jpg,3,POINT(24.1744816 120.5811366),台中市大肚區遊園路二段253號,吳瓊華,,,"監督市政,用心服務,看見・努力",,y,,吳瓊華
751,/proj-assets/election-board/uploads/images/1541919813-fcfda295509b4ddb3fa40446dd76b457.jpg,3,POINT(24.1759741686104 120.582003716537),台中市龍井區向上路五段1410號,林孟令,,,聽您命令,姓名諧音,Ｎ,,林孟令
752,/proj-assets/election-board/uploads/images/1541920445-dd5382a0db56cada765f080bce86497f.jpg,3,POINT(24.9979902777778 121.5740625),台北市文山區木柵路四段111巷123號,王閔生,,,,,Ｎ,,王閔生
753,/proj-assets/election-board/uploads/images/1541920501-6efbf77e78bd61f3d1a4d50c37d832e7.jpg,,POINT(24.9979902777778 121.5740625),台北市文山區木柵路四段111巷123號,鍾沛君,,,,,Ｎ,,鍾沛君
754,/proj-assets/election-board/uploads/images/1541920545-8dfabff2b13956dcf45c314b5b8aceea.jpg,3,POINT(24.997903373273 121.573959533779),台北市文山區木柵路四段111巷123號,王致雅,,,照顧您 讓致雅來！支持共融空間,,Ｎ,,王致雅
755,/proj-assets/election-board/uploads/images/1541920807-3870e753445a58069537decf435edf1d.jpg,3,POINT(25.0512591666667 121.593741944444),台北市南港區昆陽街99號,李建昌,,,"港湖守護者,二十年如一日,從不停下腳步,從學運經社運到議場",,Ｙ,,李建昌
755,/proj-assets/election-board/uploads/images/1541920807-3870e753445a58069537decf435edf1d.jpg,,POINT(25.0512591666667 121.593741944444),台北市南港區昆陽街99號,高嘉瑜,,,"台大法律・碩士,成功為你追回聯開百億","學歷,政績",Ｙ,,高嘉瑜
757,/proj-assets/election-board/uploads/images/1541923643-3becff65adff66b2b06cc2d687ad1549.jpg,3,POINT(25.0528611111111 121.534788888889),台北市中山區伊通街68-3號,葉林傳,,,民意傳真 ,姓名諧音,Ｎ,,葉林傳
758,/proj-assets/election-board/uploads/images/1541926237-9e6d9bb4b4f1b2dd1650661c644add8c.jpg,3,POINT(24.8366347959426 121.785459904622),宜蘭縣礁溪鄉礁溪路七段65號,李志文,,,"議員若不換 礁溪繼續爛,超越派系 改變現在,無色覺醒,望您牽成 懇請支持",攻擊別人,Ｎ,,李志文
759,/proj-assets/election-board/uploads/images/1541926310-36fbe9570aab6ddf9a6084e62e1db85a.jpg,3,POINT(23.927251860199 121.592802121963),花蓮縣吉安鄉南濱路一段651號,游美雲,,,"咱的好朋友,鞠躬",,N,,游美雲
760,/proj-assets/election-board/uploads/images/1541928288-0c8069871f1559850b375a5e3fe0c431.jpg,3,POINT(25.0350694444444 121.524711111111),台北市大安區信義路二段12號,李柏毅,, ,毅心為您,,Ｙ,,李柏毅
761,/proj-assets/election-board/uploads/images/1541928497-5bc2d49bae8f0362b3fc7dc4f336376b.jpg,3,POINT(25.033575 121.524038888889),台北市大安區杭州南路二段25巷8-1號,徐弘庭,,,"能監督會建設,認真效率看得見,政見一屆就實現",,Ｙ,,徐弘庭
762,/proj-assets/election-board/uploads/images/1541928554-c441668f7d708212ab16d12b1006c1cb.jpg,3,POINT(25.0336083333333 121.524063888889),台北市大安區杭州南路二段25巷7號,王閔生,,,"台北生生不息,民進黨發言人","姓名諧音,經歷",N,,王閔生
763,/proj-assets/election-board/uploads/images/1541928660-d72407fdc6af80c4d030e95637e52146.jpg,3,POINT(25.0338861111111 121.523619444444),台北市大安區杭州南路二段21-1號,周柏雅,,,打拼現在,,?,,周柏雅
764,/proj-assets/election-board/uploads/images/1541935370-b2cdda7443ea0cfee91253457a857d6a.jpg,3,POINT(25.14285 121.789086111111),基隆市中正區北寧路262號,藍敏煌,,,"相挺,有你有我,懇請支持",,Ｙ,,藍敏煌
765,/proj-assets/election-board/uploads/images/1541935443-9d44db7687954b9782dfcaabfc3c5af4.jpg,3,POINT(25.1410916666667 121.792122222222),基隆市中正區北寧路340號,江志強,,,"基隆領航,中正躍升,強 jump ",,Ｙ,,江志強
766,/proj-assets/election-board/uploads/images/1541935475-5b5966851447651755b56d22ff515002.jpg,3,POINT(25.1395444444444 121.79445),基隆市中正區漁港三街2號,徐莉莉,,,"中道,懇請繼續支持",,N,,徐莉莉
767,/proj-assets/election-board/uploads/images/1541935501-bc00ca3262a837117d02fc552e736d8f.jpg,3,POINT(25.1397166666667 121.795155555556),基隆市中正區北寧路315號號,張顥瀚,,林右昌,"投票挺基隆,進步向前走,好市長推薦好人才,林右昌市場秘書,基隆好漢",,,,張顥瀚
767,/proj-assets/election-board/uploads/images/1541935501-bc00ca3262a837117d02fc552e736d8f.jpg,,POINT(25.1397166666667 121.795155555556),基隆市中正區北寧路315號號,林右昌,,張顥瀚,"投票挺基隆,進步向前走,好市長推薦好人才,林右昌市場秘書,基隆好漢",,,,林右昌
768,/proj-assets/election-board/uploads/images/1541937704-1611e7f7b44183b1248d4a29eeedad59.jpg,3,POINT(24.9932367 121.5444162),台北市文山區景興路166號,徐弘庭,韓國瑜,,"韓國瑜力挺,議會戰將",,N,,徐弘庭
769,/proj-assets/election-board/uploads/images/1542087923-b39ffae14cf5cd671edd9d1e7e01ae62.jpg,3,POINT(25.035225 121.548880555556),台北市大安區敦化南路一段301號,李柏毅,,,"新火相傳,毅心為您",姓名諧音,Ｙ,,李柏毅
770,/proj-assets/election-board/uploads/images/1542088970-f2e5e4779c3933c778cbc21b6aea5b8f.jpg,,POINT(23.5494557 120.4339443),嘉義縣民雄鄉建國路二段326-6號,黃嘉寬,,,"不分藍綠,服務第一,打貓戰將",,Ｎ,,黃嘉寬
770,/proj-assets/election-board/uploads/images/1542088970-f2e5e4779c3933c778cbc21b6aea5b8f.jpg,,POINT(23.5494557 120.4339443),嘉義縣民雄鄉建國路二段326-6號,黃芳蘭,翁章梁,,"溫和堅毅,認真用心",,Ｙ,,黃芳蘭
771,/proj-assets/election-board/uploads/images/1542089089-3b2ec75bbbedd7407f33093d93b78d14.jpg,3,POINT(23.5487927 120.4338211),嘉義縣民雄鄉建國路二段260號,吳芳銘,,,"打破明文規定,迎向自主新生,政治大學EMBA,中正大學政治學碩士","攻擊別人,學歷",N,,吳芳銘
772,/proj-assets/election-board/uploads/images/1542089147-712654442841d535cf61e138ac2e8ad7.jpg,3,POINT(23.5513709935783 120.420122298467),嘉義縣民雄鄉縣道164號,黃嘉寬,,,"不分藍綠,服務第一,打貓戰將",,Ｎ,,黃嘉寬
773,/proj-assets/election-board/uploads/images/1542089260-b405f7f9c9edbff10cd7380142db988c.jpg,3,POINT(23.5514881374226 120.419807400024),嘉義縣民雄鄉縣道164號,陳文忠,,,"服務 有始有忠 ,懇請賜票,國立中正大學政治研究所碩士","姓名諧音,學歷",Ｎ,,陳文忠
774,/proj-assets/election-board/uploads/images/1542089306-8b07fe443c2a078024eb74a6653ca875.jpg,3,POINT(23.558705610334 120.409179643421),嘉義縣民雄鄉1-10,林于玲,,,"認真實在 敢出聲,懇請支持",,Ｎ,,林于玲
775,/proj-assets/election-board/uploads/images/1542089407-9e76e59908d8ef8b687a9e8986565538.jpg,3,POINT(23.5591391000539 120.40914601981),嘉義縣民雄鄉菁埔橋,林秀琴,,翁章梁,行動綠團隊,,Ｙ,,林秀琴
775,/proj-assets/election-board/uploads/images/1542089407-9e76e59908d8ef8b687a9e8986565538.jpg,,POINT(23.5591391000539 120.40914601981),嘉義縣民雄鄉菁埔橋,翁章梁,,林秀琴,行動綠團隊,,Ｙ,,翁章梁
776,/proj-assets/election-board/uploads/images/1542089469-c266df213ec73ad6612a6fc2926225ca.jpg,3,POINT(23.5561355000037 120.356043273586),嘉義縣新港鄉新民路219號,翁章梁,,,"專業新政,產業雙星,活化教育,村里升級,創新嘉義,勇敢轉型",,Ｙ,,翁章梁
777,/proj-assets/election-board/uploads/images/1542089549-f958164806b43328ef54733f17ad6a6a.jpg,3,POINT(23.556092244283 120.354792678992),嘉義縣新港鄉新民路201號,林秀琴,,翁章梁,"行動綠團隊,同心打拚・創新嘉義",,Ｙ,,林秀琴
777,/proj-assets/election-board/uploads/images/1542089549-f958164806b43328ef54733f17ad6a6a.jpg,,POINT(23.556092244283 120.354792678992),嘉義縣新港鄉新民路201號,翁章梁,,林秀琴,"行動綠團隊,同心打拚・創新嘉義",,Ｙ,,翁章梁
777,/proj-assets/election-board/uploads/images/1542089549-f958164806b43328ef54733f17ad6a6a.jpg,,POINT(23.556092244283 120.354792678992),嘉義縣新港鄉新民路201號,陳文忠,,,"服務 有始有忠 ,懇請賜票,國立中正大學政治研究所碩士",,Ｎ,,陳文忠
778,/proj-assets/election-board/uploads/images/1542089618-2ce1e71932d2c5e7ef65b0be528f0e4e.jpg,3,POINT(23.5561092115741 120.354469776677),嘉義縣新港鄉新民路193號,吳芳銘,,,"老農輕鬆退,老農退休金,青農有地耕,職災有保險,科技助升級,假牙補助,老花眼鏡補助,老人年金369繼續發","老人,政見",Ｎ,,吳芳銘
779,/proj-assets/election-board/uploads/images/1542163123-058c8bf60e9d119190c0d55093f920aa.jpg,3,POINT(25.028427 121.560526083333),台北市信義區吳興街156巷28號,葉智遠,,,"台聯發言人,搶救,爭取學生捷運免費","經歷,政見",Y,,葉智遠
780,/proj-assets/election-board/uploads/images/1542163288-b56cfb67a08d675f7eb65721534b50fd.jpg,3,POINT(25.0290092410066 121.561564261252),台北市信義區吳興街156巷5號,許淑華,,,認真為民 市政加分,,Ｎ,,許淑華
781,/proj-assets/election-board/uploads/images/1542163431-dcb49744e09ca20caf01ad4a7a81376b.jpg,3,POINT(25.0288108138233 121.560983439155),台北市信義區吳興街156巷16弄1號,戴錫欽,,,戴動台北,姓名諧音,Ｎ,,戴錫欽
781,/proj-assets/election-board/uploads/images/1542163431-dcb49744e09ca20caf01ad4a7a81376b.jpg,,POINT(25.0288108138233 121.560983439155),台北市信義區吳興街156巷16弄1號,陳永德,,,"專業問政 在地服務,懇請您的支持",,Ｎ,,陳永德
782,/proj-assets/election-board/uploads/images/1542163765-10c096501fe3f1d312617f707bec4994.jpg,3,POINT(25.0274879115712 121.557239308866),台北市信義區嘉興街175-1號,邱威傑,,,競選總部,,Ｎ,,邱威傑
783,/proj-assets/election-board/uploads/images/1542163849-689e1c39dddc811daab2591a04cf9266.jpg,3,POINT(25.0255282463194 121.555990203703),台北市信義區嘉興街236號,陳永德,,,"在地的聲音,建設的火車頭,永德你心",姓名諧音,Ｎ,,陳永德
784,/proj-assets/election-board/uploads/images/1542163958-1854d562a517ebed325460cd3aa75f1e.jpg,3,POINT(25.0251351 121.5565285),台北市信義區信安街21號,吳崢,,,早安台北 一起前進！,,Ｙ,,吳崢
784,/proj-assets/election-board/uploads/images/1542163958-1854d562a517ebed325460cd3aa75f1e.jpg,,POINT(25.0251351 121.5565285),台北市信義區信安街21號,游藝,,,"堅持反巨蛋,對抗黑心財團,捍衛市民權益,護樹護人護綠地",,N,,游藝
785,/proj-assets/election-board/uploads/images/1542164028-d6beaea5573333b4dd4add4058adb0c3.jpg,3,POINT(25.0249921128344 121.556395991403),台北市信義區信安街15號,吳崢,,,唯一支持！,,Ｙ,,吳崢
786,/proj-assets/election-board/uploads/images/1542164140-92242c110a43be854f7a332928abd020.jpg,3,POINT(25.0251160877282 121.556489109789),台北市信義區信安街21號,徐世勲,,,"最專業的食安議員,最用心的反毒議員",,Ｎ,,徐世勲
786,/proj-assets/election-board/uploads/images/1542164140-92242c110a43be854f7a332928abd020.jpg,,POINT(25.0251160877282 121.556489109789),台北市信義區信安街21號,陳永德,,,"在地的聲音,建設的火車頭,永德你心",姓名諧音,Ｎ,,陳永德
787,/proj-assets/election-board/uploads/images/1542164194-fc411dc76fcb8cced0e0d5bc603de748.jpg,3,POINT(25.0251792783663 121.556478380953),台北市信義區信安街21號,徐世勲,,,"懇請支持,年輕專業熱情活力",,Ｎ,,徐世勲
787,/proj-assets/election-board/uploads/images/1542164194-fc411dc76fcb8cced0e0d5bc603de748.jpg,,POINT(25.0251792783663 121.556478380953),台北市信義區信安街21號,秦慧珠,,,"懇請堅定支持,認真專業勤快熱心",,Ｎ,,秦慧珠
788,/proj-assets/election-board/uploads/images/1542164229-2ef2d36af24d33dbda9702351c9f3c28.jpg,3,POINT(25.0269314 121.5580262),台北市信義區嘉興街181巷9弄40-1號,許淑華,,,認真為民 市政加分,,Ｎ,,許淑華
788,/proj-assets/election-board/uploads/images/1542164229-2ef2d36af24d33dbda9702351c9f3c28.jpg,,POINT(25.0269314 121.5580262),台北市信義區嘉興街181巷9弄40-1號,陳永德,,,"專業問政 在地服務,懇請您的支持,永德你心",姓名諧音,Ｎ,,陳永德
789,/proj-assets/election-board/uploads/images/1542164271-68bea74a649d7ff7fb3867f9c994c812.jpg,3,POINT(25.0251908 121.5566321),台北市信義區信安街25號,徐世勲,,,"懇請支持,年輕專業熱情活力",,Ｎ,,徐世勲
789,/proj-assets/election-board/uploads/images/1542164271-68bea74a649d7ff7fb3867f9c994c812.jpg,,POINT(25.0251908 121.5566321),台北市信義區信安街25號,游藝,,,"堅持反巨蛋,護樹環保唯一支持",,Ｎ,,游藝
789,/proj-assets/election-board/uploads/images/1542164271-68bea74a649d7ff7fb3867f9c994c812.jpg,,POINT(25.0251908 121.5566321),台北市信義區信安街25號,秦慧珠,,,"懇請堅定支持,認真專業勤快熱心",,Ｎ,,秦慧珠
790,/proj-assets/election-board/uploads/images/1542164406-5348446168edc9e3a940fecdef551aab.jpg,4,POINT(25.0236047129853 121.555657295636),台北市信義區信安街137號,徐巧芯,,,,,？,,徐巧芯
790,/proj-assets/election-board/uploads/images/1542164406-5348446168edc9e3a940fecdef551aab.jpg,,POINT(25.0236047129853 121.555657295636),台北市信義區信安街137號,戴錫欽,,,戴動台北,姓名諧音,Ｎ,,戴錫欽
790,/proj-assets/election-board/uploads/images/1542164406-5348446168edc9e3a940fecdef551aab.jpg,,POINT(25.0236047129853 121.555657295636),台北市信義區信安街137號,葉智遠,,,"爭取學生坐捷運免費,台聯發言人","經歷,政見",Ｙ,,葉智遠
790,/proj-assets/election-board/uploads/images/1542164406-5348446168edc9e3a940fecdef551aab.jpg,,POINT(25.0236047129853 121.555657295636),台北市信義區信安街137號,許淑華,,,認真為民 市政加分,,Ｎ,,許淑華
791,/proj-assets/election-board/uploads/images/1542164569-9319d22a33249928fd5f36ffdbeed970.jpg,3,POINT(25.0236100157575 121.555678753309),台北市信義區信安街137號,王正德,韓國瑜,,"遺憾不能再發生,韓國瑜最擔心,救救忠貞戰將,韓國瑜懇託",,N,,王正德
792,/proj-assets/election-board/uploads/images/1542165037-706668d958ac1638a52cd4c6940acbc7.jpg,3,POINT(25.0268886246075 121.568209431313),台北市信義區莊敬路475號,徐巧芯,,,"選擇年輕！,馬英九發言人","經歷,年輕",Ｎ,,徐巧芯
793,/proj-assets/election-board/uploads/images/1542165095-cd76029c1af8430cfd35cf3fd472f0fe.jpg,3,POINT(25.0283349096538 121.568210772418),台北市信義區松仁路162號號,戴錫欽,,,戴動台北,姓名諧音,Ｎ,,戴錫欽
794,/proj-assets/election-board/uploads/images/1542165164-df4bd6e44fe01ed6e2b0feb016e4a56c.jpg,3,POINT(25.0266924266175 121.568499109887),台北市信義區松仁路215巷217號,吳崢,,,唯一支持！,,Y,,吳崢
794,/proj-assets/election-board/uploads/images/1542165164-df4bd6e44fe01ed6e2b0feb016e4a56c.jpg,,POINT(25.0266924266175 121.568499109887),台北市信義區松仁路215巷217號,洪健益,,,"認真,彰化芳苑囝仔",,Ｎ,,洪健益
795,/proj-assets/election-board/uploads/images/1542165333-46dd2524ee427f74ca6c77b3b40ba780.jpg,3,POINT(25.0265956533188 121.568263075494),台北市信義區松仁路216號,王正德,,,"用心關懷 民生社福,為民伸張正義,讓平安存在你我之間",,Ｎ,,王正德
796,/proj-assets/election-board/uploads/images/1542165406-8f68a6c1010315bdcc11f1e4fbd9ac43.jpg,3,POINT(25.0226473310219 121.569419131283),台北市信義區吳興街563號,陳永德,,,專業問政 在地服務,,N,,陳永德
797,/proj-assets/election-board/uploads/images/1542165559-6c6283f67bb583557b8e0db87e2be168.jpg,3,POINT(25.0223019 121.569257),台北市信義區吳興街583號,陳永德,周葉長,,"在地服務 專業問政,懇請您的支持",,N,,陳永德
798,/proj-assets/election-board/uploads/images/1542165664-e5eaa62549954407e1aa9e219bc2c64c.jpg,3,POINT(25.0218882808099 121.568976863754),台北市信義區吳興街615號,張茂楠,,,活力創新,,Y,,張茂楠
798,/proj-assets/election-board/uploads/images/1542165664-e5eaa62549954407e1aa9e219bc2c64c.jpg,,POINT(25.0218882808099 121.568976863754),台北市信義區吳興街615號,戴錫欽,,,,,N,,戴錫欽
798,/proj-assets/election-board/uploads/images/1542165664-e5eaa62549954407e1aa9e219bc2c64c.jpg,,POINT(25.0218882808099 121.568976863754),台北市信義區吳興街615號,許淑華,,,認真為民 市政加分,,N,,許淑華
799,/proj-assets/election-board/uploads/images/1542165795-ee01d6844a1bc34cac5739791ef033e9.jpg,,POINT(25.021851284252 121.568754854826),台北市信義區吳興街524巷1號,葉智遠,,,"爭取學生坐捷運免費,台聯發言人,搶救","政見,經歷",Y,,葉智遠
