"prvCode","cityCode","deptCode","liCode","areaCode","TOWNCODE","VILLCODE","COUNTYCODE","COUNTYNAME","TOWNNAME","VILLNAME","areaName"
"10","010",NA,NA,"02","","","10010","嘉義縣",NA,NA,"嘉義縣第02選區"
"10","010","050",NA,"02","10010050","","10010","嘉義縣","民雄鄉",NA,"嘉義縣第02選區"
"10","010","070",NA,"02","10010070","","10010","嘉義縣","新港鄉",NA,"嘉義縣第02選區"
"10","010",NA,NA,"03","","","10010","嘉義縣",NA,NA,"嘉義縣第03選區"
"10","010","040",NA,"03","10010040","","10010","嘉義縣","大林鎮",NA,"嘉義縣第03選區"
"10","010","060",NA,"03","10010060","","10010","嘉義縣","溪口鄉",NA,"嘉義縣第03選區"
"10","010","150",NA,"03","10010150","","10010","嘉義縣","梅山鄉",NA,"嘉義縣第03選區"
"10","010",NA,NA,"04","","","10010","嘉義縣",NA,NA,"嘉義縣第04選區"
"10","010","020",NA,"04","10010020","","10010","嘉義縣","朴子市",NA,"嘉義縣第04選區"
"10","010","080",NA,"04","10010080","","10010","嘉義縣","六腳鄉",NA,"嘉義縣第04選區"
"10","010","090",NA,"04","10010090","","10010","嘉義縣","東石鄉",NA,"嘉義縣第04選區"
"10","010",NA,NA,"05","","","10010","嘉義縣",NA,NA,"嘉義縣第05選區"
"10","010","030",NA,"05","10010030","","10010","嘉義縣","布袋鎮",NA,"嘉義縣第05選區"
"10","010","100",NA,"05","10010100","","10010","嘉義縣","義竹鄉",NA,"嘉義縣第05選區"
"10","010",NA,NA,"06","","","10010","嘉義縣",NA,NA,"嘉義縣第06選區"
"10","010","130",NA,"06","10010130","","10010","嘉義縣","中埔鄉",NA,"嘉義縣第06選區"
"10","010","140",NA,"06","10010140","","10010","嘉義縣","竹崎鄉",NA,"嘉義縣第06選區"
"10","010","160",NA,"06","10010160","","10010","嘉義縣","番路鄉",NA,"嘉義縣第06選區"
"10","010","170",NA,"06","10010170","","10010","嘉義縣","大埔鄉",NA,"嘉義縣第06選區"
"10","010","180",NA,"06","10010180","","10010","嘉義縣","阿里山鄉",NA,"嘉義縣第06選區"
"10","013",NA,NA,"01","","","10013","屏東縣",NA,NA,"屏東縣第01選區"
"10","013","010",NA,"01","10013010","","10013","屏東縣","屏東市",NA,"屏東縣第01選區"
"10","013",NA,NA,"02","","","10013","屏東縣",NA,NA,"屏東縣第02選區"
"10","013","060",NA,"02","10013060","","10013","屏東縣","長治鄉",NA,"屏東縣第02選區"
"10","013","070",NA,"02","10013070","","10013","屏東縣","麟洛鄉",NA,"屏東縣第02選區"
"10","013","080",NA,"02","10013080","","10013","屏東縣","九如鄉",NA,"屏東縣第02選區"
"10","013","090",NA,"02","10013090","","10013","屏東縣","里港鄉",NA,"屏東縣第02選區"
"10","013","100",NA,"02","10013100","","10013","屏東縣","鹽埔鄉",NA,"屏東縣第02選區"
"10","013","110",NA,"02","10013110","","10013","屏東縣","高樹鄉",NA,"屏東縣第02選區"
"10","013","260",NA,"02","10013260","","10013","屏東縣","三地門鄉",NA,"屏東縣第02選區"
"10","013","270",NA,"02","10013270","","10013","屏東縣","霧臺鄉",NA,"屏東縣第02選區"
"10","013","280",NA,"02","10013280","","10013","屏東縣","瑪家鄉",NA,"屏東縣第02選區"
"10","013",NA,NA,"03","","","10013","屏東縣",NA,NA,"屏東縣第03選區"
"10","013","020",NA,"03","10013020","","10013","屏東縣","潮州鎮",NA,"屏東縣第03選區"
"10","013","120",NA,"03","10013120","","10013","屏東縣","萬巒鄉",NA,"屏東縣第03選區"
"10","013","130",NA,"03","10013130","","10013","屏東縣","內埔鄉",NA,"屏東縣第03選區"
"10","013","140",NA,"03","10013140","","10013","屏東縣","竹田鄉",NA,"屏東縣第03選區"
"10","013","150",NA,"03","10013150","","10013","屏東縣","新埤鄉",NA,"屏東縣第03選區"
"10","013","160",NA,"03","10013160","","10013","屏東縣","枋寮鄉",NA,"屏東縣第03選區"
"10","013","290",NA,"03","10013290","","10013","屏東縣","泰武鄉",NA,"屏東縣第03選區"
"10","013","300",NA,"03","10013300","","10013","屏東縣","來義鄉",NA,"屏東縣第03選區"
"10","013","310",NA,"03","10013310","","10013","屏東縣","春日鄉",NA,"屏東縣第03選區"
"10","013",NA,NA,"04","","","10013","屏東縣",NA,NA,"屏東縣第04選區"
"10","013","030",NA,"04","10013030","","10013","屏東縣","東港鎮",NA,"屏東縣第04選區"
"10","013","050",NA,"04","10013050","","10013","屏東縣","萬丹鄉",NA,"屏東縣第04選區"
"10","013","170",NA,"04","10013170","","10013","屏東縣","新園鄉",NA,"屏東縣第04選區"
"10","013",NA,NA,"05","","","10013","屏東縣",NA,NA,"屏東縣第05選區"
"10","013","180",NA,"05","10013180","","10013","屏東縣","崁頂鄉",NA,"屏東縣第05選區"
"10","013","190",NA,"05","10013190","","10013","屏東縣","林邊鄉",NA,"屏東縣第05選區"
"10","013","200",NA,"05","10013200","","10013","屏東縣","南州鄉",NA,"屏東縣第05選區"
"10","013","210",NA,"05","10013210","","10013","屏東縣","佳冬鄉",NA,"屏東縣第05選區"
"10","013",NA,NA,"06","","","10013","屏東縣",NA,NA,"屏東縣第06選區"
"10","013","040",NA,"06","10013040","","10013","屏東縣","恆春鎮",NA,"屏東縣第06選區"
"10","013","230",NA,"06","10013230","","10013","屏東縣","車城鄉",NA,"屏東縣第06選區"
"10","013","240",NA,"06","10013240","","10013","屏東縣","滿州鄉",NA,"屏東縣第06選區"
"10","013","250",NA,"06","10013250","","10013","屏東縣","枋山鄉",NA,"屏東縣第06選區"
"10","013","320",NA,"06","10013320","","10013","屏東縣","獅子鄉",NA,"屏東縣第06選區"
"10","013","330",NA,"06","10013330","","10013","屏東縣","牡丹鄉",NA,"屏東縣第06選區"
"10","013",NA,NA,"07","","","10013","屏東縣",NA,NA,"屏東縣第07選區"
"10","013","220",NA,"07","10013220","","10013","屏東縣","琉球鄉",NA,"屏東縣第07選區"
"10","014",NA,NA,"01","","","10014","台東縣",NA,NA,"台東縣第01選區"
"10","014","010",NA,"01","10014010","","10014","台東縣","臺東市",NA,"台東縣第01選區"
"10","014","160",NA,"01","10014160","","10014","台東縣","蘭嶼鄉",NA,"台東縣第01選區"
"10","014",NA,NA,"02","","","10014","台東縣",NA,NA,"台東縣第02選區"
"10","014","040",NA,"02","10014040","","10014","台東縣","卑南鄉",NA,"台東縣第02選區"
"10","014","130",NA,"02","10014130","","10014","台東縣","延平鄉",NA,"台東縣第02選區"
"10","014",NA,NA,"03","","","10014","台東縣",NA,NA,"台東縣第03選區"
"10","014","020",NA,"03","10014020","","10014","台東縣","成功鎮",NA,"台東縣第03選區"
"10","014","070",NA,"03","10014070","","10014","台東縣","東河鄉",NA,"台東縣第03選區"
"10","014","080",NA,"03","10014080","","10014","台東縣","長濱鄉",NA,"台東縣第03選區"
"10","014",NA,NA,"04","","","10014","台東縣",NA,NA,"台東縣第04選區"
"10","014","030",NA,"04","10014030","","10014","台東縣","關山鎮",NA,"台東縣第04選區"
"10","014","050",NA,"04","10014050","","10014","台東縣","鹿野鄉",NA,"台東縣第04選區"
"10","014","060",NA,"04","10014060","","10014","台東縣","池上鄉",NA,"台東縣第04選區"
"10","014","120",NA,"04","10014120","","10014","台東縣","海端鄉",NA,"台東縣第04選區"
"10","014",NA,NA,"05","","","10014","台東縣",NA,NA,"台東縣第05選區"
"10","014","090",NA,"05","10014090","","10014","台東縣","太麻里鄉",NA,"台東縣第05選區"
"10","014","100",NA,"05","10014100","","10014","台東縣","大武鄉",NA,"台東縣第05選區"
"10","014","140",NA,"05","10014140","","10014","台東縣","金峰鄉",NA,"台東縣第05選區"
"10","014","150",NA,"05","10014150","","10014","台東縣","達仁鄉",NA,"台東縣第05選區"
"10","014",NA,NA,"06","","","10014","台東縣",NA,NA,"台東縣第06選區"
"10","014","110",NA,"06","10014110","","10014","台東縣","綠島鄉",NA,"台東縣第06選區"
"10","015",NA,NA,"01","","","10015","花蓮縣",NA,NA,"花蓮縣第01選區"
"10","015","010",NA,"01","10015010","","10015","花蓮縣","花蓮市",NA,"花蓮縣第01選區"
"10","015",NA,NA,"02","","","10015","花蓮縣",NA,NA,"花蓮縣第02選區"
"10","015","040",NA,"02","10015040","","10015","花蓮縣","新城鄉",NA,"花蓮縣第02選區"
"10","015","110",NA,"02","10015110","","10015","花蓮縣","秀林鄉",NA,"花蓮縣第02選區"
"10","015",NA,NA,"03","","","10015","花蓮縣",NA,NA,"花蓮縣第03選區"
"10","015","020",NA,"03","10015020","","10015","花蓮縣","鳳林鎮",NA,"花蓮縣第03選區"
"10","015","050",NA,"03","10015050","","10015","花蓮縣","吉安鄉",NA,"花蓮縣第03選區"
"10","015","060",NA,"03","10015060","","10015","花蓮縣","壽豐鄉",NA,"花蓮縣第03選區"
"10","015","070",NA,"03","10015070","","10015","花蓮縣","光復鄉",NA,"花蓮縣第03選區"
"10","015","080",NA,"03","10015080","","10015","花蓮縣","豐濱鄉",NA,"花蓮縣第03選區"
"10","015","120",NA,"03","10015120","","10015","花蓮縣","萬榮鄉",NA,"花蓮縣第03選區"
"10","015",NA,NA,"04","","","10015","花蓮縣",NA,NA,"花蓮縣第04選區"
"10","015","030",NA,"04","10015030","","10015","花蓮縣","玉里鎮",NA,"花蓮縣第04選區"
"10","015","090",NA,"04","10015090","","10015","花蓮縣","瑞穗鄉",NA,"花蓮縣第04選區"
"10","015","100",NA,"04","10015100","","10015","花蓮縣","富里鄉",NA,"花蓮縣第04選區"
"10","015","130",NA,"04","10015130","","10015","花蓮縣","卓溪鄉",NA,"花蓮縣第04選區"
"10","016",NA,NA,"01","","","10016","澎湖縣",NA,NA,"澎湖縣第01選區"
"10","016","010",NA,"01","10016010","","10016","澎湖縣","馬公市",NA,"澎湖縣第01選區"
"10","016",NA,NA,"02","","","10016","澎湖縣",NA,NA,"澎湖縣第02選區"
"10","016","020",NA,"02","10016020","","10016","澎湖縣","湖西鄉",NA,"澎湖縣第02選區"
"10","016",NA,NA,"03","","","10016","澎湖縣",NA,NA,"澎湖縣第03選區"
"10","016","030",NA,"03","10016030","","10016","澎湖縣","白沙鄉",NA,"澎湖縣第03選區"
"10","016",NA,NA,"04","","","10016","澎湖縣",NA,NA,"澎湖縣第04選區"
"10","016","040",NA,"04","10016040","","10016","澎湖縣","西嶼鄉",NA,"澎湖縣第04選區"
"10","016",NA,NA,"05","","","10016","澎湖縣",NA,NA,"澎湖縣第05選區"
"10","016","050",NA,"05","10016050","","10016","澎湖縣","望安鄉",NA,"澎湖縣第05選區"
"10","016",NA,NA,"06","","","10016","澎湖縣",NA,NA,"澎湖縣第06選區"
"10","016","060",NA,"06","10016060","","10016","澎湖縣","七美鄉",NA,"澎湖縣第06選區"
"10","017",NA,NA,"01","","","10017","基隆市",NA,NA,"基隆市第01選區"
"10","017","010",NA,"01","10017010","","10017","基隆市","中正區",NA,"基隆市第01選區"
"10","017",NA,NA,"02","","","10017","基隆市",NA,NA,"基隆市第02選區"
"10","017","070",NA,"02","10017070","","10017","基隆市","信義區",NA,"基隆市第02選區"
"10","017",NA,NA,"03","","","10017","基隆市",NA,NA,"基隆市第03選區"
"10","017","040",NA,"03","10017040","","10017","基隆市","仁愛區",NA,"基隆市第03選區"
"10","017",NA,NA,"04","","","10017","基隆市",NA,NA,"基隆市第04選區"
"10","017","050",NA,"04","10017050","","10017","基隆市","中山區",NA,"基隆市第04選區"
"10","017",NA,NA,"05","","","10017","基隆市",NA,NA,"基隆市第05選區"
"10","017","060",NA,"05","10017060","","10017","基隆市","安樂區",NA,"基隆市第05選區"
"10","017",NA,NA,"06","","","10017","基隆市",NA,NA,"基隆市第06選區"
"10","017","030",NA,"06","10017030","","10017","基隆市","暖暖區",NA,"基隆市第06選區"
