選舉類型,選舉區,name,推薦之政黨,date of birth,號次
111年縣市議員選舉,臺北市第1選舉區,林延鳳,民主進步黨,未知,1
111年縣市議員選舉,臺北市第1選舉區,陳思宇,台灣民眾黨,未知,15
111年縣市議員選舉,臺北市第1選舉區,項豪,中國國家社會主義勞工黨,未知,24
111年縣市議員選舉,臺北市第1選舉區,黃瀞瑩,台灣民眾黨,未知,13
111年縣市議員選舉,臺北市第1選舉區,鄭穎隆,共和黨,未知,18
111年縣市議員選舉,臺北市第1選舉區,郝淑薏,無,未知,12
111年縣市議員選舉,臺北市第2選舉區,何孟樺,民主進步黨,未知,8
111年縣市議員選舉,臺北市第2選舉區,陳宥丞,台灣民眾黨,未知,7
111年縣市議員選舉,臺北市第2選舉區,吳欣岱,台灣基進,未知,9
111年縣市議員選舉,臺北市第3選舉區,詹為元,中國國民黨,未知,9
111年縣市議員選舉,臺北市第3選舉區,楊寶楨,台灣民眾黨,未知,6
111年縣市議員選舉,臺北市第3選舉區,張文潔,民主進步黨,未知,2
111年縣市議員選舉,臺北市第3選舉區,高毓安,無,未知,10
111年縣市議員選舉,臺北市第3選舉區,郭榮先,新黨,未知,1
111年縣市議員選舉,臺北市第4選舉區,柳采葳,中國國民黨,未知,8
111年縣市議員選舉,臺北市第4選舉區,林珍羽,台灣民眾黨,未知,13
111年縣市議員選舉,臺北市第4選舉區,連紹傑,小民參政歐巴桑聯盟,未知,7
111年縣市議員選舉,臺北市第4選舉區,徐千淳,時代力量,未知,11
111年縣市議員選舉,臺北市第5選舉區,曾琳詒,台灣動物保護黨,未知,7
111年縣市議員選舉,臺北市第5選舉區,郭智亭,無,未知,2
111年縣市議員選舉,臺北市第5選舉區,邵維倫,民主進步黨,未知,9
111年縣市議員選舉,臺北市第5選舉區,吳怡萱,台灣民眾黨,未知,8
111年縣市議員選舉,臺北市第5選舉區,洪婉臻,民主進步黨,未知,17
111年縣市議員選舉,臺北市第5選舉區,李有宜,無,未知,10
111年縣市議員選舉,臺北市第5選舉區,李菁琪,綠黨,未知,13
111年縣市議員選舉,臺北市第5選舉區,王麒傑,無,未知,14
111年縣市議員選舉,臺北市第5選舉區,呂增塔,無,未知,18
111年縣市議員選舉,臺北市第6選舉區,楊植斗,中國國民黨,未知,26
111年縣市議員選舉,臺北市第6選舉區,趙怡翔,民主進步黨,未知,13
111年縣市議員選舉,臺北市第6選舉區,張四維,無,未知,2
111年縣市議員選舉,臺北市第6選舉區,陳聖文,民主進步黨,未知,27
111年縣市議員選舉,臺北市第6選舉區,高揚凱,中國國民黨,未知,9
111年縣市議員選舉,臺北市第6選舉區,林泓泰,時代力量,未知,3
111年縣市議員選舉,臺北市第6選舉區,鄭淑娟,無,未知,7
111年縣市議員選舉,臺北市第6選舉區,林岳龍,新黨,未知,12
111年縣市議員選舉,臺北市第6選舉區,林元敏,無,未知,23
111年縣市議員選舉,臺北市第6選舉區,徐正文,無,未知,16
111年縣市議員選舉,臺北市第7選舉區,吳郁瑾 Sawmah Kawlo,民主進步黨,未知,1
111年縣市議員選舉,臺北市第8選舉區,陳慧君 Mulas・Ismahasan,民主進步黨,未知,2
111年縣市議員選舉,臺北市第8選舉區,高為人 Sayun Watan,無,未知,3
111年縣市議員選舉,臺南市第10選舉區,蔡宛秦,台灣民眾黨,未知,6
111年縣市議員選舉,臺南市第10選舉區,曾之婕,無,未知,5
111年縣市議員選舉,臺南市第10選舉區,邱瓊儀,小民參政歐巴桑聯盟,未知,10
111年縣市議員選舉,臺南市第11選舉區,陳皇宇,民主進步黨,未知,2
111年縣市議員選舉,臺南市第13選舉區,賴惠美,無,未知,1
111年縣市議員選舉,臺南市第13選舉區,施余興望 Tjakumay Tagaw,無,未知,3
111年縣市議員選舉,臺南市第1選舉區,王宣貿,民主進步黨,未知,8
111年縣市議員選舉,臺南市第1選舉區,廖志峯,無,未知,3
111年縣市議員選舉,臺南市第1選舉區,姚正玉,中國國民黨,未知,6
111年縣市議員選舉,臺南市第2選舉區,黄建昌,台灣基進,未知,9
111年縣市議員選舉,臺南市第2選舉區,謝舒凡,民主進步黨,未知,3
111年縣市議員選舉,臺南市第2選舉區,蔣琦君,無,未知,6
111年縣市議員選舉,臺南市第3選舉區,姜雨良,無,未知,4
111年縣市議員選舉,臺南市第5選舉區,余柷青,民主進步黨,未知,7
111年縣市議員選舉,臺南市第5選舉區,洪岳銘,台灣民眾黨,未知,4
111年縣市議員選舉,臺南市第6選舉區,蔡麗青,民主進步黨,未知,12
111年縣市議員選舉,臺南市第6選舉區,陳建大明,時代力量,未知,3
111年縣市議員選舉,臺南市第6選舉區,王明彥,台灣基進,未知,1
111年縣市議員選舉,臺南市第6選舉區,陳進星,無,未知,5
111年縣市議員選舉,臺南市第6選舉區,陳詩薇,台灣民眾黨,未知,6
111年縣市議員選舉,臺南市第6選舉區,邱昭勝,無,未知,2
111年縣市議員選舉,臺南市第6選舉區,陳瑜緁,無,未知,11
111年縣市議員選舉,臺南市第7選舉區,黃肇輝,民主進步黨,未知,9
111年縣市議員選舉,臺南市第7選舉區,吳依潔,台灣基進,未知,4
111年縣市議員選舉,臺南市第7選舉區,許崇洲,無,未知,8
111年縣市議員選舉,臺南市第7選舉區,朱正軒,民主進步黨,未知,11
111年縣市議員選舉,臺南市第7選舉區,江品璁,台灣民眾黨,未知,14
111年縣市議員選舉,臺南市第7選舉區,林冠維,無黨團結聯盟,未知,12
111年縣市議員選舉,臺南市第7選舉區,杜雪吟,小民參政歐巴桑聯盟,未知,2
111年縣市議員選舉,臺南市第8選舉區,李冠霖,時代力量,未知,8
111年縣市議員選舉,臺南市第8選舉區,周嘉韋,民主進步黨,未知,10
111年縣市議員選舉,臺南市第8選舉區,蔡宗豪,中國國民黨,未知,4
111年縣市議員選舉,臺南市第9選舉區,林依婷,民主進步黨,未知,6
111年縣市長選舉,宜蘭縣,陳琬惠,台灣民眾黨,未知,6
111年縣市長選舉,宜蘭縣,許鋐哲,無,未知,3
111年縣市長選舉,花蓮縣,谷辣斯・尤達卡 Kolas Yotaka,民主進步黨,未知,3
111年縣市長選舉,金門縣,朱紀瑋,龍黨,未知,2
111年縣市長選舉,屏東縣,周春米,民主進步黨,未知,3
111年縣市長選舉,屏東縣,詹智鈞,時代力量,未知,1
111年縣市長選舉,苗栗縣,謝褔弘,中國國民黨,未知,2
111年縣市長選舉,苗栗縣,吳盛聖,無,未知,3
111年縣市長選舉,基隆市,黃希賢,無,未知,5
111年縣市長選舉,基隆市,曾國民,無,未知,4
111年縣市長選舉,連江縣,曹爾元,中國國民黨,未知,2
111年縣市長選舉,連江縣,王忠銘,中國國民黨,未知,3
111年縣市長選舉,新竹市,高虹安,台灣民眾黨,未知,6
111年縣市長選舉,新竹市,沈慧虹,民主進步黨,未知,5
111年縣市長選舉,嘉義縣,王育敏,中國國民黨,未知,1
111年縣市長選舉,彰化縣,蕭仁正,無,未知,3
111年縣市長選舉,臺東縣,陳長宏,無,未知,1
111年縣市議員選舉,宜蘭縣第10選舉區,謝正信,民主進步黨,未知,3
111年縣市議員選舉,宜蘭縣第12選舉區,沈志弘,中國國民黨,未知,1
111年縣市議員選舉,宜蘭縣第13選舉區,游吉祥,中國國民黨,未知,1
111年縣市議員選舉,宜蘭縣第1選舉區,黃惠慈,民主進步黨,未知,11
111年縣市議員選舉,宜蘭縣第1選舉區,胡健森,無,未知,9
111年縣市議員選舉,宜蘭縣第1選舉區,尤文瀚,台灣民眾黨,未知,4
111年縣市議員選舉,宜蘭縣第1選舉區,潘淑芬,無,未知,15
111年縣市議員選舉,宜蘭縣第1選舉區,陳漢澤,台灣基進,未知,1
111年縣市議員選舉,宜蘭縣第1選舉區,張勝德,中國國民黨,未知,3
111年縣市議員選舉,宜蘭縣第1選舉區,魯秀傑,無,未知,2
111年縣市議員選舉,宜蘭縣第1選舉區,吳長青,無,未知,16
111年縣市議員選舉,宜蘭縣第3選舉區,林聰池,無,未知,1
111年縣市議員選舉,宜蘭縣第6選舉區,楊坊翔,時代力量,未知,6
111年縣市議員選舉,宜蘭縣第8選舉區,江汶賢,民主進步黨,未知,5
111年縣市議員選舉,宜蘭縣第8選舉區,林佩螢,民主進步黨,未知,2
111年縣市議員選舉,宜蘭縣第8選舉區,張芷珊,無,未知,4
111年縣市議員選舉,宜蘭縣第9選舉區,吳珮菱,無,未知,1
111年縣市議員選舉,宜蘭縣第9選舉區,江信賢,無,未知,3
111年縣市議員選舉,花蓮縣第3選舉區,林則葹,民主進步黨,未知,1
111年縣市議員選舉,花蓮縣第3選舉區,林品仰,中國國民黨,未知,2
111年縣市議員選舉,花蓮縣第3選舉區,王格致,民主進步黨,未知,8
111年縣市議員選舉,花蓮縣第3選舉區,潘璿安,台灣民眾黨,未知,7
111年縣市議員選舉,花蓮縣第5選舉區,督固・撒耘,中國國民黨,未知,3
111年縣市議員選舉,花蓮縣第5選舉區,林資斌,民主進步黨,未知,7
111年縣市議員選舉,花蓮縣第5選舉區,葉志豪,無,未知,2
111年縣市議員選舉,花蓮縣第6選舉區,何進雄 Kin Cian・Ri Pun,中國國民黨,未知,1
111年縣市議員選舉,花蓮縣第7選舉區,陳德仁,無,未知,2
111年縣市議員選舉,金門縣第1選舉區,陳泱瑚,無,未知,8
111年縣市議員選舉,金門縣第1選舉區,蔡其雍,民主進步黨,未知,5
111年縣市議員選舉,金門縣第1選舉區,許大鴻,無,未知,13
111年縣市議員選舉,金門縣第1選舉區,周曉芸,台灣民眾黨,未知,6
111年縣市議員選舉,金門縣第2選舉區,張雲量,無,未知,13
111年縣市議員選舉,金門縣第2選舉區,黃子誠,無,未知,2
111年縣市議員選舉,金門縣第2選舉區,楊育菡,無,未知,7
111年縣市議員選舉,金門縣第2選舉區,陳錦偉,無,未知,1
111年縣市議員選舉,金門縣第2選舉區,吳佩雯,無,未知,12
111年縣市議員選舉,金門縣第2選舉區,歐陽豪,無,未知,4
111年縣市議員選舉,金門縣第3選舉區,吳嘉將,無,未知,2
111年縣市議員選舉,南投縣第1選舉區,張婉慈,無,未知,11
111年縣市議員選舉,南投縣第1選舉區,賴世皎,無,未知,14
111年縣市議員選舉,南投縣第1選舉區,簡千翔,台灣民眾黨,未知,15
111年縣市議員選舉,南投縣第1選舉區,張錫淵,無,未知,20
111年縣市議員選舉,南投縣第1選舉區,白騏澤,無,未知,8
111年縣市議員選舉,南投縣第1選舉區,吳棋楠,民主進步黨,未知,18
111年縣市議員選舉,南投縣第1選舉區,曾琮愷,民主進步黨,未知,21
111年縣市議員選舉,南投縣第1選舉區,邱奇才,無,未知,7
111年縣市議員選舉,南投縣第1選舉區,王鵬霖,無,未知,17
111年縣市議員選舉,南投縣第1選舉區,林佑虔,無,未知,10
111年縣市議員選舉,南投縣第1選舉區,沈夙崢,民主進步黨,未知,5
111年縣市議員選舉,南投縣第1選舉區,林儒暘,中國國民黨,未知,23
111年縣市議員選舉,南投縣第2選舉區,林友友,無,未知,5
111年縣市議員選舉,南投縣第2選舉區,阮惠心,台灣新住民黨,未知,8
111年縣市議員選舉,南投縣第2選舉區,李帛璋,民主進步黨,未知,7
111年縣市議員選舉,南投縣第3選舉區,陳奎合,中國國民黨,未知,2
111年縣市議員選舉,南投縣第3選舉區,李天慧,台灣民眾黨,未知,7
111年縣市議員選舉,南投縣第3選舉區,黃春麟,無,未知,3
111年縣市議員選舉,南投縣第4選舉區,李廣演,無,未知,1
111年縣市議員選舉,南投縣第5選舉區,蘇昱誠,民主進步黨,未知,10
111年縣市議員選舉,南投縣第6選舉區,江秉翰,民主進步黨,未知,2
111年縣市議員選舉,南投縣第8選舉區,廖崧皓,中國國民黨,未知,1
111年縣市議員選舉,屏東縣第10選舉區,陸宥熹,無,未知,3
111年縣市議員選舉,屏東縣第12選舉區,越秋女,無,未知,2
111年縣市議員選舉,屏東縣第12選舉區,羅俊傑,中國國民黨,未知,3
111年縣市議員選舉,屏東縣第13選舉區,周陳曉玟,無,未知,2
111年縣市議員選舉,屏東縣第1選舉區,梁育慈,民主進步黨,未知,21
111年縣市議員選舉,屏東縣第1選舉區,陳炫言,台灣民眾黨,未知,16
111年縣市議員選舉,屏東縣第1選舉區,蘇煥鈞,民主進步黨,未知,17
111年縣市議員選舉,屏東縣第1選舉區,陳秋豪,台灣基進,未知,8
111年縣市議員選舉,屏東縣第1選舉區,趙文俊,無,未知,12
111年縣市議員選舉,屏東縣第1選舉區,李承育,時代力量,未知,14
111年縣市議員選舉,屏東縣第1選舉區,梁梅瑛,無,未知,5
111年縣市議員選舉,屏東縣第1選舉區,陳韋強,無,未知,4
111年縣市議員選舉,屏東縣第2選舉區,蘇孟婕,無,未知,1
111年縣市議員選舉,屏東縣第2選舉區,鍾詔元,無,未知,3
111年縣市議員選舉,屏東縣第3選舉區,曾德正,無,未知,16
111年縣市議員選舉,屏東縣第3選舉區,蕭禾秦,無,未知,9
111年縣市議員選舉,屏東縣第3選舉區,陳宗廷,無,未知,8
111年縣市議員選舉,屏東縣第3選舉區,吳慈慧,中國國民黨,未知,14
111年縣市議員選舉,屏東縣第3選舉區,潘敏泉,無,未知,15
111年縣市議員選舉,屏東縣第4選舉區,林宇澤,無,未知,10
111年縣市議員選舉,屏東縣第4選舉區,呂少麒,無,未知,4
111年縣市議員選舉,屏東縣第5選舉區,張榮傑,無,未知,2
111年縣市議員選舉,屏東縣第6選舉區,潘芳泉,民主進步黨,未知,5
111年縣市議員選舉,屏東縣第8選舉區,潘翠雲,中國國民黨,未知,2
111年縣市議員選舉,苗栗縣第1選舉區,羅以明,無,未知,8
111年縣市議員選舉,苗栗縣第1選舉區,黃萬盛,無,未知,14
111年縣市議員選舉,苗栗縣第2選舉區,黎尚安,中國國民黨,未知,1
111年縣市議員選舉,苗栗縣第3選舉區,翁杰,民主進步黨,未知,7
111年縣市議員選舉,苗栗縣第4選舉區,謝大山,無,未知,3
111年縣市議員選舉,苗栗縣第4選舉區,葉忠倫,時代力量,未知,11
111年縣市議員選舉,苗栗縣第4選舉區,邱毓興,民主進步黨,未知,2
111年縣市議員選舉,苗栗縣第4選舉區,吳亭亭,無,未知,6
111年縣市議員選舉,苗栗縣第5選舉區,吳翌立,時代力量,未知,2
111年縣市議員選舉,苗栗縣第5選舉區,李本欽,無,未知,20
111年縣市議員選舉,苗栗縣第5選舉區,鍾維發,無,未知,19
111年縣市議員選舉,苗栗縣第5選舉區,徐沄臻,無,未知,15
111年縣市議員選舉,苗栗縣第5選舉區,蕭詠萱,無,未知,13
111年縣市議員選舉,苗栗縣第5選舉區,饒斯淵,無,未知,14
111年縣市議員選舉,苗栗縣第5選舉區,黎光明,無,未知,1
111年縣市議員選舉,苗栗縣第5選舉區,劉恭銘,無,未知,18
111年縣市議員選舉,苗栗縣第5選舉區,林志學,台灣民眾黨,未知,7
111年縣市議員選舉,苗栗縣第6選舉區,盛瑛,無,未知,1
111年縣市議員選舉,苗栗縣第7選舉區,朱仲一,無,未知,1
111年縣市議員選舉,苗栗縣第8選舉區,黃月娥 Yuma Baysu,無,未知,2
111年縣市議員選舉,基隆市第1選舉區,林毓峯,台灣民眾黨,未知,3
111年縣市議員選舉,基隆市第1選舉區,許睿慈,民主進步黨,未知,5
111年縣市議員選舉,基隆市第2選舉區,紀珈,台灣民眾黨,未知,4
111年縣市議員選舉,基隆市第2選舉區,李嘉濠,無,未知,3
111年縣市議員選舉,基隆市第3選舉區,李依芩,台灣民眾黨,未知,6
111年縣市議員選舉,基隆市第3選舉區,紀文荃,中國國民黨,未知,4
111年縣市議員選舉,基隆市第4選舉區,徐佑昇,台灣民眾黨,未知,3
111年縣市議員選舉,基隆市第4選舉區,梁堂華,無,未知,7
111年縣市議員選舉,基隆市第5選舉區,吳驊珈,民主進步黨,未知,8
111年縣市議員選舉,基隆市第5選舉區,黃紀棠,無,未知,12
111年縣市議員選舉,基隆市第5選舉區,黃永翔,無,未知,15
111年縣市議員選舉,基隆市第5選舉區,江欣怡,時代力量,未知,2
111年縣市議員選舉,基隆市第5選舉區,劉韋巡,台灣民眾黨,未知,14
111年縣市議員選舉,基隆市第6選舉區,莫璦緁,無,未知,1
111年縣市議員選舉,基隆市第6選舉區,陳冠羽,無,未知,2
111年縣市議員選舉,基隆市第7選舉區,林坤明,民主進步黨,未知,6
111年縣市議員選舉,基隆市第7選舉區,曾怡芳,民主進步黨,未知,3
111年縣市議員選舉,基隆市第7選舉區,陳愷閎,時代力量,未知,2
111年縣市議員選舉,基隆市第8選舉區,王尚潔,中國國民黨,未知,2
111年縣市議員選舉,連江縣第1選舉區,劉浩晨,民主進步黨,未知,3
111年縣市議員選舉,連江縣第3選舉區,陳善澔,無,未知,1
111年縣市議員選舉,雲林縣第1選舉區,陳芳盈,無,未知,13
111年縣市議員選舉,雲林縣第1選舉區,林聖智,無,未知,5
111年縣市議員選舉,雲林縣第1選舉區,林靖冠,台灣民眾黨,未知,3
111年縣市議員選舉,雲林縣第1選舉區,張光儀,無,未知,6
111年縣市議員選舉,雲林縣第1選舉區,黃英學,無,未知,15
111年縣市議員選舉,雲林縣第2選舉區,陳世彬,無,未知,3
111年縣市議員選舉,雲林縣第2選舉區,吳錦凉,無,未知,5
111年縣市議員選舉,雲林縣第3選舉區,魏順興,無,未知,9
111年縣市議員選舉,雲林縣第4選舉區,楊國寬,無,未知,1
111年縣市議員選舉,雲林縣第5選舉區,顏嘉葦,民主進步黨,未知,4
111年縣市議員選舉,新竹市第1選舉區,何志勇,中國國民黨,未知,11
111年縣市議員選舉,新竹市第1選舉區,宋品瑩,台灣民眾黨,未知,9
111年縣市議員選舉,新竹市第1選舉區,陳清智,中國國民黨,未知,1
111年縣市議員選舉,新竹市第1選舉區,劉彥伶,民主進步黨,未知,25
111年縣市議員選舉,新竹市第1選舉區,周莉柔,無,未知,6
111年縣市議員選舉,新竹市第1選舉區,謝佩妤,無,未知,13
111年縣市議員選舉,新竹市第1選舉區,劉明鴻,無,未知,16
111年縣市議員選舉,新竹市第1選舉區,黃家曄,無,未知,24
111年縣市議員選舉,新竹市第1選舉區,黃耀正,無,未知,18
111年縣市議員選舉,新竹市第2選舉區,陳鶴文,時代力量,未知,10
111年縣市議員選舉,新竹市第2選舉區,許登淇,台灣民眾黨,未知,9
111年縣市議員選舉,新竹市第2選舉區,黃立達,無,未知,7
111年縣市議員選舉,新竹市第3選舉區,施淑婷,台灣民眾黨,未知,2
111年縣市議員選舉,新竹市第4選舉區,曾泰程,無,未知,12
111年縣市議員選舉,新竹市第4選舉區,鄭慶欽,無,未知,11
111年縣市議員選舉,新竹市第4選舉區,楊玲宜,民主進步黨,未知,10
111年縣市議員選舉,新竹市第4選舉區,吳旭豐,中國國民黨,未知,14
111年縣市議員選舉,新竹市第5選舉區,曾沛騰,無,未知,9
111年縣市議員選舉,新竹市第5選舉區,劉昊禮,無,未知,6
111年縣市議員選舉,新竹縣第10選舉區,湯惠鈴,無,未知,3
111年縣市議員選舉,新竹縣第11選舉區,法隆伊佑,民主進步黨,未知,1
111年縣市議員選舉,新竹縣第13選舉區,張雁萍,無,未知,2
111年縣市議員選舉,新竹縣第1選舉區,范植華,無,未知,10
111年縣市議員選舉,新竹縣第1選舉區,鄭福強,無,未知,22
111年縣市議員選舉,新竹縣第3選舉區,徐勝凌,台灣民眾黨,未知,1
111年縣市議員選舉,新竹縣第4選舉區,吳發勝,民主進步黨,未知,2
111年縣市議員選舉,新竹縣第4選舉區,徐瑜新,中國國民黨,未知,1
111年縣市議員選舉,新竹縣第5選舉區,呂宛庭,無,未知,1
111年縣市議員選舉,新竹縣第8選舉區,馮守亮,中國國民黨,未知,14
111年縣市議員選舉,新竹縣第8選舉區,鄭正,無,未知,13
111年縣市議員選舉,新竹縣第8選舉區,陳晏華,無,未知,8
111年縣市議員選舉,新竹縣第8選舉區,彭致豪,時代力量,未知,9
111年縣市議員選舉,新竹縣第8選舉區,林若宸,無,未知,6
111年縣市議員選舉,嘉義市第1選舉區,翁渙瑤,台灣基進,未知,16
111年縣市議員選舉,嘉義市第1選舉區,郭定緯,中國國民黨,未知,10
111年縣市議員選舉,嘉義市第1選舉區,梁樹綸,中國國民黨,未知,9
111年縣市議員選舉,嘉義市第1選舉區,林昱孜,台灣民眾黨,未知,12
111年縣市議員選舉,嘉義市第1選舉區,顏色不分藍綠支持性專區顏色田慎節,無,未知,14
111年縣市議員選舉,嘉義市第1選舉區,吳家慧,無,未知,15
111年縣市議員選舉,嘉義市第2選舉區,洪瑋庭,台灣基進,未知,6
111年縣市議員選舉,嘉義市第2選舉區,林煒軒,民主進步黨,未知,11
111年縣市議員選舉,嘉義市第2選舉區,張閔舜,中國國民黨,未知,7
111年縣市議員選舉,嘉義市第2選舉區,李錦洋,無,未知,17
111年縣市議員選舉,嘉義市第2選舉區,蔡坤叡,無,未知,22
111年縣市議員選舉,嘉義市第2選舉區,黃敏修,民主進步黨,未知,3
111年縣市議員選舉,嘉義縣第1選舉區,江佩曄,民主進步黨,未知,7
111年縣市議員選舉,嘉義縣第1選舉區,陳主明,民主進步黨,未知,8
111年縣市議員選舉,嘉義縣第1選舉區,黃惠汝,民主進步黨,未知,4
111年縣市議員選舉,嘉義縣第2選舉區,劉宜奮,無,未知,4
111年縣市議員選舉,嘉義縣第2選舉區,洪安仁,無,未知,7
111年縣市議員選舉,嘉義縣第2選舉區,林岱杰,無,未知,10
111年縣市議員選舉,嘉義縣第2選舉區,郭金雀,無,未知,1
111年縣市議員選舉,嘉義縣第2選舉區,高子羚,無,未知,8
111年縣市議員選舉,嘉義縣第2選舉區,黃啟豪,民主進步黨,未知,6
111年縣市議員選舉,嘉義縣第2選舉區,何文華,民主進步黨,未知,2
111年縣市議員選舉,嘉義縣第3選舉區,莊信宗,民主進步黨,未知,2
111年縣市議員選舉,嘉義縣第3選舉區,劉世承,無,未知,5
111年縣市議員選舉,嘉義縣第3選舉區,王啟瑞,無,未知,1
111年縣市議員選舉,嘉義縣第4選舉區,蔡建漢,無,未知,4
111年縣市議員選舉,嘉義縣第4選舉區,蔡政宜,無,未知,1
111年縣市議員選舉,嘉義縣第6選舉區,林嘉欣,無,未知,8
111年縣市議員選舉,嘉義縣第6選舉區,江季珍,民主進步黨,未知,1
111年縣市議員選舉,嘉義縣第6選舉區,詹志暉,中國國民黨,未知,10
111年縣市議員選舉,彰化縣第1選舉區,黃柏瑜,民主進步黨,未知,9
111年縣市議員選舉,彰化縣第1選舉區,許雅琳,民主進步黨,未知,10
111年縣市議員選舉,彰化縣第1選舉區,王孝裕,台灣民眾黨,未知,13
111年縣市議員選舉,彰化縣第1選舉區,辜皇譯,民主進步黨,未知,12
111年縣市議員選舉,彰化縣第1選舉區,楊子賢,民主進步黨,未知,21
111年縣市議員選舉,彰化縣第1選舉區,曾煥程,台灣維新,未知,18
111年縣市議員選舉,彰化縣第1選舉區,蔡坤翰,無,未知,23
111年縣市議員選舉,彰化縣第3選舉區,林小琪,中國國民黨,未知,8
111年縣市議員選舉,彰化縣第4選舉區,鄭宇焱,時代力量,未知,11
111年縣市議員選舉,彰化縣第4選舉區,林俊毅,無,未知,1
111年縣市議員選舉,彰化縣第4選舉區,吳為杰,民主進步黨,未知,13
111年縣市議員選舉,彰化縣第4選舉區,張順畝,無,未知,6
111年縣市議員選舉,彰化縣第5選舉區,劉珊伶,民主進步黨,未知,1
111年縣市議員選舉,彰化縣第6選舉區,蕭妤亘,中國國民黨,未知,5
111年縣市議員選舉,彰化縣第6選舉區,張諄萬,無,未知,3
111年縣市議員選舉,彰化縣第6選舉區,詹琬惠,民主進步黨,未知,6
111年縣市議員選舉,彰化縣第6選舉區,宋鴻鈞,無,未知,1
111年縣市議員選舉,彰化縣第7選舉區,謝典林,中國國民黨,未知,2
111年縣市議員選舉,彰化縣第8選舉區,洪子超,民主進步黨,未知,2
111年縣市議員選舉,彰化縣第8選舉區,謝淑如,中國國民黨,未知,1
111年縣市議員選舉,臺東縣第13選舉區,江金香,無,未知,2
111年縣市議員選舉,臺東縣第14選舉區,林本森,無,未知,2
111年縣市議員選舉,臺東縣第16選舉區,施森茂,無,未知,3
111年縣市議員選舉,臺東縣第1選舉區,簡維國,民主進步黨,未知,18
111年縣市議員選舉,臺東縣第1選舉區,宋良安,無,未知,8
111年縣市議員選舉,臺東縣第1選舉區,傅文鵬,中國國民黨,未知,12
111年縣市議員選舉,臺東縣第1選舉區,張躍贏,無,未知,13
111年縣市議員選舉,臺東縣第1選舉區,林冠任,台灣民眾黨,未知,2
111年縣市議員選舉,臺東縣第1選舉區,蔣明道,無,未知,6
111年縣市議員選舉,臺東縣第4選舉區,王瀚駿,台灣維新,未知,4
111年縣市議員選舉,臺東縣第4選舉區,潘貴蘭,無,未知,2
111年縣市議員選舉,臺東縣第7選舉區,張信一,無,未知,2
111年縣市議員選舉,澎湖縣第1選舉區,盧長在,民主進步黨,未知,14
111年縣市議員選舉,澎湖縣第1選舉區,莊光大,無,未知,16
111年縣市議員選舉,澎湖縣第1選舉區,陳文謙,無,未知,7
111年縣市議員選舉,澎湖縣第1選舉區,許智富,台灣民眾黨,未知,1
111年縣市議員選舉,澎湖縣第1選舉區,林建勳,中國國民黨,未知,5
111年縣市議員選舉,澎湖縣第1選舉區,歐修智,無,未知,15
111年縣市議員選舉,澎湖縣第1選舉區,陳毓仁,無,未知,3
111年縣市議員選舉,澎湖縣第2選舉區,廖璟華,無,未知,4
111年縣市議員選舉,澎湖縣第3選舉區,宋昀芝,無,未知,2
111年縣市議員選舉,澎湖縣第3選舉區,魏睿宏,無,未知,1
