"prvCode","cityCode","areaCode","liCode","deptCode","candNo","tks","tksRate","candVictor"
"63","000","07","0002","010",1,0,0,NA
"63","000","07","0002","010",2,8,100,"*"
"63","000","07","0003","010",1,1,25,NA
"63","000","07","0003","010",2,3,75,"*"
"63","000","07","0004","010",1,0,0,NA
"63","000","07","0004","010",2,6,100,"*"
"63","000","07","0005","010",1,2,28.57,NA
"63","000","07","0005","010",2,5,71.42,"*"
"63","000","07","0006","010",1,0,0,NA
"63","000","07","0006","010",2,4,100,"*"
"63","000","07","0007","010",1,0,0,NA
"63","000","07","0007","010",2,3,100,"*"
"63","000","07","0008","010",1,3,100,NA
"63","000","07","0008","010",2,0,0,"*"
"63","000","07","0009","010",1,0,0,NA
"63","000","07","0009","010",2,4,100,"*"
"63","000","07","0010","010",1,0,0,NA
"63","000","07","0010","010",2,3,100,"*"
"63","000","07","0011","010",1,1,25,NA
"63","000","07","0011","010",2,3,75,"*"
"63","000","07","0012","010",1,1,20,NA
"63","000","07","0012","010",2,4,80,"*"
"63","000","07","0013","010",1,1,25,NA
"63","000","07","0013","010",2,3,75,"*"
"63","000","07","0014","010",1,2,25,NA
"63","000","07","0014","010",2,6,75,"*"
"63","000","07","0015","010",1,0,0,NA
"63","000","07","0015","010",2,3,100,"*"
"63","000","07","0016","010",1,1,20,NA
"63","000","07","0016","010",2,4,80,"*"
"63","000","07","0017","010",1,0,0,NA
"63","000","07","0017","010",2,2,100,"*"
"63","000","07","0018","010",1,5,45.45,NA
"63","000","07","0018","010",2,6,54.54,"*"
"63","000","07","0019","010",1,0,0,NA
"63","000","07","0019","010",2,7,100,"*"
"63","000","07","0020","010",1,7,30.43,NA
"63","000","07","0020","010",2,16,69.56,"*"
"63","000","07","0021","010",1,0,0,NA
"63","000","07","0021","010",2,10,100,"*"
"63","000","07","0022","010",1,0,0,NA
"63","000","07","0022","010",2,4,100,"*"
"63","000","07","0024","010",1,3,25,NA
"63","000","07","0024","010",2,9,75,"*"
"63","000","07","0025","010",1,1,5.88,NA
"63","000","07","0025","010",2,16,94.11,"*"
"63","000","07","0026","010",1,0,0,NA
"63","000","07","0026","010",2,2,100,"*"
"63","000","07","0027","010",1,1,50,NA
"63","000","07","0027","010",2,1,50,"*"
"63","000","07","0028","010",1,2,33.33,NA
"63","000","07","0028","010",2,4,66.66,"*"
"63","000","07","0029","010",1,0,0,NA
"63","000","07","0029","010",2,0,0,"*"
"63","000","07","0030","010",1,0,0,NA
"63","000","07","0030","010",2,2,100,"*"
"63","000","07","0031","010",1,1,7.69,NA
"63","000","07","0031","010",2,12,92.3,"*"
"63","000","07","0032","010",1,1,50,NA
"63","000","07","0032","010",2,1,50,"*"
"63","000","07","0033","010",1,2,20,NA
"63","000","07","0033","010",2,8,80,"*"
"63","000","07","0034","010",1,1,25,NA
"63","000","07","0034","010",2,3,75,"*"
"63","000","07","0035","010",1,1,50,NA
"63","000","07","0035","010",2,1,50,"*"
"63","000","07","0001","020",1,0,0,NA
"63","000","07","0001","020",2,0,0,"*"
"63","000","07","0002","020",1,0,0,NA
"63","000","07","0002","020",2,2,100,"*"
"63","000","07","0003","020",1,2,20,NA
"63","000","07","0003","020",2,8,80,"*"
"63","000","07","0004","020",1,0,0,NA
"63","000","07","0004","020",2,1,100,"*"
"63","000","07","0005","020",1,2,50,NA
"63","000","07","0005","020",2,2,50,"*"
"63","000","07","0006","020",1,1,25,NA
"63","000","07","0006","020",2,3,75,"*"
"63","000","07","0007","020",1,1,100,NA
"63","000","07","0007","020",2,0,0,"*"
"63","000","07","0008","020",1,2,50,NA
"63","000","07","0008","020",2,2,50,"*"
"63","000","07","0009","020",1,6,46.15,NA
"63","000","07","0009","020",2,7,53.84,"*"
"63","000","07","0010","020",1,0,0,NA
"63","000","07","0010","020",2,6,100,"*"
"63","000","07","0011","020",1,1,9.09,NA
"63","000","07","0011","020",2,10,90.9,"*"
"63","000","07","0012","020",1,0,0,NA
"63","000","07","0012","020",2,1,100,"*"
"63","000","07","0013","020",1,1,33.33,NA
"63","000","07","0013","020",2,2,66.66,"*"
"63","000","07","0014","020",1,1,50,NA
"63","000","07","0014","020",2,1,50,"*"
"63","000","07","0015","020",1,1,50,NA
"63","000","07","0015","020",2,1,50,"*"
"63","000","07","0016","020",1,0,0,NA
"63","000","07","0016","020",2,5,100,"*"
"63","000","07","0017","020",1,2,25,NA
"63","000","07","0017","020",2,6,75,"*"
"63","000","07","0018","020",1,0,0,NA
"63","000","07","0018","020",2,2,100,"*"
"63","000","07","0019","020",1,0,0,NA
"63","000","07","0019","020",2,1,100,"*"
"63","000","07","0020","020",1,0,0,NA
"63","000","07","0020","020",2,2,100,"*"
"63","000","07","0021","020",1,0,0,NA
"63","000","07","0021","020",2,0,0,"*"
"63","000","07","0022","020",1,1,25,NA
"63","000","07","0022","020",2,3,75,"*"
"63","000","07","0023","020",1,1,14.28,NA
"63","000","07","0023","020",2,6,85.71,"*"
"63","000","07","0024","020",1,1,20,NA
"63","000","07","0024","020",2,4,80,"*"
"63","000","07","0025","020",1,2,13.33,NA
"63","000","07","0025","020",2,13,86.66,"*"
"63","000","07","0026","020",1,2,18.18,NA
"63","000","07","0026","020",2,9,81.81,"*"
"63","000","07","0027","020",1,0,0,NA
"63","000","07","0027","020",2,1,100,"*"
"63","000","07","0028","020",1,2,66.66,NA
"63","000","07","0028","020",2,1,33.33,"*"
"63","000","07","0029","020",1,2,28.57,NA
"63","000","07","0029","020",2,5,71.42,"*"
"63","000","07","0030","020",1,2,25,NA
"63","000","07","0030","020",2,6,75,"*"
"63","000","07","0031","020",1,1,50,NA
"63","000","07","0031","020",2,1,50,"*"
"63","000","07","0032","020",1,1,5.88,NA
"63","000","07","0032","020",2,16,94.11,"*"
"63","000","07","0033","020",1,6,27.27,NA
"63","000","07","0033","020",2,16,72.72,"*"
"63","000","07","0034","020",1,0,0,NA
"63","000","07","0034","020",2,2,100,"*"
"63","000","07","0035","020",1,1,33.33,NA
"63","000","07","0035","020",2,2,66.66,"*"
