"prvCode","cityCode","areaCode","liCode","deptCode","candNo","tks","tksRate","candVictor"
"03","002","01","0001","001",1,147,38.38,"*"
"03","002","01","0001","001",2,236,61.61,NA
"03","002","01","0002","001",1,810,45.6,"*"
"03","002","01","0002","001",2,966,54.39,NA
"03","002","01","0003","001",1,648,41.24,"*"
"03","002","01","0003","001",2,923,58.75,NA
"03","002","01","0004","001",1,729,42.93,"*"
"03","002","01","0004","001",2,969,57.06,NA
"03","002","01","0005","001",1,740,38.78,"*"
"03","002","01","0005","001",2,1168,61.21,NA
"03","002","01","0006","001",1,1680,41.05,"*"
"03","002","01","0006","001",2,2412,58.94,NA
"03","002","01","0007","001",1,921,44.94,"*"
"03","002","01","0007","001",2,1128,55.05,NA
"03","002","01","0008","001",1,160,41.99,"*"
"03","002","01","0008","001",2,221,58,NA
"03","002","01","0009","001",1,173,56.35,"*"
"03","002","01","0009","001",2,134,43.64,NA
"03","002","01","0010","001",1,294,58.56,"*"
"03","002","01","0010","001",2,208,41.43,NA
"03","002","01","0011","001",1,204,49.63,"*"
"03","002","01","0011","001",2,207,50.36,NA
"03","002","01","0012","001",1,165,44.83,"*"
"03","002","01","0012","001",2,203,55.16,NA
"03","002","01","0013","001",1,599,43.5,"*"
"03","002","01","0013","001",2,778,56.49,NA
"03","002","01","0014","001",1,423,38.98,"*"
"03","002","01","0014","001",2,662,61.01,NA
"03","002","01","0015","001",1,1585,47.39,"*"
"03","002","01","0015","001",2,1759,52.6,NA
"03","002","01","0016","001",1,285,54.7,"*"
"03","002","01","0016","001",2,236,45.29,NA
"03","002","01","0017","001",1,445,53.22,"*"
"03","002","01","0017","001",2,391,46.77,NA
"03","002","01","0018","001",1,383,54.09,"*"
"03","002","01","0018","001",2,325,45.9,NA
"03","002","01","0019","001",1,457,54.53,"*"
"03","002","01","0019","001",2,381,45.46,NA
"03","002","01","0020","001",1,542,51.32,"*"
"03","002","01","0020","001",2,514,48.67,NA
"03","002","01","0021","001",1,1336,45.8,"*"
"03","002","01","0021","001",2,1581,54.19,NA
"03","002","01","0022","001",1,1515,45.04,"*"
"03","002","01","0022","001",2,1848,54.95,NA
"03","002","01","0023","001",1,561,61.17,"*"
"03","002","01","0023","001",2,356,38.82,NA
"03","002","01","0024","001",1,1282,45.36,"*"
"03","002","01","0024","001",2,1544,54.63,NA
"03","002","01","0025","001",1,220,51.4,"*"
"03","002","01","0025","001",2,208,48.59,NA
"03","002","01","0026","001",1,199,57.34,"*"
"03","002","01","0026","001",2,148,42.65,NA
"03","002","01","0027","001",1,217,53.71,"*"
"03","002","01","0027","001",2,187,46.28,NA
"03","002","01","0028","001",1,416,46.68,"*"
"03","002","01","0028","001",2,475,53.31,NA
"03","002","01","0029","001",1,462,52.61,"*"
"03","002","01","0029","001",2,416,47.38,NA
"03","002","01","0030","001",1,358,51.65,"*"
"03","002","01","0030","001",2,335,48.34,NA
"03","002","01","0031","001",1,868,53.67,"*"
"03","002","01","0031","001",2,749,46.32,NA
"03","002","01","0032","001",1,813,55.11,"*"
"03","002","01","0032","001",2,662,44.88,NA
"03","002","01","0033","001",1,647,54.23,"*"
"03","002","01","0033","001",2,546,45.76,NA
"03","002","01","0034","001",1,1099,57.75,"*"
