"prvCode","cityCode","areaCode","liCode","deptCode","candNo","tks","tksRate","candVictor"
"63","000","01","0027","110",1,68,2.34,NA
"63","000","01","0027","110",2,1549,53.23,"*"
"63","000","01","0027","110",3,84,2.89,NA
"63","000","01","0027","110",4,4,0.14,NA
"63","000","01","0027","110",5,30,1.03,NA
"63","000","01","0027","110",6,38,1.31,NA
"63","000","01","0027","110",7,1137,39.07,NA
"63","000","01","0028","110",1,52,1.45,NA
"63","000","01","0028","110",2,1997,55.53,"*"
"63","000","01","0028","110",3,107,2.98,NA
"63","000","01","0028","110",4,13,0.36,NA
"63","000","01","0028","110",5,27,0.75,NA
"63","000","01","0028","110",6,37,1.03,NA
"63","000","01","0028","110",7,1363,37.9,NA
"63","000","01","0030","110",1,64,1.77,NA
"63","000","01","0030","110",2,1406,38.82,"*"
"63","000","01","0030","110",3,87,2.4,NA
"63","000","01","0030","110",4,12,0.33,NA
"63","000","01","0030","110",5,23,0.64,NA
"63","000","01","0030","110",6,38,1.05,NA
"63","000","01","0030","110",7,1992,55,NA
"63","000","01","0033","110",1,72,1.91,NA
"63","000","01","0033","110",2,1940,51.53,"*"
"63","000","01","0033","110",3,96,2.55,NA
"63","000","01","0033","110",4,7,0.19,NA
"63","000","01","0033","110",5,34,0.9,NA
"63","000","01","0033","110",6,46,1.22,NA
"63","000","01","0033","110",7,1570,41.7,NA
"63","000","01","0034","110",1,115,2.05,NA
"63","000","01","0034","110",2,2889,51.39,"*"
"63","000","01","0034","110",3,159,2.83,NA
"63","000","01","0034","110",4,14,0.25,NA
"63","000","01","0034","110",5,47,0.84,NA
"63","000","01","0034","110",6,80,1.42,NA
"63","000","01","0034","110",7,2318,41.23,NA
"63","000","01","0035","110",1,69,1.68,NA
"63","000","01","0035","110",2,2179,53.02,"*"
"63","000","01","0035","110",3,96,2.34,NA
"63","000","01","0035","110",4,17,0.41,NA
"63","000","01","0035","110",5,45,1.09,NA
"63","000","01","0035","110",6,40,0.97,NA
"63","000","01","0035","110",7,1664,40.49,NA
"63","000","01","0036","110",1,79,1.97,NA
"63","000","01","0036","110",2,2020,50.35,"*"
"63","000","01","0036","110",3,106,2.64,NA
"63","000","01","0036","110",4,13,0.32,NA
"63","000","01","0036","110",5,20,0.5,NA
"63","000","01","0036","110",6,41,1.02,NA
"63","000","01","0036","110",7,1733,43.2,NA
"63","000","01","0037","110",1,56,1.67,NA
"63","000","01","0037","110",2,1810,54.01,"*"
"63","000","01","0037","110",3,90,2.69,NA
"63","000","01","0037","110",4,9,0.27,NA
"63","000","01","0037","110",5,27,0.81,NA
"63","000","01","0037","110",6,37,1.1,NA
"63","000","01","0037","110",7,1322,39.45,NA
"63","000","01","0038","110",1,67,2.1,NA
"63","000","01","0038","110",2,1573,49.31,"*"
"63","000","01","0038","110",3,79,2.48,NA
"63","000","01","0038","110",4,9,0.28,NA
"63","000","01","0038","110",5,23,0.72,NA
"63","000","01","0038","110",6,34,1.07,NA
"63","000","01","0038","110",7,1405,44.04,NA
"63","000","01","0039","110",1,81,1.72,NA
"63","000","01","0039","110",2,2345,49.69,"*"
"63","000","01","0039","110",3,116,2.46,NA
"63","000","01","0039","110",4,17,0.36,NA
"63","000","01","0039","110",5,33,0.7,NA
"63","000","01","0039","110",6,81,1.72,NA
"63","000","01","0039","110",7,2046,43.36,NA
"63","000","01","0040","110",1,76,1.72,NA
"63","000","01","0040","110",2,2124,47.95,"*"
"63","000","01","0040","110",3,121,2.73,NA
"63","000","01","0040","110",4,6,0.14,NA
"63","000","01","0040","110",5,32,0.72,NA
"63","000","01","0040","110",6,61,1.38,NA
"63","000","01","0040","110",7,2010,45.37,NA
"63","000","01","0041","110",1,84,1.56,NA
"63","000","01","0041","110",2,2739,50.74,"*"
"63","000","01","0041","110",3,152,2.82,NA
"63","000","01","0041","110",4,12,0.22,NA
"63","000","01","0041","110",5,48,0.89,NA
"63","000","01","0041","110",6,69,1.28,NA
"63","000","01","0041","110",7,2294,42.5,NA
"63","000","01","0042","110",1,75,1.81,NA
"63","000","01","0042","110",2,1989,47.9,"*"
"63","000","01","0042","110",3,105,2.53,NA
"63","000","01","0042","110",4,11,0.26,NA
"63","000","01","0042","110",5,38,0.92,NA
"63","000","01","0042","110",6,59,1.42,NA
"63","000","01","0042","110",7,1875,45.16,NA
"63","000","01","0001","120",1,56,1.97,NA
"63","000","01","0001","120",2,1534,54.09,"*"
"63","000","01","0001","120",3,72,2.54,NA
"63","000","01","0001","120",4,4,0.14,NA
"63","000","01","0001","120",5,25,0.88,NA
"63","000","01","0001","120",6,20,0.71,NA
"63","000","01","0001","120",7,1125,39.67,NA
"63","000","01","0002","120",1,51,1.8,NA
"63","000","01","0002","120",2,1557,54.8,"*"
"63","000","01","0002","120",3,88,3.1,NA
"63","000","01","0002","120",4,6,0.21,NA
"63","000","01","0002","120",5,21,0.74,NA
"63","000","01","0002","120",6,38,1.34,NA
"63","000","01","0002","120",7,1080,38.01,NA
"63","000","01","0003","120",1,61,1.76,NA
"63","000","01","0003","120",2,1934,55.7,"*"
"63","000","01","0003","120",3,139,4,NA
"63","000","01","0003","120",4,9,0.26,NA
"63","000","01","0003","120",5,33,0.95,NA
"63","000","01","0003","120",6,40,1.15,NA
"63","000","01","0003","120",7,1256,36.18,NA
"63","000","01","0004","120",1,94,2.08,NA
"63","000","01","0004","120",2,2326,51.52,"*"
"63","000","01","0004","120",3,236,5.23,NA
"63","000","01","0004","120",4,12,0.27,NA
"63","000","01","0004","120",5,53,1.17,NA
"63","000","01","0004","120",6,36,0.8,NA
"63","000","01","0004","120",7,1758,38.94,NA
"63","000","01","0005","120",1,92,2.06,NA
"63","000","01","0005","120",2,2316,51.87,"*"
"63","000","01","0005","120",3,208,4.66,NA
"63","000","01","0005","120",4,8,0.18,NA
"63","000","01","0005","120",5,31,0.69,NA
"63","000","01","0005","120",6,38,0.85,NA
"63","000","01","0005","120",7,1772,39.69,NA
"63","000","01","0006","120",1,90,1.89,NA
"63","000","01","0006","120",2,2425,50.81,"*"
"63","000","01","0006","120",3,125,2.62,NA
"63","000","01","0006","120",4,14,0.29,NA
"63","000","01","0006","120",5,41,0.86,NA
"63","000","01","0006","120",6,59,1.24,NA
"63","000","01","0006","120",7,2019,42.3,NA
"63","000","01","0007","120",1,126,2.57,NA
"63","000","01","0007","120",2,2460,50.11,"*"
"63","000","01","0007","120",3,135,2.75,NA
"63","000","01","0007","120",4,27,0.55,NA
"63","000","01","0007","120",5,57,1.16,NA
"63","000","01","0007","120",6,46,0.94,NA
"63","000","01","0007","120",7,2058,41.92,NA
"63","000","01","0008","120",1,78,1.63,NA
"63","000","01","0008","120",2,2382,49.65,"*"
"63","000","01","0008","120",3,137,2.86,NA
"63","000","01","0008","120",4,8,0.17,NA
"63","000","01","0008","120",5,47,0.98,NA
"63","000","01","0008","120",6,48,1,NA
"63","000","01","0008","120",7,2098,43.73,NA
"63","000","01","0009","120",1,113,1.95,NA
"63","000","01","0009","120",2,3010,51.95,"*"
"63","000","01","0009","120",3,188,3.24,NA
"63","000","01","0009","120",4,26,0.45,NA
"63","000","01","0009","120",5,46,0.79,NA
"63","000","01","0009","120",6,60,1.04,NA
"63","000","01","0009","120",7,2351,40.58,NA
"63","000","01","0010","120",1,109,2.18,NA
"63","000","01","0010","120",2,2385,47.7,"*"
"63","000","01","0010","120",3,146,2.92,NA
