"prv_code","city_code","area_code","li_code","dept_code","agree_ticket","agree_ticket_percent","disagree_ticket","disagree_ticket_percent","agree_to_votable","vote_result"
"00","000","00","0000","000",3901171,48.37,4163464,51.63,19.68,"N"
"63","000","00","0000","000",532642,53.01,472227,46.99,24.71,"N"
"63","000","00","0000","010",43886,55.01,35895,44.99,26.93,"N"
"63","000","00","0002","010",1132,56.32,878,43.68,25.34,"N"
"63","000","00","0003","010",1735,51,1667,49,26.82,"N"
"63","000","00","0004","010",1662,56.96,1256,43.04,29.04,"N"
"63","000","00","0005","010",1034,51.93,957,48.07,26.64,"N"
"63","000","00","0006","010",1183,54.49,988,45.51,27.63,"N"
"63","000","00","0007","010",1146,55.93,903,44.07,27.71,"N"
"63","000","00","0008","010",1150,61.07,733,38.93,29.61,"N"
"63","000","00","0009","010",942,52.63,848,47.37,26.61,"N"
"63","000","00","0010","010",975,55.02,797,44.98,27.44,"N"
"63","000","00","0011","010",1729,57.04,1302,42.96,28.57,"N"
"63","000","00","0012","010",2820,66.48,1422,33.52,33.66,"N"
"63","000","00","0013","010",561,47.79,613,52.21,25.69,"N"
"63","000","00","0014","010",876,49.52,893,50.48,24.9,"N"
"63","000","00","0015","010",1486,56.39,1149,43.61,28.91,"N"
"63","000","00","0016","010",1864,49.18,1926,50.82,25.36,"N"
"63","000","00","0017","010",1672,59.06,1159,40.94,31.07,"N"
"63","000","00","0018","010",1308,47.72,1433,52.28,18.26,"N"
"63","000","00","0019","010",1652,49.83,1663,50.17,22.85,"N"
"63","000","00","0020","010",1416,62.49,850,37.51,30.68,"N"
"63","000","00","0021","010",2977,75.27,978,24.73,38.51,"N"
"63","000","00","0022","010",1821,54.05,1548,45.95,26.17,"N"
"63","000","00","0024","010",1562,50.66,1521,49.34,23.46,"N"
"63","000","00","0025","010",1480,56.25,1151,43.75,28,"N"
"63","000","00","0026","010",1726,49.91,1732,50.09,22.68,"N"
"63","000","00","0027","010",830,52.87,740,47.13,25.02,"N"
"63","000","00","0028","010",680,48.23,730,51.77,23.59,"N"
"63","000","00","0029","010",757,51.11,724,48.89,23.41,"N"
"63","000","00","0030","010",1470,50.94,1416,49.06,26.3,"N"
"63","000","00","0031","010",755,56.47,582,43.53,28.58,"N"
"63","000","00","0032","010",1001,55.58,800,44.42,26.95,"N"
"63","000","00","0033","010",1230,49.1,1275,50.9,23.63,"N"
"63","000","00","0034","010",510,48.57,540,51.43,23.75,"N"
"63","000","00","0035","010",744,50.78,721,49.22,24.42,"N"
"63","000","00","0000","020",47038,55.86,37163,44.14,25.88,"N"
"63","000","00","0001","020",1481,70.26,627,29.74,29.87,"N"
"63","000","00","0002","020",1217,61.97,747,38.03,32.31,"N"
"63","000","00","0003","020",616,61.29,389,38.71,27.7,"N"
"63","000","00","0004","020",725,56.2,565,43.8,24.97,"N"
"63","000","00","0005","020",797,59.75,537,40.25,29.17,"N"
"63","000","00","0006","020",1175,54.07,998,45.93,24.72,"N"
"63","000","00","0007","020",1089,54.72,901,45.28,24.99,"N"
"63","000","00","0008","020",1751,57.22,1309,42.78,27.64,"N"
"63","000","00","0009","020",2137,54.81,1762,45.19,25.11,"N"
"63","000","00","0010","020",716,50.35,706,49.65,23.08,"N"
"63","000","00","0011","020",1007,50.12,1002,49.88,23.61,"N"
"63","000","00","0012","020",814,55,666,45,26.21,"N"
"63","000","00","0013","020",897,46.05,1051,53.95,21.98,"N"
"63","000","00","0014","020",573,40.55,840,59.45,17,"N"
"63","000","00","0015","020",772,49.33,793,50.67,21.27,"N"
"63","000","00","0016","020",1124,48.43,1197,51.57,23.64,"N"
"63","000","00","0017","020",1193,56.22,929,43.78,26.31,"N"
"63","000","00","0018","020",981,51.28,932,48.72,23.23,"N"
"63","000","00","0019","020",1093,63.62,625,36.38,29.36,"N"
"63","000","00","0020","020",1567,55.41,1261,44.59,25.49,"N"
"63","000","00","0021","020",472,53.94,403,46.06,24.53,"N"
"63","000","00","0022","020",1396,55.13,1136,44.87,25.22,"N"
"63","000","00","0023","020",976,50.23,967,49.77,22.99,"N"
"63","000","00","0024","020",996,53.21,876,46.79,26.27,"N"
"63","000","00","0025","020",1530,49.98,1531,50.02,22.75,"N"
"63","000","00","0026","020",1223,49.53,1246,50.47,23.62,"N"
"63","000","00","0027","020",797,52.61,718,47.39,23.13,"N"
