"prvCode","cityCode","areaCode","liCode","deptCode","candNo","tks","tksRate","candVictor"
"63","000","010","0002","01",1,4,0.12,NA
"63","000","010","0002","01",2,49,1.5,NA
"63","000","010","0002","01",3,7,0.21,NA
"63","000","010","0002","01",4,5,0.15,NA
"63","000","010","0002","01",5,21,0.64,NA
"63","000","010","0002","01",6,1448,44.51,NA
"63","000","010","0002","01",7,1719,52.84,"*"
"63","000","010","0003","01",1,1,0.02,NA
"63","000","010","0003","01",2,50,1.08,NA
"63","000","010","0003","01",3,10,0.21,NA
"63","000","010","0003","01",4,2,0.04,NA
"63","000","010","0003","01",5,29,0.63,NA
"63","000","010","0003","01",6,1903,41.46,NA
"63","000","010","0003","01",7,2594,56.52,"*"
"63","000","010","0004","01",1,2,0.05,NA
"63","000","010","0004","01",2,37,0.94,NA
"63","000","010","0004","01",3,6,0.15,NA
"63","000","010","0004","01",4,3,0.07,NA
"63","000","010","0004","01",5,15,0.38,NA
"63","000","010","0004","01",6,1759,44.8,NA
"63","000","010","0004","01",7,2104,53.59,"*"
"63","000","010","0005","01",1,3,0.1,NA
"63","000","010","0005","01",2,30,1,NA
"63","000","010","0005","01",3,7,0.23,NA
"63","000","010","0005","01",4,2,0.06,NA
"63","000","010","0005","01",5,17,0.56,NA
"63","000","010","0005","01",6,1193,39.76,NA
"63","000","010","0005","01",7,1748,58.26,"*"
"63","000","010","0006","01",1,2,0.06,NA
"63","000","010","0006","01",2,32,1.06,NA
"63","000","010","0006","01",3,4,0.13,NA
"63","000","010","0006","01",4,4,0.13,NA
"63","000","010","0006","01",5,12,0.39,NA
"63","000","010","0006","01",6,1346,44.64,NA
"63","000","010","0006","01",7,1615,53.56,"*"
"63","000","010","0007","01",1,1,0.03,NA
"63","000","010","0007","01",2,40,1.38,NA
"63","000","010","0007","01",3,8,0.27,NA
"63","000","010","0007","01",4,1,0.03,NA
"63","000","010","0007","01",5,15,0.51,NA
"63","000","010","0007","01",6,1174,40.59,NA
"63","000","010","0007","01",7,1653,57.15,"*"
"63","000","010","0008","01",1,0,0,NA
"63","000","010","0008","01",2,28,1.03,NA
"63","000","010","0008","01",3,2,0.07,NA
"63","000","010","0008","01",4,5,0.18,NA
"63","000","010","0008","01",5,12,0.44,NA
"63","000","010","0008","01",6,1342,49.42,NA
"63","000","010","0008","01",7,1326,48.83,"*"
"63","000","010","0009","01",1,2,0.07,NA
"63","000","010","0009","01",2,34,1.29,NA
"63","000","010","0009","01",3,5,0.19,NA
