name,國別地區,中文片名,上映日期,申請人,出品,上映院數,銷售票數,銷售金額,累計銷售票數,累計銷售金額,end_date,year,start_date,end_year,screen_year
全國電影票房2018年05140520統計資訊,美國,金錢世界,2018-02-02,英屬蓋曼群島商威望國際娛樂股份有限公司台灣分公司,"STX PRODUCTIONS, LLC",3,349,40305,45975,9915233,2018-05-20,2018,2018-05-14,2018,2018
全國電影票房2018年05140520統計資訊,美國,霓裳魅影,2018-02-02,美商美國環球影片股份有限公司台灣分公司,UNIVERSAL INTERNATIONAL FILMS LLC,1,36,5400,11601,2444052,2018-05-20,2018,2018-05-14,2018,2018
全國電影票房2018年05140520統計資訊,美國,移動迷宮：死亡解藥,2018-01-19,美商廿世紀福斯影片股份有限公司台灣分公司,TWENTIETH CENTURY FOX INTERNATIONAL CORPORATION.,5,288,24130,766418,173287817,2018-05-20,2018,2018-05-14,2018,2018
全國電影票房2018年05140520統計資訊,英國,美國天使：重建（英國國家劇院現場）,2018-01-12,威秀影城股份有限公司,THE ROYAL NATIONAL THEATRE,1,49,33120,838,559880,2018-05-20,2018,2018-05-14,2018,2018
全國電影票房2018年05140520統計資訊,英國,美國天使：千禧年降臨（英國國家劇院現場）,2018-01-11,威秀影城股份有限公司,THE ROYAL NATIONAL THEATRE,1,48,32600,904,607080,2018-05-20,2018,2018-05-14,2018,2018
全國電影票房2018年05140520統計資訊,美國,陰兒房第4章：鎖命亡靈,2018-01-05,博偉電影股份有限公司,(美國)SONY PICTURES RELEASING INTERNATIONAL CORPORATION.,2,159,23590,141309,31420871,2018-05-20,2018,2018-05-14,2018,2018
全國電影票房2018年05140520統計資訊,美國,野蠻遊戲：瘋狂叢林,2017-12-27,博偉電影股份有限公司,SONY PICTURES RELEASING INTERNATIONAL CORPORATION.,2,100,8410,872111,202676905,2018-05-20,2018,2018-05-14,2018,2017
全國電影票房2018年05140520統計資訊,南韓,與神同行,2017-12-22,采昌國際多媒體股份有限公司,(匈牙利)FREEWAY ENTERTAINMENT KFT.,1,292,64240,2188019,511963121,2018-05-20,2018,2018-05-14,2018,2017
全國電影票房2018年05140520統計資訊,美國,大娛樂家,2017-12-20,美商廿世紀福斯影片股份有限公司台灣分公司,(美國)TWENTIETH CENTURY FOX INTERNATIONAL CORPORATION.,5,703,38770,394758,91790512,2018-05-20,2018,2018-05-14,2018,2017
全國電影票房2018年05140520統計資訊,美國,現代啟示錄,2017-12-11,傳影互動股份有限公司,(英國)STUDIOCANAL LTD.,1,28,5470,50,9825,2018-05-20,2018,2018-05-14,2018,2017
全國電影票房2018年05140520統計資訊,美國,可可夜總會,2017-11-24,台灣華特迪士尼股份有限公司,"BUENA VISTA INTERNATIONAL,INC.",3,194,13350,600838,135232352,2018-05-20,2018,2018-05-14,2018,2017
全國電影票房2018年05140520統計資訊,印度,隱藏的大明星,2017-11-24,車庫娛樂股份有限公司,(模里西斯)ATL MEDIA LTD.,1,24,10800,122958,26810984,2018-05-20,2018,2018-05-14,2018,2017
全國電影票房2018年05140520統計資訊,法國,狂人皮埃落,2017-11-20,傳影互動股份有限公司,STUDIOCANAL S.A.S.,1,33,6395,44,8530,2018-05-20,2018,2018-05-14,2018,2017
全國電影票房2018年05140520統計資訊,日本,積存時間的生活,2017-11-10,海鵬影業有限公司,"BITTASTE,INC.",1,92,18415,8801,1885719,2018-05-20,2018,2018-05-14,2018,2017
全國電影票房2018年05140520統計資訊,美國,越戰獵鹿人,2017-11-06,傳影互動股份有限公司,(英國)STUDIOCANAL LTD,1,25,4870,43,8405,2018-05-20,2018,2018-05-14,2018,2017
全國電影票房2018年05140520統計資訊,法國,輕蔑,2017-10-23,傳影互動股份有限公司,STUDIOCANAL S.A.S.,1,29,5670,156,32185,2018-05-20,2018,2018-05-14,2018,2017
全國電影票房2018年05140520統計資訊,法國,斷了氣,2017-10-23,傳影互動股份有限公司,STUDIOCANAL S.A.S.,1,28,5490,232,47830,2018-05-20,2018,2018-05-14,2018,2017
全國電影票房2018年05140520統計資訊,南韓,REAL,2017-08-04,車庫娛樂股份有限公司,(匈牙利)GEM ENTERTAINMENT KFT.,1,31,6820,23221,5130878,2018-05-20,2018,2018-05-14,2018,2017
全國電影票房2018年05140520統計資訊,中華民國,台北物語,2017-05-19,丰采公關行銷有限公司,丰采公關行銷有限公司,1,210,46200,16094,3953520,2018-05-20,2018,2018-05-14,2018,2017
全國電影票房2018年05140520統計資訊,德國,尋找快樂的15種方法,2015-06-26,香港商甲上娛樂有限公司台灣分公司,HECTOR GLUECK GMBH,1,9,1260,10,1360,2018-05-20,2018,2018-05-14,2018,2015
全國電影票房2018年05140520統計資訊,美國,三分男孩,2014-04-11,香港商甲上娛樂有限公司台灣分公司,"WWB SP,LLC BY SIERRA /AFFINITY LLC",1,2,250,2,250,2018-05-20,2018,2018-05-14,2018,2014
全國電影票房2018年05140520統計資訊,美國,玩具總動員3,2010-06-16,台灣華特迪士尼股份有限公司,"BUENA VISTA INTERNATIONAL,INC.",1,70,17500,652,161790,2018-05-20,2018,2018-05-14,2018,2010
全國電影票房2018年05140520統計資訊,美國,玩具總動員,2010-06-16,台灣華特迪士尼股份有限公司,"BUENA VISTA INTERNATIONAL,INC.",1,39,9750,361,87780,2018-05-20,2018,2018-05-14,2018,2010
全國電影票房2018年05140520統計資訊,美國,玩具總動員2,2010-04-23,台灣華特迪士尼股份有限公司,"BUENA VISTA INTERNATIONAL,INC.",1,51,12310,383,94160,2018-05-20,2018,2018-05-14,2018,2010
全國電影票房2018年05210527統計資訊,美國,姐就是美！,2018-05-21,華聯國際影音股份有限公司,"VOLTAGE PICTURES, LLC",36,12094,2845439,12337,2898899,2018-05-27,2018,2018-05-21,2018,2018
全國電影票房2018年05210527統計資訊,法國,享宴Hold不住,2018-05-18,海鵬影業有限公司,GAUMONT S.A.,9,2216,464355,4062,849945,2018-05-27,2018,2018-05-21,2018,2018
全國電影票房2018年05210527統計資訊,日本,楢山節考：4K修復版,2018-05-18,台北双喜電影發行股份有限公司,"TOEI ANIMATION CO., LTD.",7,1649,348670,2756,580250,2018-05-27,2018,2018-05-21,2018,2018
全國電影票房2018年05210527統計資訊,南韓,換季男友,2018-05-18,東昊影業有限公司,"FINECUT.CO,LTD",5,988,225741,1924,439954,2018-05-27,2018,2018-05-21,2018,2018
全國電影票房2018年05210527統計資訊,南韓,最後的禮物,2018-05-18,車庫娛樂股份有限公司,M-LINE DISTRIBUTION,8,893,191334,1779,389081,2018-05-27,2018,2018-05-21,2018,2018
全國電影票房2018年05210527統計資訊,美國,派對撩妹守則,2018-05-18,英屬蓋曼群島商威望國際娛樂股份有限公司台灣分公司,(英國) HAYWAY FILMS LIMITED,10,755,166907,1589,355218,2018-05-27,2018,2018-05-21,2018,2018
全國電影票房2018年05210527統計資訊,南韓,消失的女人,2018-05-18,華聯國際影音股份有限公司,M-LINE DISTRIBUTION,4,287,62825,541,118750,2018-05-27,2018,2018-05-21,2018,2018
全國電影票房2018年05210527統計資訊,南韓,記得愛過你,2018-05-18,華聯國際影音股份有限公司,CJ E&M CORPORATION,4,166,35245,346,74300,2018-05-27,2018,2018-05-21,2018,2018
全國電影票房2018年05210527統計資訊,南韓,絕代戀歌,2018-05-18,華聯國際影音股份有限公司,CJ E&M CORPORATION,4,122,24365,266,54110,2018-05-27,2018,2018-05-21,2018,2018
全國電影票房2018年05210527統計資訊,巴西,噩靈再臨,2018-05-18,暗光鳥有限公司,(英國)JINGA FILMS LTD,2,21,4430,71,15275,2018-05-27,2018,2018-05-21,2018,2018
全國電影票房2018年05210527統計資訊,美國,長恨割,2018-05-18,暗光鳥有限公司,(馬爾他) DEVILWORKS LIMITED,2,4,830,37,7945,2018-05-27,2018,2018-05-21,2018,2018
全國電影票房2018年05210527統計資訊,美國,死侍2,2018-05-15,美商廿世紀福斯影片股份有限公司台灣分公司,TWENTIETH CENTURY FOX INTERNATIONAL CORPORATION.,92,316095,73924211,1002860,235922160,2018-05-27,2018,2018-05-21,2018,2018
全國電影票房2018年05210527統計資訊,美國,真心話大冒險,2018-05-11,美商美國環球影片股份有限公司台灣分公司,UNIVERSAL INTERNATIONAL FILMS LLC,84,43950,10093901,178461,40712346,2018-05-27,2018,2018-05-21,2018,2018
全國電影票房2018年05210527統計資訊,美國,厭世媽咪日記,2018-05-11,傳影互動股份有限公司,(匈牙利)FREEWAY ENTERTAINMENT KFT.,26,3905,907314,20023,4745170,2018-05-27,2018,2018-05-21,2018,2018
全國電影票房2018年05210527統計資訊,日本,今夜，在浪漫劇場與妳相遇,2018-05-11,采昌國際多媒體股份有限公司,"PONY CANYON,INC.",38,2461,558510,15986,3667761,2018-05-27,2018,2018-05-21,2018,2018
全國電影票房2018年05210527統計資訊,中華民國,市長夫人的秘密,2018-05-11,威視股份有限公司,中國信託創業投資股份有限公司##十全媒體娛樂行銷股份有限公司##天予電影有限公司##愛情大師電影股份有限公司,54,2474,557887,19917,4480250,2018-05-27,2018,2018-05-21,2018,2018
全國電影票房2018年05210527統計資訊,美國,夢想心樂章,2018-05-11,英屬蓋曼群島商威望國際娛樂股份有限公司台灣分公司,"MISSION PICTURES INTERNATIONAL, LLC",22,1789,406615,8396,1912036,2018-05-27,2018,2018-05-21,2018,2018
全國電影票房2018年05210527統計資訊,日本,跨越8年的新娘,2018-05-11,向洋影業有限公司,"SHOCHIKU CO.,LTD",18,913,197620,5748,1283409,2018-05-27,2018,2018-05-21,2018,2018
全國電影票房2018年05210527統計資訊,法國,家戰,2018-05-11,亮點國際影業有限公司,CELLULOID DREAMS SAS,8,565,123975,2629,569100,2018-05-27,2018,2018-05-21,2018,2018
全國電影票房2018年05210527統計資訊,南韓,原罪犯,2018-05-11,車庫娛樂股份有限公司,(香港)INFINITY ENTERTAINMENT LTD.,6,435,98175,1994,447806,2018-05-27,2018,2018-05-21,2018,2018
全國電影票房2018年05210527統計資訊,瑞士,尋愛偵探阿洛伊斯,2018-05-11,前景娛樂有限公司,HUGOFILM PRODUCTIONS,8,363,79645,1404,304735,2018-05-27,2018,2018-05-21,2018,2018
全國電影票房2018年05210527統計資訊,中華民國,愛情線索2：奇妙關係,2018-05-11,台灣牛角電影有限公司,台灣牛角電影有限公司,1,349,73290,397,85290,2018-05-27,2018,2018-05-21,2018,2018
全國電影票房2018年05210527統計資訊,法國,黑腥企業,2018-05-11,天馬行空數位有限公司,INDIE SALES COMPANY,5,151,32555,1158,248490,2018-05-27,2018,2018-05-21,2018,2018
全國電影票房2018年05210527統計資訊,俄羅斯,怒戰天下,2018-05-11,車庫娛樂股份有限公司,CENTRAL PARTNERSHIP SALES HOUSE LLC,3,80,19095,641,146375,2018-05-27,2018,2018-05-21,2018,2018
全國電影票房2018年05210527統計資訊,南韓,風流大丈夫,2018-05-11,車庫娛樂股份有限公司,CONTENTS PANDA,5,81,17910,1057,240390,2018-05-27,2018,2018-05-21,2018,2018
全國電影票房2018年05210527統計資訊,美國,親愛的初戀,2018-05-04,美商廿世紀福斯影片股份有限公司台灣分公司,TWENTIETH CENTURY FOX INTERNATIONAL CORPORATION.,41,3575,839171,54261,12588359,2018-05-27,2018,2018-05-21,2018,2018
全國電影票房2018年05210527統計資訊,日本,文豪STRAYDOGS劇場版［DEADAPPLE］,2018-05-04,曼迪傳播有限公司,KADOKAWA CORPORATION,7,1067,264467,10645,2594677,2018-05-27,2018,2018-05-21,2018,2018
全國電影票房2018年05210527統計資訊,德國,視界戰,2018-05-04,海樂影業股份有限公司,(匈牙利)GEM ENTERTAINMENT KFT.,29,981,225310,31763,7314455,2018-05-27,2018,2018-05-21,2018,2018
全國電影票房2018年05210527統計資訊,南韓,電影版機器戰士TOBOT～機器人軍團的襲擊～,2018-05-04,鴻基國際視訊股份有限公司,CJ E&M,17,882,197126,7252,1677840,2018-05-27,2018,2018-05-21,2018,2018
全國電影票房2018年05210527統計資訊,英國,地球：奇蹟的一天,2018-05-04,香港商甲上娛樂有限公司台灣分公司,BBC WORLDWIDE LIMITED,9,839,193500,8532,1944619,2018-05-27,2018,2018-05-21,2018,2018
全國電影票房2018年05210527統計資訊,法國,翻轉教室,2018-05-04,安可電影股份有限公司,BAC FILMS DISTRIBUTION S.A.S,2,399,92340,1639,352402,2018-05-27,2018,2018-05-21,2018,2018
全國電影票房2018年05210527統計資訊,美國,刺殺終點戰,2018-05-04,采昌國際多媒體股份有限公司,(匈牙利)ATRIUM PRODUCTIONS KFT.,11,117,27405,15716,3675432,2018-05-27,2018,2018-05-21,2018,2018
全國電影票房2018年05210527統計資訊,香港,低壓槽,2018-05-04,華映娛樂股份有限公司,(香港)天下一電影製作有限公司##(大陸)上海博納文化傳媒有限公司##(大陸)耳東影業（北京）有限公司##(大陸)北京壹尺文化傳媒有限公司##(大陸)喀什嘉映文化傳媒有限公司##(香港)燃燒映畫##(大陸)廣州鋮澤投資管理有限公司## (香港)聯聯看娛樂文化有限公司##(香港)品今天下影視有限公司##(香港)星火製作有限公司,11,91,20070,14802,3276682,2018-05-27,2018,2018-05-21,2018,2018
全國電影票房2018年05210527統計資訊,日本,愛上謊言的女人,2018-05-04,車庫娛樂股份有限公司,"TOHO CO., LTD.",3,71,15760,3039,693673,2018-05-27,2018,2018-05-21,2018,2018
全國電影票房2018年05210527統計資訊,南韓,我是一隻貓,2018-05-04,車庫娛樂股份有限公司,LITTLEBIG PICTURES,2,50,11140,277,62410,2018-05-27,2018,2018-05-21,2018,2018
全國電影票房2018年05210527統計資訊,南韓,成為母親之後,2018-05-04,原創娛樂股份有限公司,"FINECUT CO., LTD.",1,5,1040,389,83810,2018-05-27,2018,2018-05-21,2018,2018
全國電影票房2018年05210527統計資訊,美國,末世異種,2018-05-04,牽猴子整合行銷股份有限公司,VOLTAGE PICTURES,1,3,730,4434,1007383,2018-05-27,2018,2018-05-21,2018,2018
全國電影票房2018年05210527統計資訊,日本,羊之木,2018-04-27,天馬行空數位有限公司,"ASMIK ACE, INC.",5,346,76130,12267,2747060,2018-05-27,2018,2018-05-21,2018,2018
全國電影票房2018年05210527統計資訊,英國,史達林死了沒？,2018-04-27,捷傑有限公司,（法國）GAUMONT S.A.,2,152,33475,3816,865366,2018-05-27,2018,2018-05-21,2018,2018
全國電影票房2018年05210527統計資訊,英國,北韓搖滾解放日,2018-04-27,翻面映畫有限公司,DOGWOOF LTD,1,49,11005,2125,472512,2018-05-27,2018,2018-05-21,2018,2018
全國電影票房2018年05210527統計資訊,美國,復仇者聯盟：無限之戰,2018-04-25,台灣華特迪士尼股份有限公司,"BUENA VISTA INTERNATIONAL, INC.",88,70834,16954061,2518080,624731256,2018-05-27,2018,2018-05-21,2018,2018
全國電影票房2018年05210527統計資訊,南韓,鬼病院：靈異直播,2018-04-20,車庫娛樂股份有限公司,SHOWBOX CORP.,26,2041,465870,107984,24611727,2018-05-27,2018,2018-05-21,2018,2018
全國電影票房2018年05210527統計資訊,美國,圍雞總動員,2018-04-20,美商美國環球影片股份有限公司台灣分公司,UNIVERSAL INTERNATIONAL FILMS LLC,9,203,48920,88440,20223673,2018-05-27,2018,2018-05-21,2018,2018
全國電影票房2018年05210527統計資訊,法國,獨帆之聲,2018-04-20,采昌國際多媒體股份有限公司,STUDIOCANAL,1,170,40800,7562,1715999,2018-05-27,2018,2018-05-21,2018,2018
全國電影票房2018年05210527統計資訊,義大利,人生無限露營車,2018-04-20,傳影互動股份有限公司,(法國)BAC FILMS DISTRIBUTION,1,53,10855,5750,1234117,2018-05-27,2018,2018-05-21,2018,2018
全國電影票房2018年05210527統計資訊,法國,厄夢娃娃屋,2018-04-20,双喜電影發行股份有限公司,KINOLOGY,1,5,1120,12302,2854876,2018-05-27,2018,2018-05-21,2018,2018
全國電影票房2018年05210527統計資訊,中華民國,盛情款待,2018-04-13,天大影業股份有限公司,天大影業股份有限公司  ##(日本)株式会社松竹撮影所,2,77,16440,11650,2489049,2018-05-27,2018,2018-05-21,2018,2018
全國電影票房2018年05210527統計資訊,美國,毀滅大作戰,2018-04-12,美商華納兄弟（遠東）股份有限公司台灣分公司,WARNER BROS. PICTURES INTERNATIONAL.,47,4029,942997,575947,135336547,2018-05-27,2018,2018-05-21,2018,2018
全國電影票房2018年05210527統計資訊,法國,終極殺陣5,2018-04-12,海樂影業股份有限公司,T5 PRODUCTION,2,41,9690,113363,25617200,2018-05-27,2018,2018-05-21,2018,2018
全國電影票房2018年05210527統計資訊,美國,比得兔,2018-04-04,博偉電影股份有限公司,SONY PICTURES RELEASING INTERNATIONAL CORPORATION.,7,225,45680,118646,27006948,2018-05-27,2018,2018-05-21,2018,2018
全國電影票房2018年05210527統計資訊,美國,噤界,2018-04-04,美商美國派拉蒙影片股份有限公司台灣分公司,PARAMOUNT PICTURES CORPORATION,4,66,15590,309815,71969949,2018-05-27,2018,2018-05-21,2018,2018
全國電影票房2018年05210527統計資訊,南韓,雨妳再次相遇,2018-04-04,車庫娛樂股份有限公司,LOTTE ENTERTAINMENT,1,33,6925,80183,18505155,2018-05-27,2018,2018-05-21,2018,2018
全國電影票房2018年05210527統計資訊,法國,最酷的旅伴,2018-04-03,海鵬影業有限公司,(匈牙利)FREEWAY ENTERTAINMENT KFT.,2,112,23515,13841,2970475,2018-05-27,2018,2018-05-21,2018,2018
全國電影票房2018年05210527統計資訊,美國,老闆好壞,2018-03-30,英屬蓋曼群島商威望國際娛樂股份有限公司台灣分公司,"STX PRODUCTIONS,LLC",4,439,33660,14603,3189718,2018-05-27,2018,2018-05-21,2018,2018
全國電影票房2018年05210527統計資訊,美國,一級玩家,2018-03-29,美商華納兄弟（遠東）股份有限公司台灣分公司,WARNER BROS. PICTURES INTERNATIONAL.,30,3713,922635,1395070,359088396,2018-05-27,2018,2018-05-21,2018,2018
全國電影票房2018年05210527統計資訊,美國,溫蒂的幸福劇本,2018-03-23,威視股份有限公司,(英國)EMBANKMENT FILMS LIMITED.,2,128,11670,6316,1411397,2018-05-27,2018,2018-05-21,2018,2018
全國電影票房2018年05210527統計資訊,美國,香米小情歌,2018-03-23,采昌國際多媒體股份有限公司,(匈牙利)FREEWAY ENTERTAINMENT KFT.,1,42,6300,847,167660,2018-05-27,2018,2018-05-21,2018,2018
全國電影票房2018年05210527統計資訊,美國,極盜戰,2018-03-16,英屬蓋曼群島商威望國際娛樂股份有限公司台灣分公司,"STX Productions, LLC",8,750,83495,102121,22960789,2018-05-27,2018,2018-05-21,2018,2018
全國電影票房2018年05210527統計資訊,英國,記憶中的擁抱,2018-03-16,英屬蓋曼群島商威望國際娛樂股份有限公司台灣分公司,(德國)STUDIOCANAL TV GMBH,1,32,4800,5416,1199449,2018-05-27,2018,2018-05-21,2018,2018
全國電影票房2018年05210527統計資訊,西班牙,英勇勳章,2018-03-09,峻龍國際有限公司,"(美國)MULTIVISIONNAIRE, INC.",2,143,20390,2700,544350,2018-05-27,2018,2018-05-21,2018,2018
全國電影票房2018年05210527統計資訊,南韓,宅配男逃亡曲,2018-03-09,車庫娛樂股份有限公司,CJ E&M CORPORATION,1,40,5200,1949,417473,2018-05-27,2018,2018-05-21,2018,2018
全國電影票房2018年05210527統計資訊,日本,先生！我可以喜歡你嗎,2018-03-09,威視股份有限公司,"TOKYO BROADCASTING SYSTEM TELEVISION, INC.",1,40,3420,10787,2511330,2018-05-27,2018,2018-05-21,2018,2018
全國電影票房2018年05210527統計資訊,美國,玩命颶風,2018-03-08,香港商甲上娛樂有限公司台灣分公司,FORESIGHT UNLIMITED,5,489,33630,142122,31858347,2018-05-27,2018,2018-05-21,2018,2018
全國電影票房2018年05210527統計資訊,日本,鎌倉物語,2018-03-02,中影股份有限公司,NIPPON TELEVISION NETWORK CORPORATION,2,173,36455,44396,9859185,2018-05-27,2018,2018-05-21,2018,2018
全國電影票房2018年05210527統計資訊,美國,對頭冤家,2018-03-02,采昌國際多媒體股份有限公司,(英國)FILM & TV HOUSE LIMITED,2,97,13470,3464,577826,2018-05-27,2018,2018-05-21,2018,2018
全國電影票房2018年05210527統計資訊,香港,閨蜜2,2018-03-02,華映娛樂股份有限公司,(大陸)福建恒業影業有限公司##(大陸)福建真恒業文化傳播有限公司##(香港)香港恒業影業有限公司##(香港)無限動力實業有限公司##(香港)中國數碼娛樂有限公司##(大陸)完美星空傳媒有限公司##(大陸)深圳市視界浪潮傳媒有限公司## (大陸)中影新銳（北京）影業有限公司##(大陸)重慶電影集團有限公司##(大陸)北京新片場傳媒股份有限公司 ##(大陸)揚州廣播電視總台,3,64,5630,123561,28087264,2018-05-27,2018,2018-05-21,2018,2018
全國電影票房2018年05210527統計資訊,美國,淑女鳥,2018-02-28,美商美國環球影片股份有限公司台灣分公司,UNIVERSAL INTERNATIONAL FILMS LLC,5,344,26470,34332,7885540,2018-05-27,2018,2018-05-21,2018,2018
全國電影票房2018年05210527統計資訊,美國,遊戲夜殺必死,2018-02-27,美商華納兄弟（遠東）股份有限公司台灣分公司,WARNER BROS. PICTURES INTERNATIONAL.,7,1302,110535,89358,20158920,2018-05-27,2018,2018-05-21,2018,2018
全國電影票房2018年05210527統計資訊,美國,郵報:密戰,2018-02-23,美商美國環球影片股份有限公司台灣分公司,UNIVERSAL INTERNATIONAL FILMS LLC,10,1796,143200,110689,25334721,2018-05-27,2018,2018-05-21,2018,2018
全國電影票房2018年05210527統計資訊,南韓,那才是我的世界,2018-02-23,車庫娛樂股份有限公司,CJ E&M CORPORATION,1,37,5550,6848,1526264,2018-05-27,2018,2018-05-21,2018,2018
全國電影票房2018年05210527統計資訊,美國,萌牛費迪南,2018-02-15,美商廿世紀福斯影片股份有限公司台灣分公司,TWENTIETH CENTURY FOX INTERNATIONAL CORPORATION.,4,416,23600,127453,28500713,2018-05-27,2018,2018-05-21,2018,2018
全國電影票房2018年05210527統計資訊,香港,西遊記女兒國,2018-02-15,海樂影業股份有限公司,(香港)星皓影業(香港)有限公司##(大陸)星皓影業有限公司,1,27,2700,58955,13007621,2018-05-27,2018,2018-05-21,2018,2018
全國電影票房2018年05210527統計資訊,中華民國,角頭2：王者再起,2018-02-14,理大國際多媒體股份有限公司,理大國際多媒體股份有限公司##柏合麗國際影業股份有限公司##能海電能科技股份有限公司##路得寶交通股份有限公司##鑫盛傳媒製作股份有限公司##鐵人文創娛樂有限公司##昇華娛樂傳播股份有限公司##捷泰精密工業股份有限公司##華人電通文化傳媒有限公司,15,3026,264605,558704,127430942,2018-05-27,2018,2018-05-21,2018,2018
全國電影票房2018年05210527統計資訊,美國,黑豹,2018-02-13,台灣華特迪士尼股份有限公司,"BUENA VISTA INTERNATIONAL, INC.",10,3681,246410,1564688,372179727,2018-05-27,2018,2018-05-21,2018,2018
全國電影票房2018年05210527統計資訊,中華民國,花甲大人轉男孩,2018-02-09,威視股份有限公司,氧氣電影有限公司##藝碩文創股份有限公司##中環國際娛樂事業股份有限公司##樂到家國際娛樂股份有限公司##華映娛樂股份有限公司##秀泰國際娛樂有限公司##國賓影城股份有限公司##新光影城股份有限公司,8,1456,109535,457016,102055417,2018-05-27,2018,2018-05-21,2018,2018
全國電影票房2018年05210527統計資訊,美國,格雷的五十道陰影：自由,2018-02-09,美商美國環球影片股份有限公司台灣分公司,UNIVERSAL INTERNATIONAL FILMS LLC,10,1200,99695,293202,69485889,2018-05-27,2018,2018-05-21,2018,2018
全國電影票房2018年05210527統計資訊,美國,意外,2018-02-09,美商廿世紀福斯影片股份有限公司台灣分公司,TWENTIETH CENTURY FOX INTERNATIONAL CORPORATION.,7,850,57340,59860,13052337,2018-05-27,2018,2018-05-21,2018,2018
全國電影票房2018年05210527統計資訊,美國,水底情深,2018-02-02,美商廿世紀福斯影片股份有限公司台灣分公司,TWENTIETH CENTURY FOX INTERNATIONAL CORPORATION.,9,719,67740,121774,28125894,2018-05-27,2018,2018-05-21,2018,2018
全國電影票房2018年05210527統計資訊,日本,電影版巧虎的彩虹綠洲,2018-02-02,全民大劇團股份有限公司,倍樂生株式會社,11,189,45519,43162,10242384,2018-05-27,2018,2018-05-21,2018,2018
全國電影票房2018年05210527統計資訊,美國,金錢世界,2018-02-02,英屬蓋曼群島商威望國際娛樂股份有限公司台灣分公司,"STX PRODUCTIONS, LLC",1,55,7700,46030,9922933,2018-05-27,2018,2018-05-21,2018,2018
全國電影票房2018年05210527統計資訊,美國,溫徹斯特鬼屋,2018-02-02,香港商甲上娛樂有限公司台灣分公司,ECLIPSE PICTURES INC.,1,28,2800,113979,26586181,2018-05-27,2018,2018-05-21,2018,2018
全國電影票房2018年05210527統計資訊,美國,移動迷宮：死亡解藥,2018-01-19,美商廿世紀福斯影片股份有限公司台灣分公司,TWENTIETH CENTURY FOX INTERNATIONAL CORPORATION.,2,52,4190,766470,173292007,2018-05-27,2018,2018-05-21,2018,2018
全國電影票房2018年05210527統計資訊,英國,君臣人子小命嗚呼（英國國家劇院現場）,2018-01-10,威秀影城股份有限公司,THE ROYAL NATIONAL THEATRE,4,17,11040,588,380520,2018-05-27,2018,2018-05-21,2018,2018
全國電影票房2018年05210527統計資訊,美國,陰兒房第4章：鎖命亡靈,2018-01-05,博偉電影股份有限公司,(美國)SONY PICTURES RELEASING INTERNATIONAL CORPORATION.,1,96,14120,141405,31434991,2018-05-27,2018,2018-05-21,2018,2018
全國電影票房2018年05210527統計資訊,美國,野蠻遊戲：瘋狂叢林,2017-12-27,博偉電影股份有限公司,SONY PICTURES RELEASING INTERNATIONAL CORPORATION.,1,20,1660,872131,202678565,2018-05-27,2018,2018-05-21,2018,2017
全國電影票房2018年05210527統計資訊,美國,大娛樂家,2017-12-20,美商廿世紀福斯影片股份有限公司台灣分公司,(美國)TWENTIETH CENTURY FOX INTERNATIONAL CORPORATION.,2,270,13500,395028,91804012,2018-05-27,2018,2018-05-21,2018,2017
全國電影票房2018年05210527統計資訊,日本,積存時間的生活,2017-11-10,海鵬影業有限公司,"BITTASTE,INC.",1,60,11770,8861,1897489,2018-05-27,2018,2018-05-21,2018,2017
全國電影票房2018年05210527統計資訊,南韓,REAL,2017-08-04,車庫娛樂股份有限公司,(匈牙利)GEM ENTERTAINMENT KFT.,1,0,0,23221,5130878,2018-05-27,2018,2018-05-21,2018,2017
全國電影票房2018年05210527統計資訊,美國,鋼鐵英雄,2016-11-25,香港商甲上娛樂有限公司台灣分公司,"IM GLOBAL, LLC",1,14,1990,507749,115711416,2018-05-27,2018,2018-05-21,2018,2016
全國電影票房2018年05210527統計資訊,美國,極地奇蹟-帶小北極熊回家,2016-01-22,香港商甲上娛樂有限公司台灣分公司,POLAR ENTERTAINMENT INC,1,3,480,10,1480,2018-05-27,2018,2018-05-21,2018,2016
全國電影票房2018年05210527統計資訊,中華民國,5月天諾亞方舟,2013-09-18,相信音樂國際股份有限公司,相信音樂國際股份有限公司,1,270,67500,823,218250,2018-05-27,2018,2018-05-21,2018,2013
全國電影票房2018年05210527統計資訊,美國,玩具總動員3,2010-06-16,台灣華特迪士尼股份有限公司,"BUENA VISTA INTERNATIONAL,INC.",1,70,17280,722,179070,2018-05-27,2018,2018-05-21,2018,2010
全國電影票房2018年05210527統計資訊,美國,玩具總動員,2010-06-16,台灣華特迪士尼股份有限公司,"BUENA VISTA INTERNATIONAL,INC.",1,26,6500,387,94280,2018-05-27,2018,2018-05-21,2018,2010
全國電影票房2018年05210527統計資訊,美國,玩具總動員2,2010-04-23,台灣華特迪士尼股份有限公司,"BUENA VISTA INTERNATIONAL,INC.",1,31,7650,414,101810,2018-05-27,2018,2018-05-21,2018,2010
全國電影票房2018年05280603統計資訊,美國,高壓行動,2018-05-25,華映娛樂股份有限公司,MOJO CREATIVE LTD.,64,17764,3988711,38729,8701627,2018-06-03,2018,2018-05-28,2018,2018
