name,國別地區,中文片名,上映日期,申請人,出品,上映院數,銷售票數,銷售金額,累計銷售票數,累計銷售金額,end_date,year,start_date,end_year,screen_year
全國電影票房2017年10021008統計資訊,中國大陸,我在故宮修文物,2017-10-02,岸上影像有限公司,杭州潛影文化創意有限公司##故宮博物院##天津貓眼文化傳媒有限公司##上海幻電信息科技有限公司##微鯨科技有限公司##廣州弘光電影投資合夥企業##前景娛樂公司,9,570,129103,616,136143,2017-10-08,2017,2017-10-02,2017,2017
全國電影票房2017年10021008統計資訊,中華民國,乒乓,2017-10-02,財團法人公共電視文化事業基金會,財團法人公共電視文化事業基金會,1,295,58250,382,75340,2017-10-08,2017,2017-10-02,2017,2017
全國電影票房2017年10021008統計資訊,中華民國,林投記,2017-10-02,財團法人公共電視文化事業基金會,財團法人公共電視文化事業基金會,1,275,54130,354,69440,2017-10-08,2017,2017-10-02,2017,2017
全國電影票房2017年10021008統計資訊,香港,追龍,2017-09-29,華映娛樂股份有限公司,(香港)星王朝有限公司##(香港)夢造者娛樂有限公司##(香港)太陽娛樂文化有限公司##(香港)銀都機構有限公司##(香港)紅地毯文化產業投資基金##(大陸)博納影業集團股份有限公司##(大陸)北京源石影視文化有限公司,67,86861,19872900,136853,31110909,2017-10-08,2017,2017-10-02,2017,2017
全國電影票房2017年10021008統計資訊,中華民國,老師你會不會回來,2017-09-29,星泰國際娛樂股份有限公司,(中華民國)滿滿額娛樂有限公司##(中華民國)風尚國際文化傳媒股份有限公司##(中華民國)百聿數碼創意股份有限公司##(中華民國)香港商福斯傳媒有限公司台灣分公司##(中華民國)神州娛樂股份有限公司##(中華民國)鳳凰藝能股份有限公司##(新加坡)MM2 ENTERTAINMENT PTE  LTD(新加坡)MM2 ENTERTAINMENT PTE  LTD##(大陸)米銳克傳媒##(大陸)上海明時文化傳播有限公司,78,52922,11852483,100844,22419756,2017-10-08,2017,2017-10-02,2017,2017
全國電影票房2017年10021008統計資訊,美國,極地追擊,2017-09-29,海樂影業股份有限公司,"VOLTAGE PICTURES,LLC.",58,26034,5918703,45571,10319396,2017-10-08,2017,2017-10-02,2017,2017
全國電影票房2017年10021008統計資訊,美國,母親！,2017-09-29,美商美國派拉蒙影片股份有限公司台灣分公司,PARAMOUNT PICTURES CORPORATION,81,16119,3718395,31218,7180965,2017-10-08,2017,2017-10-02,2017,2017
全國電影票房2017年10021008統計資訊,美國,穆荷蘭大道,2017-09-29,東昊影業有限公司,(法國)STUDIOCANAL S.A.S,10,3101,659445,4993,1060110,2017-10-08,2017,2017-10-02,2017,2017
全國電影票房2017年10021008統計資訊,日本,春宵苦短，少女前進吧！,2017-09-29,向洋影業有限公司,FUJI CREATIVE CORP.,5,1253,315275,1915,483714,2017-10-08,2017,2017-10-02,2017,2017
全國電影票房2017年10021008統計資訊,美國,密弒逃脫,2017-09-29,暗光鳥有限公司,"VOLTAGE PICTURES,LLC.",10,1028,225463,2069,453398,2017-10-08,2017,2017-10-02,2017,2017
全國電影票房2017年10021008統計資訊,法國,絕代天后黛莉達,2017-09-29,捷傑有限公司,PATHE DISTRIBUTION S.A.S.,8,581,120641,997,207722,2017-10-08,2017,2017-10-02,2017,2017
全國電影票房2017年10021008統計資訊,日本,亂,2017-09-29,傳影互動股份有限公司,(英國)STUDIOCANAL LTD.,3,471,106245,761,174730,2017-10-08,2017,2017-10-02,2017,2017
全國電影票房2017年10021008統計資訊,日本,宣告黎明的露之歌,2017-09-29,向洋影業有限公司,FUJI CREATIVE CORP.,5,436,105463,670,161492,2017-10-08,2017,2017-10-02,2017,2017
全國電影票房2017年10021008統計資訊,日本,我在快打求旋風,2017-09-29,視納華仁文化傳播股份有限公司,(中華民國)視納華仁文化傳播股份有限公司##(日本)TOKYO VIDEO CENTER,3,309,69960,502,114175,2017-10-08,2017,2017-10-02,2017,2017
全國電影票房2017年10021008統計資訊,英國,販賣愛情,2017-09-29,三起影視社,THE WORKS INTERNATIONAL SALES LIMITED,7,297,61355,609,126255,2017-10-08,2017,2017-10-02,2017,2017
全國電影票房2017年10021008統計資訊,德國,心之物語,2017-09-29,原創娛樂股份有限公司,PICTURE TREE INTERNATIONAL GMBH,4,283,57750,458,92920,2017-10-08,2017,2017-10-02,2017,2017
全國電影票房2017年10021008統計資訊,美國,雙峰：與火同行,2017-09-29,車庫娛樂股份有限公司,(法國)MK2 FILMS,4,182,42170,268,60745,2017-10-08,2017,2017-10-02,2017,2017
全國電影票房2017年10021008統計資訊,美國,驚狂,2017-09-29,車庫娛樂股份有限公司,(法國)MK2 FILMS,4,174,39700,248,56030,2017-10-08,2017,2017-10-02,2017,2017
全國電影票房2017年10021008統計資訊,美國,橡皮頭,2017-09-29,車庫娛樂股份有限公司,(法國)MK2 FILMS,4,139,31925,216,49715,2017-10-08,2017,2017-10-02,2017,2017
全國電影票房2017年10021008統計資訊,土耳其,煉獄迷宮,2017-09-29,暗光鳥有限公司,(英國)MO FILM PRODUKSIYON LTD,3,81,18500,181,40700,2017-10-08,2017,2017-10-02,2017,2017
全國電影票房2017年10021008統計資訊,南韓,V・I・P・,2017-09-28,車庫娛樂股份有限公司,"FINECUT CO.,LTD.",11,727,167512,5363,1209593,2017-10-08,2017,2017-10-02,2017,2017
全國電影票房2017年10021008統計資訊,美國,刑弒厲,2017-09-22,威視股份有限公司,IF ENTERTAINMENT LLC,39,3866,902338,29727,6785075,2017-10-08,2017,2017-10-02,2017,2017
全國電影票房2017年10021008統計資訊,美國,鬥陣俱樂部,2017-09-22,聯影企業股份有限公司,(英國)PARK CIRCUS LIMITED,7,1228,276304,5003,1120532,2017-10-08,2017,2017-10-02,2017,2017
全國電影票房2017年10021008統計資訊,中華民國,自畫像,2017-09-22,海鵬影業有限公司,紅色製作有限公司##相信音樂國際股份有限公司##海鵬影業有限公司,9,1105,247105,6466,1437070,2017-10-08,2017,2017-10-02,2017,2017
全國電影票房2017年10021008統計資訊,新加坡,親愛的大笨象,2017-09-22,前景娛樂有限公司,(法國)CERCAMON MFZE,6,345,67315,1398,285325,2017-10-08,2017,2017-10-02,2017,2017
全國電影票房2017年10021008統計資訊,日本,白晝的流星,2017-09-22,香港商甲上娛樂有限公司台灣分公司,PONY CANYON INC.,9,254,57148,3075,696649,2017-10-08,2017,2017-10-02,2017,2017
全國電影票房2017年10021008統計資訊,德國,凱特布蘭琪：宣言13,2017-09-22,車庫娛樂股份有限公司,THE MATCH FACTORY GMBH,4,232,53500,1436,316815,2017-10-08,2017,2017-10-02,2017,2017
全國電影票房2017年10021008統計資訊,日本,愛過了,2017-09-22,天馬行空數位有限公司,(法國)LE PACTE,3,162,37840,986,220770,2017-10-08,2017,2017-10-02,2017,2017
全國電影票房2017年10021008統計資訊,美國,不願面對的真相2,2017-09-22,美商美國派拉蒙影片股份有限公司台灣分公司,PARAMOUNT PICTURES CORPORATION,17,157,36477,2412,533325,2017-10-08,2017,2017-10-02,2017,2017
全國電影票房2017年10021008統計資訊,愛爾蘭,暗夜鬼抓床,2017-09-22,暗光鳥有限公司,(英國)KALEIDOSCOPE FILM DISTRIBUTION LIMITED,1,13,3110,258,58685,2017-10-08,2017,2017-10-02,2017,2017
全國電影票房2017年10021008統計資訊,美國,金牌特務：機密對決(數位IMAX2D版),2017-09-20,美商廿世紀福斯影片股份有限公司台灣分公司,TWENTIETH CENTURY FOX INTERNATIONAL CORPORATION.,89,221804,53129344,1228127,293553266,2017-10-08,2017,2017-10-02,2017,2017
全國電影票房2017年10021008統計資訊,香港,三十ㄦ立,2017-09-18,演異舍有限公司,藝行者有限公司,5,305,70500,6341,1487380,2017-10-08,2017,2017-10-02,2017,2017
全國電影票房2017年10021008統計資訊,日本,煙花,2017-09-15,傳影互動股份有限公司,"TOHO CO.,LTD.",29,3339,787252,56374,13211131,2017-10-08,2017,2017-10-02,2017,2017
全國電影票房2017年10021008統計資訊,美國,閨蜜假期,2017-09-15,美商美國環球影片股份有限公司台灣分公司,UNIVERSAL INTERNATIONAL FILMS LLC,13,815,184070,29017,6689256,2017-10-08,2017,2017-10-02,2017,2017
全國電影票房2017年10021008統計資訊,中華民國,地圖的盡頭,2017-09-15,地頭影業股份有限公司,中華民國多層次傳銷商業同業公會##地頭影業股份有限公司,5,719,168760,69789,15456195,2017-10-08,2017,2017-10-02,2017,2017
全國電影票房2017年10021008統計資訊,中華民國,曼菲,2017-09-15,牽猴子整合行銷股份有限公司,藝碩文創股份有限公司,5,536,119750,5688,1228685,2017-10-08,2017,2017-10-02,2017,2017
全國電影票房2017年10021008統計資訊,美國,愛情齡距離,2017-09-15,采昌國際多媒體股份有限公司,(匈牙利)FREEWAY ENTERTAINMENT KFT.,7,348,79090,14876,3381448,2017-10-08,2017,2017-10-02,2017,2017
全國電影票房2017年10021008統計資訊,美國,倫敦呼叫,2017-09-15,翻面映畫有限公司,LONDON TOWN PLC LTD.,3,51,10810,1613,366315,2017-10-08,2017,2017-10-02,2017,2017
全國電影票房2017年10021008統計資訊,日本,3月的獅子後篇,2017-09-15,天馬行空數位有限公司,TOHO CO. LTD.,3,41,8150,1909,422623,2017-10-08,2017,2017-10-02,2017,2017
全國電影票房2017年10021008統計資訊,南韓,仿聲靈,2017-09-15,車庫娛樂股份有限公司,CONTENTS PANDA,2,19,4795,4603,1032033,2017-10-08,2017,2017-10-02,2017,2017
全國電影票房2017年10021008統計資訊,義大利,少女車神,2017-09-15,佳映娛樂國際股份有限公司,FANDANGO SRL,1,17,4000,1137,271199,2017-10-08,2017,2017-10-02,2017,2017
全國電影票房2017年10021008統計資訊,英國,美國刺客,2017-09-13,英屬維京群島商高捷全球開發有限公司台灣分公司,LIONS GATE INTERNATIONAL(UK) LIMITED,22,1532,369705,78449,18038195,2017-10-08,2017,2017-10-02,2017,2017
全國電影票房2017年10021008統計資訊,南韓,我只是個計程車司機,2017-09-08,車庫娛樂股份有限公司,SHOWBOX CORP.,43,12832,3024878,158636,36394660,2017-10-08,2017,2017-10-02,2017,2017
全國電影票房2017年10021008統計資訊,美國,哈佛沒教的幸福課,2017-09-08,海鵬影業有限公司,"RADIANT FILMS INTERNATIONAL,LLC##CARRIE PILBY PRODUCTIONS,LLC",5,386,90245,10757,2455163,2017-10-08,2017,2017-10-02,2017,2017
全國電影票房2017年10021008統計資訊,日本,青春後空翻,2017-09-08,威視股份有限公司,"TOKYO BROADCASTING SYSTEM TELEVISION,INC.",1,32,7360,5281,1210949,2017-10-08,2017,2017-10-02,2017,2017
全國電影票房2017年10021008統計資訊,日本,失樂園,2017-09-08,可樂藝術文創股份有限公司,KADOKAWA CORPORATION,1,27,5620,1725,361645,2017-10-08,2017,2017-10-02,2017,2017
全國電影票房2017年10021008統計資訊,英國,帶來末日的女孩,2017-09-08,暗光鳥有限公司,ALTITUDE FILM SALES LIMITED,1,23,3470,860,196976,2017-10-08,2017,2017-10-02,2017,2017
全國電影票房2017年10021008統計資訊,日本,3月的獅子前篇,2017-09-08,天馬行空數位有限公司,"TOHO CO.,LTD.",1,21,3220,2327,507885,2017-10-08,2017,2017-10-02,2017,2017
全國電影票房2017年10021008統計資訊,法國,那年夏天的微光,2017-09-08,英屬蓋曼群島商威望國際娛樂股份有限公司台灣分公司,BAC FILMS DISTRIBUTION,1,17,2590,1127,229400,2017-10-08,2017,2017-10-02,2017,2017
全國電影票房2017年10021008統計資訊,美國,牠(數位IMAX2D版),2017-09-07,美商華納兄弟(遠東)股份有限公司台灣分公司,WARNER BROS. PICTURES INTERNATIONAL.,75,21696,5161984,477131,112961340,2017-10-08,2017,2017-10-02,2017,2017
全國電影票房2017年10021008統計資訊,法國,獵殺星期一,2017-09-07,香港商甲上娛樂有限公司台灣分公司,SOCIETE NOUVELLE DE DISTRIBUTION,56,16084,3847317,283647,66057858,2017-10-08,2017,2017-10-02,2017,2017
全國電影票房2017年10021008統計資訊,日本,瑪麗與魔女之花,2017-09-01,車庫娛樂股份有限公司,(英國)ALTITUDE FILM SALES LIMITED,5,414,97475,40972,9419693,2017-10-08,2017,2017-10-02,2017,2017
全國電影票房2017年10021008統計資訊,美國,還有機會說再見,2017-09-01,采昌國際多媒體股份有限公司,(匈牙利)FILM AND TV HOUSE LIMITED,1,110,26400,17936,4106702,2017-10-08,2017,2017-10-02,2017,2017
全國電影票房2017年10021008統計資訊,英國,正念的奇蹟,2017-09-01,安可電影股份有限公司,WESTEND FILMS LTD,1,28,7430,14574,3297208,2017-10-08,2017,2017-10-02,2017,2017
全國電影票房2017年10021008統計資訊,日本,電影哆啦A夢《大雄的南極冰天雪地大冒險》,2017-08-28,鴻基國際視訊股份有限公司,"TOHO CO.,LTD.",1,98,21980,27868,6415879,2017-10-08,2017,2017-10-02,2017,2017
全國電影票房2017年10021008統計資訊,中華民國,紅衣小女孩2,2017-08-25,威視股份有限公司,講故事有限公司##中環國際娛樂事業股份有限公司##大慕影藝國際事業有限公司##華映娛樂股份有限公司##秀泰國際娛樂股份有限公司##國賓影城股份有限公司##樂到家國際娛樂股份有限公司##華研國際音樂股份有限公司##紅衣小女孩股份有限公司,23,2178,508880,460802,105256592,2017-10-08,2017,2017-10-02,2017,2017
全國電影票房2017年10021008統計資訊,美國,美國製造,2017-08-25,美商美國環球影片股份有限公司台灣分公司,UNIVERSAL INTERNATIONAL FILMS LLC,2,116,34610,295355,70075760,2017-10-08,2017,2017-10-02,2017,2017
全國電影票房2017年10021008統計資訊,法國,辣媽好孕到,2017-08-25,亮點國際影業有限公司,GAUMONT S.A.,1,61,9230,1526,319631,2017-10-08,2017,2017-10-02,2017,2017
全國電影票房2017年10021008統計資訊,法國,初戀上女孩,2017-08-25,南強國際影視傳播有限公司,"(美國)FIRST GIRL I LOVED,LLC",1,22,3740,594,129540,2017-10-08,2017,2017-10-02,2017,2017
全國電影票房2017年10021008統計資訊,日本,東京喰種,2017-08-18,采昌國際多媒體股份有限公司,(匈牙利)FREEWAY ENTERTAINMENT KFT.,1,50,3980,17447,4021203,2017-10-08,2017,2017-10-02,2017,2017
全國電影票房2017年10021008統計資訊,南韓,軍艦島,2017-08-18,車庫娛樂股份有限公司,CJ E&M CORPORATION,1,12,2520,298482,68662953,2017-10-08,2017,2017-10-02,2017,2017
全國電影票房2017年10021008統計資訊,美國,殺手保鑣,2017-08-18,英屬蓋曼群島商威望國際娛樂股份有限公司台灣分公司,NU IMAGE INCORPORATED,1,8,2200,391455,90954277,2017-10-08,2017,2017-10-02,2017,2017
全國電影票房2017年10021008統計資訊,香港,俠盜聯盟,2017-08-11,英屬蓋曼群島商威望國際娛樂股份有限公司台灣分公司,(香港)旗艦影業有限公司##(香港)夢造者娛樂有限公司##(大陸)引力影視投資有限公司##(大陸)中國電影股份有限公司##(大陸)上海阿里巴巴影業有限公司##(大陸)寰亞電影發行(北京)有限公司##(大陸)華文映像影視傳媒有限公司##(大陸)捷成世紀文化產業集團有限公司,3,445,39460,92696,20740482,2017-10-08,2017,2017-10-02,2017,2017
全國電影票房2017年10021008統計資訊,美國,表情符號電影,2017-08-11,博偉電影股份有限公司,SONY PICTURES RELEASING INTERNATIONAL CORPORATION.,2,260,21090,47851,10733863,2017-10-08,2017,2017-10-02,2017,2017
全國電影票房2017年10021008統計資訊,匈牙利,舞動心跳,2017-08-11,威視股份有限公司,FREEWAY ENTERTAINMENT KFT.,1,85,7640,15906,3586886,2017-10-08,2017,2017-10-02,2017,2017
全國電影票房2017年10021008統計資訊,西班牙,抓狂酒吧,2017-08-11,東昊影業有限公司,"FILM FACTORY ENTERTAINMENT, S.L.",1,49,4080,7449,1638005,2017-10-08,2017,2017-10-02,2017,2017
全國電影票房2017年10021008統計資訊,中華民國,《徐自強的練習題》,2017-08-11,穀得電影有限公司,斷境音像有限公司,1,24,3640,3978,842065,2017-10-08,2017,2017-10-02,2017,2017
全國電影票房2017年10021008統計資訊,美國,CARS3閃電再起,2017-08-07,台灣華特迪士尼股份有限公司,"BUENA VISTA INTERNATIONAL,INC.",2,258,53000,200194,45509053,2017-10-08,2017,2017-10-02,2017,2017
全國電影票房2017年10021008統計資訊,南韓,REAL,2017-08-04,車庫娛樂股份有限公司,(匈牙利)GEM ENTERTAINMENT KFT.,1,160,37270,21599,4805338,2017-10-08,2017,2017-10-02,2017,2017
全國電影票房2017年10021008統計資訊,土耳其,愛貓之城,2017-08-04,絕色國際有限公司,"(美國)OSCILLOSCOPE PICTURES,INC.",1,79,12150,4776,1073410,2017-10-08,2017,2017-10-02,2017,2017
全國電影票房2017年10021008統計資訊,日本,帝一之國,2017-08-04,傳影互動股份有限公司,PONY CANYON INC.,1,40,8800,4359,980883,2017-10-08,2017,2017-10-02,2017,2017
全國電影票房2017年10021008統計資訊,法國,星際特工瓦雷諾：千星之城(數位2D),2017-08-03,海樂影業股份有限公司,EUROPA CORP,8,1596,104290,136610,32088803,2017-10-08,2017,2017-10-02,2017,2017
全國電影票房2017年10021008統計資訊,中華民國,一一,2017-07-28,傳影互動股份有限公司,(日本)OMEGA PROJECT.##(日本)PONY CANYON##(日本)HAKUHODO.,2,276,45410,21687,4986957,2017-10-08,2017,2017-10-02,2017,2017
全國電影票房2017年10021008統計資訊,美國,極凍之城,2017-07-28,英屬維京群島商高捷全球開發有限公司台灣分公司,"COLDEST CITY,LLC",3,386,38795,69523,16090718,2017-10-08,2017,2017-10-02,2017,2017
全國電影票房2017年10021008統計資訊,日本,謝謝你，在世界的角落找到我,2017-07-28,前景娛樂有限公司,GENCO INC.,3,338,19300,39172,8905092,2017-10-08,2017,2017-10-02,2017,2017
全國電影票房2017年10021008統計資訊,法國,芭蕾奇緣,2017-07-28,可樂藝術文創股份有限公司,GAUMONT S.A.,2,127,18870,15601,3318000,2017-10-08,2017,2017-10-02,2017,2017
全國電影票房2017年10021008統計資訊,日本,花戰,2017-07-28,天馬行空數位有限公司,"TOEI COMPANY,LTD.",1,77,12315,8642,1827974,2017-10-08,2017,2017-10-02,2017,2017
全國電影票房2017年10021008統計資訊,中華民國,青梅竹馬(數位修復版),2017-07-24,傳影互動股份有限公司,三三電影製作有限公司,1,68,13532,6393,1389552,2017-10-08,2017,2017-10-02,2017,2017
全國電影票房2017年10021008統計資訊,泰國,模犯生,2017-07-21,英屬蓋曼群島商威望國際娛樂股份有限公司台灣分公司,GDH559 COMPANY LIMITED,2,259,67618,634174,146908977,2017-10-08,2017,2017-10-02,2017,2017
全國電影票房2017年10021008統計資訊,香港,悟空傳,2017-07-21,海樂影業股份有限公司,(香港)新麗國際傳媒有限公司##(香港)飛卓集團有限公司##(中華民國)海樂影業股份有限公司,4,251,23130,61308,13228043,2017-10-08,2017,2017-10-02,2017,2017
全國電影票房2017年10021008統計資訊,加拿大,慾亂唇迷,2017-07-21,車庫娛樂股份有限公司,(法國)ELLE DRIVER,1,52,8040,1913,422255,2017-10-08,2017,2017-10-02,2017,2017
全國電影票房2017年10021008統計資訊,美國,女狼嗨到趴,2017-07-20,博偉電影股份有限公司,SONY PICTURES RELEASING INTERNATIONAL CORPORATION.,7,1479,107655,52552,11612838,2017-10-08,2017,2017-10-02,2017,2017
全國電影票房2017年10021008統計資訊,美國,敦克爾克大行動(數位IMAX2D版),2017-07-20,美商華納兄弟(遠東)股份有限公司台灣分公司,WARNER BROS. PICTURES INTERNATIONAL.,3,969,50060,444248,112717319,2017-10-08,2017,2017-10-02,2017,2017
全國電影票房2017年10021008統計資訊,日本,銀魂,2017-07-15,車庫娛樂股份有限公司,TV TOKYO CORPORATION,1,42,3790,47637,11109014,2017-10-08,2017,2017-10-02,2017,2017
全國電影票房2017年10021008統計資訊,法國,盜速飛車,2017-07-14,威視股份有限公司,KINOLOGY,7,498,43930,64843,14263390,2017-10-08,2017,2017-10-02,2017,2017
全國電影票房2017年10021008統計資訊,日本,名偵探柯南：唐紅的戀歌,2017-07-14,向洋影業有限公司,"TMS ENTERTAINMENT CO.,LTD.",3,121,17620,301247,70075721,2017-10-08,2017,2017-10-02,2017,2017
全國電影票房2017年10021008統計資訊,美國,猩球崛起：終極決戰,2017-07-13,美商廿世紀福斯影片股份有限公司台灣分公司,TWENTIETH CENTURY FOX INTERNATIONAL CORPORATION.,9,674,75480,689267,160569671,2017-10-08,2017,2017-10-02,2017,2017
全國電影票房2017年10021008統計資訊,美國,蜘蛛人：返校日(數位IMAX2D版),2017-07-05,博偉電影股份有限公司,SONY PICTURES RELEASING INTERNATIONAL CORPORATION.,6,2690,155080,1245428,294472804,2017-10-08,2017,2017-10-02,2017,2017
全國電影票房2017年10021008統計資訊,美國,神偷奶爸3,2017-06-29,美商美國環球影片股份有限公司台灣分公司,UNIVERSAL INTERNATIONAL FILMS LLC,10,1820,126090,795318,181944070,2017-10-08,2017,2017-10-02,2017,2017
全國電影票房2017年10021008統計資訊,日本,死小孩,2017-06-23,采昌國際多媒體股份有限公司,(匈牙利)FREEWAY ENTERTAINMENT KFT.,2,114,16100,16540,3691670,2017-10-08,2017,2017-10-02,2017,2017
全國電影票房2017年10021008統計資訊,美國,變形金剛5：最終騎士,2017-06-21,美商美國派拉蒙影片股份有限公司台灣分公司,PARAMOUNT PICTURES CORPORATION,14,2529,220275,893043,217219778,2017-10-08,2017,2017-10-02,2017,2017
全國電影票房2017年10021008統計資訊,奧地利,席勒：死神與少女,2017-06-16,佳映娛樂國際股份有限公司,PICTURE TREE INTERNATIONAL,2,373,56485,4836,974010,2017-10-08,2017,2017-10-02,2017,2017
全國電影票房2017年10021008統計資訊,美國,神鬼傳奇,2017-06-07,美商美國環球影片股份有限公司台灣分公司,UNIVERSAL INTERNATIONAL FILMS LLC,12,1655,149140,1202620,286564700,2017-10-08,2017,2017-10-02,2017,2017
全國電影票房2017年10021008統計資訊,西班牙,佈局,2017-06-02,峻龍國際有限公司,"(美國)MULTIVISIONNAIRE,INC",12,2504,206635,178033,40571563,2017-10-08,2017,2017-10-02,2017,2017
全國電影票房2017年10021008統計資訊,美國,神力女超人,2017-05-30,美商華納兄弟(遠東)股份有限公司台灣分公司,WARNER BROS. PICTURES INTERNATIONAL.,10,1562,128690,1404040,333065512,2017-10-08,2017,2017-10-02,2017,2017
全國電影票房2017年10021008統計資訊,美國,加勒比海盜神鬼奇航：死無對證,2017-05-25,台灣華特迪士尼股份有限公司,"BUENA VISTA INTERNATIONAL,INC.",6,404,42340,982692,228511543,2017-10-08,2017,2017-10-02,2017,2017
全國電影票房2017年10021008統計資訊,美國,海灘救護隊,2017-05-25,美商美國派拉蒙影片股份有限公司台灣分公司,PARAMOUNT PICTURES CORPORATION,2,88,9750,349935,78800513,2017-10-08,2017,2017-10-02,2017,2017
全國電影票房2017年10021008統計資訊,美國,危牆狙擊,2017-05-19,海樂影業股份有限公司,"FILMNATION INTERNATIONAL,LLC",2,108,8670,20346,4129263,2017-10-08,2017,2017-10-02,2017,2017
全國電影票房2017年10021008統計資訊,英國,他們的美好時光,2017-05-05,傳影互動股份有限公司,HANWAY FILMS LIMITED.,1,0,0,2355,486865,2017-10-08,2017,2017-10-02,2017,2017
全國電影票房2017年10021008統計資訊,西班牙,100公尺的人生,2017-04-28,采昌國際多媒體股份有限公司,"CASTELAO PICTURES,S.L.",1,103,20770,10404,2288397,2017-10-08,2017,2017-10-02,2017,2017
全國電影票房2017年10021008統計資訊,印度,我和我的冠軍女兒,2017-03-24,車庫娛樂股份有限公司,UTV SOFTWARE COMMUNICATIONS LIMITED,1,117,10070,727634,166837161,2017-10-08,2017,2017-10-02,2017,2017
全國電影票房2017年10021008統計資訊,英國,慾望之翼,2016-09-02,香港商甲上娛樂有限公司台灣分公司,HANWAY FILMS LIMITED,1,52,8020,1688,356425,2017-10-08,2017,2017-10-02,2017,2016
全國電影票房2017年10021008統計資訊,印度,帝國戰神：巴霍巴利王,2016-05-13,原創娛樂股份有限公司,ARKA MEDIA WORKS PVT LTD.,1,46,6980,2082,356695,2017-10-08,2017,2017-10-02,2017,2016
全國電影票房2017年10021008統計資訊,日本,戰國英豪,2015-01-15,傳影互動股份有限公司,"TOHO CO., LTD.",1,7,1270,7,1270,2017-10-08,2017,2017-10-02,2017,2015
全國電影票房2017年10091015統計資訊,中華民國,海闊天空,2017-10-07,牽猴子整合行銷股份有限公司,財團法人天下雜誌教育基金會,7,2301,534270,2757,643710,2017-10-15,2017,2017-10-09,2017,2017
全國電影票房2017年10091015統計資訊,美國,銀翼殺手2049,2017-10-06,博偉電影股份有限公司,SONY PICTURES RELEASING INTERNATIONAL CORPORATION.,89,103276,25140816,195956,47849017,2017-10-15,2017,2017-10-09,2017,2017
全國電影票房2017年10091015統計資訊,美國,樂高旋風忍者電影,2017-10-06,美商華納兄弟(遠東)股份有限公司台灣分公司,WARNER BROS. PICTURES INTERNATIONAL.,78,37025,8563842,62969,14567438,2017-10-15,2017,2017-10-09,2017,2017
全國電影票房2017年10091015統計資訊,美國,彩虹小馬大電影(數位2D國語版),2017-10-06,英屬蓋曼群島商威望國際娛樂股份有限公司台灣分公司,(英國)LIONS GATE INTERNATIONAL (UK)LIMITED,43,13305,3111272,21340,4991895,2017-10-15,2017,2017-10-09,2017,2017
全國電影票房2017年10091015統計資訊,日本,我想吃掉你的胰臟,2017-10-06,車庫娛樂股份有限公司,"TOHO CO.,LTD.",42,10241,2343784,17050,3899180,2017-10-15,2017,2017-10-09,2017,2017
全國電影票房2017年10091015統計資訊,美國,猛鬼抓交替,2017-10-06,采昌國際多媒體股份有限公司,(匈牙利)FREEWAY ENTERTAINMENT KFT.,33,8887,2024474,15998,3650415,2017-10-15,2017,2017-10-09,2017,2017
全國電影票房2017年10091015統計資訊,中華民國,盜命師,2017-10-06,牽猴子整合行銷股份有限公司,李啓源電影有限公司,31,6606,1487512,14432,3241314,2017-10-15,2017,2017-10-09,2017,2017
全國電影票房2017年10091015統計資訊,美國,紐約寂寞男孩,2017-10-06,傳影互動股份有限公司,AMAZON STUDIOS.,7,1613,359654,2741,611143,2017-10-15,2017,2017-10-09,2017,2017
全國電影票房2017年10091015統計資訊,法國,再見小媽,2017-10-06,海鵬影業有限公司,MFI SARL,8,1632,329285,2591,521595,2017-10-15,2017,2017-10-09,2017,2017
全國電影票房2017年10091015統計資訊,中國大陸,我在故宮修文物,2017-10-02,岸上影像有限公司,杭州潛影文化創意有限公司##故宮博物院##天津貓眼文化傳媒有限公司##上海幻電信息科技有限公司##微鯨科技有限公司##廣州弘光電影投資合夥企業##前景娛樂公司,8,958,220397,1574,356540,2017-10-15,2017,2017-10-09,2017,2017
全國電影票房2017年10091015統計資訊,香港,追龍,2017-09-29,華映娛樂股份有限公司,(香港)星王朝有限公司##(香港)夢造者娛樂有限公司##(香港)太陽娛樂文化有限公司##(香港)銀都機構有限公司##(香港)紅地毯文化產業投資基金##(大陸)博納影業集團股份有限公司##(大陸)北京源石影視文化有限公司,66,53434,12349735,190287,43460644,2017-10-15,2017,2017-10-09,2017,2017
全國電影票房2017年10091015統計資訊,中華民國,老師你會不會回來,2017-09-29,星泰國際娛樂股份有限公司,(中華民國)滿滿額娛樂有限公司##(中華民國)風尚國際文化傳媒股份有限公司##(中華民國)百聿數碼創意股份有限公司##(中華民國)香港商福斯傳媒有限公司台灣分公司##(中華民國)神州娛樂股份有限公司##(中華民國)鳳凰藝能股份有限公司##(新加坡)MM2 ENTERTAINMENT PTE  LTD(新加坡)MM2 ENTERTAINMENT PTE  LTD##(大陸)米銳克傳媒##(大陸)上海明時文化傳播有限公司,77,45488,10263063,146332,32682819,2017-10-15,2017,2017-10-09,2017,2017
全國電影票房2017年10091015統計資訊,美國,極地追擊,2017-09-29,海樂影業股份有限公司,"VOLTAGE PICTURES,LLC.",56,9681,2249296,55252,12568692,2017-10-15,2017,2017-10-09,2017,2017
