userid,user_reported_location,follower_count,following_count,account_language,tweet_count,mention,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,tweet_ratio,mention_ratio,length_avg,corpus
107234633,38271,42208,108403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1863019548,0,3906,1398,0,3045,374,0.0522167487684729,0.0509031198686371,0.0134646962233169,0.013136288998358,0.0262725779967159,0.0420361247947455,0.025615763546798,0.025615763546798,0.0338259441707718,0.0233169129720854,0.051888341543514,0.0660098522167488,0.0600985221674877,0.0666666666666667,0.11888341543514,0.131691297208539,0.0738916256157636,0.0216748768472906,0.00722495894909688,0.0226600985221675,0.0144499178981938,0.0407224958949097,0.00853858784893268,0.00919540229885057,0.970114942528736,1.08538587848933,60.1786535303777,0
VvklCmXy3BW9JdgRL3RBCYBEtrdRwcgIDHGDMxgZPcs=,0,24,69,0,35,34,0.0857142857142857,0,0,0,0.0571428571428571,0,0,0.142857142857143,0,0,0,0.371428571428571,0.0857142857142857,0,0,0.171428571428571,0,0,0.0857142857142857,0,0,0,0,0,0.971428571428571,1.94285714285714,116.285714285714,1
0cc46b0afa366843ec813e21793a9bdd651d1b0e2611f241a64210665cb0df0b,0,160,271,0,22,4,0,0.0909090909090909,0.818181818181818,0,0,0,0,0,0,0,0,0,0.0454545454545455,0,0,0,0,0,0,0,0,0,0.0454545454545455,0,1,1.18181818181818,87.4545454545455,0
56078c7539382d72f23d6958f0c74928ae27bd6e6a798e3cfcfe661696d3fc62,106708,484,2056,0,1062,396,0.0433145009416196,0.0630885122410546,0.0235404896421846,0.0141242937853107,0.0160075329566855,0,0,0.0160075329566855,0.0913370998116761,0.0574387947269303,0.00564971751412429,0.00376647834274953,0.126177024482109,0.0141242937853107,0.0273069679849341,0.0866290018832392,0.0470809792843691,0.0423728813559322,0.012241054613936,0.0160075329566855,0.0178907721280603,0.0998116760828625,0.0903954802259887,0.0856873822975518,1,1.3728813559322,98.7391713747646,0
fc9c86d25caf0d199189dacee2e5f94674519d1b2d623e601e63fc8e4fddb68e,0,119,986,0,671,346,0,0.0014903129657228,0.0670640834575261,0.0029806259314456,0,0,0.00447093889716841,0.0491803278688525,0.0685543964232489,0.0283159463487332,0.0715350223546945,0.0268256333830104,0.03725782414307,0.0312965722801788,0.0894187779433681,0.126676602086438,0.178837555886736,0.135618479880775,0.0283159463487332,0.00894187779433681,0.00745156482861401,0.0119225037257824,0.0104321907600596,0.0134128166915052,1,1.51564828614009,153.940387481371,0
a38b887c8d3077296dda880a1687457c92a721d33b51ab0f0b905677d71be8cf,0,112,143,0,2,1,0,0.5,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.5,95.5,0
842982698956210176,0,1208,1515,0,3192,786,0.0106516290726817,0.0134711779448622,0.031015037593985,0.0297619047619048,0.031328320802005,0.0322681704260652,0.0169172932330827,0.0169172932330827,0.0297619047619048,0.0676691729323308,0.0319548872180451,0.0291353383458647,0.0266290726817043,0.0635964912280702,0.0701754385964912,0.0905388471177945,0.138784461152882,0.112155388471178,0.0798872180451128,0.0150375939849624,0.0234962406015038,0.018796992481203,0.0166040100250627,0.00344611528822055,0,0,76.0187969924812,0
2831650963,0,74100,13651,0,3119,2299,0.0423212568130811,0.0327027893555627,0.0173132414235332,0.0420006412311638,0.0580314203270279,0.0294966335363899,0.0198781660788714,0.00128246232766912,0.00577108047451106,0.00448861814684194,0.0147483167681949,0.0378326386662392,0.0612375761462007,0.0785508175697339,0.0221224751522924,0.0724591215133056,0.082077588970824,0.071817890349471,0.0670086566207118,0.0573901891631933,0.0567489579993588,0.0413594100673293,0.0362295607566528,0.0471304905418403,0,0,704.831356203911,0
2384866356,6,8,1,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.5,72.5,0
22178858,0,11582,14190,0,346,5,0,0.0173410404624277,0.0520231213872832,0.00867052023121387,0,0,0,0.0144508670520231,0.00867052023121387,0.00578034682080925,0.00578034682080925,0.0375722543352601,0.0144508670520231,0.00289017341040462,0.329479768786127,0.421965317919075,0.0606936416184971,0,0.00289017341040462,0,0.0115606936416185,0.00578034682080925,0,0,0.00867052023121387,0.0173410404624277,148.653179190751,1
c380aa750f03b3001ddaec1f7bd9a51da1d4a24525d5d71274eb41e505ed0b39,11939,905,3862,0,94,22,0.074468085106383,0.0425531914893617,0.106382978723404,0,0.0106382978723404,0,0,0,0,0,0,0,0,0,0,0,0,0.0425531914893617,0,0.106382978723404,0.138297872340426,0.159574468085106,0.138297872340426,0.180851063829787,1,1.23404255319149,112.829787234043,0
1892754751,0,596,97,0,3108,104,0.0398970398970399,0.0350707850707851,0.0292792792792793,0.0366795366795367,0.0308880308880309,0.0534105534105534,0.0633848133848134,0.0498712998712999,0.0656370656370656,0.0389317889317889,0.0569498069498069,0.0759330759330759,0.111325611325611,0.0926640926640927,0.0588803088803089,0.0424710424710425,0.0563063063063063,0.0193050193050193,0.0131917631917632,0.00579150579150579,0.00193050193050193,0.00418275418275418,0.00353925353925354,0.0144787644787645,1,1.03346203346203,54.7915057915058,0
d4f9ad1862ea7fa4f4e998403c11289532a1e1a667097f5f2f27be8c7f25ca2d,0,465,649,0,1368,134,0,0,0,0,0,0.00730994152046784,0,0.00219298245614035,0.0380116959064327,0.070906432748538,0.0584795321637427,0.167397660818713,0.0774853801169591,0.141081871345029,0.210526315789474,0.0818713450292398,0.0804093567251462,0.0533625730994152,0.010233918128655,0.000730994152046784,0,0,0,0,1,1.09795321637427,66.7587719298246,0
kaahR2ro7FKeDKNlVLZ4uVwL01SWKek9sslyEULux5M=,0,3715,1225,0,15948,0,0.0398169049410584,0.0433283170303486,0.0393152746425884,0.0362427890644595,0.0319789315274643,0.0391271632806622,0.0374341610233258,0.0374341610233258,0.041447203411086,0.0422623526460998,0.0395660897918234,0.0406320541760722,0.0408201655379985,0.0440807624780537,0.04627539503386,0.0478429897165789,0.0425131677953348,0.04577376473539,0.0457110609480813,0.045522949586155,0.0424504640080261,0.0464008026084776,0.0430775018811136,0.040945573112616,1,1,77.9714070729872,1
801942698,0,37,1,0,264,11,0,0,0,0.0454545454545455,0.128787878787879,0.0416666666666667,0.0871212121212121,0.132575757575758,0.0113636363636364,0.0113636363636364,0.053030303030303,0.071969696969697,0.0946969696969697,0.189393939393939,0.0416666666666667,0.0378787878787879,0.00378787878787879,0,0,0,0,0.0454545454545455,0,0.00378787878787879,1,1.04166666666667,47.4507575757576,0
3310131772,0,8488,1444,0,2144,769,0,0.0167910447761194,0.0377798507462687,0.0620335820895522,0.0466417910447761,0.0494402985074627,0.0489738805970149,0.0494402985074627,0.083955223880597,0.0601679104477612,0.050839552238806,0.0247201492537313,0.0923507462686567,0.0643656716417911,0.112873134328358,0.125466417910448,0.0685634328358209,0.00559701492537313,0,0,0,0,0,0,0.954757462686567,1.29570895522388,69.2126865671642,0
4332740714,0,44895,45382,0,3960,317,0.10050505050505,0.105808080808081,0.0992424242424242,0.0227272727272727,0.00732323232323232,0.00404040404040404,0,0.000505050505050505,0,0.000252525252525253,0.000505050505050505,0.000505050505050505,0.00202020202020202,0.00505050505050505,0.00808080808080808,0.00429292929292929,0.00606060606060606,0.0136363636363636,0.077020202020202,0.0967171717171717,0.123989898989899,0.094949494949495,0.114646464646465,0.112121212121212,1,1.08005050505051,105.642676767677,0
854616809655459840,0,9906,1435,0,1810,0,0.0629834254143646,0.0441988950276243,0.0276243093922652,0.0331491712707182,0.049171270718232,0.0171270718232044,0.00718232044198895,0.0646408839779005,0.0696132596685083,0.0403314917127072,0.0287292817679558,0.0397790055248619,0.0607734806629834,0.0348066298342541,0.0138121546961326,0.0712707182320442,0.0773480662983425,0.0486187845303867,0.0265193370165746,0.0370165745856354,0.0541436464088398,0.0237569060773481,0.00607734806629834,0.0613259668508287,1,1,134.896685082873,0
101fcf3f63fbe554fbb4cfdb22da9e367f234e44c16e0e224ae49190188e669f,112141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1097633914733109248,0,2,46,0,29,0,0,0,0.0344827586206897,0,0,0,0.0344827586206897,0.0689655172413793,0.0344827586206897,0.103448275862069,0.103448275862069,0,0.0344827586206897,0.0689655172413793,0.103448275862069,0.103448275862069,0.0344827586206897,0.0689655172413793,0,0.0689655172413793,0.103448275862069,0,0,0.0344827586206897,0,0,133.344827586207,0
407898285,0,9157,6680,0,329,13,0.0577507598784195,0,0.0759878419452888,0.0364741641337386,0.0060790273556231,0.0395136778115502,0.0364741641337386,0,0.0790273556231003,0.0395136778115502,0,0.0395136778115502,0.0486322188449848,0.00303951367781155,0,0.0911854103343465,0.0759878419452888,0.0547112462006079,0.0395136778115502,0.027355623100304,0.109422492401216,0.0577507598784195,0.0425531914893617,0.0395136778115502,0,0,103.22188449848,1
7cd1486fd77334d93dc236d72ad3b3cba77bbe8f4df7dbc8745908dc10d889f2,0,16,95,0,202,0,0,0,0,0,0,0,0,0.0099009900990099,0,0.0445544554455446,0,0.0495049504950495,0.351485148514851,0.292079207920792,0.188118811881188,0.0643564356435644,0,0,0,0,0,0,0,0,1,1,67.2871287128713,0
395838882,0,25415,58,0,81,13,0,0.0617283950617284,0.345679012345679,0.0864197530864197,0.0864197530864197,0.037037037037037,0.037037037037037,0.037037037037037,0,0.0123456790123457,0.135802469135802,0.0246913580246914,0.0493827160493827,0.0123456790123457,0.0123456790123457,0,0,0.0123456790123457,0,0,0,0,0.0246913580246914,0.0246913580246914,0.444444444444444,0.54320987654321,160.469135802469,1
6ca21c26de8159386b71428b8bdadf732bd854614dadea9086770b71bbe1df6a,0,1781,1740,0,3498,2871,0.0417381360777587,0.0511720983419097,0.0228702115494568,0.0222984562607204,0.0171526586620926,0.0234419668381933,0.0165809033733562,0.0297312750142939,0.0385934819897084,0.0408805031446541,0.0328759291023442,0.0563178959405375,0.0563178959405375,0.0334476843910806,0.0566037735849057,0.0491709548313322,0.0620354488279017,0.0317324185248714,0.0411663807890223,0.0440251572327044,0.0288736420811893,0.0746140651801029,0.0786163522012579,0.0497427101200686,1,1.82075471698113,111.973699256718,0
972937589371138056,0,2,7,0,5,5,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0.4,0.4,0,0,0,0,0,0,0,0,1,2,146.2,0
0f50440d89eb1458128e5bbac378d1daa49356c322fb21b808f1381a2822a4ee,0,159,330,0,1027,590,0.00584225900681597,0.000973709834469328,0.000973709834469328,0.000973709834469328,0,0.000973709834469328,0.00389483933787731,0.118792599805258,0.0379746835443038,0.0632911392405063,0.0243427458617332,0.0350535540408958,0.0691333982473223,0.124634858812074,0.0555014605647517,0.114897760467381,0.103213242453749,0.0925024342745862,0.0428432327166504,0.0272638753651412,0.0204479065238559,0.0194741966893866,0.0204479065238559,0.0165530671859786,1,1.5744888023369,161.236611489776,0
UBahKf20Yori5eaWPg+MrcxaSZV5Q8AcbzpbF3Q4o4=,0,14,20,0,77,25,0,0,0,0,0,0,0,0,0,0,0.012987012987013,0.233766233766234,0.155844155844156,0.025974025974026,0.012987012987013,0.12987012987013,0.12987012987013,0.038961038961039,0.0649350649350649,0.0779220779220779,0.038961038961039,0.012987012987013,0.038961038961039,0.025974025974026,1,1.32467532467532,69.9350649350649,1
bfc0e62f2c09676ec328daca0520ec0f487a9a1419700ea2641556c0a032b9c9,0,352,284,0,551,111,0.0127041742286751,0,0,0,0,0,0,0.176043557168784,0.0127041742286751,0.0671506352087114,0.00362976406533575,0.0381125226860254,0.0344827586206897,0.20508166969147,0.215970961887477,0.0199637023593466,0.0980036297640653,0.043557168784029,0.0254083484573503,0.00725952813067151,0.00544464609800363,0.0199637023593466,0.00725952813067151,0.00725952813067151,1,1.20145190562613,78.480943738657,0
b0c782adaf55c62f7d52a1b38a8261bd5214a10e7c64cc5d2735abde575b709d,0,134,205,0,218,14,0.0504587155963303,0.0412844036697248,0.036697247706422,0,0.0137614678899083,0,0.0275229357798165,0.0137614678899083,0,0,0,0,0,0.0412844036697248,0.18348623853211,0.128440366972477,0.165137614678899,0.0412844036697248,0.036697247706422,0.0321100917431193,0.0596330275229358,0.036697247706422,0.0412844036697248,0.0504587155963303,1,1.06422018348624,94.0366972477064,0
9a4e81a4f821f2a8c742925c558be30d00e6115415e22cec8a2e79342ca331c2,0,233,393,0,2606,2282,0.0172678434382195,0.0191864927091328,0.0226400613967767,0.0214888718342287,0.021105141980046,0.0257099002302379,0.0337682271680737,0.0402916346891788,0.0537221795855718,0.0537221795855718,0.0621642363775902,0.069071373752878,0.0606293169608596,0.055640828856485,0.057943207981581,0.0686876438986953,0.0617805065234075,0.0541059094397544,0.035686876438987,0.045663852647736,0.035686876438987,0.0303146584804298,0.0322333077513431,0.0214888718342287,1,1.87567152724482,164.630468150422,0
79df9713ab5b632343f37ee261a463bc63849a80799d0dcbf643307c5a37d487,0,300,342,0,3463,2542,0.020502454519203,0.0164597170083742,0.0199249205890846,0.0216575223794398,0.0193473866589662,0.0251227259601502,0.0337857349119261,0.0375397054576956,0.0384060063528732,0.0577533930118394,0.0456251804793532,0.0646838001732602,0.0516892867455963,0.0522668206757147,0.0534218885359515,0.0684377707190297,0.0716142073346809,0.0421599768986428,0.0788333814611608,0.0502454519203003,0.0433150447588796,0.0337857349119261,0.0251227259601502,0.0282991625758013,1,1.73404562518048,161.064972567138,0
4f098d47613d423b734cbbd4355f1a455e1ed7721ddc10d3a3d823c9ce9fe607,112141,269,969,0,2924,17,0.0755813953488372,0.0790013679890561,0.063953488372093,0.0328317373461012,0.0150478796169631,0.00889192886456908,0.0167578659370725,0,0.00102599179206566,0.0170998632010944,0.00307797537619699,0.00991792065663475,0.079343365253078,0.0913132694938441,0.101573187414501,0.0393296853625171,0.0690834473324213,0.0660054719562243,0.0389876880984952,0.0345417236662107,0.0376196990424077,0.0341997264021888,0.0526675786593707,0.0321477428180575,1,1.00581395348837,125.510601915185,0
2718897816,0,11323,0,0,136,29,0,0,0,0.0220588235294118,0,0.139705882352941,0.0147058823529412,0.0294117647058824,0.0147058823529412,0.0367647058823529,0.0514705882352941,0.00735294117647059,0.0294117647058824,0.0882352941176471,0.176470588235294,0.0661764705882353,0.0514705882352941,0.213235294117647,0.0367647058823529,0.0147058823529412,0.00735294117647059,0,0,0,1,1.21323529411765,42,1
fc51493a91667568520f3100b07638929ed53ea12e9e2b851c3f3bfcd76eb205,0,15,76,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,75,0
41c9220b6f4774c2186c8ad25699cac40a6cceaba34483c3a95a2b5d048c82c7,106708,1,28,0,8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0.375,0.625,0,0,0,0,0,0,0,0,0,1,1.875,132.125,0
5663ae8119f89c866da22da32d21a3300cf54fee85d9ef51e54ea9d5e48f1d04,0,15,39,0,20,7,0,0,0,0.15,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0.65,0,0,0,0,0,0,1,1.35,108.9,0
3049950709,0,26899,21188,0,104,53,0.0288461538461538,0.0673076923076923,0.0192307692307692,0.0961538461538462,0,0.0384615384615385,0,0.0288461538461538,0.0576923076923077,0.105769230769231,0.201923076923077,0.0192307692307692,0,0.0384615384615385,0.0576923076923077,0.153846153846154,0,0.0384615384615385,0.0384615384615385,0,0,0,0,0.00961538461538462,0.375,0.471153846153846,58.3653846153846,1
f65a101b7defc62a45ca4e224d6ad3f0423137bf75317845a4662379956f76f2,0,575,475,0,7703,4720,0.0155783460989225,0.0177852784629365,0.0158379852005712,0.0154485265480981,0.0163572634038686,0.0162274438530443,0.0285603011813579,0.0451772036868752,0.0525769180838634,0.0616642866415682,0.0643904972088797,0.0602362715825003,0.0706218356484486,0.0716603920550435,0.0867194599506686,0.0732182266649357,0.0678956250811372,0.0475139556017136,0.0455666623393483,0.0319356095027911,0.0242762560041542,0.0258340906140465,0.0236271582500325,0.0212904063351941,1,1.61274827989095,154.957938465533,0
1452251989,0,31079,90,0,1258,323,0.0850556438791733,0.0620031796502385,0.104133545310016,0.075516693163752,0.0333863275039746,0.0325914149443561,0.0468998410174881,0.0476947535771065,0.0532591414944356,0.0810810810810811,0.0540540540540541,0.0532591414944356,0.0246422893481717,0.0524642289348172,0.0898251192368839,0.0421303656597774,0.0325914149443561,0,0,0.000794912559618442,0.000794912559618442,0.0262321144674086,0,0.00158982511923688,1,1.25675675675676,114.620826709062,1
59e22fdec3b7e491376c869a8eb3cf6dbf5ac32d0d83948adce0f0483b70529e,0,105,105,0,257,24,0,0.0817120622568093,0,0,0,0,0,0,0,0.404669260700389,0.21011673151751,0,0,0,0,0.00778210116731518,0,0,0.120622568093385,0.0311284046692607,0.0583657587548638,0.0505836575875486,0.0233463035019455,0.0116731517509728,1,1.09338521400778,80.5058365758755,0
aea70f9f6a2900bf6cebecf170e775a25d3c813d5ca6ca0fa16d1ea5455b5d82,0,182,1738,0,637,292,0.00627943485086342,0.00470957613814757,0,0,0,0.00784929356357928,0.00627943485086342,0.00941915227629513,0.0423861852433281,0.0533751962323391,0.097331240188383,0.0345368916797488,0.145996860282575,0.0313971742543171,0.0706436420722135,0.131868131868132,0.0549450549450549,0.0894819466248038,0.0251177394034537,0.0596546310832025,0.0643642072213501,0.0156985871271586,0.0251177394034537,0.0235478806907378,1,1.45839874411303,147.105180533752,0
e650629f7fa7d2852b71d3b52a6f66ab15104490e812238759403856c66378f8,0,249,1125,0,492,216,0.0040650406504065,0.0101626016260163,0.0101626016260163,0.0040650406504065,0,0,0.0040650406504065,0.0121951219512195,0.193089430894309,0.0365853658536585,0.024390243902439,0.0264227642276423,0.0487804878048781,0.0609756097560976,0.0548780487804878,0.113821138211382,0.136178861788618,0.119918699186992,0.040650406504065,0.024390243902439,0.0121951219512195,0.00813008130081301,0.0304878048780488,0.024390243902439,1,1.4390243902439,149.369918699187,0
738885049743872001,96520,7894,56689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SsrJHtw6UT+p8NohZKV3igN0kx469Gurgp05s4yjHVQ=,0,4209,1099,0,2370,457,0.0379746835443038,0.0628691983122363,0.0793248945147679,0.0924050632911392,0.0670886075949367,0.060337552742616,0.0409282700421941,0.0206751054852321,0.0147679324894515,0.00337552742616034,0.000421940928270042,0.00421940928270042,0.0118143459915612,0.0379746835443038,0.079746835443038,0.0582278481012658,0.0713080168776371,0.0493670886075949,0.0451476793248945,0.0270042194092827,0.0337552742616034,0.0282700421940928,0.0430379746835443,0.029957805907173,0.000421940928270042,0.000421940928270042,64.064135021097,1
4ObPvvnZIAryWQ2N2plkLuKTxhN14oa2WOkbN3ReRc=,0,16,86,0,16,15,0,0,0,0,0,0,0,0,0,0,0.4375,0,0.0625,0,0,0,0,0,0,0.25,0.25,0,0,0,1,1.9375,135.125,1
