選舉類型,地區,姓名,當選註記,,,,,,
1998縣市議員選舉,屏東縣第十四選區,簡東明,*,,,,,,
1998縣市議員選舉,屏東縣第十五選區,周康弘,*,,,,,,
1998縣市議員選舉,屏東縣第十六選區,沙本賞,*,,,,,,
1998縣市議員選舉,臺東縣第十選區,邱勝英,*,,,,,,
1998縣市議員選舉,臺東縣第十一選區,胡新一,*,,,,,,
1998縣市議員選舉,臺東縣第十二選區,陳建台,*,,,,,,
1998縣市議員選舉,臺東縣第十三選區,朱連濟,*,,,,,,
1998縣市議員選舉,臺東縣第十四選區,郭健平,*,,,,,,
1998縣市議員選舉,花蓮縣第八選區,許淑銀,*,,,,,,
1998縣市議員選舉,花蓮縣第九選區,何信軍,*,,,,,,
1998縣市議員選舉,花蓮縣第十選區,蘇正清,*,,,,,,
2002縣市議員選舉,臺北縣第一選區,廖裕德,*,,,,,,
2002縣市議員選舉,臺北縣第一選區,黃俊哲,*,,,,,,
2002縣市議員選舉,臺北縣第一選區,黃瑞璨,*,,,,,,
2002縣市議員選舉,臺北縣第一選區,李淑華,*,,,,,,
2002縣市議員選舉,臺北縣第一選區,王淑惠,*,,,,,,
2002縣市議員選舉,臺北縣第一選區,王景源,*,,,,,,
2002縣市議員選舉,臺北縣第一選區,曾文振,*,,,,,,
2002縣市議員選舉,臺北縣第一選區,周勝考,*,,,,,,
2002縣市議員選舉,臺北縣第一選區,蕭貫譽,*,,,,,,
2002縣市議員選舉,臺北縣第二選區,簡文劉,*,,,,,,
2002縣市議員選舉,臺北縣第二選區,林秀惠,*,,,,,,
2002縣市議員選舉,臺北縣第二選區,游輝廷,*,,,,,,
2002縣市議員選舉,臺北縣第二選區,朱佩瑛,*,,,,,,
2002縣市議員選舉,臺北縣第二選區,張瑞山,*,,,,,,
2002縣市議員選舉,臺北縣第二選區,邱垂益,*,,,,,,
2002縣市議員選舉,臺北縣第二選區,陳錦錠,*,,,,,,
2002縣市議員選舉,臺北縣第三選區,金介壽,*,,,,,,
2002縣市議員選舉,臺北縣第三選區,呂世喜,*,,,,,,
2002縣市議員選舉,臺北縣第三選區,連斐璠,*,,,,,,
2002縣市議員選舉,臺北縣第三選區,陳鴻源,*,,,,,,
2002縣市議員選舉,臺北縣第四選區,林阿坤,*,,,,,,
2002縣市議員選舉,臺北縣第四選區,余有澄,*,,,,,,
2002縣市議員選舉,臺北縣第四選區,陳文錄,*,,,,,,
2002縣市議員選舉,臺北縣第四選區,王明麗,*,,,,,,
2002縣市議員選舉,臺北縣第四選區,蔡黃隆,*,,,,,,
2002縣市議員選舉,臺北縣第四選區,楊寶猜,*,,,,,,
2002縣市議員選舉,臺北縣第四選區,朱子孟,*,,,,,,
2002縣市議員選舉,臺北縣第四選區,高敏慧,*,,,,,,
2002縣市議員選舉,臺北縣第四選區,陳世榮,*,,,,,,
2002縣市議員選舉,臺北縣第五選區,何仰山,*,,,,,,
2002縣市議員選舉,臺北縣第五選區,陳幸進,*,,,,,,
2002縣市議員選舉,臺北縣第五選區,鄭金隆,*,,,,,,
2002縣市議員選舉,臺北縣第五選區,蔡明堂,*,,,,,,
2002縣市議員選舉,臺北縣第五選區,林孝光,*,,,,,,
2002縣市議員選舉,臺北縣第五選區,林淑芬,*,,,,,,
2002縣市議員選舉,臺北縣第五選區,林國雄,*,,,,,,
2002縣市議員選舉,臺北縣第五選區,黃桂蘭,*,,,,,,
2002縣市議員選舉,臺北縣第五選區,陳信義,*,,,,,,
2002縣市議員選舉,臺北縣第五選區,李友親,*,,,,,,
2002縣市議員選舉,臺北縣第六選區,林義一,*,,,,,,
2002縣市議員選舉,臺北縣第六選區,何淑峯,*,,,,,,
2002縣市議員選舉,臺北縣第六選區,吳天麟,*,,,,,,
2002縣市議員選舉,臺北縣第六選區,曹來旺,*,,,,,,
2002縣市議員選舉,臺北縣第六選區,徐陳麗華,*,,,,,,
2002縣市議員選舉,臺北縣第六選區,張當木,*,,,,,,
2002縣市議員選舉,臺北縣第六選區,蔡宗一,*,,,,,,
2002縣市議員選舉,臺北縣第六選區,許炳崑,*,,,,,,
2002縣市議員選舉,臺北縣第六選區,呂 柱,*,,,,,,
2002縣市議員選舉,臺北縣第六選區,陳文治,*,,,,,,
2002縣市議員選舉,臺北縣第七選區,呂子昌,*,,,,,,
2002縣市議員選舉,臺北縣第七選區,郭拱照,*,,,,,,
2002縣市議員選舉,臺北縣第七選區,李文德,*,,,,,,
2002縣市議員選舉,臺北縣第八選區,周雅玲,*,,,,,,
2002縣市議員選舉,臺北縣第八選區,唐有吉,*,,,,,,
2002縣市議員選舉,臺北縣第八選區,許春財,*,,,,,,
2002縣市議員選舉,臺北縣第八選區,沈發惠,*,,,,,,
2002縣市議員選舉,臺北縣第九選區,廖秀雄,*,,,,,,
2002縣市議員選舉,臺北縣第十選區,許再恩,*,,,,,,
2002縣市議員選舉,臺北縣第十選區,吳善九,*,,,,,,
2002縣市議員選舉,臺北縣第十選區,金中玉,*,,,,,,
2002縣市議員選舉,臺北縣第十選區,陳梅嬌,*,,,,,,
2002縣市議員選舉,臺北縣第十選區,陳永福,*,,,,,,
2002縣市議員選舉,宜蘭縣第一選區,林錫明,*,,,,,,
2002縣市議員選舉,宜蘭縣第一選區,林李榮華,*,,,,,,
2002縣市議員選舉,宜蘭縣第一選區,余美雪,*,,,,,,
2002縣市議員選舉,宜蘭縣第一選區,張建榮,*,,,,,,
2002縣市議員選舉,宜蘭縣第一選區,吳福田,*,,,,,,
2002縣市議員選舉,宜蘭縣第一選區,楊順木,*,,,,,,
2002縣市議員選舉,宜蘭縣第二選區,關得基,*,,,,,,
2002縣市議員選舉,宜蘭縣第二選區,陳秀暖,*,,,,,,
2002縣市議員選舉,宜蘭縣第三選區,李清林,*,,,,,,
2002縣市議員選舉,宜蘭縣第三選區,吳宏謀,*,,,,,,
2002縣市議員選舉,宜蘭縣第三選區,黃太平,*,,,,,,
2002縣市議員選舉,宜蘭縣第四選區,黃浴沂,*,,,,,,
2002縣市議員選舉,宜蘭縣第四選區,簡連發,*,,,,,,
2002縣市議員選舉,宜蘭縣第五選區,陳福山,*,,,,,,
2002縣市議員選舉,宜蘭縣第五選區,林水金,*,,,,,,
2002縣市議員選舉,宜蘭縣第六選區,林傳泉,*,,,,,,
2002縣市議員選舉,宜蘭縣第六選區,劉添梧,*,,,,,,
2002縣市議員選舉,宜蘭縣第六選區,林姿妙,*,,,,,,
2002縣市議員選舉,宜蘭縣第六選區,謝志得,*,,,,,,
2002縣市議員選舉,宜蘭縣第六選區,魏炎輝,*,,,,,,
2002縣市議員選舉,宜蘭縣第七選區,林朝旺,*,,,,,,
2002縣市議員選舉,宜蘭縣第七選區,沈德茂,*,,,,,,
2002縣市議員選舉,宜蘭縣第七選區,黃適超,*,,,,,,
2002縣市議員選舉,宜蘭縣第八選區,陳慧珠,*,,,,,,
2002縣市議員選舉,宜蘭縣第八選區,楊政誠,*,,,,,,
2002縣市議員選舉,宜蘭縣第八選區,劉石純,*,,,,,,
2002縣市議員選舉,宜蘭縣第八選區,游祥德,*,,,,,,
2002縣市議員選舉,宜蘭縣第九選區,江明勝,*,,,,,,
2002縣市議員選舉,宜蘭縣第九選區,陳文昌,*,,,,,,
2002縣市議員選舉,宜蘭縣第十選區,林正標,*,,,,,,
2002縣市議員選舉,宜蘭縣第十選區,陳正男,*,,,,,,
2002縣市議員選舉,宜蘭縣第十選區,陳金麟,*,,,,,,
2002縣市議員選舉,桃園縣第一選區,陳炎坤,*,,,,,,
2002縣市議員選舉,桃園縣第一選區,黃景熙,*,,,,,,
2002縣市議員選舉,桃園縣第一選區,黃享欽,*,,,,,,
2002縣市議員選舉,桃園縣第一選區,李曉鐘,*,,,,,,
2002縣市議員選舉,桃園縣第一選區,黃智銘,*,,,,,,
2002縣市議員選舉,桃園縣第一選區,黃婉如,*,,,,,,
2002縣市議員選舉,桃園縣第一選區,黃哲鐘,*,,,,,,
2002縣市議員選舉,桃園縣第一選區,蕭豐湧,*,,,,,,
2002縣市議員選舉,桃園縣第一選區,林良益,*,,,,,,
2002縣市議員選舉,桃園縣第一選區,吳寶玉,*,,,,,,
2002縣市議員選舉,桃園縣第一選區,萬美玲,*,,,,,,
2002縣市議員選舉,桃園縣第二選區,李麗珠,*,,,,,,
2002縣市議員選舉,桃園縣第二選區,陳志謀,*,,,,,,
2002縣市議員選舉,桃園縣第二選區,呂學記,*,,,,,,
2002縣市議員選舉,桃園縣第二選區,曾忠義,*,,,,,,
2002縣市議員選舉,桃園縣第三選區,呂邱葉,*,,,,,,
2002縣市議員選舉,桃園縣第三選區,何正森,*,,,,,,
2002縣市議員選舉,桃園縣第三選區,趙正宇,*,,,,,,
2002縣市議員選舉,桃園縣第三選區,鄭銀福,*,,,,,,
2002縣市議員選舉,桃園縣第三選區,劉茂羣,*,,,,,,
2002縣市議員選舉,桃園縣第四選區,林丕章,*,,,,,,
2002縣市議員選舉,桃園縣第四選區,李訓求,*,,,,,,
2002縣市議員選舉,桃園縣第四選區,黃政得,*,,,,,,
2002縣市議員選舉,桃園縣第五選區,呂水田,*,,,,,,
2002縣市議員選舉,桃園縣第五選區,王淳長,*,,,,,,
2002縣市議員選舉,桃園縣第六選區,藍勝民,*,,,,,,
2002縣市議員選舉,桃園縣第六選區,黃德隆,*,,,,,,
2002縣市議員選舉,桃園縣第六選區,楊朝偉,*,,,,,,
2002縣市議員選舉,桃園縣第七選區,洪奕巔,*,,,,,,
2002縣市議員選舉,桃園縣第七選區,邱奕勝,*,,,,,,
2002縣市議員選舉,桃園縣第七選區,吳餘東,*,,,,,,
2002縣市議員選舉,桃園縣第七選區,林傳國,*,,,,,,
2002縣市議員選舉,桃園縣第七選區,魯明哲,*,,,,,,
2002縣市議員選舉,桃園縣第七選區,黃仁杼,*,,,,,,
2002縣市議員選舉,桃園縣第七選區,沐平波,*,,,,,,
2002縣市議員選舉,桃園縣第七選區,徐景文,*,,,,,,
2002縣市議員選舉,桃園縣第七選區,張運炳,*,,,,,,
2002縣市議員選舉,桃園縣第七選區,呂明美,*,,,,,,
2002縣市議員選舉,桃園縣第八選區,陳萬得,*,,,,,,
2002縣市議員選舉,桃園縣第八選區,鄧仁艾,*,,,,,,
2002縣市議員選舉,桃園縣第八選區,莊玉輝,*,,,,,,
2002縣市議員選舉,桃園縣第八選區,舒翠玲,*,,,,,,
2002縣市議員選舉,桃園縣第八選區,劉邦鉉,*,,,,,,
2002縣市議員選舉,桃園縣第八選區,謝彰文,*,,,,,,
2002縣市議員選舉,桃園縣第九選區,張火爐,*,,,,,,
2002縣市議員選舉,桃園縣第九選區,李家興,*,,,,,,
2002縣市議員選舉,桃園縣第九選區,彭聖富,*,,,,,,
2002縣市議員選舉,桃園縣第九選區,周玉琴,*,,,,,,
2002縣市議員選舉,桃園縣第十選區,游正琳,*,,,,,,
2002縣市議員選舉,桃園縣第十選區,葉發海,*,,,,,,
2002縣市議員選舉,桃園縣第十選區,魏雪卿,*,,,,,,
2002縣市議員選舉,桃園縣第十一選區,姜義青,*,,,,,,
2002縣市議員選舉,桃園縣第十一選區,黃金德,*,,,,,,
2002縣市議員選舉,桃園縣第十二選區,吳宗憲,*,,,,,,
2002縣市議員選舉,桃園縣第十二選區,黃茂實,*,,,,,,
2002縣市議員選舉,新竹縣第一選區,鄭美琴,*,,,,,,
2002縣市議員選舉,新竹縣第一選區,林為洲,*,,,,,,
2002縣市議員選舉,新竹縣第一選區,蔡燦宗,*,,,,,,
2002縣市議員選舉,新竹縣第一選區,楊敬賜,*,,,,,,
2002縣市議員選舉,新竹縣第一選區,黃齡慧,*,,,,,,
2002縣市議員選舉,新竹縣第一選區,張木海,*,,,,,,
2002縣市議員選舉,新竹縣第一選區,黃永和,*,,,,,,
2002縣市議員選舉,新竹縣第二選區,黃秀輝,*,,,,,,
2002縣市議員選舉,新竹縣第二選區,吳菊花,*,,,,,,
2002縣市議員選舉,新竹縣第二選區,范振梅,*,,,,,,
2002縣市議員選舉,新竹縣第二選區,陳壂全,*,,,,,,
2002縣市議員選舉,新竹縣第二選區,張春鳳,*,,,,,,
2002縣市議員選舉,新竹縣第三選區,許槍榮,*,,,,,,
2002縣市議員選舉,新竹縣第三選區,徐茂淦,*,,,,,,
2002縣市議員選舉,新竹縣第三選區,史金象,*,,,,,,
2002縣市議員選舉,新竹縣第三選區,吳麗涯,*,,,,,,
2002縣市議員選舉,新竹縣第四選區,黃國憲,*,,,,,,
2002縣市議員選舉,新竹縣第四選區,吳發仁,*,,,,,,
2002縣市議員選舉,新竹縣第五選區,林保祿,*,,,,,,
2002縣市議員選舉,新竹縣第五選區,張幸源,*,,,,,,
2002縣市議員選舉,新竹縣第五選區,賴江海,*,,,,,,
2002縣市議員選舉,新竹縣第六選區,張志弘,*,,,,,,
2002縣市議員選舉,新竹縣第七選區,林礽俊,*,,,,,,
2002縣市議員選舉,新竹縣第七選區,彭然貴,*,,,,,,
2002縣市議員選舉,新竹縣第八選區,蘇仁鑑,*,,,,,,
2002縣市議員選舉,新竹縣第八選區,林思銘,*,,,,,,
2002縣市議員選舉,新竹縣第八選區,吳勝松,*,,,,,,
2002縣市議員選舉,新竹縣第八選區,羅吉祥,*,,,,,,
2002縣市議員選舉,新竹縣第八選區,邱坤桶,*,,,,,,
2002縣市議員選舉,新竹縣第八選區,范玉燕,*,,,,,,
2002縣市議員選舉,新竹縣第八選區,彭俊宏,*,,,,,,
2002縣市議員選舉,新竹縣第九選區,黃洸洲,*,,,,,,
2002縣市議員選舉,苗栗縣第一選區,賴源順,*,,,,,,
2002縣市議員選舉,苗栗縣第一選區,涂春榮,*,,,,,,
2002縣市議員選舉,苗栗縣第一選區,禹耀東,*,,,,,,
2002縣市議員選舉,苗栗縣第一選區,傅學煥,*,,,,,,
2002縣市議員選舉,苗栗縣第一選區,呂明亮,*,,,,,,
2002縣市議員選舉,苗栗縣第一選區,鄒玉梅,*,,,,,,
2002縣市議員選舉,苗栗縣第一選區,彭維彬,*,,,,,,
2002縣市議員選舉,苗栗縣第一選區,胡忠勇,*,,,,,,
2002縣市議員選舉,苗栗縣第一選區,湯劉秀美,*,,,,,,
2002縣市議員選舉,苗栗縣第二選區,湯文雄,*,,,,,,
2002縣市議員選舉,苗栗縣第二選區,謝文俊,*,,,,,,
2002縣市議員選舉,苗栗縣第二選區,薛永衡,*,,,,,,
2002縣市議員選舉,苗栗縣第三選區,徐永煌,*,,,,,,
2002縣市議員選舉,苗栗縣第三選區,周玉滿,*,,,,,,
2002縣市議員選舉,苗栗縣第三選區,張太陽,*,,,,,,
2002縣市議員選舉,苗栗縣第三選區,洪木貴,*,,,,,,
2002縣市議員選舉,苗栗縣第三選區,鄭文炳,*,,,,,,
2002縣市議員選舉,苗栗縣第三選區,邱紹俊,*,,,,,,
2002縣市議員選舉,苗栗縣第四選區,鄭輝煌,*,,,,,,
2002縣市議員選舉,苗栗縣第四選區,廖英利,*,,,,,,
2002縣市議員選舉,苗栗縣第四選區,蔡銘雄,*,,,,,,
2002縣市議員選舉,苗栗縣第四選區,陳銘安,*,,,,,,
2002縣市議員選舉,苗栗縣第四選區,葉進南,*,,,,,,
2002縣市議員選舉,苗栗縣第四選區,陳明朝,*,,,,,,
2002縣市議員選舉,苗栗縣第四選區,鄭家定,*,,,,,,
2002縣市議員選舉,苗栗縣第四選區,林寶珠,*,,,,,,
2002縣市議員選舉,苗栗縣第五選區,陳月娥,*,,,,,,
2002縣市議員選舉,苗栗縣第五選區,游忠鈿,*,,,,,,
2002縣市議員選舉,苗栗縣第五選區,張茂玄,*,,,,,,
2002縣市議員選舉,苗栗縣第五選區,饒鴻奇,*,,,,,,
2002縣市議員選舉,苗栗縣第五選區,蘇文禎,*,,,,,,
2002縣市議員選舉,苗栗縣第五選區,溫德雄,*,,,,,,
2002縣市議員選舉,苗栗縣第五選區,溫志強,*,,,,,,
2002縣市議員選舉,苗栗縣第六選區,詹明光,*,,,,,,
2002縣市議員選舉,苗栗縣第六選區,徐欽鴻,*,,,,,,
2002縣市議員選舉,苗栗縣第六選區,黃碧忠,*,,,,,,
2002縣市議員選舉,臺中縣第一選區,陳清龍,*,,,,,,
2002縣市議員選舉,臺中縣第一選區,吳富亭,*,,,,,,
2002縣市議員選舉,臺中縣第一選區,高基讚,*,,,,,,
2002縣市議員選舉,臺中縣第一選區,張瀞分,*,,,,,,
2002縣市議員選舉,臺中縣第一選區,朱麗珠,*,,,,,,
2002縣市議員選舉,臺中縣第一選區,蔡錦雄,*,,,,,,
2002縣市議員選舉,臺中縣第一選區,方昇茂,*,,,,,,
2002縣市議員選舉,臺中縣第一選區,陳本添,*,,,,,,
2002縣市議員選舉,臺中縣第二選區,羅永珍,*,,,,,,
2002縣市議員選舉,臺中縣第二選區,王加佳,*,,,,,,
2002縣市議員選舉,臺中縣第二選區,張立傑,*,,,,,,
2002縣市議員選舉,臺中縣第二選區,游家章,*,,,,,,
2002縣市議員選舉,臺中縣第二選區,林竹旺,*,,,,,,
2002縣市議員選舉,臺中縣第二選區,廖述鎮,*,,,,,,
2002縣市議員選舉,臺中縣第二選區,王永通,*,,,,,,
2002縣市議員選舉,臺中縣第二選區,許水彬,*,,,,,,
2002縣市議員選舉,臺中縣第三選區,陳萬通,*,,,,,,
2002縣市議員選舉,臺中縣第三選區,謝震穎,*,,,,,,
2002縣市議員選舉,臺中縣第三選區,蘇慶雲,*,,,,,,
2002縣市議員選舉,臺中縣第三選區,李月梅,*,,,,,,
2002縣市議員選舉,臺中縣第四選區,林素真,*,,,,,,
2002縣市議員選舉,臺中縣第四選區,楊永昌,*,,,,,,
2002縣市議員選舉,臺中縣第四選區,李榮鴻,*,,,,,,
2002縣市議員選舉,臺中縣第四選區,紀昭印,*,,,,,,
2002縣市議員選舉,臺中縣第四選區,顏榮燦,*,,,,,,
2002縣市議員選舉,臺中縣第五選區,顏水滄,*,,,,,,
2002縣市議員選舉,臺中縣第五選區,陳詩哲,*,,,,,,
2002縣市議員選舉,臺中縣第五選區,王年杉,*,,,,,,
2002縣市議員選舉,臺中縣第五選區,蘇嘉藤,*,,,,,,
2002縣市議員選舉,臺中縣第五選區,張清堂,*,,,,,,
2002縣市議員選舉,臺中縣第五選區,楊秋雲,*,,,,,,
2002縣市議員選舉,臺中縣第五選區,尤碧鈴,*,,,,,,
2002縣市議員選舉,臺中縣第五選區,王憲堂,*,,,,,,
2002縣市議員選舉,臺中縣第六選區,黃錫嘉,*,,,,,,
2002縣市議員選舉,臺中縣第六選區,何秀英,*,,,,,,
2002縣市議員選舉,臺中縣第六選區,林啟森,*,,,,,,
2002縣市議員選舉,臺中縣第六選區,劉淑蘭,*,,,,,,
2002縣市議員選舉,臺中縣第六選區,陳芳隆,*,,,,,,
2002縣市議員選舉,臺中縣第六選區,劉進旺,*,,,,,,
2002縣市議員選舉,臺中縣第六選區,楊忠諺,*,,,,,,
2002縣市議員選舉,臺中縣第七選區,蔡黃金雀,*,,,,,,
2002縣市議員選舉,臺中縣第七選區,林碧秀,*,,,,,,
2002縣市議員選舉,臺中縣第七選區,戴萬福,*,,,,,,
2002縣市議員選舉,臺中縣第七選區,段緯宇,*,,,,,,
2002縣市議員選舉,臺中縣第七選區,劉錦和,*,,,,,,
2002縣市議員選舉,臺中縣第七選區,何欣純,*,,,,,,
2002縣市議員選舉,臺中縣第七選區,游繼岳,*,,,,,,
2002縣市議員選舉,臺中縣第七選區,張滄沂,*,,,,,,
2002縣市議員選舉,臺中縣第七選區,江勝雄,*,,,,,,
2002縣市議員選舉,臺中縣第八選區,詹敏豐,*,,,,,,
2002縣市議員選舉,臺中縣第八選區,賴瑞珠,*,,,,,,
2002縣市議員選舉,臺中縣第八選區,何明杰,*,,,,,,
2002縣市議員選舉,臺中縣第八選區,黃存忠,*,,,,,,
2002縣市議員選舉,臺中縣第八選區,余文欽,*,,,,,,
2002縣市議員選舉,臺中縣第八選區,林茂裕,*,,,,,,
2002縣市議員選舉,彰化縣第一選區,王敏光,*,,,,,,
2002縣市議員選舉,彰化縣第一選區,賴岸璋,*,,,,,,
2002縣市議員選舉,彰化縣第一選區,盧盈宏,*,,,,,,
2002縣市議員選舉,彰化縣第一選區,唐鎮林,*,,,,,,
2002縣市議員選舉,彰化縣第一選區,白鴻森,*,,,,,,
2002縣市議員選舉,彰化縣第一選區,許原龍,*,,,,,,
2002縣市議員選舉,彰化縣第一選區,施華芬,*,,,,,,
2002縣市議員選舉,彰化縣第一選區,曾世勇,*,,,,,,
2002縣市議員選舉,彰化縣第一選區,施淑珍,*,,,,,,
2002縣市議員選舉,彰化縣第一選區,顧黃水花,*,,,,,,
2002縣市議員選舉,彰化縣第一選區,林滄敏,*,,,,,,
2002縣市議員選舉,彰化縣第一選區,邱建富,*,,,,,,
2002縣市議員選舉,彰化縣第二選區,林聖哲,*,,,,,,
2002縣市議員選舉,彰化縣第二選區,粘禮淞,*,,,,,,
2002縣市議員選舉,彰化縣第二選區,粘明隆,*,,,,,,
2002縣市議員選舉,彰化縣第二選區,葉寧鋒,*,,,,,,
2002縣市議員選舉,彰化縣第二選區,凃淑媚,*,,,,,,
2002縣市議員選舉,彰化縣第二選區,王惠美,*,,,,,,
2002縣市議員選舉,彰化縣第二選區,梁禎祥,*,,,,,,
2002縣市議員選舉,彰化縣第三選區,柯金德,*,,,,,,
2002縣市議員選舉,彰化縣第三選區,陳錦玉,*,,,,,,
2002縣市議員選舉,彰化縣第三選區,王榆凱,*,,,,,,
2002縣市議員選舉,彰化縣第三選區,張宗興,*,,,,,,
2002縣市議員選舉,彰化縣第三選區,黃寶川,*,,,,,,
2002縣市議員選舉,彰化縣第三選區,曾煥彰,*,,,,,,
2002縣市議員選舉,彰化縣第四選區,曹明正,*,,,,,,
2002縣市議員選舉,彰化縣第四選區,張錦昆,*,,,,,,
2002縣市議員選舉,彰化縣第四選區,游振雄,*,,,,,,
2002縣市議員選舉,彰化縣第四選區,李詩焱,*,,,,,,
2002縣市議員選舉,彰化縣第四選區,張雪如,*,,,,,,
2002縣市議員選舉,彰化縣第四選區,葉麗娟,*,,,,,,
2002縣市議員選舉,彰化縣第四選區,張良烟,*,,,,,,
2002縣市議員選舉,彰化縣第四選區,吳宗憲,*,,,,,,
2002縣市議員選舉,彰化縣第五選區,陳文漢,*,,,,,,
2002縣市議員選舉,彰化縣第五選區,曾清為,*,,,,,,
2002縣市議員選舉,彰化縣第五選區,楊福地,*,,,,,,
2002縣市議員選舉,彰化縣第五選區,黃瑞珠,*,,,,,,
2002縣市議員選舉,彰化縣第五選區,楊福建,*,,,,,,
2002縣市議員選舉,彰化縣第六選區,許文耀,*,,,,,,
2002縣市議員選舉,彰化縣第六選區,蕭景田,*,,,,,,
2002縣市議員選舉,彰化縣第六選區,洪麗娜,*,,,,,,
2002縣市議員選舉,彰化縣第六選區,劉錦昌,*,,,,,,
2002縣市議員選舉,彰化縣第六選區,蕭博修,*,,,,,,
2002縣市議員選舉,彰化縣第七選區,李俊諭,*,,,,,,
2002縣市議員選舉,彰化縣第七選區,李武雄,*,,,,,,
2002縣市議員選舉,彰化縣第七選區,鄭汝芬,*,,,,,,
2002縣市議員選舉,彰化縣第七選區,林茂昌,*,,,,,,
2002縣市議員選舉,彰化縣第七選區,蘇文章,*,,,,,,
2002縣市議員選舉,彰化縣第八選區,洪進南,*,,,,,,
2002縣市議員選舉,彰化縣第八選區,洪宗熠,*,,,,,,
2002縣市議員選舉,彰化縣第八選區,張國棟,*,,,,,,
2002縣市議員選舉,彰化縣第八選區,陳諸讚,*,,,,,,
2002縣市議員選舉,彰化縣第八選區,吳淑娟,*,,,,,,
2002縣市議員選舉,南投縣第一選區,許淑華,*,,,,,,
2002縣市議員選舉,南投縣第一選區,李添興,*,,,,,,
2002縣市議員選舉,南投縣第一選區,蔡明源,*,,,,,,
2002縣市議員選舉,南投縣第一選區,許孟晪,*,,,,,,
2002縣市議員選舉,南投縣第一選區,宋懷琳,*,,,,,,
2002縣市議員選舉,南投縣第一選區,莊文斌,*,,,,,,
2002縣市議員選舉,南投縣第一選區,吳棋祥,*,,,,,,
2002縣市議員選舉,南投縣第一選區,吳正行,*,,,,,,
2002縣市議員選舉,南投縣第一選區,魏清彬,*,,,,,,
2002縣市議員選舉,南投縣第一選區,曾芳春,*,,,,,,
2002縣市議員選舉,南投縣第二選區,林永鴻,*,,,,,,
2002縣市議員選舉,南投縣第二選區,賴忠政,*,,,,,,
2002縣市議員選舉,南投縣第二選區,簡沛霖,*,,,,,,
2002縣市議員選舉,南投縣第二選區,簡景賢,*,,,,,,
2002縣市議員選舉,南投縣第二選區,廖宜賢,*,,,,,,
2002縣市議員選舉,南投縣第二選區,陳月英,*,,,,,,
2002縣市議員選舉,南投縣第二選區,黃秀女,*,,,,,,
2002縣市議員選舉,南投縣第二選區,李合元,*,,,,,,
2002縣市議員選舉,南投縣第三選區,林明溱,*,,,,,,
2002縣市議員選舉,南投縣第三選區,陳錦倫,*,,,,,,
2002縣市議員選舉,南投縣第三選區,謝明謀,*,,,,,,
2002縣市議員選舉,南投縣第三選區,陳淑惠,*,,,,,,
2002縣市議員選舉,南投縣第四選區,陳採鳳,*,,,,,,
2002縣市議員選舉,南投縣第四選區,林民政,*,,,,,,
2002縣市議員選舉,南投縣第四選區,曾萬定,*,,,,,,
2002縣市議員選舉,南投縣第四選區,康誌合,*,,,,,,
2002縣市議員選舉,南投縣第四選區,何勝豐,*,,,,,,
2002縣市議員選舉,南投縣第五選區,王彩雲,*,,,,,,
2002縣市議員選舉,南投縣第五選區,廖志城,*,,,,,,
2002縣市議員選舉,南投縣第五選區,陳貴參,*,,,,,,
2002縣市議員選舉,南投縣第五選區,鄭文銅,*,,,,,,
2002縣市議員選舉,南投縣第五選區,林福峰,*,,,,,,
2002縣市議員選舉,南投縣第五選區,許阿甘,*,,,,,,
2002縣市議員選舉,南投縣第五選區,潘一全,*,,,,,,
2002縣市議員選舉,南投縣第五選區,周義雄,*,,,,,,
2002縣市議員選舉,雲林縣第一選區,簡明欽,*,,,,,,
2002縣市議員選舉,雲林縣第一選區,蔡玉霜,*,,,,,,
2002縣市議員選舉,雲林縣第一選區,尹伶瑛,*,,,,,,
2002縣市議員選舉,雲林縣第一選區,廖信凱,*,,,,,,
2002縣市議員選舉,雲林縣第一選區,李建志,*,,,,,,
2002縣市議員選舉,雲林縣第一選區,劉建國,*,,,,,,
2002縣市議員選舉,雲林縣第一選區,林錫華,*,,,,,,
2002縣市議員選舉,雲林縣第一選區,李建昇,*,,,,,,
2002縣市議員選舉,雲林縣第一選區,林勝雄,*,,,,,,
2002縣市議員選舉,雲林縣第二選區,鐘俊興,*,,,,,,
2002縣市議員選舉,雲林縣第二選區,張嘉元,*,,,,,,
2002縣市議員選舉,雲林縣第二選區,李長發,*,,,,,,
2002縣市議員選舉,雲林縣第二選區,林慧如,*,,,,,,
2002縣市議員選舉,雲林縣第二選區,林再添,*,,,,,,
2002縣市議員選舉,雲林縣第二選區,簡錦全,*,,,,,,
2002縣市議員選舉,雲林縣第三選區,謝翠蓮,*,,,,,,
2002縣市議員選舉,雲林縣第三選區,王士壬,*,,,,,,
2002縣市議員選舉,雲林縣第三選區,陳國松,*,,,,,,
2002縣市議員選舉,雲林縣第三選區,吳欽棋,*,,,,,,
2002縣市議員選舉,雲林縣第三選區,陳瑞雄,*,,,,,,
2002縣市議員選舉,雲林縣第三選區,林永福,*,,,,,,
2002縣市議員選舉,雲林縣第三選區,陳振輝,*,,,,,,
2002縣市議員選舉,雲林縣第三選區,陳清秀,*,,,,,,
2002縣市議員選舉,雲林縣第三選區,蔡秋敏,*,,,,,,
2002縣市議員選舉,雲林縣第四選區,廖偉博,*,,,,,,
2002縣市議員選舉,雲林縣第四選區,廖朝魁,*,,,,,,
