選舉類型,地區,姓名,當選註記,,,,,,
2005縣市議員選舉,南投縣第五選區,周義雄,*,,,,,,
2005縣市議員選舉,南投縣第五選區,許阿甘,*,,,,,,
2005縣市議員選舉,南投縣第五選區,戴世詮,*,,,,,,
2005縣市議員選舉,南投縣第五選區,潘一全,*,,,,,,
2005縣市議員選舉,南投縣第五選區,王彩雲,*,,,,,,
2005縣市議員選舉,雲林縣第一選區,劉建國,*,,,,,,
2005縣市議員選舉,雲林縣第一選區,簡明欽,*,,,,,,
2005縣市議員選舉,雲林縣第一選區,林錫華,*,,,,,,
2005縣市議員選舉,雲林縣第一選區,李建昇,*,,,,,,
2005縣市議員選舉,雲林縣第一選區,李建志,*,,,,,,
2005縣市議員選舉,雲林縣第一選區,周秀月,*,,,,,,
2005縣市議員選舉,雲林縣第一選區,蔡玉霜,*,,,,,,
2005縣市議員選舉,雲林縣第一選區,林淑芬,*,,,,,,
2005縣市議員選舉,雲林縣第一選區,黃耀煌,*,,,,,,
2005縣市議員選舉,雲林縣第二選區,林再添,*,,,,,,
2005縣市議員選舉,雲林縣第二選區,王秋足,*,,,,,,
2005縣市議員選舉,雲林縣第二選區,謝淑亞,*,,,,,,
2005縣市議員選舉,雲林縣第二選區,鐘俊興,*,,,,,,
2005縣市議員選舉,雲林縣第二選區,簡錦全,*,,,,,,
2005縣市議員選舉,雲林縣第二選區,沈銘恭,*,,,,,,
2005縣市議員選舉,雲林縣第三選區,陳清秀,*,,,,,,
2005縣市議員選舉,雲林縣第三選區,王士壬,*,,,,,,
2005縣市議員選舉,雲林縣第三選區,陳瑞雄,*,,,,,,
2005縣市議員選舉,雲林縣第三選區,陳敏華,*,,,,,,
2005縣市議員選舉,雲林縣第三選區,沈宗隆,*,,,,,,
2005縣市議員選舉,雲林縣第三選區,謝翠蓮,*,,,,,,
2005縣市議員選舉,雲林縣第三選區,李健福,*,,,,,,
2005縣市議員選舉,雲林縣第三選區,蔡明水,*,,,,,,
2005縣市議員選舉,雲林縣第三選區,黃進一,*,,,,,,
2005縣市議員選舉,雲林縣第四選區,鄭玲惠,*,,,,,,
2005縣市議員選舉,雲林縣第四選區,廖清祥,*,,,,,,
2005縣市議員選舉,雲林縣第四選區,李佳芬,*,,,,,,
2005縣市議員選舉,雲林縣第四選區,廖偉博,*,,,,,,
2005縣市議員選舉,雲林縣第四選區,梁銘忠,*,,,,,,
2005縣市議員選舉,雲林縣第四選區,廖錦珠,*,,,,,,
2005縣市議員選舉,雲林縣第四選區,詹捷凱,*,,,,,,
2005縣市議員選舉,雲林縣第五選區,張素蘭,*,,,,,,
2005縣市議員選舉,雲林縣第五選區,蘇金煌,*,,,,,,
2005縣市議員選舉,雲林縣第五選區,許忠富,*,,,,,,
2005縣市議員選舉,雲林縣第五選區,王清貴,*,,,,,,
2005縣市議員選舉,雲林縣第五選區,陳正忠,*,,,,,,
2005縣市議員選舉,雲林縣第五選區,鄭東來,*,,,,,,
2005縣市議員選舉,雲林縣第六選區,林逢錦,*,,,,,,
2005縣市議員選舉,雲林縣第六選區,翁水上,*,,,,,,
2005縣市議員選舉,雲林縣第六選區,蕭慧敏,*,,,,,,
2005縣市議員選舉,雲林縣第六選區,陳劍華,*,,,,,,
2005縣市議員選舉,雲林縣第六選區,蔡岳儒,*,,,,,,
2005縣市議員選舉,雲林縣第六選區,蔡永常,*,,,,,,
2005縣市議員選舉,嘉義縣第一選區,楊秀玉,*,,,,,,
2005縣市議員選舉,嘉義縣第一選區,劉敬祥,*,,,,,,
2005縣市議員選舉,嘉義縣第一選區,官文樹,*,,,,,,
2005縣市議員選舉,嘉義縣第一選區,林寶瓶,*,,,,,,
2005縣市議員選舉,嘉義縣第一選區,蕭登標,*,,,,,,
2005縣市議員選舉,嘉義縣第一選區,吳李綠,*,,,,,,
2005縣市議員選舉,嘉義縣第一選區,黃傑,*,,,,,,
2005縣市議員選舉,嘉義縣第二選區,何宗義,*,,,,,,
2005縣市議員選舉,嘉義縣第二選區,王幸悅,*,,,,,,
2005縣市議員選舉,嘉義縣第二選區,賴朝崙,*,,,,,,
2005縣市議員選舉,嘉義縣第二選區,林秀琴,*,,,,,,
2005縣市議員選舉,嘉義縣第二選區,葉日朗,*,,,,,,
2005縣市議員選舉,嘉義縣第二選區,林于玲,*,,,,,,
2005縣市議員選舉,嘉義縣第二選區,賴美真,*,,,,,,
2005縣市議員選舉,嘉義縣第三選區,蔡吉輝,*,,,,,,
2005縣市議員選舉,嘉義縣第三選區,劉宏文,*,,,,,,
2005縣市議員選舉,嘉義縣第三選區,陳保仁,*,,,,,,
2005縣市議員選舉,嘉義縣第三選區,林金敏,*,,,,,,
2005縣市議員選舉,嘉義縣第三選區,詹金繪,*,,,,,,
2005縣市議員選舉,嘉義縣第四選區,王金山,*,,,,,,
2005縣市議員選舉,嘉義縣第四選區,余政達,*,,,,,,
2005縣市議員選舉,嘉義縣第四選區,王如經,*,,,,,,
2005縣市議員選舉,嘉義縣第四選區,李國勝,*,,,,,,
2005縣市議員選舉,嘉義縣第五選區,顏蔡淑惠,*,,,,,,
2005縣市議員選舉,嘉義縣第五選區,陳俊宏,*,,,,,,
2005縣市議員選舉,嘉義縣第五選區,翁聰賢,*,,,,,,
2005縣市議員選舉,嘉義縣第五選區,陳鳳梅,*,,,,,,
2005縣市議員選舉,嘉義縣第六選區,陳柏麟,*,,,,,,
2005縣市議員選舉,嘉義縣第六選區,侯清河,*,,,,,,
2005縣市議員選舉,嘉義縣第六選區,蔡文基,*,,,,,,
2005縣市議員選舉,嘉義縣第六選區,張明達,*,,,,,,
2005縣市議員選舉,嘉義縣第六選區,羅士洋,*,,,,,,
2005縣市議員選舉,嘉義縣第六選區,林淑鈴,*,,,,,,
2005縣市議員選舉,嘉義縣第六選區,林劉玉嬌,*,,,,,,
2005縣市議員選舉,臺南縣第一選區,黃金鏞,*,,,,,,
2005縣市議員選舉,臺南縣第一選區,劉桂妙,*,,,,,,
2005縣市議員選舉,臺南縣第一選區,顏炎釧,*,,,,,,
2005縣市議員選舉,臺南縣第一選區,陳進雄,*,,,,,,
2005縣市議員選舉,臺南縣第一選區,趙昆原,*,,,,,,
2005縣市議員選舉,臺南縣第一選區,蔡育輝,*,,,,,,
2005縣市議員選舉,臺南縣第二選區,黃月娟,*,,,,,,
2005縣市議員選舉,臺南縣第二選區,張世賢,*,,,,,,
2005縣市議員選舉,臺南縣第二選區,賴美惠,*,,,,,,
2005縣市議員選舉,臺南縣第二選區,詹龍洲,*,,,,,,
2005縣市議員選舉,臺南縣第三選區,郭秀珠,*,,,,,,
2005縣市議員選舉,臺南縣第三選區,陳文賢,*,,,,,,
2005縣市議員選舉,臺南縣第三選區,楊麗玉,*,,,,,,
2005縣市議員選舉,臺南縣第三選區,尤榮智,*,,,,,,
2005縣市議員選舉,臺南縣第三選區,姜金堂,*,,,,,,
2005縣市議員選舉,臺南縣第四選區,余榮和,*,,,,,,
2005縣市議員選舉,臺南縣第四選區,方一峰,*,,,,,,
2005縣市議員選舉,臺南縣第四選區,陳朝來,*,,,,,,
2005縣市議員選舉,臺南縣第四選區,蔡秋蘭,*,,,,,,
2005縣市議員選舉,臺南縣第四選區,周賜海,*,,,,,,
2005縣市議員選舉,臺南縣第五選區,陳宗興,*,,,,,,
2005縣市議員選舉,臺南縣第五選區,李元風,*,,,,,,
2005縣市議員選舉,臺南縣第五選區,侯澄財,*,,,,,,
2005縣市議員選舉,臺南縣第六選區,徐茂喬,*,,,,,,
2005縣市議員選舉,臺南縣第六選區,林全忠,*,,,,,,
2005縣市議員選舉,臺南縣第六選區,楊登山,*,,,,,,
2005縣市議員選舉,臺南縣第七選區,胡瑞男,*,,,,,,
2005縣市議員選舉,臺南縣第七選區,林丁燦,*,,,,,,
2005縣市議員選舉,臺南縣第七選區,梁順發,*,,,,,,
2005縣市議員選舉,臺南縣第八選區,江仲祥,*,,,,,,
2005縣市議員選舉,臺南縣第八選區,廖西仁,*,,,,,,
2005縣市議員選舉,臺南縣第九選區,張伯祿,*,,,,,,
2005縣市議員選舉,臺南縣第九選區,曾王雅雲,*,,,,,,
2005縣市議員選舉,臺南縣第九選區,林逢春,*,,,,,,
2005縣市議員選舉,臺南縣第九選區,黃明進,*,,,,,,
2005縣市議員選舉,臺南縣第九選區,洪德昆,*,,,,,,
2005縣市議員選舉,臺南縣第九選區,吳健保,*,,,,,,
2005縣市議員選舉,臺南縣第九選區,劉正昌,*,,,,,,
2005縣市議員選舉,臺南縣第九選區,杜素吟,*,,,,,,
2005縣市議員選舉,臺南縣第十選區,楊中成,*,,,,,,
2005縣市議員選舉,臺南縣第十選區,林進旺,*,,,,,,
2005縣市議員選舉,臺南縣第十選區,王敏星,*,,,,,,
2005縣市議員選舉,臺南縣第十選區,李崇智,*,,,,,,
2005縣市議員選舉,臺南縣第十選區,林慶鎮,*,,,,,,
2005縣市議員選舉,臺南縣第十選區,陳秋萍,*,,,,,,
2005縣市議員選舉,臺南縣第十選區,蔡百祿,*,,,,,,
2005縣市議員選舉,臺南縣第十選區,康進水,*,,,,,,
2005縣市議員選舉,臺南縣第十選區,林宜瑾,*,,,,,,
2005縣市議員選舉,臺南縣第十選區,郭瑞南,*,,,,,,
2005縣市議員選舉,臺南縣第十選區,蔡明甫,*,,,,,,
2005縣市議員選舉,高雄縣第一選區,劉德林,*,,,,,,
2005縣市議員選舉,高雄縣第一選區,蘇炎城,*,,,,,,
2005縣市議員選舉,高雄縣第一選區,江玲君,*,,,,,,
2005縣市議員選舉,高雄縣第一選區,陳粹鑾,*,,,,,,
2005縣市議員選舉,高雄縣第一選區,張漢忠,*,,,,,,
2005縣市議員選舉,高雄縣第一選區,張坤裕,*,,,,,,
2005縣市議員選舉,高雄縣第一選區,郭素桃,*,,,,,,
2005縣市議員選舉,高雄縣第一選區,錢俊皞,*,,,,,,
2005縣市議員選舉,高雄縣第一選區,陳慧文,*,,,,,,
2005縣市議員選舉,高雄縣第一選區,簡海源,*,,,,,,
2005縣市議員選舉,高雄縣第一選區,李鋒斌,*,,,,,,
2005縣市議員選舉,高雄縣第一選區,徐榮延,*,,,,,,
2005縣市議員選舉,高雄縣第一選區,王榮仁,*,,,,,,
2005縣市議員選舉,高雄縣第一選區,顏曉菁,*,,,,,,
2005縣市議員選舉,高雄縣第二選區,何勝雄,*,,,,,,
2005縣市議員選舉,高雄縣第二選區,許慧玉,*,,,,,,
2005縣市議員選舉,高雄縣第二選區,錢聖武,*,,,,,,
2005縣市議員選舉,高雄縣第二選區,吳利成,*,,,,,,
2005縣市議員選舉,高雄縣第二選區,葉進國,*,,,,,,
2005縣市議員選舉,高雄縣第二選區,黃登丕,*,,,,,,
2005縣市議員選舉,高雄縣第二選區,王慧玲,*,,,,,,
2005縣市議員選舉,高雄縣第三選區,王耀裕,*,,,,,,
2005縣市議員選舉,高雄縣第三選區,孫祈政,*,,,,,,
2005縣市議員選舉,高雄縣第三選區,于淑恩,*,,,,,,
2005縣市議員選舉,高雄縣第三選區,蔡昌達,*,,,,,,
2005縣市議員選舉,高雄縣第三選區,洪秀錦,*,,,,,,
2005縣市議員選舉,高雄縣第三選區,蔡寬興,*,,,,,,
2005縣市議員選舉,高雄縣第三選區,吳政勳,*,,,,,,
2005縣市議員選舉,高雄縣第四選區,曾水文,*,,,,,,
2005縣市議員選舉,高雄縣第四選區,方信淵,*,,,,,,
2005縣市議員選舉,高雄縣第四選區,許福森,*,,,,,,
2005縣市議員選舉,高雄縣第四選區,謝志富,*,,,,,,
2005縣市議員選舉,高雄縣第四選區,李蕙蕙,*,,,,,,
2005縣市議員選舉,高雄縣第四選區,陳致富,*,,,,,,
2005縣市議員選舉,高雄縣第四選區,盧謝珊珊,*,,,,,,
2005縣市議員選舉,高雄縣第四選區,陸淑美,*,,,,,,
2005縣市議員選舉,高雄縣第四選區,耿雄山,*,,,,,,
2005縣市議員選舉,高雄縣第四選區,林連森,*,,,,,,
2005縣市議員選舉,高雄縣第五選區,程進添,*,,,,,,
2005縣市議員選舉,高雄縣第五選區,陳明澤,*,,,,,,
2005縣市議員選舉,高雄縣第五選區,李長生,*,,,,,,
2005縣市議員選舉,高雄縣第五選區,蘇琦莉,*,,,,,,
2005縣市議員選舉,高雄縣第五選區,張文瑞,*,,,,,,
2005縣市議員選舉,高雄縣第五選區,史萬忠,*,,,,,,
2005縣市議員選舉,高雄縣第六選區,鍾盛有,*,,,,,,
2005縣市議員選舉,高雄縣第六選區,林洪愛玉,*,,,,,,
2005縣市議員選舉,高雄縣第六選區,張乾德,*,,,,,,
2005縣市議員選舉,高雄縣第六選區,蕭育穎,*,,,,,,
2005縣市議員選舉,高雄縣第六選區,李鴻鈞,*,,,,,,
2005縣市議員選舉,高雄縣第六選區,林富寶,*,,,,,,
2005縣市議員選舉,屏東縣第一選區,施蘇貴美,*,,,,,,
2005縣市議員選舉,屏東縣第一選區,張金文,*,,,,,,
2005縣市議員選舉,屏東縣第一選區,李世斌,*,,,,,,
2005縣市議員選舉,屏東縣第一選區,蘇義峰,*,,,,,,
2005縣市議員選舉,屏東縣第一選區,林亞蒓,*,,,,,,
2005縣市議員選舉,屏東縣第一選區,黃國安,*,,,,,,
2005縣市議員選舉,屏東縣第一選區,唐玉琴,*,,,,,,
2005縣市議員選舉,屏東縣第一選區,邱名璋,*,,,,,,
2005縣市議員選舉,屏東縣第一選區,曾義雄,*,,,,,,
2005縣市議員選舉,屏東縣第一選區,蔣家煌,*,,,,,,
2005縣市議員選舉,屏東縣第一選區,李清聖,*,,,,,,
2005縣市議員選舉,屏東縣第二選區,丁煙柱,*,,,,,,
2005縣市議員選舉,屏東縣第二選區,蘇震清,*,,,,,,
2005縣市議員選舉,屏東縣第二選區,何春美,*,,,,,,
2005縣市議員選舉,屏東縣第二選區,吳亮慶,*,,,,,,
2005縣市議員選舉,屏東縣第二選區,許國華,*,,,,,,
2005縣市議員選舉,屏東縣第二選區,尤慶賀,*,,,,,,
2005縣市議員選舉,屏東縣第二選區,葉明博,*,,,,,,
2005縣市議員選舉,屏東縣第二選區,張惠怡,*,,,,,,
2005縣市議員選舉,屏東縣第三選區,黃明榮,*,,,,,,
2005縣市議員選舉,屏東縣第三選區,林郁虹,*,,,,,,
2005縣市議員選舉,屏東縣第三選區,賴耀熙,*,,,,,,
2005縣市議員選舉,屏東縣第三選區,劉淼松,*,,,,,,
2005縣市議員選舉,屏東縣第三選區,潘連周,*,,,,,,
2005縣市議員選舉,屏東縣第三選區,沈文傑,*,,,,,,
2005縣市議員選舉,屏東縣第三選區,徐榮耀,*,,,,,,
2005縣市議員選舉,屏東縣第三選區,曾世郎,*,,,,,,
2005縣市議員選舉,屏東縣第三選區,盧文信,*,,,,,,
2005縣市議員選舉,屏東縣第三選區,潘淑真,*,,,,,,
2005縣市議員選舉,屏東縣第三選區,王志豐,*,,,,,,
2005縣市議員選舉,屏東縣第四選區,林清都,*,,,,,,
2005縣市議員選舉,屏東縣第四選區,周典論,*,,,,,,
2005縣市議員選舉,屏東縣第四選區,盧同恊,*,,,,,,
2005縣市議員選舉,屏東縣第四選區,黃坤能,*,,,,,,
2005縣市議員選舉,屏東縣第四選區,劉水復,*,,,,,,
2005縣市議員選舉,屏東縣第四選區,林枝讚,*,,,,,,
2005縣市議員選舉,屏東縣第四選區,李香蘭,*,,,,,,
2005縣市議員選舉,屏東縣第四選區,郭美玉,*,,,,,,
2005縣市議員選舉,屏東縣第五選區,王啟敏,*,,,,,,
2005縣市議員選舉,屏東縣第五選區,楊嘉慶,*,,,,,,
2005縣市議員選舉,屏東縣第五選區,鄭文華,*,,,,,,
2005縣市議員選舉,屏東縣第五選區,周碧雲,*,,,,,,
2005縣市議員選舉,屏東縣第六選區,林亞相,*,,,,,,
2005縣市議員選舉,屏東縣第六選區,張榮志,*,,,,,,
2005縣市議員選舉,屏東縣第六選區,董啓智,*,,,,,,
2005縣市議員選舉,屏東縣第七選區,王林美足,*,,,,,,
2005縣市議員選舉,臺東縣第一選區,饒慶鈴,*,,,,,,
2005縣市議員選舉,臺東縣第一選區,田石雄,*,,,,,,
2005縣市議員選舉,臺東縣第一選區,謝明珠,*,,,,,,
2005縣市議員選舉,臺東縣第一選區,施向青,*,,,,,,
2005縣市議員選舉,臺東縣第一選區,李建智,*,,,,,,
2005縣市議員選舉,臺東縣第一選區,張國洲,*,,,,,,
2005縣市議員選舉,臺東縣第一選區,黃秋,*,,,,,,
2005縣市議員選舉,臺東縣第一選區,王飛龍,*,,,,,,
2005縣市議員選舉,臺東縣第一選區,賴嘉祥,*,,,,,,
2005縣市議員選舉,臺東縣第一選區,陳顯興,*,,,,,,
2005縣市議員選舉,臺東縣第二選區,曾宏賢,*,,,,,,
2005縣市議員選舉,臺東縣第三選區,許進榮,*,,,,,,
2005縣市議員選舉,臺東縣第三選區,張順貴,*,,,,,,
2005縣市議員選舉,臺東縣第四選區,張茂益,*,,,,,,
2005縣市議員選舉,臺東縣第四選區,李振源,*,,,,,,
2005縣市議員選舉,臺東縣第四選區,林惠就,*,,,,,,
2005縣市議員選舉,臺東縣第五選區,李錦慧,*,,,,,,
2005縣市議員選舉,花蓮縣第一選區,楊文值,*,,,,,,
2005縣市議員選舉,花蓮縣第一選區,鍾逸文,*,,,,,,
2005縣市議員選舉,花蓮縣第一選區,劉曉玫,*,,,,,,
2005縣市議員選舉,花蓮縣第一選區,謝國榮,*,,,,,,
2005縣市議員選舉,花蓮縣第一選區,陳凱莉,*,,,,,,
2005縣市議員選舉,花蓮縣第一選區,林有志,*,,,,,,
2005縣市議員選舉,花蓮縣第一選區,魏嘉賢,*,,,,,,
2005縣市議員選舉,花蓮縣第一選區,施金樹,*,,,,,,
2005縣市議員選舉,花蓮縣第一選區,李秋旺,*,,,,,,
2005縣市議員選舉,花蓮縣第二選區,傅朝明,*,,,,,,
2005縣市議員選舉,花蓮縣第三選區,黃馨,*,,,,,,
2005縣市議員選舉,花蓮縣第三選區,林春生,*,,,,,,
2005縣市議員選舉,花蓮縣第三選區,游美雲,*,,,,,,
2005縣市議員選舉,花蓮縣第三選區,蕭文龍,*,,,,,,
2005縣市議員選舉,花蓮縣第三選區,徐雪玉,*,,,,,,
2005縣市議員選舉,花蓮縣第三選區,張懷文,*,,,,,,
2005縣市議員選舉,花蓮縣第三選區,李旭寧,*,,,,,,
2005縣市議員選舉,花蓮縣第三選區,趙世源,*,,,,,,
2005縣市議員選舉,花蓮縣第三選區,陳朝松,*,,,,,,
2005縣市議員選舉,花蓮縣第四選區,黃玲蘭,*,,,,,,
2005縣市議員選舉,花蓮縣第四選區,王燕美,*,,,,,,
2005縣市議員選舉,花蓮縣第四選區,潘富民,*,,,,,,
2005縣市議員選舉,花蓮縣第四選區,張素華,*,,,,,,
2005縣市議員選舉,澎湖縣第一選區,藍俊逸,*,,,,,,
2005縣市議員選舉,澎湖縣第一選區,陳海山,*,,,,,,
2005縣市議員選舉,澎湖縣第一選區,劉陳昭玲,*,,,,,,
2005縣市議員選舉,澎湖縣第一選區,蘇文佐,*,,,,,,
2005縣市議員選舉,澎湖縣第一選區,葉竹林,*,,,,,,
2005縣市議員選舉,澎湖縣第一選區,吳文相,*,,,,,,
2005縣市議員選舉,澎湖縣第一選區,呂春茶,*,,,,,,
2005縣市議員選舉,澎湖縣第一選區,鄭清發,*,,,,,,
2005縣市議員選舉,澎湖縣第一選區,胡松榮,*,,,,,,
2005縣市議員選舉,澎湖縣第一選區,楊曜,*,,,,,,
2005縣市議員選舉,澎湖縣第一選區,陳雙全,*,,,,,,
2005縣市議員選舉,澎湖縣第二選區,歐陽洲,*,,,,,,
2005縣市議員選舉,澎湖縣第二選區,陳進兩,*,,,,,,
2005縣市議員選舉,澎湖縣第三選區,魏長源,*,,,,,,
2005縣市議員選舉,澎湖縣第三選區,陳富厚,*,,,,,,
2005縣市議員選舉,澎湖縣第四選區,許月里,*,,,,,,
2005縣市議員選舉,澎湖縣第四選區,李添進,*,,,,,,
2005縣市議員選舉,澎湖縣第五選區,葉明縣,*,,,,,,
2005縣市議員選舉,澎湖縣第六選區,夏晨榮,*,,,,,,
2005縣市議員選舉,基隆市第一選區,詹春陽,*,,,,,,
2005縣市議員選舉,基隆市第一選區,藍敏煌,*,,,,,,
2005縣市議員選舉,基隆市第一選區,張通榮,*,,,,,,
2005縣市議員選舉,基隆市第一選區,謝守男,*,,,,,,
2005縣市議員選舉,基隆市第一選區,呂美玲,*,,,,,,
2005縣市議員選舉,基隆市第二選區,何淑萍,*,,,,,,
2005縣市議員選舉,基隆市第二選區,韓良圻,*,,,,,,
2005縣市議員選舉,基隆市第二選區,陳東財,*,,,,,,
2005縣市議員選舉,基隆市第二選區,張漢土,*,,,,,,
2005縣市議員選舉,基隆市第三選區,曾水源,*,,,,,,
2005縣市議員選舉,基隆市第三選區,張芳麗,*,,,,,,
2005縣市議員選舉,基隆市第三選區,莊榮欽,*,,,,,,
2005縣市議員選舉,基隆市第三選區,游祥耀,*,,,,,,
2005縣市議員選舉,基隆市第四選區,宋瑋莉,*,,,,,,
2005縣市議員選舉,基隆市第四選區,施世明,*,,,,,,
2005縣市議員選舉,基隆市第四選區,張錦煌,*,,,,,,
2005縣市議員選舉,基隆市第四選區,楊石城,*,,,,,,
2005縣市議員選舉,基隆市第五選區,蔡適應,*,,,,,,
2005縣市議員選舉,基隆市第五選區,林弘和,*,,,,,,
2005縣市議員選舉,基隆市第五選區,莊錦田,*,,,,,,
2005縣市議員選舉,基隆市第五選區,鄭林清良,*,,,,,,
2005縣市議員選舉,基隆市第五選區,秦鉦,*,,,,,,
2005縣市議員選舉,基隆市第五選區,俞叁發,*,,,,,,
2005縣市議員選舉,基隆市第五選區,沈義傳,*,,,,,,
2005縣市議員選舉,基隆市第六選區,鄭怡信,*,,,,,,
2005縣市議員選舉,基隆市第六選區,陳江山,*,,,,,,
2005縣市議員選舉,基隆市第六選區,黃景泰,*,,,,,,
2005縣市議員選舉,基隆市第七選區,蔡旺璉,*,,,,,,
2005縣市議員選舉,基隆市第七選區,陳金樹,*,,,,,,
2005縣市議員選舉,基隆市第七選區,張耿輝,*,,,,,,
2005縣市議員選舉,基隆市第七選區,高辜惠珍,*,,,,,,
2005縣市議員選舉,新竹市第一選區,余泉霖,*,,,,,,
2005縣市議員選舉,新竹市第一選區,陳文正,*,,,,,,
2005縣市議員選舉,新竹市第一選區,謝希誠,*,,,,,,
2005縣市議員選舉,新竹市第一選區,鍾淑英,*,,,,,,
2005縣市議員選舉,新竹市第一選區,鄭正鈐,*,,,,,,
2005縣市議員選舉,新竹市第一選區,古榮政,*,,,,,,
2005縣市議員選舉,新竹市第一選區,張祖琰,*,,,,,,
2005縣市議員選舉,新竹市第一選區,鄭劉淑妹,*,,,,,,
2005縣市議員選舉,新竹市第一選區,段孝芳,*,,,,,,
2005縣市議員選舉,新竹市第一選區,李國璋,*,,,,,,
2005縣市議員選舉,新竹市第一選區,鄭宏輝,*,,,,,,
2005縣市議員選舉,新竹市第二選區,徐信芳,*,,,,,,
2005縣市議員選舉,新竹市第二選區,宋金海,*,,,,,,
2005縣市議員選舉,新竹市第二選區,魏秀珍,*,,,,,,
2005縣市議員選舉,新竹市第二選區,許文棟,*,,,,,,
2005縣市議員選舉,新竹市第三選區,鄭正宗,*,,,,,,
2005縣市議員選舉,新竹市第三選區,駱克銘,*,,,,,,
2005縣市議員選舉,新竹市第三選區,呂於台,*,,,,,,
2005縣市議員選舉,新竹市第四選區,孫鍚洲,*,,,,,,
2005縣市議員選舉,新竹市第四選區,李妍慧,*,,,,,,
2005縣市議員選舉,新竹市第四選區,蔡錕鈺,*,,,,,,
2005縣市議員選舉,新竹市第四選區,彭憲忠,*,,,,,,
2005縣市議員選舉,新竹市第四選區,李黃錦燕,*,,,,,,
2005縣市議員選舉,新竹市第四選區,謝文進,*,,,,,,
2005縣市議員選舉,新竹市第四選區,溫明地,*,,,,,,
2005縣市議員選舉,新竹市第四選區,吳青山,*,,,,,,
2005縣市議員選舉,新竹市第五選區,林耕仁,*,,,,,,
2005縣市議員選舉,新竹市第五選區,鄭成光,*,,,,,,
2005縣市議員選舉,新竹市第五選區,王明魁,*,,,,,,
2005縣市議員選舉,新竹市第五選區,賀玉燕,*,,,,,,
2005縣市議員選舉,新竹市第五選區,吳國寶,*,,,,,,
2005縣市議員選舉,新竹市第五選區,林漢淇,*,,,,,,
2005縣市議員選舉,臺中市第一選區,蕭杰,*,,,,,,
2005縣市議員選舉,臺中市第一選區,張宏年,*,,,,,,
2005縣市議員選舉,臺中市第一選區,黃英傑,*,,,,,,
2005縣市議員選舉,臺中市第一選區,黃國書,*,,,,,,
2005縣市議員選舉,臺中市第一選區,洪嘉鴻,*,,,,,,
2005縣市議員選舉,臺中市第一選區,莊乃慧,*,,,,,,
2005縣市議員選舉,臺中市第二選區,顏志修,*,,,,,,
2005縣市議員選舉,臺中市第二選區,賴佳微,*,,,,,,
2005縣市議員選舉,臺中市第二選區,陳天汶,*,,,,,,
2005縣市議員選舉,臺中市第二選區,范淞育,*,,,,,,
2005縣市議員選舉,臺中市第二選區,紀麗玉,*,,,,,,
2005縣市議員選舉,臺中市第二選區,陳有江,*,,,,,,
2005縣市議員選舉,臺中市第二選區,劉國隆,*,,,,,,
2005縣市議員選舉,臺中市第三選區,陳福文,*,,,,,,
2005縣市議員選舉,臺中市第三選區,林珮涵,*,,,,,,
2005縣市議員選舉,臺中市第三選區,鄭功進,*,,,,,,
2005縣市議員選舉,臺中市第三選區,李中,*,,,,,,
2005縣市議員選舉,臺中市第三選區,何敏誠,*,,,,,,
2005縣市議員選舉,臺中市第三選區,顏英男,*,,,,,,
2005縣市議員選舉,臺中市第三選區,賴頤年,*,,,,,,
2005縣市議員選舉,臺中市第三選區,邱素貞,*,,,,,,
2005縣市議員選舉,臺中市第四選區,張廖萬堅,*,,,,,,
2005縣市議員選舉,臺中市第四選區,張廖乃綸,*,,,,,,
2005縣市議員選舉,臺中市第四選區,曾木川,*,,,,,,
2005縣市議員選舉,臺中市第四選區,楊正中,*,,,,,,
2005縣市議員選舉,臺中市第四選區,吳春夏,*,,,,,,
2005縣市議員選舉,臺中市第四選區,陳淑華,*,,,,,,
2005縣市議員選舉,臺中市第四選區,黃馨慧,*,,,,,,
2005縣市議員選舉,臺中市第四選區,陳瑞德,*,,,,,,
2005縣市議員選舉,臺中市第五選區,張耀中,*,,,,,,
2005縣市議員選舉,臺中市第五選區,陳三井,*,,,,,,
2005縣市議員選舉,臺中市第五選區,劉士州,*,,,,,,
2005縣市議員選舉,臺中市第五選區,王秋冬,*,,,,,,
2005縣市議員選舉,臺中市第五選區,黃淑芬,*,,,,,,
2005縣市議員選舉,臺中市第五選區,丁振嘉,*,,,,,,
2005縣市議員選舉,臺中市第六選區,蔡雅玲,*,,,,,,
2005縣市議員選舉,臺中市第六選區,沈佑蓮,*,,,,,,
2005縣市議員選舉,臺中市第六選區,陳清景,*,,,,,,
2005縣市議員選舉,臺中市第六選區,賴順仁,*,,,,,,
2005縣市議員選舉,臺中市第六選區,王岳彬,*,,,,,,
2005縣市議員選舉,臺中市第六選區,唐國泰,*,,,,,,
2005縣市議員選舉,臺中市第六選區,陳成添,*,,,,,,
2005縣市議員選舉,臺中市第六選區,曾朝榮,*,,,,,,
2005縣市議員選舉,臺中市第六選區,林永能,*,,,,,,
2005縣市議員選舉,臺中市第六選區,游民哲,*,,,,,,
2005縣市議員選舉,嘉義市第一選區,張敏琪,*,,,,,,
2005縣市議員選舉,嘉義市第一選區,洪有仁,*,,,,,,
2005縣市議員選舉,嘉義市第一選區,郭美玲,*,,,,,,
2005縣市議員選舉,嘉義市第一選區,林聖芬,*,,,,,,
2005縣市議員選舉,嘉義市第一選區,黃露慧,*,,,,,,
