選舉類型,地區,姓名
2018縣市議員選舉,彰化縣,楊妙月
2018縣市議員選舉,彰化縣,郭燕陵
2018縣市議員選舉,彰化縣,葉國雄
2018縣市議員選舉,彰化縣,凃淑媚
2018縣市議員選舉,彰化縣,尤瑞春
2018縣市議員選舉,彰化縣,林庚壬
2018縣市議員選舉,彰化縣,柯振杯
2018縣市議員選舉,彰化縣,賴清美
2018縣市議員選舉,彰化縣,施嘉華
2018縣市議員選舉,彰化縣,林宗翰
2018縣市議員選舉,彰化縣,曹嘉豪
2018縣市議員選舉,彰化縣,張雪如
2018縣市議員選舉,彰化縣,凃俊任
2018縣市議員選舉,彰化縣,張錦昆
2018縣市議員選舉,彰化縣,劉惠娟
2018縣市議員選舉,彰化縣,黃正盛
2018縣市議員選舉,彰化縣,賴澤民
2018縣市議員選舉,彰化縣,張欣倩
2018縣市議員選舉,彰化縣,許晋揚
2018縣市議員選舉,彰化縣,洪本成
2018縣市議員選舉,彰化縣,陳玉姬
2018縣市議員選舉,彰化縣,張春洋
2018縣市議員選舉,彰化縣,陳重嘉
2018縣市議員選舉,彰化縣,鄭俊雄
2018縣市議員選舉,彰化縣,許書維
2018縣市議員選舉,彰化縣,蕭如意
2018縣市議員選舉,彰化縣,黃盛祿
2018縣市議員選舉,彰化縣,謝典霖
2018縣市議員選舉,彰化縣,江熊一楓
2018縣市議員選舉,彰化縣,李浩誠
2018縣市議員選舉,彰化縣,劉淑芳
2018縣市議員選舉,彰化縣,張國棟
2018縣市議員選舉,彰化縣,陳一惇
2018縣市議員選舉,彰化縣,謝彥慧
2018縣市議員選舉,彰化縣,蔡家豪
2018縣市議員選舉,彰化縣,吳淑娟
2018縣市議員選舉,南投縣,于秀英
2018縣市議員選舉,南投縣,張嘉哲
2018縣市議員選舉,南投縣,洪明科
2018縣市議員選舉,南投縣,蔡宗智
2018縣市議員選舉,南投縣,陳翰立
2018縣市議員選舉,南投縣,羅美玲
2018縣市議員選舉,南投縣,張維華
2018縣市議員選舉,南投縣,賴燕雪
2018縣市議員選舉,南投縣,曾振炎
2018縣市議員選舉,南投縣,莊文斌
2018縣市議員選舉,南投縣,李洲忠
2018縣市議員選舉,南投縣,蔡銘軒
2018縣市議員選舉,南投縣,莊士傑
2018縣市議員選舉,南投縣,簡賜勝
2018縣市議員選舉,南投縣,張永輝
2018縣市議員選舉,南投縣,廖梓佑
2018縣市議員選舉,南投縣,唐曉棻
2018縣市議員選舉,南投縣,簡峻庭
2018縣市議員選舉,南投縣,謝明謀
2018縣市議員選舉,南投縣,陳昭煜
2018縣市議員選舉,南投縣,蕭志全
2018縣市議員選舉,南投縣,陳淑惠
2018縣市議員選舉,南投縣,吳瑞芳
2018縣市議員選舉,南投縣,何勝豐
2018縣市議員選舉,南投縣,蔡孟娥
2018縣市議員選舉,南投縣,游顥
2018縣市議員選舉,南投縣,黃東灝
2018縣市議員選舉,南投縣,葉仁創
2018縣市議員選舉,南投縣,戴世詮
2018縣市議員選舉,南投縣,潘一全
2018縣市議員選舉,南投縣,陳宜君
2018縣市議員選舉,南投縣,王彩雲
2018縣市議員選舉,南投縣,林芳伃
2018縣市議員選舉,南投縣,黃世芳
2018縣市議員選舉,雲林縣,廖郁賢
2018縣市議員選舉,雲林縣,邱世文
2018縣市議員選舉,雲林縣,蘇于珊
2018縣市議員選舉,雲林縣,李建昇
2018縣市議員選舉,雲林縣,李建志
2018縣市議員選舉,雲林縣,林岳璋
2018縣市議員選舉,雲林縣,鍾明馨
2018縣市議員選舉,雲林縣,賴淑娞
2018縣市議員選舉,雲林縣,王又民
2018縣市議員選舉,雲林縣,江文登
2018縣市議員選舉,雲林縣,陳樹吉
2018縣市議員選舉,雲林縣,張庭綺
2018縣市議員選舉,雲林縣,蔡東富
2018縣市議員選舉,雲林縣,賴明源
2018縣市議員選舉,雲林縣,顏忠義
2018縣市議員選舉,雲林縣,王秋足
2018縣市議員選舉,雲林縣,黃凱
2018縣市議員選舉,雲林縣,黃美瑤
2018縣市議員選舉,雲林縣,王鈺齊
2018縣市議員選舉,雲林縣,蔡明水
2018縣市議員選舉,雲林縣,林文彬
2018縣市議員選舉,雲林縣,陳俊龍
2018縣市議員選舉,雲林縣,顏旭懋
2018縣市議員選舉,雲林縣,沈宗隆
2018縣市議員選舉,雲林縣,廖秋萍
2018縣市議員選舉,雲林縣,游淑雲
2018縣市議員選舉,雲林縣,梁銘忠
2018縣市議員選舉,雲林縣,廖萬
2018縣市議員選舉,雲林縣,廖偉晴
2018縣市議員選舉,雲林縣,李明哲
2018縣市議員選舉,雲林縣,林深
2018縣市議員選舉,雲林縣,林建鴻
2018縣市議員選舉,雲林縣,黃淑鈴
2018縣市議員選舉,雲林縣,吳蕙蘭
2018縣市議員選舉,雲林縣,蘇俊豪
2018縣市議員選舉,雲林縣,許志豪
2018縣市議員選舉,雲林縣,許留賓
2018縣市議員選舉,雲林縣,黃美蘭
2018縣市議員選舉,雲林縣,翁水上
2018縣市議員選舉,雲林縣,蔡岳儒
2018縣市議員選舉,雲林縣,蕭慧敏
2018縣市議員選舉,雲林縣,蔡孟真
2018縣市議員選舉,雲林縣,黃文祥
2018縣市議員選舉,嘉義縣,楊秀琴
2018縣市議員選舉,嘉義縣,黃榮俊
2018縣市議員選舉,嘉義縣,詹琬蓁
2018縣市議員選舉,嘉義縣,林緗亭
2018縣市議員選舉,嘉義縣,王啓澧
2018縣市議員選舉,嘉義縣,賴瓊如
2018縣市議員選舉,嘉義縣,戴光宗
2018縣市議員選舉,嘉義縣,陳福成
2018縣市議員選舉,嘉義縣,林于玲
2018縣市議員選舉,嘉義縣,黃芳蘭
2018縣市議員選舉,嘉義縣,林淑完
2018縣市議員選舉,嘉義縣,林秀琴
2018縣市議員選舉,嘉義縣,陳文忠
2018縣市議員選舉,嘉義縣,葉孟龍
2018縣市議員選舉,嘉義縣,吳思蓉
2018縣市議員選舉,嘉義縣,陳信文
2018縣市議員選舉,嘉義縣,劉雅文
2018縣市議員選舉,嘉義縣,許有疆
2018縣市議員選舉,嘉義縣,劉宏文
2018縣市議員選舉,嘉義縣,陳怡岳
2018縣市議員選舉,嘉義縣,蔡奇璋
2018縣市議員選舉,嘉義縣,李國勝
2018縣市議員選舉,嘉義縣,蔡鼎三
2018縣市議員選舉,嘉義縣,黃鉦凱
2018縣市議員選舉,嘉義縣,姜梅紅
2018縣市議員選舉,嘉義縣,黃嫈珺
2018縣市議員選舉,嘉義縣,黃金茂
2018縣市議員選舉,嘉義縣,蔡瑋傑
2018縣市議員選舉,嘉義縣,蔡信典
2018縣市議員選舉,嘉義縣,張明達
2018縣市議員選舉,嘉義縣,何子凡
2018縣市議員選舉,嘉義縣,王焜玄
2018縣市議員選舉,嘉義縣,陳柏麟
2018縣市議員選舉,嘉義縣,邱銀海
2018縣市議員選舉,嘉義縣,詹黃素蓮
2018縣市議員選舉,嘉義縣,羅士洋
2018縣市議員選舉,屏東縣,蔣月惠
2018縣市議員選舉,屏東縣,唐玉琴
2018縣市議員選舉,屏東縣,李世斌
2018縣市議員選舉,屏東縣,黃明賢
2018縣市議員選舉,屏東縣,曾義雄
2018縣市議員選舉,屏東縣,陳揚
2018縣市議員選舉,屏東縣,鄭清原
2018縣市議員選舉,屏東縣,方一祥
2018縣市議員選舉,屏東縣,蔣家煌
2018縣市議員選舉,屏東縣,林明順
2018縣市議員選舉,屏東縣,張平原
2018縣市議員選舉,屏東縣,何春美
2018縣市議員選舉,屏東縣,尤慶賀
2018縣市議員選舉,屏東縣,吳亮慶
2018縣市議員選舉,屏東縣,鄭雙銓
2018縣市議員選舉,屏東縣,宋麗華
2018縣市議員選舉,屏東縣,盧文瑞
2018縣市議員選舉,屏東縣,陳明達
2018縣市議員選舉,屏東縣,王景山
2018縣市議員選舉,屏東縣,潘淑眞
2018縣市議員選舉,屏東縣,黃建溢
2018縣市議員選舉,屏東縣,李世淦
2018縣市議員選舉,屏東縣,潘連周
2018縣市議員選舉,屏東縣,徐榮耀
2018縣市議員選舉,屏東縣,潘長成
2018縣市議員選舉,屏東縣,林郁虹
2018縣市議員選舉,屏東縣,陳志成
2018縣市議員選舉,屏東縣,許馨勻
2018縣市議員選舉,屏東縣,劉淼松
2018縣市議員選舉,屏東縣,方文正
2018縣市議員選舉,屏東縣,劉孟君
2018縣市議員選舉,屏東縣,何輝能
2018縣市議員選舉,屏東縣,許展維
2018縣市議員選舉,屏東縣,周典論
2018縣市議員選舉,屏東縣,鄭張常敏
2018縣市議員選舉,屏東縣,林蔡鳯梅
2018縣市議員選舉,屏東縣,李香蘭
2018縣市議員選舉,屏東縣,王啟敏
2018縣市議員選舉,屏東縣,林玉花
2018縣市議員選舉,屏東縣,周碧雲
2018縣市議員選舉,屏東縣,羅平道
2018縣市議員選舉,屏東縣,李志偉
2018縣市議員選舉,屏東縣,盧玟欣
2018縣市議員選舉,屏東縣,陳文弘
2018縣市議員選舉,屏東縣,王薇茗
2018縣市議員選舉,臺東縣,李建智
2018縣市議員選舉,臺東縣,林參天
2018縣市議員選舉,臺東縣,林威志
2018縣市議員選舉,臺東縣,吳景槐
2018縣市議員選舉,臺東縣,陳銘風
2018縣市議員選舉,臺東縣,陳志峰
2018縣市議員選舉,臺東縣,吳秀華
2018縣市議員選舉,臺東縣,周達三
2018縣市議員選舉,臺東縣,黃治維
2018縣市議員選舉,臺東縣,王文怡
2018縣市議員選舉,臺東縣,郭宗益
2018縣市議員選舉,臺東縣,許進榮
2018縣市議員選舉,臺東縣,林東滿
2018縣市議員選舉,臺東縣,陳宏宗
2018縣市議員選舉,臺東縣,黃瑞華
2018縣市議員選舉,臺東縣,翁麗吟
2018縣市議員選舉,臺東縣,李數奼
2018縣市議員選舉,花蓮縣,施金樹
2018縣市議員選舉,花蓮縣,林宗昆
2018縣市議員選舉,花蓮縣,謝國榮
2018縣市議員選舉,花蓮縣,楊華美
2018縣市議員選舉,花蓮縣,吳東昇
2018縣市議員選舉,花蓮縣,李秋旺
2018縣市議員選舉,花蓮縣,張美慧
2018縣市議員選舉,花蓮縣,蔡啟塔
2018縣市議員選舉,花蓮縣,魏嘉彥
2018縣市議員選舉,花蓮縣,邱光明
2018縣市議員選舉,花蓮縣,鄭寶秀
2018縣市議員選舉,花蓮縣,張正治
2018縣市議員選舉,花蓮縣,張峻
2018縣市議員選舉,花蓮縣,吳建志
2018縣市議員選舉,花蓮縣,黃馨
2018縣市議員選舉,花蓮縣,黃振富
2018縣市議員選舉,花蓮縣,張懷文
2018縣市議員選舉,花蓮縣,葉鯤璟
2018縣市議員選舉,花蓮縣,林源富
2018縣市議員選舉,花蓮縣,徐雪玉
2018縣市議員選舉,花蓮縣,黃玲蘭
2018縣市議員選舉,花蓮縣,潘月霞
2018縣市議員選舉,花蓮縣,王燕美
2018縣市議員選舉,澎湖縣,蘇陳綉色
2018縣市議員選舉,澎湖縣,胡松榮
2018縣市議員選舉,澎湖縣,呂光宇
2018縣市議員選舉,澎湖縣,陳海山
2018縣市議員選舉,澎湖縣,陳慧玲
2018縣市議員選舉,澎湖縣,張再興
2018縣市議員選舉,澎湖縣,陳雙全
2018縣市議員選舉,澎湖縣,藍凱元
2018縣市議員選舉,澎湖縣,劉陳昭玲
2018縣市議員選舉,澎湖縣,呂黃春金
2018縣市議員選舉,澎湖縣,歐中慨
2018縣市議員選舉,澎湖縣,陳振中
2018縣市議員選舉,澎湖縣,蔡清續
2018縣市議員選舉,澎湖縣,許育愷
2018縣市議員選舉,澎湖縣,魏長源
2018縣市議員選舉,澎湖縣,宋國進
2018縣市議員選舉,澎湖縣,李添進
2018縣市議員選舉,澎湖縣,陳佩真
2018縣市議員選舉,澎湖縣,夏晨榮
2018縣市議員選舉,基隆市,張顥瀚
2018縣市議員選舉,基隆市,張淵翔
2018縣市議員選舉,基隆市,呂美玲
2018縣市議員選舉,基隆市,藍敏煌
2018縣市議員選舉,基隆市,江鑒育
2018縣市議員選舉,基隆市,陳宜
2018縣市議員選舉,基隆市,何淑萍
2018縣市議員選舉,基隆市,韓世昱
2018縣市議員選舉,基隆市,鄭文婷
2018縣市議員選舉,基隆市,莊榮欽
2018縣市議員選舉,基隆市,童子瑋
2018縣市議員選舉,基隆市,張芳麗
2018縣市議員選舉,基隆市,張秉鈞
2018縣市議員選舉,基隆市,楊石城
2018縣市議員選舉,基隆市,莊敬聖
2018縣市議員選舉,基隆市,宋瑋莉
2018縣市議員選舉,基隆市,林沛祥
2018縣市議員選舉,基隆市,秦鉦
2018縣市議員選舉,基隆市,鄭愷玲
2018縣市議員選舉,基隆市,俞叁發
2018縣市議員選舉,基隆市,莊錦田
2018縣市議員選舉,基隆市,張之豪
2018縣市議員選舉,基隆市,陳薇仲
2018縣市議員選舉,基隆市,連恩典
2018縣市議員選舉,基隆市,王醒之
2018縣市議員選舉,基隆市,林旻勳
2018縣市議員選舉,基隆市,蔡旺璉
2018縣市議員選舉,基隆市,蘇仁和
2018縣市議員選舉,基隆市,楊秀玉
2018縣市議員選舉,基隆市,張耿輝
2018縣市議員選舉,新竹市,余邦彥
2018縣市議員選舉,新竹市,蔡惠婷
2018縣市議員選舉,新竹市,鄭美娟
2018縣市議員選舉,新竹市,曾資程
2018縣市議員選舉,新竹市,劉崇顯
2018縣市議員選舉,新竹市,李國璋
2018縣市議員選舉,新竹市,鄭正鈐
2018縣市議員選舉,新竹市,鍾淑英
2018縣市議員選舉,新竹市,黃文政
2018縣市議員選舉,新竹市,段孝芳
2018縣市議員選舉,新竹市,羅文熾
2018縣市議員選舉,新竹市,張祖琰
2018縣市議員選舉,新竹市,施乃如
2018縣市議員選舉,新竹市,徐信芳
2018縣市議員選舉,新竹市,許修睿
2018縣市議員選舉,新竹市,田雅芳
2018縣市議員選舉,新竹市,陳治雄
2018縣市議員選舉,新竹市,陳建名
2018縣市議員選舉,新竹市,顏政德
2018縣市議員選舉,新竹市,彭昆耀
2018縣市議員選舉,新竹市,蕭志潔
2018縣市議員選舉,新竹市,吳青山
2018縣市議員選舉,新竹市,孫鍚洲
2018縣市議員選舉,新竹市,劉康彥
2018縣市議員選舉,新竹市,林彥甫
2018縣市議員選舉,新竹市,李姸慧
2018縣市議員選舉,新竹市,黃美慧
2018縣市議員選舉,新竹市,鄭成光
2018縣市議員選舉,新竹市,陳慶齡
2018縣市議員選舉,新竹市,吳國寶
2018縣市議員選舉,新竹市,林耕仁
2018縣市議員選舉,新竹市,廖子齊
2018縣市議員選舉,新竹市,陳啓源
2018縣市議員選舉,嘉義市,黃露慧
2018縣市議員選舉,嘉義市,陳家平
2018縣市議員選舉,嘉義市,傅大偉
2018縣市議員選舉,嘉義市,蔡永泉
2018縣市議員選舉,嘉義市,張榮藏
2018縣市議員選舉,嘉義市,凌子楚
2018縣市議員選舉,嘉義市,張敏琪
2018縣市議員選舉,嘉義市,戴寧
2018縣市議員選舉,嘉義市,郭明賓
2018縣市議員選舉,嘉義市,黃思婷
2018縣市議員選舉,嘉義市,李忠曆
2018縣市議員選舉,嘉義市,蔡榮豐
2018縣市議員選舉,嘉義市,蘇澤峰
2018縣市議員選舉,嘉義市,張秀華
2018縣市議員選舉,嘉義市,廖天隆
2018縣市議員選舉,嘉義市,王美惠
2018縣市議員選舉,嘉義市,黃大祐
2018縣市議員選舉,嘉義市,陳姿妏
2018縣市議員選舉,嘉義市,吳上明
2018縣市議員選舉,嘉義市,莊豐安
2018縣市議員選舉,嘉義市,蔡文旭
2018縣市議員選舉,嘉義市,孫貫志
2018縣市議員選舉,嘉義市,鄭光宏
2018縣市議員選舉,臺北市,李傅中武
2018縣市議員選舉,高雄市,陳幸富
2018縣市議員選舉,高雄市,賴文德
2018縣市議員選舉,高雄市,唐惠美
2018縣市議員選舉,新北市,馬見
2018縣市議員選舉,臺中市,林榮進
2018縣市議員選舉,臺中市,朱元宏
2018縣市議員選舉,臺南市,谷暮．哈就
2018縣市議員選舉,桃園市,簡志偉
2018縣市議員選舉,桃園市,陳瑛
2018縣市議員選舉,桃園市,陳榮基
2018縣市議員選舉,臺北市,陳建銘
2018縣市議員選舉,臺北市,林瑞圖
2018縣市議員選舉,臺北市,汪志冰
2018縣市議員選舉,臺北市,侯漢廷
2018縣市議員選舉,臺北市,黃郁芬
2018縣市議員選舉,臺北市,陳政忠
2018縣市議員選舉,臺北市,潘懷宗
2018縣市議員選舉,臺北市,張斯綱
2018縣市議員選舉,臺北市,陳重文
2018縣市議員選舉,臺北市,鍾佩玲
2018縣市議員選舉,臺北市,林世宗
2018縣市議員選舉,臺北市,陳慈慧
2018縣市議員選舉,臺北市,楊靜宇
2018縣市議員選舉,臺北市,闕枚莎
2018縣市議員選舉,臺北市,陳義洲
2018縣市議員選舉,臺北市,李明賢
2018縣市議員選舉,臺北市,李建昌
2018縣市議員選舉,臺北市,黃珊珊
2018縣市議員選舉,臺北市,游淑慧
2018縣市議員選舉,臺北市,吳世正
2018縣市議員選舉,臺北市,高嘉瑜
2018縣市議員選舉,臺北市,江志銘
2018縣市議員選舉,臺北市,陳永德
2018縣市議員選舉,臺北市,洪健益
2018縣市議員選舉,臺北市,許淑華
2018縣市議員選舉,臺北市,秦慧珠
2018縣市議員選舉,臺北市,徐巧芯
2018縣市議員選舉,臺北市,邱威傑
2018縣市議員選舉,臺北市,戴錫欽
2018縣市議員選舉,臺北市,王鴻薇
2018縣市議員選舉,臺北市,許家蓓
2018縣市議員選舉,臺北市,張茂楠
2018縣市議員選舉,臺北市,梁文傑
2018縣市議員選舉,臺北市,林亮君
2018縣市議員選舉,臺北市,陳怡君
2018縣市議員選舉,臺北市,林國成
2018縣市議員選舉,臺北市,葉林傳
2018縣市議員選舉,臺北市,王浩
2018縣市議員選舉,臺北市,王世堅
2018縣市議員選舉,臺北市,陳炳甫
2018縣市議員選舉,臺北市,吳沛憶
2018縣市議員選舉,臺北市,吳志剛
2018縣市議員選舉,臺北市,應曉薇
2018縣市議員選舉,臺北市,劉耀仁
2018縣市議員選舉,臺北市,鍾小平
2018縣市議員選舉,臺北市,徐立信
2018縣市議員選舉,臺北市,周威佑
2018縣市議員選舉,臺北市,郭昭巖
2018縣市議員選舉,臺北市,阮昭雄
2018縣市議員選舉,臺北市,王欣儀
2018縣市議員選舉,臺北市,李柏毅
2018縣市議員選舉,臺北市,簡舒培
2018縣市議員選舉,臺北市,苗博雅
2018縣市議員選舉,臺北市,王閔生
2018縣市議員選舉,臺北市,李慶元
2018縣市議員選舉,臺北市,徐弘庭
2018縣市議員選舉,臺北市,羅智強
2018縣市議員選舉,臺北市,耿葳
2018縣市議員選舉,臺北市,林穎孟
2018縣市議員選舉,臺北市,鍾沛君
2018縣市議員選舉,臺北市,陳錦祥
2018縣市議員選舉,高雄市,林富寶
2018縣市議員選舉,高雄市,朱信強
2018縣市議員選舉,高雄市,林義迪
2018縣市議員選舉,高雄市,陳明澤
2018縣市議員選舉,高雄市,李亞築
2018縣市議員選舉,高雄市,黃明太
