選舉類型,地區,姓名
2018縣市議員選舉,高雄市,陸淑美
2018縣市議員選舉,高雄市,方信淵
2018縣市議員選舉,高雄市,黃秋媖
2018縣市議員選舉,高雄市,高閔琳
2018縣市議員選舉,高雄市,宋立彬
2018縣市議員選舉,高雄市,李雅慧
2018縣市議員選舉,高雄市,陳玫娟
2018縣市議員選舉,高雄市,陳善慧
2018縣市議員選舉,高雄市,黃文志
2018縣市議員選舉,高雄市,李眉蓁
2018縣市議員選舉,高雄市,陳麗珍
2018縣市議員選舉,高雄市,李柏毅
2018縣市議員選舉,高雄市,李雅芬
2018縣市議員選舉,高雄市,邱俊憲
2018縣市議員選舉,高雄市,江瑞鴻
2018縣市議員選舉,高雄市,張勝富
2018縣市議員選舉,高雄市,吳利成
2018縣市議員選舉,高雄市,許慧玉
2018縣市議員選舉,高雄市,李喬如
2018縣市議員選舉,高雄市,陳美雅
2018縣市議員選舉,高雄市,簡煥宗
2018縣市議員選舉,高雄市,蔡金晏
2018縣市議員選舉,高雄市,林于凱
2018縣市議員選舉,高雄市,曾俊傑
2018縣市議員選舉,高雄市,童燕珍
2018縣市議員選舉,高雄市,何權峰
2018縣市議員選舉,高雄市,黃柏霖
2018縣市議員選舉,高雄市,鄭孟洳
2018縣市議員選舉,高雄市,康裕成
2018縣市議員選舉,高雄市,黃香菽
2018縣市議員選舉,高雄市,黃紹庭
2018縣市議員選舉,高雄市,陳若翠
2018縣市議員選舉,高雄市,許崑源
2018縣市議員選舉,高雄市,郭建盟
2018縣市議員選舉,高雄市,黃文益
2018縣市議員選舉,高雄市,吳益政
2018縣市議員選舉,高雄市,李雅靜
2018縣市議員選舉,高雄市,林智鴻
2018縣市議員選舉,高雄市,黃捷
2018縣市議員選舉,高雄市,陳慧文
2018縣市議員選舉,高雄市,張漢忠
2018縣市議員選舉,高雄市,鄭安秝
2018縣市議員選舉,高雄市,劉德林
2018縣市議員選舉,高雄市,鍾易仲
2018縣市議員選舉,高雄市,鄭光峰
2018縣市議員選舉,高雄市,陳致中
2018縣市議員選舉,高雄市,李順進
2018縣市議員選舉,高雄市,曾麗燕
2018縣市議員選舉,高雄市,吳銘賜
2018縣市議員選舉,高雄市,陳麗娜
2018縣市議員選舉,高雄市,蔡武宏
2018縣市議員選舉,高雄市,林宛蓉
2018縣市議員選舉,高雄市,邱于軒
2018縣市議員選舉,高雄市,黃天煌
2018縣市議員選舉,高雄市,王耀裕
2018縣市議員選舉,高雄市,韓賜村
2018縣市議員選舉,新北市,鄭宇恩
2018縣市議員選舉,新北市,蔡錦賢
2018縣市議員選舉,新北市,鄭戴麗香
2018縣市議員選舉,新北市,陳偉杰
2018縣市議員選舉,新北市,宋明宗
2018縣市議員選舉,新北市,陳明義
2018縣市議員選舉,新北市,鍾宏仁
2018縣市議員選舉,新北市,何淑峯
2018縣市議員選舉,新北市,蔡健棠
2018縣市議員選舉,新北市,陳科名
2018縣市議員選舉,新北市,蔡淑君
2018縣市議員選舉,新北市,蔣根煌
2018縣市議員選舉,新北市,黃林玲玲
2018縣市議員選舉,新北市,賴秋媚
2018縣市議員選舉,新北市,陳文治
2018縣市議員選舉,新北市,王威元
2018縣市議員選舉,新北市,黃桂蘭
2018縣市議員選舉,新北市,彭佳芸
2018縣市議員選舉,新北市,蔡明堂
2018縣市議員選舉,新北市,李余典
2018縣市議員選舉,新北市,李翁月娥
2018縣市議員選舉,新北市,李坤城
2018縣市議員選舉,新北市,李倩萍
2018縣市議員選舉,新北市,陳啟能
2018縣市議員選舉,新北市,黃俊哲
2018縣市議員選舉,新北市,葉元之
2018縣市議員選舉,新北市,林國春
2018縣市議員選舉,新北市,何博文
2018縣市議員選舉,新北市,戴瑋姍
2018縣市議員選舉,新北市,劉美芳
2018縣市議員選舉,新北市,周勝考
2018縣市議員選舉,新北市,曾煥嘉
2018縣市議員選舉,新北市,王淑慧
2018縣市議員選舉,新北市,金瑞龍
2018縣市議員選舉,新北市,張志豪
2018縣市議員選舉,新北市,游輝宂
2018縣市議員選舉,新北市,陳錦錠
2018縣市議員選舉,新北市,張維倩
2018縣市議員選舉,新北市,邱烽堯
2018縣市議員選舉,新北市,連斐璠
2018縣市議員選舉,新北市,陳鴻源
2018縣市議員選舉,新北市,羅文崇
2018縣市議員選舉,新北市,江怡臻
2018縣市議員選舉,新北市,高敏慧
2018縣市議員選舉,新北市,洪佳君
2018縣市議員選舉,新北市,廖宜琨
2018縣市議員選舉,新北市,彭成龍
2018縣市議員選舉,新北市,蘇泓欽
2018縣市議員選舉,新北市,黃永昌
2018縣市議員選舉,新北市,林銘仁
2018縣市議員選舉,新北市,林金結
2018縣市議員選舉,新北市,陳世榮
2018縣市議員選舉,新北市,劉哲彰
2018縣市議員選舉,新北市,金中玉
2018縣市議員選舉,新北市,陳永福
2018縣市議員選舉,新北市,唐慧琳
2018縣市議員選舉,新北市,陳儀君
2018縣市議員選舉,新北市,林裔綺
2018縣市議員選舉,新北市,白珮茹
2018縣市議員選舉,新北市,張錦豪
2018縣市議員選舉,新北市,廖先翔
2018縣市議員選舉,新北市,周雅玲
2018縣市議員選舉,臺中市,施志昌
2018縣市議員選舉,臺中市,吳敏濟
2018縣市議員選舉,臺中市,李榮鴻
2018縣市議員選舉,臺中市,張清照
2018縣市議員選舉,臺中市,陳廷秀
2018縣市議員選舉,臺中市,楊典忠
2018縣市議員選舉,臺中市,尤碧鈴
2018縣市議員選舉,臺中市,顏莉敏
2018縣市議員選舉,臺中市,張家銨
2018縣市議員選舉,臺中市,林汝洲
2018縣市議員選舉,臺中市,林孟令
2018縣市議員選舉,臺中市,吳瓊華
2018縣市議員選舉,臺中市,陳世凱
2018縣市議員選舉,臺中市,陳清龍
2018縣市議員選舉,臺中市,張瀞分
2018縣市議員選舉,臺中市,陳本添
2018縣市議員選舉,臺中市,王朝坤
2018縣市議員選舉,臺中市,謝志忠
2018縣市議員選舉,臺中市,徐瑄灃
2018縣市議員選舉,臺中市,蕭隆澤
2018縣市議員選舉,臺中市,周永鴻
2018縣市議員選舉,臺中市,吳顯森
2018縣市議員選舉,臺中市,賴朝國
2018縣市議員選舉,臺中市,羅永珍
2018縣市議員選舉,臺中市,黃馨慧
2018縣市議員選舉,臺中市,張廖乃綸
2018縣市議員選舉,臺中市,楊正中
2018縣市議員選舉,臺中市,林祈烽
2018縣市議員選舉,臺中市,陳淑華
2018縣市議員選舉,臺中市,何文海
2018縣市議員選舉,臺中市,朱暖英
2018縣市議員選舉,臺中市,張耀中
2018縣市議員選舉,臺中市,劉士州
2018縣市議員選舉,臺中市,沈佑蓮
2018縣市議員選舉,臺中市,曾朝榮
2018縣市議員選舉,臺中市,賴順仁
2018縣市議員選舉,臺中市,陳成添
2018縣市議員選舉,臺中市,謝明源
2018縣市議員選舉,臺中市,黃健豪
2018縣市議員選舉,臺中市,賴佳微
2018縣市議員選舉,臺中市,陳文政
2018縣市議員選舉,臺中市,陳政顯
2018縣市議員選舉,臺中市,江肇國
2018縣市議員選舉,臺中市,張彥彤
2018縣市議員選舉,臺中市,黃守達
2018縣市議員選舉,臺中市,羅廷瑋
2018縣市議員選舉,臺中市,鄭功進
2018縣市議員選舉,臺中市,李中
2018縣市議員選舉,臺中市,邱素貞
2018縣市議員選舉,臺中市,何敏誠
2018縣市議員選舉,臺中市,蔡耀頡
2018縣市議員選舉,臺中市,李麗華
2018縣市議員選舉,臺中市,張玉嬿
2018縣市議員選舉,臺中市,賴義鍠
2018縣市議員選舉,臺中市,段緯宇
2018縣市議員選舉,臺中市,林德宇
2018縣市議員選舉,臺中市,林碧秀
2018縣市議員選舉,臺中市,張滄沂
2018縣市議員選舉,臺中市,蘇柏興
2018縣市議員選舉,臺中市,李天生
2018縣市議員選舉,臺中市,蔡成圭
2018縣市議員選舉,臺中市,冉齡軒
2018縣市議員選舉,臺南市,蔡育輝
2018縣市議員選舉,臺南市,張世賢
2018縣市議員選舉,臺南市,沈家鳳
2018縣市議員選舉,臺南市,劉米山
2018縣市議員選舉,臺南市,李宗翰
2018縣市議員選舉,臺南市,趙昆原
2018縣市議員選舉,臺南市,蔡蘇秋金
2018縣市議員選舉,臺南市,蔡秋蘭
2018縣市議員選舉,臺南市,方一峰
2018縣市議員選舉,臺南市,謝財旺
2018縣市議員選舉,臺南市,陳昆和
2018縣市議員選舉,臺南市,陳秋宏
2018縣市議員選舉,臺南市,吳通龍
2018縣市議員選舉,臺南市,尤榮智
2018縣市議員選舉,臺南市,周奕齊
2018縣市議員選舉,臺南市,李文俊
2018縣市議員選舉,臺南市,林志聰
2018縣市議員選舉,臺南市,陳碧玉
2018縣市議員選舉,臺南市,林志展
2018縣市議員選舉,臺南市,李偉智
2018縣市議員選舉,臺南市,王錦德
2018縣市議員選舉,臺南市,林炳利
2018縣市議員選舉,臺南市,郭清華
2018縣市議員選舉,臺南市,李中岑
2018縣市議員選舉,臺南市,黃麗招
2018縣市議員選舉,臺南市,郭信良
2018縣市議員選舉,臺南市,楊中成
2018縣市議員選舉,臺南市,林宜瑾
2018縣市議員選舉,臺南市,陳秋萍
2018縣市議員選舉,臺南市,林燕祝
2018縣市議員選舉,臺南市,林易瑩
2018縣市議員選舉,臺南市,李鎮國
2018縣市議員選舉,臺南市,林阳乙
2018縣市議員選舉,臺南市,沈震東
2018縣市議員選舉,臺南市,許至椿
2018縣市議員選舉,臺南市,陳怡珍
2018縣市議員選舉,臺南市,謝龍介
2018縣市議員選舉,臺南市,洪玉鳳
2018縣市議員選舉,臺南市,邱莉莉
2018縣市議員選舉,臺南市,李啓維
2018縣市議員選舉,臺南市,周麗津
2018縣市議員選舉,臺南市,林美燕
2018縣市議員選舉,臺南市,盧崑福
2018縣市議員選舉,臺南市,呂維胤
2018縣市議員選舉,臺南市,蔡淑惠
2018縣市議員選舉,臺南市,王家貞
2018縣市議員選舉,臺南市,曾信凱
2018縣市議員選舉,臺南市,蔡旺詮
2018縣市議員選舉,臺南市,蔡筱薇
2018縣市議員選舉,臺南市,曾培雅
2018縣市議員選舉,臺南市,吳禹寰
2018縣市議員選舉,臺南市,郭鴻儀
2018縣市議員選舉,臺南市,杜素吟
2018縣市議員選舉,臺南市,許又仁
2018縣市議員選舉,臺南市,鄭佳欣
2018縣市議員選舉,桃園市,黃家齊
2018縣市議員選舉,桃園市,李光達
2018縣市議員選舉,桃園市,林政賢
2018縣市議員選舉,桃園市,簡智翔
2018縣市議員選舉,桃園市,陳美梅
2018縣市議員選舉,桃園市,李曉鐘
2018縣市議員選舉,桃園市,黃景熙
2018縣市議員選舉,桃園市,余信憲
2018縣市議員選舉,桃園市,黃婉如
2018縣市議員選舉,桃園市,萬美玲
2018縣市議員選舉,桃園市,詹江村
2018縣市議員選舉,桃園市,蘇家明
2018縣市議員選舉,桃園市,林正峰
2018縣市議員選舉,桃園市,牛煦庭
2018縣市議員選舉,桃園市,林俐玲
2018縣市議員選舉,桃園市,陳雅倫
2018縣市議員選舉,桃園市,呂林小鳳
2018縣市議員選舉,桃園市,蔡永芳
2018縣市議員選舉,桃園市,朱珍瑤
2018縣市議員選舉,桃園市,呂淑真
2018縣市議員選舉,桃園市,劉茂羣
2018縣市議員選舉,桃園市,褚春來
2018縣市議員選舉,桃園市,張桂綿
2018縣市議員選舉,桃園市,郭麗華
2018縣市議員選舉,桃園市,劉勝全
2018縣市議員選舉,桃園市,游吾和
2018縣市議員選舉,桃園市,徐其萬
2018縣市議員選舉,桃園市,李柏坊
2018縣市議員選舉,桃園市,陳治文
2018縣市議員選舉,桃園市,張運炳
2018縣市議員選舉,桃園市,吳嘉和
2018縣市議員選舉,桃園市,彭俊豪
2018縣市議員選舉,桃園市,王浩宇
2018縣市議員選舉,桃園市,徐景文
2018縣市議員選舉,桃園市,邱奕勝
2018縣市議員選舉,桃園市,謝美英
2018縣市議員選舉,桃園市,魯明哲
2018縣市議員選舉,桃園市,梁為超
2018縣市議員選舉,桃園市,劉安祺
2018縣市議員選舉,桃園市,劉曾玉春
2018縣市議員選舉,桃園市,劉仁照
2018縣市議員選舉,桃園市,莊玉輝
2018縣市議員選舉,桃園市,楊家俍
2018縣市議員選舉,桃園市,黃敬平
2018縣市議員選舉,桃園市,陳萬得
2018縣市議員選舉,桃園市,舒翠玲
2018縣市議員選舉,桃園市,李家興
2018縣市議員選舉,桃園市,鄭淑方
2018縣市議員選舉,桃園市,周玉琴
2018縣市議員選舉,桃園市,涂權吉
2018縣市議員選舉,桃園市,徐玉樹
2018縣市議員選舉,桃園市,劉熒隆
2018縣市議員選舉,桃園市,林昭賢
2018縣市議員選舉,桃園市,邱佳亮
2018縣市議員選舉,桃園市,歐炳辰
2018縣市議員選舉,桃園市,吳宗憲
2018縣市議員選舉,臺北市,李芳儒
2018縣市議員選舉,新北市,宋雨蓁
2018縣市議員選舉,新北市,忠仁．達祿斯
2018縣市議員選舉,新北市,楊春妹
2018縣市議員選舉,桃園市,楊進福
2018縣市議員選舉,桃園市,王仙蓮
2018縣市議員選舉,桃園市,陳姿伶
2018縣市議員選舉,桃園市,林志強
2018縣市議員選舉,臺中市,黃仁
2018縣市議員選舉,臺南市,穎艾・達利
2018縣市議員選舉,高雄市,王義雄
2018縣市議員選舉,金門縣,王秀玉
2018縣市議員選舉,苗栗縣,温宜靜
2018縣市議員選舉,彰化縣,蕭淑芬
2018縣市議員選舉,屏東縣,陳哲蕙
