日期,累計疫苗存量,疫苗進貨描述,AstraZeneca 累計存量,Moderna 累計存量,BNT累計存量,高端累計存量,累計施打人次,目標,AstraZeneca 累計施打數,Moderna 累計施打數,臺南市,臺東縣,臺北市,臺中市,新北市,桃園市,高雄市,新竹縣,彰化縣,雲林縣,屏東縣,基隆市,宜蘭縣,新竹市,苗栗縣,嘉義市,嘉義縣,花蓮縣,南投縣,澎湖縣,金門縣,連江縣,JJ 累計施打數,BNT 累計施打數,Sinovac 累計施打數,CanSino 累計施打數,SputnikV 累計施打數
2021-10-29,49168700,台積電、鴻海永齡、慈濟共同捐贈的 91.03 萬劑 BNT 抵台,,,7737800,,24481074,,0,Medigen; Moderna; Oxford/AstraZeneca; Pfizer/BioNTech,,,,,,,,,,,,,,,,,,,,,,,0.84,5976884,12183227,4935347,0
2021-10-30,49168700,,,,,,24481074,,0,,,,,,,,,,,,,,,,,,,,,,,,0.82,5976884,12183227,4935347,0
2021-10-31,49168700,,,,,,24870150,,0,Medigen; Moderna; Oxford/AstraZeneca; Pfizer/BioNTech,,,,,,,,,,,,,,,,,,,,,,,0.81,6036462,12250440,5195493,0
2021-11-01,50668700,美國贈送 150 萬劑莫德納抵台,,4161300,,,25182013,,0,Medigen; Moderna; Oxford/AstraZeneca; Pfizer/BioNTech,,,,,,,,,,,,,,,,,,,,,,,0.71,6141805,12387143,5262454,0
2021-11-02,50668700,,,,,,25486269,,0,Medigen; Moderna; Oxford/AstraZeneca; Pfizer/BioNTech,,,,,,,,,,,,,,,,,,,,,,,0.63,6222339,12568377,5301942,0
2021-11-03,50668700,,,,,,25778064,,0,Medigen; Moderna; Oxford/AstraZeneca; Pfizer/BioNTech,,,,,,,,,,,,,,,,,,,,,,,0.59,6282574,12750319,5349396,0
2021-11-04,50810700,直接跟廠商購買的 14.2 萬劑 AZ 抵台,13441500,,,,25851240,,0,Medigen; Moderna; Oxford/AstraZeneca; Pfizer/BioNTech,,,,,,,,,,,,,,,,,,,,,,,0.45,6317319,12778777,5362539,0
2021-11-05,51682400,台積電、鴻海永齡、慈濟共同捐贈的 87.17 萬劑 BNT 抵台,,8609500,,,26080250,,0,Medigen; Moderna; Oxford/AstraZeneca; Pfizer/BioNTech,,,,,,,,,,,,,,,,,,,,,,,0.29,6349312,12856565,5478590,0
2021-11-06,52276400,直接跟廠商購買的 59.4 萬劑 AZ 抵台,14035500,,,,26080250,,0,,,,,,,,,,,,,,,,,,,,,,,,0.23,6349312,12856565,5478590,0
2021-11-07,52276400,,,,,,26281921,,0,Medigen; Moderna; Oxford/AstraZeneca; Pfizer/BioNTech,,,,,,,,,,,,,,,,,,,,,,,0.16,6367824,12942159,5568627,0
2021-11-08,52276400,,,,,,26542566,,0,Medigen; Moderna; Oxford/AstraZeneca; Pfizer/BioNTech,,,,,,,,,,,,,,,,,,,,,,,0.16,6375658,13073168,5688222,0
2021-11-09,52276400,,,,,,26768810,,0,Medigen; Moderna; Oxford/AstraZeneca; Pfizer/BioNTech,,,,,,,,,,,,,,,,,,,,,,,0.18,6394902,13170738,5795663,0
2021-11-10,52276400,,,,,,27004426,,0,Medigen; Moderna; Oxford/AstraZeneca; Pfizer/BioNTech,,,,,,,,,,,,,,,,,,,,,,,0.18,6411445,13266874,5916005,0
2021-11-11,52276400,,,,,,27210265,,0,Medigen; Moderna; Oxford/AstraZeneca; Pfizer/BioNTech,,,,,,,,,,,,,,,,,,,,,,,0.21,6428319,13350553,6019151,0
2021-11-12,54429100,直接跟廠商購買的 122.61 萬劑莫德納；台積電、鴻海永齡、慈濟共同捐贈的 92.66 萬劑 BNT 抵台,,9835600,8664400,,27479599,,0,Medigen; Moderna; Oxford/AstraZeneca; Pfizer/BioNTech,,,,,,,,,,,,,,,,,,,,,,,0.22,6447586,13455726,6161471,0
2021-11-13,54429100,,,,,,27479599,,0,,,,,,,,,,,,,,,,,,,,,,,,0.22,6447586,13455726,6161471,0
2021-11-14,54429100,,,,,,27689479,,0,Medigen; Moderna; Oxford/AstraZeneca; Pfizer/BioNTech,,,,,,,,,,,,,,,,,,,,,,,0.22,6560319,13511716,6201078,0
2021-11-15,54429100,,,,,,27927621,,0,Medigen; Moderna; Oxford/AstraZeneca; Pfizer/BioNTech,,,,,,,,,,,,,,,,,,,,,,,0.20,6665087,13582769,6261665,0
2021-11-16,54429100,,,,,,28161546,,0,Medigen; Moderna; Oxford/AstraZeneca; Pfizer/BioNTech,,,,,,,,,,,,,,,,,,,,,,,0.19,6749900,13666214,6325696,0
2021-11-17,54429100,,,,,,28403884,,0,Medigen; Moderna; Oxford/AstraZeneca; Pfizer/BioNTech,,,,,,,,,,,,,,,,,,,,,,,0.16,6804387,13779721,6398464,0
2021-11-18,54429100,,,,,,28679327,,0,Medigen; Moderna; Oxford/AstraZeneca; Pfizer/BioNTech,,,,,,,,,,,,,,,,,,,,,,,0.14,6804387,13779721,6398464,0
2021-11-19,54429100,,,,,,28986957,,0,Medigen; Moderna; Oxford/AstraZeneca; Pfizer/BioNTech,,,,,,,,,,,,,,,,,,,,,,,0.12,6888710,14112623,6561309,0
2021-11-20,54429100,,,,,,28986957,,0,,,,,,,,,,,,,,,,,,,,,,,,0.12,6888710,14112623,6561309,0
2021-11-21,54429100,,,,,,28986957,,0,,,,,,,,,,,,,,,,,,,,,,,,0.12,6954189,14235396,6608480,0
2021-11-22,54429100,,,,,,29515207,,0,Medigen; Moderna; Oxford/AstraZeneca; Pfizer/BioNTech,,,,,,,,,,,,,,,,,,,,,,,0.10,7025679,14385425,6677196,0
2021-11-23,54429100,,,,,,29749086,,0,Medigen; Moderna; Oxford/AstraZeneca; Pfizer/BioNTech,,,,,,,,,,,,,,,,,,,,,,,0.09,7087425,14489676,6743842,0
2021-11-24,54429100,,,,,,29932419,,0,Medigen; Moderna; Oxford/AstraZeneca; Pfizer/BioNTech,,,,,,,,,,,,,,,,,,,,,,,0.09,7149446,14538435,6814788,0
2021-11-25,55367400,台積電、鴻海永齡、慈濟共同捐贈的 93.83 萬劑 BNT 抵台,,,9602700,,30254219,,0,Medigen; Moderna; Oxford/AstraZeneca; Pfizer/BioNTech,,,,,,,,,,,,,,,,,,,,,,,0.09,7170461,14575704,7076713,0
2021-11-26,55367400,,,,,,30648405,,0,,,,,,,,,,,,,,,,,,,,,,,,0.09,7194586,14609794,7411090,0
2021-11-27,55367400,,,,,,30648405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-11-28,55367400,,,,,,30648405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-11-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-11-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
