學校名稱,學校體系,學位,系所名稱,在學學生人數,陸生人數,陸生所佔百分比,公私立
中興大學,一般大學,碩,生物產業機電工程學系,55,0,0.0%,公立
中興大學,一般大學,博,生物產業機電工程學系,19,0,0.0%,公立
中興大學,一般大學,學,食品暨應用生物科技學系,212,0,0.00%,公立
中興大學,一般大學,碩,食品暨應用生物科技學系,134,0,0.0%,公立
中興大學,一般大學,博,食品暨應用生物科技學系,25,0,0.0%,公立
中興大學,一般大學,碩,食品安全研究所,26,0,0.0%,公立
中興大學,一般大學,碩,景觀與遊憩碩士學位學程,7,0,0.0%,公立
中興大學,一般大學,學,景觀與遊憩學士學位學程,74,0,0.00%,公立
中興大學,一般大學,博,土木工程學系,40,0,0.0%,公立
中興大學,一般大學,學,農藝學系,215,0,0.00%,公立
中興大學,一般大學,碩,農藝學系,56,0,0.0%,公立
中興大學,一般大學,博,農藝學系,11,0,0.0%,公立
中興大學,一般大學,碩,國際農學碩士學位學程,39,0,0.0%,公立
中興大學,一般大學,學,動物科學系,206,0,0.00%,公立
中興大學,一般大學,碩,動物科學系,66,0,0.0%,公立
中興大學,一般大學,博,動物科學系,20,0,0.0%,公立
中興大學,一般大學,學,園藝學系,178,0,0.00%,公立
中興大學,一般大學,碩,園藝學系,81,0,0.0%,公立
中興大學,一般大學,博,園藝學系,26,0,0.0%,公立
中興大學,一般大學,學,土壤環境科學系,206,0,0.00%,公立
中興大學,一般大學,碩,土壤環境科學系,43,0,0.0%,公立
中興大學,一般大學,博,土壤環境科學系,14,0,0.0%,公立
中興大學,一般大學,碩,生物產業管理研究所,25,0,0.0%,公立
中興大學,一般大學,學,生物產業管理進修學士學位學程,213,0,0.00%,公立
中興大學,一般大學,碩,農業企業經營管理碩在,55,0,0.0%,公立
中興大學,一般大學,碩,農業經濟與行銷碩士學位學程,18,0,0.0%,公立
中興大學,一般大學,學,植物病理學系,209,0,0.00%,公立
中興大學,一般大學,碩,植物病理學系,35,0,0.0%,公立
中興大學,一般大學,博,植物病理學系,19,0,0.0%,公立
中興大學,一般大學,碩,植物醫學暨安全農業碩士學位學程,31,0,0.0%,公立
中興大學,一般大學,學,森林學系,266,0,0.00%,公立
中興大學,一般大學,碩,森林學系,73,0,0.0%,公立
中興大學,一般大學,博,森林學系,24,0,0.0%,公立
中興大學,一般大學,碩,獸醫病理生物學研究所,9,0,0.0%,公立
中興大學,一般大學,博,獸醫病理生物學研究所,9,0,0.0%,公立
中興大學,一般大學,碩,微生物暨公共衛生學研究所,16,0,0.0%,公立
中興大學,一般大學,博,微生物暨公共衛生學研究所,6,0,0.0%,公立
中興大學,一般大學,博,轉譯醫學博士學位學程,19,0,0.0%,公立
中興大學,一般大學,博,醫學生物科技博士學位學程,13,0,0.0%,公立
中興大學,一般大學,博,組織工程與再生醫學博士學位學程,25,0,0.0%,公立
交通大學,一般大學,博,教育研究所,29,0,0.0%,公立
交通大學,一般大學,碩,英語教學研究所,40,0,0.0%,公立
交通大學,一般大學,博,客家文化學院博士班,4,0,0.0%,公立
交通大學,一般大學,學,人文社會學系,197,0,0.00%,公立
交通大學,一般大學,碩,人文社會學系族群與文化碩士班,30,0,0.0%,公立
交通大學,一般大學,學,外國語文學系,209,0,0.00%,公立
交通大學,一般大學,碩,客家社會與文化碩在,73,0,0.0%,公立
交通大學,一般大學,碩,管理學院企業管理碩士學位學程,63,0,0.0%,公立
交通大學,一般大學,碩,經營管理研究所,104,0,0.0%,公立
交通大學,一般大學,博,經營管理研究所,29,0,0.0%,公立
交通大學,一般大學,學,管理科學系,196,0,0.00%,公立
交通大學,一般大學,碩,管理學院碩在,457,0,0.0%,公立
交通大學,一般大學,博,科技管理研究所,22,0,0.0%,公立
交通大學,一般大學,碩,高階主管管理碩士學程,121,0,0.0%,公立
交通大學,一般大學,學,生物科技學系,267,0,0.00%,公立
交通大學,一般大學,碩,生物科技學系,100,0,0.0%,公立
交通大學,一般大學,博,生物科技學系,65,0,0.0%,公立
交通大學,一般大學,碩,分子醫學與生物工程研究所,64,0,0.0%,公立
交通大學,一般大學,博,分子醫學與生物工程研究所,19,0,0.0%,公立
交通大學,一般大學,博,生物科技學院產業博士班,7,0,0.0%,公立
交通大學,一般大學,博,生物資訊及系統生物研究所,28,0,0.0%,公立
交通大學,一般大學,博,跨領域神經科學博士學位學程(台灣聯合大學系統),3,0,0.0%,公立
交通大學,一般大學,博,環境科技博士學位學程(台灣聯合大學系統),1,0,0.0%,公立
交通大學,一般大學,學,應用化學系,196,0,0.00%,公立
交通大學,一般大學,博,應用化學系,66,0,0.0%,公立
交通大學,一般大學,碩,跨領域分子科學國際碩士學位學程,5,0,0.0%,公立
交通大學,一般大學,博,永續化學科技國際研究生博士學位學程,57,0,0.0%,公立
交通大學,一般大學,碩,物理研究所,74,0,0.0%,公立
