channel,date,logger_id,start,end,duration,type,title
ctitv,20190706,FNoTaO1uh8,693,714,22,新聞,長榮罷工可望落幕？14:00 第三次勞資協商
ebc,20190706,MACbj1rAFI,1536,1560,25,新聞,簽團協！罷工棚歡呼
ebc,20190706,MACbj1rAFI,2456,2473,18,新聞,簽團協！罷工棚歡呼
ebc,20190706,cMItEZJGM9,1818,1840,23,新聞,簽團協 罷工棚歡呼
ebc,20190706,cMItEZJGM9,2076,2105,30,新聞,簽團協 罷工棚歡呼
ebc,20190706,cMItEZJGM9,2354,2378,25,新聞,簽團協 罷工棚歡呼
ebc,20190706,cMItEZJGM9,207,443,237,新聞,罷工後第3次協商！勞資盼能簽團協結束罷工
ebc,20190706,KeuOMomxyP,221,307,87,新聞,罷工後第3次協商！勞資皆盼能簽團協結束罷工
ebc,20190706,KeuOMomxyP,3807,3901,95,新聞,罷工後第3次協商！勞資皆盼能簽團協結束罷工
ebc,20190706,rAYXt6SdI4,409,430,22,新聞,罷工可望落幕？長榮勞資下午兩點再協商
ebc,20190706,rAYXt6SdI4,2204,2271,68,新聞,罷工可望落幕？長榮勞資下午兩點再協商
ebc,20190706,MACbj1rAFI,2890,3012,123,新聞,罷工17天落幕！ 勞資簽團協 航班八月初恢復(jbOcNpuq1zY)
ebc,20190706,cMItEZJGM9,1695,1715,21,新聞,資方讓步 罷工落幕
ebc,20190706,cMItEZJGM9,1942,1968,27,新聞,資方讓步 罷工落幕
ebc,20190706,cMItEZJGM9,2215,2243,29,新聞,資方讓步 罷工落幕
ebc,20190706,cMItEZJGM9,2484,2507,24,新聞,資方讓步 罷工落幕
ebc,20190706,cMItEZJGM9,2987,3009,23,新聞,資方讓步 罷工落幕
ebc,20190706,MACbj1rAFI,1131,1153,23,新聞,資方讓步 罷工落幕
ebc,20190706,cMItEZJGM9,3646,3901,256,新聞,勞資簽團協罷工17天落幕 勞資雙方17:50簽下團體協約／若沒有不當勞動行為！工會承諾3年內不罷工
ebc,20190706,MACbj1rAFI,171,312,142,新聞,勞資簽團協罷工17天落幕
ebc,20190706,KeuOMomxyP,3574,3607,34,新聞,勞動部穿針引線簽團協 長榮罷工可望落幕？／勒斃75歲情夫 65歲小三死者車肇逃被逮
ebc,20190706,SoMx4DJogu,3481,3614,134,新聞,長榮罷工Day17 工會：若多數同意停罷會有退場機制(8VIFfu7vPVU)
ebc,20190706,rAYXt6SdI4,1,14,14,新聞,長榮罷工Day17 工會：若多數同意停罷會有退場機制(8VIFfu7vPVU)
ebc,20190706,MACbj1rAFI,51,170,120,新聞,長榮罷工第17天落幕 勞資雙方 17:50 簽下團體協約／若沒有不當勞動行為！工會承諾3年內不罷工
ebc,20190706,cMItEZJGM9,2866,2891,26,新聞,工會承諾3年不霸工
ebc,20190706,MACbj1rAFI,1000,1022,23,新聞,工會承諾3年不霸工
formosa,20190706,3h8RE7RdCF,574,671,98,新聞,罷工空服員苦行27公里 到總統府前陳情
formosa,20190706,gmI2tgUjHH,2174,2202,29,新聞,罷工17天落幕
formosa,20190706,gmI2tgUjHH,2321,2324,4,新聞,罷工17天落幕
formosa,20190706,gmI2tgUjHH,2680,2700,21,新聞,罷工17天落幕
formosa,20190706,gmI2tgUjHH,2821,2837,17,新聞,罷工17天落幕
formosa,20190706,gmI2tgUjHH,2922,2927,6,新聞,罷工17天落幕
formosa,20190706,gmI2tgUjHH,584,732,149,新聞,長榮罷工17天落幕！勞資雙方簽團協
formosa,20190706,gmI2tgUjHH,1548,1559,12,新聞,長榮罷工17天落幕！勞資雙方簽團協
formosa,20190706,sfz9CkAual,379,535,157,新聞,長榮罷工17天落幕！勞資雙方將簽團協
formosa,20190706,3h8RE7RdCF,672,714,43,新聞,林佳龍說重話！罷工不落幕將檢討長榮航權(fIiNSGfLXEM)
formosa,20190706,gmI2tgUjHH,2027,2105,79,新聞,三度協商！ 勞資簽團協 台航空史最長罷工落幕(ufl2Jo3_COw)
set,20190706,Kh2ywYEV5c,3092,3128,37,新聞,罷工17天落幕／北市貨車失控險衝捷運口 撞婦無生命跡象／超商音樂節盛大登場！小天后楊丞琳壓軸
set,20190706,Kh2ywYEV5c,1945,1957,13,新聞,罷工17天落幕 兩方簽團體協約
set,20190706,Kh2ywYEV5c,901,982,82,新聞,僵持17天終落幕 長榮勞資簽團協達共識
set,20190706,NzgDREMfTi,2422,2500,79,新聞,長榮罷工17日勞資簽訂團協 終落幕
set,20190706,g3KqtYA4GJ,3455,3500,46,新聞,長榮新徵200空服員 官網悄開放網路報名
set,20190706,g3KqtYA4GJ,3412,3454,43,新聞,9號再投票！最新“罷工輪值表”一路排到7月底
set,20190706,NzgDREMfTi,496,684,189,新聞,#三立最新 長榮罷工歷經第17天終於落幕！勞資17:50簽團體協議｜【LIVE大現場】20190706|三立新聞台(h9SK3qrUKrM)
tvbs,20190706,qnaBaOTX9u,1,5,5,新聞,罷工落幕 長榮：預計8月初全面恢復運能
tvbs,20190706,ixYf52wJOr,3579,3606,28,新聞,落幕氣氛濃！工會：三度密會“拉近雙方落差“／若罷工落幕 長榮：預計8月初全面恢復運能
tvbs,20190706,8uQbKuuGDd,474,654,181,新聞,"落幕氣氛濃! 工會:三度密會 ""拉近雙方落差""(63K11HagRmc)"
tvbs,20190706,8uQbKuuGDd,2040,2041,2,新聞,勞資簽團體協約 罷工落幕
tvbs,20190706,8uQbKuuGDd,2154,2155,2,新聞,勞資簽團體協約 罷工落幕
tvbs,20190706,8uQbKuuGDd,2415,2416,2,新聞,勞資簽團體協約 罷工落幕
tvbs,20190706,8uQbKuuGDd,2637,2640,4,新聞,勞資簽團體協約 罷工落幕
tvbs,20190706,8uQbKuuGDd,2774,2774,1,新聞,勞資簽團體協約 罷工落幕
tvbs,20190706,ixYf52wJOr,3080,3153,74,新聞,連3天密會後！　長榮勞資將「第三度協商」(CTIZoFJ62zo)
tvbs,20190706,Mg6NiO4GHh,1262,1383,122,新聞,長榮罷工第17天！　週六下午「第三度」協商(GcWUzTNgHMA)
tvbs,20190706,8uQbKuuGDd,3471,3723,253,新聞,長榮罷工17天落幕！　勞資簽團協　罷工棚歡呼(8LXdMWLy6Uk)
tvbs,20190706,qnaBaOTX9u,6,128,123,新聞,長榮罷工17天落幕！　勞資簽團協　罷工棚歡呼(8LXdMWLy6Uk)
tvbs,20190706,qnaBaOTX9u,3633,3756,124,新聞,長榮罷工17天落幕！　勞資簽團協　罷工棚歡呼(8LXdMWLy6Uk)
tvbs,20190706,9Jz3OBGQNC,522,537,16,新聞,空服員苦行
tvbs,20190706,9Jz3OBGQNC,756,882,127,新聞,工會將二度投票決定前途 罷工繼續否？下週投票／罷工17天仍無解！3度密會談啥 工會取消說明
ctitv,20190705,6adOuF2Koo,791,930,140,新聞,罷工僵持16天！　空服步行27公里赴總統府陳情(wWsOMDr2Zmc)
ctitv,20190705,CHxbE0hLnd,975,1073,99,新聞,罷工意外財　長榮旅客簽轉　華航、國泰受惠(0kBiRRkJJpY)
ctitv,20190705,NDghvipAt8,787,825,39,新聞,罷工16日陷僵局 空服徒步到總統府陳情
ctitv,20190705,CHxbE0hLnd,955,974,20,新聞,苦行近11小時！逾50空服員赴總統府陳情
ctitv,20190705,TGqf4qPfIA,1244,1332,89,新聞,苦行近11小時！　逾50空服員赴總統府陳情(CfveX25gFDw)
ctitv,20190705,s18WL67F45,761,817,57,新聞,向總統陳情！罷工空服從南崁步行到凱道
ebc,20190705,6eUklJOiY5,1368,1380,13,新聞,罷工空服苦行！母親前來打氣相擁哭泣
ebc,20190705,6eUklJOiY5,1587,1663,77,新聞,罷工空服苦行！母親前來打氣相擁哭泣
ebc,20190705,I4muFhFJwd,659,816,158,新聞,勞資氣球戰！長榮「回家吧」自爆 工會再升「反威權」(MEk9PO7orfQ)
ebc,20190705,I4muFhFJwd,491,658,168,新聞,頂34度高溫！長榮空服27公里苦行 南崁走往凱道(YUxH8Fg1e8g)
ebc,20190705,mWAYwKCA3B,1486,1634,149,新聞,帳棚被吹翻暫停三寶申請取回 遭質疑阻撓 工會：不影響(-gva3vqx8fs)
ebc,20190705,anlDC6KGXC,324,478,155,新聞,苦行10hrs！罷工空服南崁走到府前凱道
ebc,20190705,mWAYwKCA3B,1332,1442,111,新聞,走11小時、27公里！ 罷工空服員步行至總統府陳情(TtR91tXMk-A)
ebc,20190705,mWAYwKCA3B,1443,1485,43,新聞,中餐一人要花千元？！工會不回應 餐廳：沒這麼貴
formosa,20190705,7BWwIxV5Le,3437,3456,20,新聞,罷工第16天 長榮空服員苦行到凱道
formosa,20190705,7BWwIxV5Le,3602,3757,156,新聞,罷工第16天  長榮空服員南崁苦行到凱道(0SkK9olumrA)
formosa,20190705,YwznoZXmin,2328,2408,81,新聞,罷工16天 空服員苦行27公里
formosa,20190705,lfC04JiZUv,275,308,34,新聞,長榮空服罷工“苦行”啟程 前往總統府爭尊嚴
formosa,20190705,YwznoZXmin,2409,2477,69,新聞,林佳龍說重話！罷工不落幕將檢討長榮航權(w5bkQCXJvdM)
set,20190705,XGK4pakisz,1819,1830,12,新聞,罷工第16天！苦行上凱道 空服員“走到腳破皮”
set,20190705,niQdCLyrDM,703,801,99,新聞,罷工空服員走12小時遞交陳情書 工會幹部抵達凱道情緒潰堤｜【LIVE大現場】20190705｜三立新聞台(-p8YVOP1jTY)
set,20190705,niQdCLyrDM,3330,3443,114,新聞,長榮空服苦行展決心 徒步27km總統府陳情
set,20190705,QloOChHpgN,1164,1288,125,新聞,扮演行僧的概念... 長榮罷工空姐徒步北上凱道 只為在府前遞陳情書｜記者 許信欽 郭翊軒｜【LIVE大現場】20190705｜三立新聞台(E2aTMrgIX-E)
set,20190705,e1XnirWULP,893,944,52,新聞,扮演行僧的概念... 長榮罷工空姐徒步北上凱道 只為在府前遞陳情書｜記者 許信欽 郭翊軒｜【LIVE大現場】20190705｜三立新聞台(E2aTMrgIX-E)
set,20190705,niQdCLyrDM,3013,3108,96,新聞,扮演行僧的概念... 長榮罷工空姐徒步北上凱道 只為在府前遞陳情書｜記者 許信欽 郭翊軒｜【LIVE大現場】20190705｜三立新聞台(E2aTMrgIX-E)
set,20190705,XGK4pakisz,1983,2105,123,新聞,"#三立最新 罷工空服員苦行上凱道""走到腳破皮"" 長榮""回家吧氣球""消風現場爆歡呼｜記者 許信欽｜【LIVE大現場】20190705|三立新聞台(BuyTJAAL_L4)"
tvbs,20190705,gmlxPow4mY,2978,3091,114,新聞,罷工16天影響長榮航權？ 教授:需半年未達標(_-YxJV9CMPs)
tvbs,20190705,Gdk3gChqRJ,1442,1460,19,新聞,罷工16天！下次協商未定 工會苦行表決心／遊客擋路遭暗喇叭 尾隨駕駛 雙方爆衝突
tvbs,20190705,Gdk3gChqRJ,1675,1773,99,新聞,罷工16天！下次協商未定 工會苦行表決心
tvbs,20190705,BTLwGFwIKY,1124,1227,104,新聞,苦行27K！　空服續罷工　「走」到總統府展決心(ezH9G1xuTvY)
tvbs,20190705,Gdk3gChqRJ,3134,3151,18,新聞,空服員苦行二十七公里 下午赴總統府陳情／看著你睡覺！　小偷夜闖公寓　竊現金3萬元(Ic81C_yWN4U)
tvbs,20190705,Gdk3gChqRJ,3042,3043,2,新聞,空服員苦行二十七公里 下午赴總統府陳情
tvbs,20190705,Gdk3gChqRJ,3313,3313,1,新聞,空服員苦行二十七公里 下午赴總統府陳情
tvbs,20190705,Gdk3gChqRJ,1774,1876,103,新聞,交長撂狠話 罷工影響旅客不排除收回航權
ctitv,20190704,8MbhtSss4K,2691,2910,220,新聞,罷工續僵持！長榮勞資搶人大戰　未來2天恐無協商(Jq-k9iDXS_k)
ctitv,20190704,8MbhtSss4K,1056,1073,18,新聞,保全公司終止合作 空服工會接手保管''三寶''
ctitv,20190704,qi4iZjoNTr,3282,3382,101,新聞,長榮罷工15天續僵持 未來2天恐無協商
ctitv,20190704,8MbhtSss4K,1074,1185,112,新聞,長榮公佈400人領回三寶 工會堅稱:僅113份
ctitv,20190704,8MbhtSss4K,1186,1198,13,新聞,向蔡總統陳情! 工會明將桃園徒步走上凱道
ctitv,20190704,8MbhtSss4K,1199,1201,3,新聞,工會明晨步行至凱道抗議 10幾人將走8小時
ebc,20190704,MXY5O7rSaI,972,1111,140,新聞,勞動部「禁止」推介求職者至長榮 違者最高罰30萬！(HfC6PJxzTxM)
ebc,20190704,DUHmxK3x4Y,377,499,123,新聞,最新》長榮空服三寶在哪裡？工會證實已取回(pdfUtTdDCN8)
ebc,20190704,Y1XyU8ZnWf,1333,1444,112,新聞,保全公司稱6月30日合約止 工會：暫管三寶、找新公司(1nvIDt-dsUA)
ebc,20190704,Y1XyU8ZnWf,1158,1332,175,新聞,長榮徵才「地勤轉空服」工會明南崁步行到總統府(kww3DtthL_A)
ebc,20190704,odZVNWvkIF,1859,1987,129,新聞,台灣保全公司口頭終止合約 工會：已找第三方合作(_RoX5aqA5RE)
formosa,20190704,oOeX1eWSdS,3394,3405,12,新聞,僵局未解! 勞資隔空互槓 至今影響逾40萬旅客
formosa,20190704,09RVr3oGNx,1121,1153,33,新聞,傳600名空服員想復飛? 工會駁:僅1、2百人
formosa,20190704,1ESgUwTEr5,2383,2464,82,新聞,"長榮招新空服員並以地勤轉空勤 工會:勿被分化/報紙拼大螃蟹漆上色 諷刺長榮""橫行霸道""/週五南崁步行到總統府""苦行"" 靜坐輪值排班到7/29"
formosa,20190704,1ESgUwTEr5,2339,2382,44,新聞,空服員信心動搖? 罷工靜坐人數減少陷危機/空服員取不回三寶? 長榮:逾600人想復飛
formosa,20190704,oOeX1eWSdS,3324,3359,36,新聞,空服員信心動搖? 罷工靜坐人數減少陷危機
formosa,20190704,09RVr3oGNx,1154,1165,12,新聞,空服員信心動搖? 罷工靜坐人數減少陷危機
formosa,20190704,09RVr3oGNx,1166,1254,89,新聞,"空服員取不回三寶? 長榮:逾600人想復飛/工會存放三寶的保全公司 6/30合約終結/僵局未解!勞資隔空互槓 至今影響40萬旅客/秋後算帳沒共識 勞資團鞋卡關/工會祭新招! 將從南崁""徒步走""北上總統府陳情"
formosa,20190704,oOeX1eWSdS,3360,3373,14,新聞,空服員取不回三寶? 長榮:逾600人想復飛
formosa,20190704,oOeX1eWSdS,3433,3449,17,新聞,"工會祭新招! 將從南崁""徒步走"" 北上總統府陳情"
formosa,20190704,oOeX1eWSdS,3374,3393,20,新聞,工會存放三寶的保全公司 6/30合約終結
tvbs,20190704,IV5ceoL3MB,1384,1443,60,新聞,"羅生門！　工會稱7/3解約　不願說何時拿3寶(Q4-K0s8NqU4)/和平協議""禁霸凌.罵公司""控長榮箝制工會/加速招募!公布地勤轉空服  最快下月報到"
tvbs,20190704,JADLUyPjA9,2006,2147,142,新聞,要算帳？　傳長榮出勤「內鬼」名單　工會：已制止(Ef1CYB-FMnM)/羅生門!工會稱7/3解約  不願說何時拿3寶/長榮招募.地勤轉空服  勞部禁人力銀行推介/長榮空服苦行!徒步27km至總統府表決心
tvbs,20190704,IV5ceoL3MB,1334,1383,50,新聞,要算帳？　傳長榮出勤「內鬼」名單　工會：已制止(Ef1CYB-FMnM)/羅生門!工會稱7/3解約  不願說何時拿3寶
ctitv,20190703,eTGXZgcnP6,771,838,68,新聞,罷工協商二度破局 空服工會到台北長榮抗議
ctitv,20190703,cRfWnb92A7,1658,1682,25,新聞,罷工14天!勞資續僵持 長榮:已6百人欲回崗位
ctitv,20190703,MQDpx9bC6U,2955,3097,143,新聞,勞資協商又破局　長榮：已有600人欲重返崗位(stkcL0t4540)
ctitv,20190703,eTGXZgcnP6,839,855,17,新聞,長榮稱600人拿回三寶復職 工會:目前約百件
ctitv,20190703,cRfWnb92A7,1761,1788,28,新聞,不想保管罷工三寶! 台灣保全要與空服工會解約/慶賀6百人欲回崗位 長榮員工餐吃''三寶飯''
ctitv,20190703,cRfWnb92A7,1683,1724,42,新聞,18金釵遭打臉 工會曾說:4點前報到'''飛完再罷''
ctitv,20190703,cRfWnb92A7,1725,1750,26,新聞,''罷飛案''前說說法不一致? 工會:幹部口誤
ebc,20190703,iUAAQEYzUb,371,532,162,新聞,罷工空服員乖乖上寫心願 盼長榮航空「乖乖」(f9WtDlQdZjs)
ebc,20190703,RtR4s70ndo,899,1041,143,新聞,傳空服大排長龍領三寶？ 工會闢謠：仍保管2100份(YIBHx5SWQPs)
ebc,20190703,UqUtyGICsk,270,421,152,新聞,被影射收長榮罷工100萬 館長：我不是這種人(QpklOrA_G5Y)
ebc,20190703,UqUtyGICsk,2989,3111,123,新聞,被影射收長榮罷工100萬 館長：我不是這種人(QpklOrA_G5Y)
ebc,20190703,iUAAQEYzUb,679,808,130,新聞,被影射收長榮罷工100萬 館長：我不是這種人(QpklOrA_G5Y)
ebc,20190703,zYibGWnRh6,1667,1808,142,新聞,非想罷工就罷 學者：須符合公眾緊急利益
ebc,20190703,FVxHxuT4bX,439,538,100,新聞,長榮航空：600人取回 桃空職駁僅113人領回
ebc,20190703,UqUtyGICsk,422,524,103,新聞,長榮空服員凱道辦罷工晚會 外界到場力挺(WTN41KXwUB4)
ebc,20190703,RtR4s70ndo,1042,1175,134,新聞,長榮空服員凱道辦罷工晚會 外界到場力挺(WTN41KXwUB4)
ebc,20190703,iUAAQEYzUb,533,678,146,新聞,長榮玩真的！公布將招募200名本國籍空服員(hWxQ8gBmMsc)
ebc,20190703,zYibGWnRh6,538,637,100,新聞,長榮玩真的！公布將招募200名本國籍空服員(hWxQ8gBmMsc)
ebc,20190703,zYibGWnRh6,309,537,229,新聞,和保全公司6／30解除合約？ 工會駁：已簽一年(si6wDGd4K5I)
formosa,20190703,jq9txstSe5,1994,2088,95,新聞,勞退基金是長榮股東！籲「妥善處理」罷工(m67DSD5lxYo)
formosa,20190703,jq9txstSe5,1749,1993,245,新聞,秋後算帳沒共識協商破局 長榮罷工進入第14天(WvaRIZLwIDA)
formosa,20190703,xqYMue6Cma,556,803,248,新聞,恢復福利沒共識！ 長榮2次團協破局 持續罷工(MZMruOGsJMo)
formosa,20190703,kvmtCOv5xL,688,890,203,新聞,工會稱委任三寶  台灣保全:6月30日 合約終結(X-4w2nzw29Q)
formosa,20190703,wZPlruSLbg,1296,1529,234,新聞,工會稱委任三寶  台灣保全:6月30日 合約終結(X-4w2nzw29Q)
set,20190703,hgE0Y3Qefg,412,549,138,新聞,"慶600人歸隊! 長榮員工餐吃""三寶飯""賀回家/謝謝歸隊的眾多姊妹! 員工餐""滷三寶""致敬/牙醫女友傳這張!他傻眼:不懂學霸世界想啥/""爸媽教如何縫傷口"" 網友:這家人娛樂好深奧/罕見透明皮膚""無牙怪""猙獰裂嘴.內臟外露/專家解謎""獨樹鬚魚"" 網笑:像前任女友母親/這係瞎毀?巨型拖把漂河流 下秒轉頭燦笑"
set,20190703,hgE0Y3Qefg,394,411,18,新聞,"慶600人歸隊! 長榮員工餐吃""三寶飯""賀回家"
set,20190703,FBzJYEvsaE,1428,1527,100,新聞,協商再破局! 長榮證實600空服員歸隊/爆歸隊潮?罷工靜坐現場空服少一半
tvbs,20190703,UDmdLdTruj,2056,2182,127,新聞,罷工14天！　傳6百人取回三寶　工會：不實謠言(sFClsqyfKQ4)/罷工至7/19取消2252班  長榮運能恢復變7成/旅客每人最高補償7500元  長榮恐賠慘
tvbs,20190703,uYJNXrLpPo,388,536,149,新聞,"取需2天！　工會稱「保全」護3寶　業者：6/30解約(1FZjykvWmKA)/取需2天!工會稱保全""謢3寶""業者:6/30解約/長榮午餐吃""三寶飯""稱400空服不罷工了/謢三寶保全解約?工會控資方打壓  長榮駁斥/少三分之一!罷工棚約百人  工會:負責快閃/總統罐頭回信!空服7/5南崁徒步到府前陳情"
ctitv,20190702,G2nnKvuihd,439,471,33,新聞,訴求達共識？罷工第13天 長榮勞資2度協商
ctitv,20190702,C2h9or1pcx,504,634,131,新聞,長榮罷工第13天影響近23萬人　旅客怒：我們何辜(9z2-jeaH54U)
ctitv,20190702,nHZ0OuZ08E,240,363,124,新聞,長榮罷工第13天影響近23萬人　旅客怒：我們何辜(9z2-jeaH54U)
ctitv,20190702,G2nnKvuihd,472,570,99,新聞,長榮罷工今二度協商 工會堅持“不秋後算賬”／長榮勞資重回談判桌 工會：破局就無限期罷工／再討論新6項訴求 勞動部：盡最大力氣促罷工落幕
ctitv,20190702,6EnguCr7Ap,1446,1566,121,新聞,工會、長榮二度協商　工會：組員想拿「三寶」復飛將除名(mRG3lOVpCm4)
ctitv,20190702,UDHkgLauxr,1312,1421,110,新聞,工會、長榮二度協商　工會：組員想拿「三寶」復飛將除名(mRG3lOVpCm4)
ebc,20190702,DtHkacnBGW,2325,2457,133,新聞,罷工時間開始立刻放下工作 學者：沒違法
ebc,20190702,KL3Wyh14GY,872,910,39,新聞,長榮空服罷工 勞資二度攻防戰
ebc,20190702,KL3Wyh14GY,911,1016,106,新聞,空服工會祭鐵腕 拿回「三寶」復飛將除名(TWsvCVqY3bM)
ebc,20190702,HeLHCqe8mj,3749,3866,118,新聞,空服工會祭鐵腕 拿回「三寶」復飛將除名(aw8rSMjq-pE)
ebc,20190702,DtHkacnBGW,184,356,173,新聞,空服工會祭鐵腕 拿回「三寶」復飛將除名(aw8rSMjq-pE)
ebc,20190702,DtHkacnBGW,2288,2324,37,新聞,協商未果 長榮航本周招募200名本國空服員
ebc,20190702,KL3Wyh14GY,1017,1111,95,新聞,工會堅持「禁秋後算帳」 勞資協商會議進展慢(tfOiYgVN2fs)
ebc,20190702,HeLHCqe8mj,625,743,119,新聞,工會堅持「禁秋後算帳」 勞資協商會議進展慢(rD7dVYbRbJw)
ebc,20190702,HeLHCqe8mj,3617,3748,132,新聞,工會堅持「禁秋後算帳」 勞資協商會議進展慢(rD7dVYbRbJw)
ebc,20190702,DtHkacnBGW,52,183,132,新聞,工會堅持「禁秋後算帳」 勞資協商會議進展慢(rD7dVYbRbJw)
formosa,20190702,oBWHZ8lV3a,1034,1186,153,新聞,長榮罷工13天 空服員總部外靜坐抗議
formosa,20190702,gqJLDS37Uy,851,1137,287,新聞,長榮勞資今二次協商 罷工落幕?
formosa,20190702,VmvP2WzU3c,3214,3401,188,新聞,長榮勞資今再協商 「秋後算帳」仍無共識(VvIb0ghRK54)
set,20190702,nH8mhIXUDS,1902,1976,75,新聞,"罷飛18空姐首出面 落淚:不想走到這一步罷飛/""長榮18金釵""現身淚控 班表罷工""被改曠職"""
set,20190702,hWBy4G2MuJ,1255,1359,105,新聞,"長榮 ""最美事務長""揪團上凱道! 發文挺罷工/第二次協商 ""不秋後算帳""卡關 罷工期未知數"
set,20190702,nH8mhIXUDS,1977,2006,30,新聞,"空姐控""罷工改曠職"" 長榮:時間定義有落差"
set,20190702,nH8mhIXUDS,3465,3484,20,新聞,空姐:15:52機長才上機 機艙仍在清潔中/網友貼證明:飛機14:50靠橋 批工會說謊
set,20190702,nH8mhIXUDS,3403,3464,62,新聞,"工會堅稱""15:45飛機未靠橋""網友批說謊/網友貼證明:飛機14:50靠橋 批工會說謊"
set,20190702,nH8mhIXUDS,3358,3402,45,新聞,"18空服記曠職!工會""飛機未靠橋"" 網友打臉/網友貼證明:飛機14:50靠橋 批工會說謊"
set,20190702,UJv6iOY5im,1667,1769,103,新聞,"18空服記曠職! 工會""飛機未靠橋""網友打臉/網友貼證明:飛機14:50靠橋 批工會說謊/工會堅稱:15:45飛機未靠橋""網友批說謊/空姐:15:52機長才上機 機艙仍在清潔中"
tvbs,20190702,do2gm4AawH,1531,1560,30,新聞,罷工13天!30名空服員家長動員現身力挺
tvbs,20190702,9fXVzkJMKe,2386,2401,16,新聞,"罷工13天！　30名空服員家長動員現身力挺(R4_G4ZKBr9c)/空服家長激動奾怒轟 大踩杯喻""林寶水"""
tvbs,20190702,9fXVzkJMKe,2359,2364,6,新聞,"罷工13天！　30名空服員家長動員現身力挺(R4_G4ZKBr9c)/空服家長激動奾怒轟  大踩杯喻""林寶水"""
tvbs,20190702,9fXVzkJMKe,2332,2358,27,新聞,罷工13天！　30名空服員家長動員現身力挺(8KxlHLvHqVs)
tvbs,20190702,9fXVzkJMKe,2365,2385,21,新聞,罷工13天！　30名空服員家長動員現身力挺(8KxlHLvHqVs)
tvbs,20190702,9fXVzkJMKe,2402,2475,74,新聞,罷工13天！　30名空服員家長動員現身力挺(8KxlHLvHqVs)
tvbs,20190702,do2gm4AawH,1409,1530,122,新聞,長榮勞資二度對決！　禁秋後算帳依舊卡關無解(lE8fYTq3AV8)航班改簽.旅客滯留  旅行公會:長榮賠付數億
tvbs,20190702,9fXVzkJMKe,2208,2331,124,新聞,長榮勞資二度對決！　禁秋後算帳依舊卡關無解(lE8fYTq3AV8)
tvbs,20190702,do2gm4AawH,1588,1674,87,新聞,"空服員家長:激動怒轟 大踩杯喻""林寶水""/空服辦快閃博民認同  地點卻一改再改/罷工13天!30名空服員家長動員現身力挺"
tvbs,20190702,do2gm4AawH,1561,1587,27,新聞,"空服員家長:激動怒轟  大踩杯喻""林寶水"""
tvbs,20190702,OtKs5t5KmA,1420,1447,28,新聞,卡秋後算帳！　罷工再協商　交長：盼今落幕(qI8Rh-Y7GHI)/空姐上街頭!今起16:00街頭快閃求認同
tvbs,20190702,OtKs5t5KmA,1345,1419,75,新聞,卡秋後算帳！　罷工再協商　交長：盼今落幕(qI8Rh-Y7GHI)/工會提6大訴求!10:18起各自帶開討論
ctitv,20190701,UhJmV2jMHi,1539,1566,28,新聞,譴責工會兩面手法 長榮釋善意：18金釵“暫列曠職”
ctitv,20190701,J8jdZhlLPf,1451,1479,29,新聞,譴責工會兩面手法 長榮釋善意：18金釵“暫列曠職”
ctitv,20190701,MdkFIE1w70,855,995,141,新聞,偷拍罷工空姐被發現　不滿被糾正竟爆粗口(DWPR8CZkvRM)
ctitv,20190701,MdkFIE1w70,3821,3902,82,新聞,偷拍罷工空姐被發現　不滿被糾正竟爆粗口(DWPR8CZkvRM)
ctitv,20190701,UhJmV2jMHi,1603,1721,119,新聞,偷拍罷工空姐被發現　不滿被糾正竟爆粗口(DWPR8CZkvRM)
ctitv,20190701,J8jdZhlLPf,1515,1635,121,新聞,偷拍罷工空姐被發現　不滿被糾正竟爆粗口(DWPR8CZkvRM)
ctitv,20190701,J8jdZhlLPf,1491,1514,24,新聞,長榮罷工12天破紀錄！7/2上午雙方重啟協商
ctitv,20190701,MdkFIE1w70,1661,1691,31,新聞,長榮勞資團體協約破局 資方14:30出面說明
ctitv,20190701,MdkFIE1w70,710,854,145,新聞,長榮勞資明重啟協商工會：盼董事長出面(Cl8MvUGPrvs)
ctitv,20190701,gWbJbAwDTS,445,593,149,新聞,"不滿空服員罷工遭抹黑 工會：當時機上無旅客／""18金釵""下午開記者會闢謠 稱“無丟包旅客”"
ctitv,20190701,UhJmV2jMHi,1503,1538,36,新聞,”禁秋後算帳“卡關！工會.長榮各說各話
ctitv,20190701,J8jdZhlLPf,1416,1450,35,新聞,“禁秋後算帳”卡關！工會.長榮各說各話
ctitv,20190701,UhJmV2jMHi,1567,1602,36,新聞,“18金釵“復工人數再增 長榮：已有4人歸隊
ctitv,20190701,J8jdZhlLPf,1480,1490,11,新聞,“18金釵“復工人數再增 長榮：已有4人歸隊
ctitv,20190701,UhJmV2jMHi,1477,1502,26,新聞,“18金釵“淚灑記者會 長榮批工會”兩面手法“
ctitv,20190701,J8jdZhlLPf,1376,1415,40,新聞,“18金釵“淚灑記者會 長榮批工會”兩面手法“
ebc,20190701,GYrMi92udW,556,700,145,新聞,遭列曠職空服員首露面 淚泣：非人質 談判籌碼(_wpeNRnH-sg)
ebc,20190701,XBqoS3rFuo,963,1103,141,新聞,遭列曠職空服員首露面 淚泣：非人質 談判籌碼(_wpeNRnH-sg)
ebc,20190701,0Cqd5O8iXE,3607,3632,26,新聞,遭列曠職空服員首露面 淚泣：非人質 談判籌碼
