channel,date,logger_id,start,end,duration,type,title
ebc,20190627,m8ksH4zMvD,929,1070,142,新聞,冒雪搭地鐵趕往機場 空服員控長榮罔顧安全(H1vMmnTwLCs)
ebc,20190627,RIcw9mzElz,991,1151,161,新聞,長榮再出招掛「回家吧」大氣球 空服員：給我箭(q78ALO6deKk)
ebc,20190627,rZYZO1V8Xt,389,509,121,新聞,拒還三寶 長榮喊告！ 工會：需親自來領取
ebc,20190627,NTiwtoaeEL,580,721,142,新聞,再4年就能退休 事務長黃蔓鈴仍加入罷工：盼改變勞動環境(RrFb7kRB-VQ)
ebc,20190627,m8ksH4zMvD,661,794,134,新聞,日支費、禁搭便車都退讓！工會下修至4項訴求(JasmlFb29rk)
ebc,20190627,NTiwtoaeEL,283,436,154,新聞,日支費、禁搭便車都退讓！工會下修至4項訴求(JasmlFb29rk)
formosa,20190627,TNAb4uRzKI,847,982,136,新聞,"罷工第八天! 長榮升綠氣球向空服喊話""回家吧""/ 拿委託書取三寶遭工會拒絕 長榮律師提告"
formosa,20190627,xsN7cgSnDV,315,345,31,新聞,資方要求十點返還三寶 工會遲遲無回應/ 反制工會扣押三寶 長榮提刑事告訴
formosa,20190627,FTeLc7kDuC,197,236,40,新聞,"拿不回32名空服員""三寶"" 長榮宣布提告!"
formosa,20190627,xsN7cgSnDV,181,290,110,新聞,長榮空服員罷工第8天 工會提對案/ 長榮空服員罷工第8天 工會態度軟化提對案/ 工會退一步 提新8大訴求盼重啟談判/ 日支費. 禁搭便車等不再堅持 已提交勞動部/ 爆拒還三寶 工會:並未拒絕或打壓 依程序申請
formosa,20190627,xsN7cgSnDV,172,180,9,新聞,長榮空服員罷工第8天 工會提對案
formosa,20190627,HzRiIb6eVL,3608,3687,80,新聞,"長榮告空服員/ 工會仍未歸還空服員""三寶""  長榮宣布將提告"
formosa,20190627,FTeLc7kDuC,341,365,25,新聞,長榮未規劃 開協調會 一口氣公布取消航班到7/5
formosa,20190627,HzRiIb6eVL,3740,3774,35,新聞,長榮未規畫開協調會 一口氣公布取消航班到7/5
formosa,20190627,xsN7cgSnDV,291,314,24,新聞,反制工會扣押三寶 長榮航空喊告
formosa,20190627,HzRiIb6eVL,3711,3739,29,新聞,工會調整新訴求 勞工董事雨日支費等退讓
formosa,20190627,HzRiIb6eVL,3688,3710,23,新聞,工會態度放軟 不再堅持日支費150. 禁搭便車等
formosa,20190627,FTeLc7kDuC,237,340,104,新聞,"工會仍未歸還""三寶"" 長榮宣布將提告/ 工會態度方軟 不再堅持日支費150元. 禁搭便車/ 工會調整新訴求 勞工董事雨日支費等退讓"
set,20190627,LaiaC1qvOe,941,1077,137,新聞,"罷工空服調整4大方向 重新談判待展開/重啟談判備戰 呱吉現身聲援長榮空服員/總部大樓升起""回家吧"" 熱氣球 向空服喊話"
set,20190627,NyvTHA58Bs,1450,1532,83,新聞,"罷工攻防! 工會""日支費.禁搭便車""不再堅持"
set,20190627,jNBoI2yPyd,3314,3320,7,新聞,"罷工攻防! 工會""日支費.禁搭便車""不再堅持"
set,20190627,V7j3H3G61c,1024,1049,26,新聞,"語塞搖頭! 學者盧衍良怒批工會""說謊"""
set,20190627,V7j3H3G61c,966,1002,37,新聞,"唇槍舌戰!空服員工會幹部上節目遭嗆/""完全沒觀念"" 工會幹部慘遭來賓抨擊"
set,20190627,jNBoI2yPyd,2385,2503,119,新聞,"長榮空服員調整4大方向 重新談判尚未展開/重啟談判備戰 呱吉現身聲援長榮空服員/長榮升起""回家吧""熱氣球 對空服員喊話"
set,20190627,pQxvk0g8hY,2114,2145,32,新聞,"長榮再出招! ""熱氣球+音樂"" 要空姐回來上班"
set,20190627,jNBoI2yPyd,1250,1398,149,新聞,空服員專屬福利 1折機票無限次航程
set,20190627,pQxvk0g8hY,2443,2497,55,新聞,"反制扣三寶 長榮再出招限時幫辦""新護照""/長榮限4小時幫辦護照 工會轟:違法"
set,20190627,NyvTHA58Bs,1411,1449,39,新聞,"""登機樂+氣球""長榮心戰喊話 工會提新四訴求"
set,20190627,jNBoI2yPyd,3298,3313,16,新聞,"""登機樂+氣球""長榮心戰喊話 工會提新四訴求"
set,20190627,V7j3H3G61c,859,965,107,新聞,"""登機樂+氣球""長榮心理戰 工會提新4訴求/罷工攻防!工會""日支費.禁搭便車""不再堅持/拿三寶碰壁!長榮派律師赴警局提告"
tvbs,20190627,OgbyasgnYf,784,912,129,新聞,聲援台罷工！　港龍空勤：全港皆知長榮打壓(bBenmhIE5ns)/空服員訴求長榮不退  郝明義批:沙文主義/資方買網軍?網路討論熱烈  工會:覺得有
tvbs,20190627,Cx1Gh9m6sq,2333,2454,122,新聞,聲援台罷工！　港龍空勤：全港皆知長榮打壓(bBenmhIE5ns)
tvbs,20190627,Cx1Gh9m6sq,418,441,24,新聞,勞資談判露曙光?工會今提新版八大訴求
tvbs,20190627,drDqxwEx9E,1495,1566,72,新聞,赴工會領嘸三寶  資方律師派出所報案
tvbs,20190627,OgbyasgnYf,644,783,140,新聞,長榮態度軟化　工會8大訴求「有條件退讓」(fiaU1Ci3QZQ)/期限到工會仍不退還三寶  資方正式提告
tvbs,20190627,hOn7eGjaBJ,2332,2432,101,新聞,"工會讓步「新4大訴求」　學者：資方不能全說NO(ZqhC7_Ap1a0)/柔性訴求反罷工 長榮升""回家吧""綠氣球/日支費,過夜航班  工會8大訴求  讓步4項"
tvbs,20190627,hOn7eGjaBJ,2275,2331,57,新聞,"工會讓步「新4大訴求」　學者：資方不能全說NO(ZqhC7_Ap1a0)/柔性訴求反罷工  長榮升""回家吧""綠氣球"
tvbs,20190627,hOn7eGjaBJ,2433,2592,160,新聞,"「首訴非飛安、有漏洞」　空服罷工未獲民心(KzsbNrqX2tE)/""無法源依據""運輸系教授:8訴求有漏洞/正副""秘書長""非空服員  工會:僅帶領發言/""外部""工會領導罷工  長榮強硬""逼""出對案"
ctitv,20190626,IbJqWdMxYg,750,890,141,新聞,罷工滿1週！　長榮取消逾1200航班　工會盼週四協商(PIsJtLowvr0)
ctitv,20190626,KEgs0TSAnO,2561,2654,94,新聞,罷工第六天　靜坐空服落淚、機場地勤繫綠絲帶(fhcFtiayuMU)
ctitv,20190626,IbJqWdMxYg,1001,1020,20,新聞,罷工第七天！譴責空服聲浪高 旅客怨：非常不方便
ctitv,20190626,PvmaDJUw0w,1240,1245,6,新聞,罷工第七天！譴責空服聲浪高 旅客怨：非常不方便
ctitv,20190626,hw7UWuk0yn,1500,1523,24,新聞,罷工倒戈潮？靜坐現場也有空服填取證申請書
ctitv,20190626,jNv2yeEfit,1221,1244,24,新聞,罷工倒戈潮？靜坐現場也有空服填取證申請書
ctitv,20190626,KEgs0TSAnO,2669,2678,10,新聞,罷工1週空服讓步 明提方案盼當天重啟協商
ctitv,20190626,PvmaDJUw0w,973,1048,76,新聞,罷工1週！長榮取消逾1400航班 工會盼週四協商
ctitv,20190626,hw7UWuk0yn,1448,1476,29,新聞,憂遭霸凌？委託報案 空服員遮臉迅速進出
ctitv,20190626,jNv2yeEfit,1169,1197,29,新聞,憂遭霸凌？委託報案 空服員遮臉迅速進出
ctitv,20190626,IbJqWdMxYg,958,1000,43,新聞,對比！想罷工但對病人有責任心“美女護理師表心聲”
ctitv,20190626,PvmaDJUw0w,1182,1206,25,新聞,對比！“想罷工但對病人有責任心” 美女護理師表心聲
ctitv,20190626,jNv2yeEfit,1245,1262,18,新聞,搭機“最美風景”各國正妹空服員比一比
ctitv,20190626,PvmaDJUw0w,1049,1119,71,新聞,軟化？工會明提新8大訴求 盼6/27下午協商
ctitv,20190626,KEgs0TSAnO,346,430,85,新聞,長榮機師上台講“反罷工” 遭搶麥消音
ctitv,20190626,KEgs0TSAnO,229,293,65,新聞,長榮公布取消航班至7/7 共1200架次影響逾22萬人
ctitv,20190626,KEgs0TSAnO,431,437,7,新聞,長榮內部發LINE喊話 盼罷工組員復班
ctitv,20190626,hw7UWuk0yn,1524,1642,119,新聞,沒說好話就是假新聞？工會成員點名媒體：要去反擊(t8ohq4e82IQ)
ctitv,20190626,KEgs0TSAnO,2508,2560,53,新聞,反擊工會扣三寶！長榮限時受理幫空服辦新護照
ctitv,20190626,hw7UWuk0yn,1477,1499,23,新聞,不罷工了！長榮：欲返工作崗位空服增至200人
ctitv,20190626,jNv2yeEfit,1198,1220,23,新聞,不罷工了！長榮：欲返工作崗位空服增至200人
ctitv,20190626,hw7UWuk0yn,1399,1447,49,新聞,工會扣三寶長榮反擊 限時辦新護照.費用公司出
ctitv,20190626,jNv2yeEfit,1117,1168,52,新聞,工會扣三寶長榮反擊 限時辦新護照.費用公司出
ctitv,20190626,KEgs0TSAnO,294,345,52,新聞,工會：明早提具體對案 盼明天下午重啟協商
ctitv,20190626,PvmaDJUw0w,1207,1239,33,新聞,“造成消費者不滿”財經名嘴嗆空服突襲罷工
ctitv,20190626,IbJqWdMxYg,891,957,67,新聞,“工會是自私的”機師台上反罷工 遭搶MIC消音
ctitv,20190626,PvmaDJUw0w,1120,1181,62,新聞,“工會是自私的”機師台上反罷工 遭搶MIC消音
ebc,20190626,b4pQlPKmny,3503,3614,112,新聞,罷工Day7！旅客飛陸被迫轉乘 找嘸人繳超重費(g3qQ-7iuZdo)
ebc,20190626,vUkzVZshcV,3,27,25,新聞,罷工Day7！旅客飛陸被迫轉乘 找嘸人繳超重費(g3qQ-7iuZdo)
ebc,20190626,b4pQlPKmny,332,459,128,新聞,罷工第七天！工會訴求調整 成員小組開會討論中
ebc,20190626,FcDt7cgyob,2937,2977,41,新聞,罷工第7天勞資仍無解 長榮今取消102班
ebc,20190626,CMrwqspSsU,505,629,125,新聞,罷工第7天 3名空服員低調取回三寶(7_bmp-za0Mo)
ebc,20190626,CMrwqspSsU,362,504,143,新聞,罷工引發民眾過度恐慌 民眾：你罷工還扣我錢
ebc,20190626,vUkzVZshcV,1230,1364,135,新聞,滯留維也納22名空服員 10人下機交三寶加入罷工(tmfqRiJbZMs)
ebc,20190626,vUkzVZshcV,943,1086,144,新聞,勞資有解？暑假首周取消401班 工會微調訴求(27qTWrJ8LEY)
ebc,20190626,CMrwqspSsU,630,772,143,新聞,勞資有解？暑假首周取消401班 工會微調訴求(27qTWrJ8LEY)
ebc,20190626,GA1rRTooMi,557,696,140,新聞,勞資有解？盼盡快重啟協商 工會公布微調訴求(jOrty5201kA)
ebc,20190626,FcDt7cgyob,2863,2936,74,新聞,拿不回三寶長榮再出招 免費幫空服辦新護照
ebc,20190626,vUkzVZshcV,1087,1229,143,新聞,前長榮空姐臉書PO文 解約違約金連絲襪也要賠(Je_jpQc0afM)
ebc,20190626,FcDt7cgyob,413,550,138,新聞,長榮航曝近百份委託書想拿回三寶 工會：沒那麼多
ebc,20190626,GA1rRTooMi,697,820,124,新聞,長榮空服罷工Day7 今取消102航班影響2萬人(CeYF3WzZF1A)
formosa,20190626,tzDMN0C018,1439,1573,135,新聞,罷工第七天!長榮要求工會提對策再協商/ 工會將分三組討論 預計明天提出對案/ 罷工空服員疲累 網路出現對工會不滿雜音
formosa,20190626,ZlnLxj61EF,1246,1255,10,新聞,網路輿論恐致罷工失敗? 空服員正面聲量下滑
formosa,20190626,tzDMN0C018,1574,1597,24,新聞,傳近2百空服員反悔 欲拿回三寶退?罷工
formosa,20190626,tuR82oswXE,443,484,42,新聞,長榮罷工第7天 工會8向訴求退讓/ 工會8訴求退讓求協商 資方要求局體對案
formosa,20190626,tuR82oswXE,427,442,16,新聞,長榮罷工第7天 工會8向訴求退讓
formosa,20190626,ZlnLxj61EF,1144,1245,102,新聞,"長榮要求提具體對案 工會:最快周四宣布/ 港龍空服聲援 滯留維也納組員返台加入罷工/ 合理? 空服外站罷工""不提供勞務"" 卻不滿無食宿/ ""被倉促推上罷工火線""長榮空服PO文對工會失望/ 長榮班曙拒反擊空服工會 輿論轉向不挺罷工/ 工會拿旅客威脅長榮 護理師:我們不拿病人來罷工"
formosa,20190626,73V6YPxRdc,774,825,52,新聞,長榮持續取消航班 喊話空服員「別等大門關上」(oYOW39_WOKY)
formosa,20190626,tzDMN0C018,1613,1765,153,新聞,"長榮今取消102航班 地勤掛""反罷工""徽章/ 長榮將公布七月減班 簡訊喊話""別等大門關上""/ 長榮內部簡訊 教官提醒:清點人力 籲空服別""誤判情勢""/  空服員正面聲量下滑 網路輿論恐致罷工失敗?/ 長榮航空動作不斷 拉長戰線對抗空服工會"
formosa,20190626,73V6YPxRdc,826,926,101,新聞,"長榮6/26取消102航班 地勤掛""反罷工""徽章/ 7月至7號共取消461航班 影響逾26萬名旅客/ 長榮籲罷工者:""正在清點人力 別誤判形勢"" / 傳已有200名空服員爭取復飛 退工會潮湧現/ 長榮工會警告空服員""支援復飛就從工會除名"""
formosa,20190626,ZlnLxj61EF,1256,1392,137,新聞,"長榮6/26取消102航班 地勤掛""反罷工""徽章/ 7月至7號共取消461航班 影響逾26萬名旅客/ 長榮籲罷工者:""正在清點人力 別誤判形勢"" / 傳已有200名空服員爭取復飛 退工會潮湧現/ 長榮工會警告空服員""支援復飛就從工會除名"""
formosa,20190626,tzDMN0C018,1598,1612,15,新聞,空服員情緒到極限 工會6/29對罷工重新投票
formosa,20190626,tuR82oswXE,485,598,114,新聞,"""禁搭便車""條款成爭議 工會將討論替代方案/ 參考國外做法 工會將提出替代方案/ 200人要取回三寶? 工會 實際數字不透漏/ ""非不參與罷工"" 工會:取回""三寶""會員有特殊狀況/ ""取回證件是公司打壓"" 工會拒透露實際人是/ 資方打壓?缺乏具體方案? 班機異動延至7/5"
set,20190626,JhxJChsilH,1846,1911,66,新聞,"簡訊曝! 7月恐砍班.減人力 籲""快領回三寶""/""催領三寶.砍班""簡訊曝光 長榮:非官方寄出"
set,20190626,JhxJChsilH,1912,1976,65,新聞,"冒大雪趕飛機被說""遲到""?長榮空姐爆秘辛"
set,20190626,w4EYsd0ka2,809,847,39,新聞,"冒大雪趕飛機被說""遲到""?長榮空姐爆秘辛"
set,20190626,JhxJChsilH,1977,2036,60,新聞,"空服員巴黎""冒大雪""趕飛機? 長榮暫無回應"
set,20190626,w4EYsd0ka2,848,865,18,新聞,"空服員巴黎""冒大雪""趕飛機? 長榮暫無回應"
set,20190626,ualJhI0wQS,1642,1740,99,新聞,"空服辛酸多!公司配""絲襪.高跟鞋""損壞自賠/""上機手冊.制服""不見 空姐得自掏腰包/妝容限制!指甲統一色 耳環禁帶""夾式.垂墜"""
set,20190626,ualJhI0wQS,1513,1641,129,新聞,"反制扣三寶! 長榮出招限時幫辦""新護照""/長榮限四小時幫辦護照 工會轟:違法"
set,20190626,PZFEYpbDiC,1540,1629,90,新聞,"反制扣三寶 長榮再出招限時幫辦""新護照""/長榮限4小時幫辦護照 工會轟:違法"
tvbs,20190626,buSrWB0PLT,2691,2784,94,新聞,"遭長榮罷工波及　「智遊網」遭控客服不理人(eFtDGEfPnEU)/處理長榮罷工!旅遊平台客服不理消費者/那斯達克掛牌 智遊網台灣站由外資經營/""智遊網""糾紛投訴多  訂英國民宿遭放鳥"
tvbs,20190626,MfHM1imQTV,1568,1726,159,新聞,"滯維也納3天！10空服加入罷工淚訴：壓力大(aY1oR1_2JRw)/""委託補辦"".一呼百應.自取""長榮:200人歸隊""/工會斥補辦三寶違法 外交部將依法收件/戰線延長?長榮公布:暑假首周取消401班"
tvbs,20190626,33zfq1Bg0Z,1484,1631,148,新聞,滯維也納3天！10空服加入罷工淚訴：壓力大(aY1oR1_2JRw)
tvbs,20190626,DxzPfvYOQZ,755,844,90,新聞,長榮協助空服辦護照  工會:已違法/講長榮補辦謢照  工會怒斥:違法行為
tvbs,20190626,DxzPfvYOQZ,3067,3200,134,新聞,"工會將提""新八大訴求""! 盼明午後能協商/資方堅拒""禁搭便車""工會:擬""補票上車""/""反悔大限""已到!調度人力  長榮簡訊勸說/長榮再出招!取消""三寶委託""改幫辦新護短"
tvbs,20190626,3sbdHrPmlc,650,788,139,新聞,"""機票.絲襪""都要! 空服20年前離職長榮索賠(zGu-JyqyD6Q)"
ctitv,20190625,cUVczX7da5,1710,1821,112,新聞,罷工影響！旅客因公務赴港遭取消 苦等幾位候補／因罷工滯台2天 原降南京改黃山回家多3小時
ctitv,20190625,tszV6rClJR,448,486,39,新聞,罷工第六天　靜坐空服落淚、機場地勤繫綠絲帶(fhcFtiayuMU)
ctitv,20190625,tszV6rClJR,3891,3906,16,新聞,罷工第六天　靜坐空服落淚、機場地勤繫綠絲帶(fhcFtiayuMU)
ctitv,20190625,ATn7djldVq,1298,1426,129,新聞,罷工第六天　靜坐空服落淚、機場地勤繫綠絲帶(fhcFtiayuMU)
ctitv,20190625,ZQh4YRV9FW,1203,1330,128,新聞,罷工第六天　靜坐空服落淚、機場地勤繫綠絲帶(fhcFtiayuMU)
ctitv,20190625,cUVczX7da5,1697,1709,13,新聞,罷工第6天！今長榮取消103航班 影響1.97萬人
ctitv,20190625,ATn7djldVq,1427,1431,5,新聞,酸內勤長相“能考上空姐嗎？”空服道歉卻語帶諷刺
ctitv,20190625,2xcXW1QVvH,3158,3215,58,新聞,控工會扣三寶不還　長榮航：不排除提告(ap2wfIwugyM)
ctitv,20190625,2xcXW1QVvH,3233,3301,69,新聞,控工會扣三寶不還　長榮航：不排除提告(ap2wfIwugyM)
ctitv,20190625,2xcXW1QVvH,638,712,75,新聞,雨炸桃園 長榮罷工現場瞬間出現積水
ctitv,20190625,tszV6rClJR,578,680,103,新聞,長榮罷工露曙光？！　工會首釋善意「連4讓步」(mas2tg_DjAA)
ctitv,20190625,tszV6rClJR,681,720,40,新聞,長榮罷工露曙光？！　工會首釋善意「連4讓步」(mas2tg_DjAA)
ctitv,20190625,2xcXW1QVvH,3216,3232,17,新聞,空服本人親自領三寶 遭工會推託“照流程”
ctitv,20190625,tszV6rClJR,2671,2721,51,新聞,長榮：逾70空服員想拿回“三寶” 15:00記者會說明／迪士尼人氣王！日推米奇新幹線 高雄也有米奇捷運
ctitv,20190625,2xcXW1QVvH,713,844,132,新聞,近百空服員想拿回三寶 工會不還？長榮：擬告工會
ctitv,20190625,tszV6rClJR,487,577,91,新聞,工會稱破2200空服繳證　長榮13天取消航班逾千(QUhVDDOzyaE)
ctitv,20190625,tszV6rClJR,3864,3890,27,新聞,工會稱破2200空服繳證 長榮13天取消航班逾千
ctitv,20190625,ATn7djldVq,1130,1297,168,新聞,18空服報到後罷飛自拍　班機延誤影響566旅客(TH421_2gMrw)
ctitv,20190625,ZQh4YRV9FW,1027,1202,176,新聞,18空服報到後罷飛自拍　班機延誤影響566旅客(TH421_2gMrw)
ctitv,20190625,cUVczX7da5,291,407,117,新聞,18名空服員報到後罷工 長榮證實記曠職
ctitv,20190625,cUVczX7da5,2676,2685,10,新聞,“工會軟化”罷工曙光?! 長榮5天估營損8.2億
ebc,20190625,eeLR3vuAuw,1227,1260,34,新聞,簽轉旅客看長榮罷工 支持 反對意見都有
ebc,20190625,eeLR3vuAuw,938,1079,142,新聞,罷工壓力大！工會幹部落淚喊話「堅持到底」(EqHXvQzWSF4)
ebc,20190625,s2TW6fLiDJ,3364,3504,141,新聞,搭便車條款解套？依法非桃市空服員無法加入(42bzwhpwz6c)
ebc,20190625,eeLR3vuAuw,2224,2353,130,新聞,搭便車條款解套？依法非桃市空服員無法加入(42bzwhpwz6c)
ebc,20190625,s2TW6fLiDJ,424,586,163,新聞,"報到完""臨時霸飛"" 18名空服員遭列""曠職"""
ebc,20190625,HnuoZu1PUe,2872,2964,93,新聞,最新》本人親拿三寶要兩天 工會：得經核對時間較久(92oois2KmGs)
ebc,20190625,qyAxgcwVz8,161,453,293,新聞,最新》代取回三寶受阻 長榮航出招：請外交部補辦護照(2aMYuejiBRc)
ebc,20190625,eeLR3vuAuw,1161,1226,66,新聞,第一線地勤表態 繫綠絲帶、別「反罷工」徽章(KH6mw5XSw_8)
ebc,20190625,eeLR3vuAuw,1261,1444,184,新聞,控「被罷工」遭拒門外 怨等太久決定加入「罷工」
ebc,20190625,s2TW6fLiDJ,587,758,172,新聞,長榮證：逾70空服員 請公司協助取回「三寶」復飛(g6AbmkXwKI4)
ebc,20190625,PC4881BIIz,2360,2476,117,新聞,長榮資方握發球權？！ 股權成最大關鍵
ebc,20190625,HnuoZu1PUe,1,27,27,新聞,"長榮航拉攏 發22K""年中獎金"" 罷工空服也可拿"
ebc,20190625,PC4881BIIz,700,851,152,新聞,長榮航：工會拖延將助空服員報案 擬請公部門補辦(Yw9EmzpaFNY)
ebc,20190625,HnuoZu1PUe,373,536,164,新聞,外站空服員挺罷工被打壓？長榮駁：需了解服勤意願(iKW9VhrwM6w)
ebc,20190625,PC4881BIIz,852,999,148,新聞,18名空服員報到後加入「罷工」 長榮：暫列曠職調查(tY9sfkl4BBk)
ebc,20190625,HnuoZu1PUe,2965,3088,124,新聞,「你這臉能考上空服員？」空姐PO文涉歧視惹議(HGC2Pq1AEV8)
formosa,20190625,5gMV9PM6p4,177,229,53,新聞,質疑工會8大訴求未經表決 長榮空服員不挺罷工/ 協商第一條沒共識就罷工 空服員質疑工會蠻橫
formosa,20190625,7f9o4P0dYQ,3524,3572,49,新聞,罷工DAY6勞資搶三寶?
formosa,20190625,5gMV9PM6p4,119,127,9,新聞,罷工露曙光?工會讓步 盼勞資雙方達成共識
formosa,20190625,5gMV9PM6p4,91,118,28,新聞,罷工逾100小時 超過1200空服員繳回三寶/ 長榮罷工第六天 今天取消103航班/ 長榮罷工航班砍到月底 7/1.7/2取消25航班
formosa,20190625,5gMV9PM6p4,1,90,90,新聞,罷工進入第六天 空服員持續總部前抗議/ 長榮罷工第六天 工會讓步 勞資協商露曙光?/ 未堅持勞工董事 盼望參與公司重大決策/ 日支費.禁搭便車.勞工董事 都有討論空間/ 盡力服務旅客 空服員哽咽:對公司無虧欠
formosa,20190625,iCiTNvSmtB,1232,1245,14,新聞,罷工第六天 長榮取消航班至7/2 累計1040班
formosa,20190625,gyE62PRorg,121,265,145,新聞,罷工第六天 工會讓步? 約100空服員欲取回三寶?/ 罷工第六天空服員壓力倍增 甚至現場崩潰哭泣/ 現場立即駁斥 廖以勤:取回三寶僅三位/ 重要證件需本人取回 廖以勤:關心會員並未刁難/ 接了解會員狀況 不希望是公司給予壓力/ 呼籲長榮公司 律師:用脅迫.非法方式取回三寶/ 罷工第六天 工會讓步? 約100空服員欲取回三寶?/ 罷工第六天空服員壓力倍增 甚至現場崩潰哭泣
formosa,20190625,gyE62PRorg,102,120,19,新聞,罷工第六天 工會讓步? 約100空服員欲取回三寶?
formosa,20190625,4PiOERCpgA,32,139,108,新聞,"傳近百人想重返崗位 工會拒還""三寶""/ 長榮擬賠組員警局報案搶回三寶 並發函外交部補發/ 強押學妹加入罷工?工會理事:沒加工會我會很失望/ 工會理事證明不強勢卻搶麥克風 機師:被消音"
formosa,20190625,7f9o4P0dYQ,3593,3639,47,新聞,"傳近百人想重返崗位 工會拒還""三寶"
formosa,20190625,gyE62PRorg,361,391,31,新聞,"約100空服員欲取回""三寶"" 長榮記者會播影片反擊/ 若工會再禁取回三寶 長榮將陪同至警局報案"
formosa,20190625,gyE62PRorg,288,360,73,新聞,"約100空服員欲取回""三寶"" 長榮召記者會助取回/ 空服員欲取回""三寶""發言人控工會找理由拒交回"
formosa,20190625,gyE62PRorg,266,287,22,新聞,"約100空服員欲取回""三寶"" 長榮召記者會助取回"
formosa,20190625,7f9o4P0dYQ,3640,3690,51,新聞,長榮擬賠組員組員警局報案搶三寶 並發函外交部補發/ 強押學妹參加罷工? 工會理事:沒加工會我會很失望/
formosa,20190625,iCiTNvSmtB,1169,1231,63,新聞,長榮罷工DAY6勞資協商露曙光
formosa,20190625,5gMV9PM6p4,269,288,20,新聞,長榮罷工延燒 工會內部意見出現分歧
formosa,20190625,4PiOERCpgA,1,31,31,新聞,"長榮溫情喊話""快點回家""反擊會扣押三寶"
formosa,20190625,7f9o4P0dYQ,3573,3592,20,新聞,"長榮溫情喊話""快點回家""反擊工會扣押三寶"
formosa,20190625,iCiTNvSmtB,994,1110,117,新聞,長榮勞資協商露曙光？工會讓步三訴求可討論/ 工會:日支費90~150可談 禁搭便車可再討論
formosa,20190625,iCiTNvSmtB,1246,1344,99,新聞,長榮估罷工損6.2億 13天取消1040航班/ 18空服領取日支費罷飛 延誤2飛機5百旅客/ 18空服員報到卻臨時罷飛 工會:站得住腳
formosa,20190625,iCiTNvSmtB,1134,1168,35,新聞,空服員罷工繳證破2100人 傳70空服員想重回服勤/ 長榮勞資協商露曙光？工會讓步三訴求可討論
formosa,20190625,iCiTNvSmtB,1111,1133,23,新聞,"爭取勞工董事 會:可以討論列席董事會/ 傳70空服員想重回服勤 取回""三寶證件""爆口角"
formosa,20190625,5gMV9PM6p4,230,268,39,新聞,"其他空服員力挺工會 認為原文偏頗.資方蠻橫/ 霸凌事件頻傳 傳空服員""想上班也不敢回"""
formosa,20190625,7f9o4P0dYQ,3691,3720,30,新聞,"工會理事證明不強勢卻搶麥克風 機師""被消音"""
formosa,20190625,4PiOERCpgA,140,158,19,新聞,工會理事證明不強勢卻搶麥克風 機師:被消音
formosa,20190625,5gMV9PM6p4,128,155,28,新聞,工會冒不同聲浪 長榮空服員PO文不挺罷工!
formosa,20190625,5gMV9PM6p4,156,176,21,新聞,工會冒不同聲浪 長榮空服員PO文不挺罷工!
set,20190625,MvzbwH57mI,1272,1375,104,新聞,"親領也遭拒!空姐要不回三寶擬提告/空姐怒討不回三寶 工會:需2天時間/長榮罷工有解?工會鬆口:可提早結束/長榮將發22K'年中""  罷工空服員也能領"
set,20190625,ktHKFLfZJP,973,1088,116,新聞,"罷工彩繪機停駛?當一般機.停發""卡通備品"""
set,20190625,6ULxlH6l3K,1224,1330,107,新聞,"罷工彩繪機停駛? 當一班機.停發""卡通備品"""
set,20190625,6ULxlH6l3K,1217,1223,7,新聞,報到後罷飛? 566人班機延 長榮:記曠職
set,20190625,MvzbwH57mI,1141,1185,45,新聞,"報到後""罷飛"" 自拍打卡！長榮18空姐記曠職"
set,20190625,6ULxlH6l3K,1187,1216,30,新聞,"報到後""罷飛"" 自拍打卡! 長榮18空姐記曠職/西雅圖回台力挺罷工!空服員:沒虧欠公司"
set,20190625,fve5zRzS6K,1564,1608,45,新聞,"報到後""罷飛"" 自拍打卡! 長榮18空姐記曠職"
set,20190625,6ULxlH6l3K,1126,1171,46,新聞,"報到後""罷飛"" 自拍打卡! 長榮18空姐記曠職"
set,20190625,6ULxlH6l3K,3098,3142,45,新聞,"報到後""罷飛"" 自拍打卡! 長榮18空姐記曠職"
set,20190625,PRkXvM1jVt,2730,2754,25,新聞,長榮罷工露曙光！工會讓步8大訴求都可談
set,20190625,PRkXvM1jVt,2666,2729,64,新聞,長榮罷工轉圜喊協商！工會:不排除提早結束/空服罷工態度軟化 工會:盼長榮提早協商
set,20190625,ktHKFLfZJP,921,963,43,新聞,近百空服員討不回三寶 長榮:將提告
set,20190625,fve5zRzS6K,1974,2060,87,新聞,"近百位空服員討嘸""三寶"" 長榮:將尋求政府協助/復工空服初估近百位 欲領回""三寶""全遭拒/取回""三寶""流程要2天? 長榮質疑工會刁難/憂工會阻撓空服復工 長榮:相關提告進行中/工會讓步籲資方協商 長榮:請工會先提方案/長榮出手!將尋求外交部.相關部門助辦新證件"
set,20190625,ktHKFLfZJP,964,972,9,新聞,取回三寶很困難? 長榮:工會不該像黑幫
set,20190625,fve5zRzS6K,1633,1660,28,新聞,西雅圖回台力挺罷工!空服員:沒虧欠公司
set,20190625,fve5zRzS6K,1609,1632,24,新聞,"18名空姐報到後""罷飛"" 工會:一切合法/報到後罷飛?566人班機延 長榮:記曠職"
