date.x,domain,title,url
2019-06-28,蘋果日報,長榮航罷工營收損失破15億　累計已停飛344航班｜長榮空服罷工｜火線話題｜蘋果新聞網｜蘋果日報,https://tw.appledaily.com/column/article/862/rnews/20190627/1590953/
2019-06-28,蘋果日報,【長榮罷工／分析5】工會提讓步　學者：內外夾擊不得不讓｜長榮空服罷工｜火線話題｜蘋果新聞網｜蘋果日報,https://tw.appledaily.com/column/article/862/rnews/20190627/1590941
2019-06-28,蘋果日報,【長榮罷工／分析4】工會讓步≠結束　專家：談不成可再罷工｜長榮空服罷工｜火線話題｜蘋果新聞網｜蘋果日報,https://tw.appledaily.com/column/article/862/rnews/20190627/1590922
2019-06-28,蘋果日報,【長榮罷工13】若接受資方協助免費補辦護照　工會：員工恐觸《刑法》｜長榮空服罷工｜火線話題｜蘋果新聞網｜蘋果日報,https://tw.appledaily.com/column/article/862/rnews/20190627/1590900
2019-06-28,蘋果日報,【長榮罷工9】同航線機位被搶購　港客：有錢買不到票｜長榮空服罷工｜火線話題｜蘋果新聞網｜蘋果日報,https://tw.appledaily.com/column/article/862/rnews/20190627/1590893
2019-06-28,蘋果日報,【長榮罷工8】延伸戰線　工會明辦「社會力挺長榮空服罷工晚會」｜長榮空服罷工｜火線話題｜蘋果新聞網｜蘋果日報,https://tw.appledaily.com/column/article/862/rnews/20190627/1590886
2019-06-28,蘋果日報,【長榮罷工7】「呱吉」到場聲援　「罷工空服員不是小公主」｜長榮空服罷工｜火線話題｜蘋果新聞網｜蘋果日報,https://tw.appledaily.com/column/article/862/rnews/20190627/1590858
2019-06-28,蘋果日報,【長榮罷工12】質疑資方刻意降低運量　航空工會要求民航局調查｜長榮空服罷工｜火線話題｜蘋果新聞網｜蘋果日報,https://tw.appledaily.com/column/article/862/rnews/20190627/1590843
2019-06-28,蘋果日報,【長榮罷工10】長榮拿不回三寶委託律師報案　近日申請新護照｜長榮空服罷工｜火線話題｜蘋果新聞網｜蘋果日報,https://tw.appledaily.com/column/article/862/rnews/20190627/1590835
2019-06-28,蘋果日報,【長榮罷工11】空服工會明在台北辦晚會　邀旅客、空服家屬力挺｜長榮空服罷工｜火線話題｜蘋果新聞網｜蘋果日報,https://tw.appledaily.com/column/article/862/rnews/20190627/1590810
2019-06-28,蘋果日報,【長榮罷工4】資方升氣球呼喚「回家吧」　空服員回應「看不見回家的路」｜長榮空服罷工｜火線話題｜蘋果新聞網｜蘋果日報,https://tw.appledaily.com/column/article/862/rnews/20190627/1590760
2019-06-28,蘋果日報,【長榮罷工5】勞動部批交通部扯後腿　學者：拉人一起下水｜長榮空服罷工｜火線話題｜蘋果新聞網｜蘋果日報,https://tw.appledaily.com/column/article/862/rnews/20190627/1590709
2019-06-28,蘋果日報,【長榮罷工／分析3】工會讓步「禁搭便車」條款　學者：接下來攻防飛安獎金｜長榮空服罷工｜火線話題｜蘋果新聞網｜蘋果日報,https://tw.appledaily.com/column/article/862/rnews/20190627/1590660
2019-06-28,蘋果日報,【長榮罷工3】工會讓步提出新訴求　籲長榮出面協商｜長榮空服罷工｜火線話題｜蘋果新聞網｜蘋果日報,https://tw.appledaily.com/column/article/862/rnews/20190627/1590647
2019-06-28,蘋果日報,【長榮罷工2】空服工會宣布大退讓　資方：還需內部研議｜長榮空服罷工｜火線話題｜蘋果新聞網｜蘋果日報,https://tw.appledaily.com/column/article/862/rnews/20190627/1590620
2019-06-28,蘋果日報,再控長榮「官網公然扯謊」 空姐：根本不顧組員安危｜長榮空服罷工｜火線話題｜蘋果新聞網｜蘋果日報,https://tw.appledaily.com/column/article/862/rnews/20190627/1590607
2019-06-28,蘋果日報,【長榮罷工1】資方今10時討不到三寶　「下午衝警局報案」｜長榮空服罷工｜火線話題｜蘋果新聞網｜蘋果日報,https://tw.appledaily.com/column/article/862/rnews/20190627/1590580
2019-06-28,蘋果日報,【長榮罷工／分析2】​不滿交部放話扯後腿　勞部：難道我們是細漢？｜長榮空服罷工｜火線話題｜蘋果新聞網｜蘋果日報,https://tw.appledaily.com/column/article/862/rnews/20190627/1590575
2019-06-28,蘋果日報,20年來非長榮不搭！罷工讓郝明義看清　「男性沙文主義及威權積習」｜長榮空服罷工｜火線話題｜蘋果新聞網｜蘋果日報,https://tw.appledaily.com/column/article/862/rnews/20190627/1590545
2019-06-28,蘋果日報,【長榮罷工／分析1】將工會比為黑幫　長榮用分化手法弱化外部勢力｜長榮空服罷工｜火線話題｜蘋果新聞網｜蘋果日報,https://tw.appledaily.com/column/article/862/rnews/20190627/1590531
2019-06-28,東森新聞,控工會不讓空服員領三寶 長榮航律師赴派出所報案,https://news.ebc.net.tw/News/living/168468?from=webrelated_e&utm_source=webrelated_e
2019-06-28,東森新聞,酸地勤：這臉能考上空服嗎？辣空姐正臉曝光,https://news.ebc.net.tw/News/living/168352?from=webrelated&utm_source=webrelated
2019-06-28,東森新聞,長榮寧賠錢不讓步？他再籲：停止罷工不是輸,https://news.ebc.net.tw/News/business/168357?from=webrelated&utm_source=webrelated
2019-06-28,東森新聞,留一盞燈等妳回家！長榮承諾不懲處罷工空服,https://news.ebc.net.tw/News/Article/168486
2019-06-28,東森新聞,罷工出現轉機？工會5成員破冰會面長榮董座,https://news.ebc.net.tw/News/Article/168485
2019-06-28,東森新聞,資深空服控薪水低不如華航！長榮3點狠打臉,https://news.ebc.net.tw/News/Article/168478
2019-06-28,東森新聞,全力準備內部投票 長榮台北晚會喊卡,https://news.ebc.net.tw/News/Article/168453
2019-06-27,風傳媒,返台立刻繳交證件！長榮維也納滯留組員加入罷工行列　議員立委也相繼到場支持-風傳媒,https://www.storm.mg/article/1425303
2019-06-27,風傳媒,「長榮空服員逾4000位，遇女性罷工才想雇用男性取代」　綠委尤美女抨擊資方霸道態度-風傳媒,https://www.storm.mg/article/1425278
2019-06-27,風傳媒,網路輿論圖呈黃金交叉！他憂長榮罷工恐以失敗收場　-風傳媒,https://www.storm.mg/article/1425202
2019-06-27,風傳媒,1年向長榮航空銷貨2.6億，空廚、航勤都有它的影子…神秘的「長榮國際」究竟是？-風傳媒,https://www.storm.mg/article/1425191
2019-06-27,風傳媒,長榮公司出招！限時協助空服員辦新護照　工會宣布明早重提訴求方案-風傳媒,https://www.storm.mg/article/1424947
2019-06-27,ettoday,工會成員上節目指「待遇比華航低」　長榮提三點澄清 | ETtoday新聞雲,https://www.ettoday.net/news/20190627/1476961.htm
2019-06-27,ettoday,罷工衝擊長榮航營運　最新公告營收損失突破15億元大關 | ETtoday新聞雲,https://www.ettoday.net/news/20190627/1476861.htm
2019-06-27,ettoday,呱吉「堅持原則」現身力挺！狂讚罷工空姊：妳們絕對不是小公主，是鬥士 | ETtoday新聞雲,https://www.ettoday.net/news/20190627/1476810.htm
2019-06-27,ettoday,長榮罷工Day.8傳勞動部不滿交通部扯後腿　王國材苦笑：只是插曲 | ETtoday新聞雲,https://www.ettoday.net/news/20190627/1476769.htm
2019-06-27,ettoday,超大綠氣球升空！長榮喊話「回家吧」　罷工空姐甜笑：我們一直在家門口 | ETtoday新聞雲,https://www.ettoday.net/news/20190627/1476765.htm
2019-06-27,ettoday,長榮罷工day8！空姐「愛的抱抱」激動緊擁...成員淚灑棚內：妳辛苦了 | ETtoday新聞雲,https://www.ettoday.net/news/20190627/1476737.htm
